COGID	Achang	Bela	Lashi	Maru	Phon	WrittenBurmese	Zaiwa
1-1	m au ³						
4-1	l a ⁵						
18-1	j a̰ ⁵						
19-1	n j ei ⁵						
44-1	j u ⁴²						
50-1	ʃ ɨ ŋ ³						
62-1	s ɛ ⁵³						
70-1	b w a n ⁵						
75-1	n j ɔ ŋ ³¹						
97-1	tʰ au ŋ ⁵						
112-1	tsʰ ɔ ⁵						
122-1	n j u ⁴²						
127-1	kʰ w i ³						
132-1	w ɔ ʔ ³¹						
133-1	n i ʔ ³						
135-1	n au ³¹						
142-1	z w i ⁵						
143-1	ŋ ɔ ʔ ³¹						
149-1	w i ʔ ⁵³						
152-1	ŋ a ³						
157-1	p ɔ ⁵						
183-1	ʔ a ⁵						
184-1	n u ḭ ʔ ⁵⁴						
185-1	tsʰ a m ³²						
189-1	n j ɔ ŋ ⁴³						
192-1	n i ³						
195-1	n i ³						
200-1	d k a n ³						
216-1	s j ai ŋ ⁵						
218-1	l ɔ ʔ ³¹						
225-1	s ai ŋ ⁵						
235-1	kʰ j ei ³						
244-1	s w ɔ ³						
253-1	m ei ³						
270-1	m ei k ³¹						
278-1	ɨ ŋ ³						
279-1	w a ⁵						
285-1	j ɛ m ⁵						
308-1	b w i ⁵						
322-1	m i ⁵						
325-1	kʰ j a ⁵						
337-1	n j a ŋ ³¹						
341-1	z u ³						
347-1	ʃ j u ʔ ⁵⁴						
362-1	w i ³¹						
391-1	j ɔ p ⁵⁴						
394-1	ŋ ɔ ʔ ³¹						
397-1	tʃʰ ei ³						
443-1	n j ɔ ⁵³						
460-1	s a t ⁵³						
463-1	z i ³¹						
464-1	ʔ u ŋ ³						
473-1	s ɛ m ³²						
476-1	kʰ j u ⁴²						
481-1	tsʰ a ³						
494-1	k ɛ ³¹						
496-1	ʃ ɨ ŋ ³						
516-1	w ei ³						
1-2		m au					
4-2		l i ⁵²					
18-2		m a ²³					
19-2		n i ²³					
44-2		l a ³					
50-2		ɣ a ²³					
62-2		s i k ²³					
70-2		a n					
75-2		m j a ʔ ⁵²					
97-2		j a ³					
112-2		a ⁵²					
122-2		m j a k ⁵²					
127-2		k i ⁵²					
132-2		w i ²³					
133-2		n i					
135-2		n au					
142-2		t w i ⁵²					
143-2		ŋ a ʔ ²³					
149-2		i ³					
