COGID	Achang	Bela	Lashi	Maru	Phon	WrittenBurmese	Zaiwa
1-1	m j au ⁵						
4-1	l a̰ ⁵						
18-1	m j o̰ ŋ ⁵						
19-1	n j o̰ ⁵						
44-1	d l u k ⁴²						
50-1	d j ai ŋ ⁵						
62-1	s ai ʔ ⁵⁴						
70-1	b j a n ³						
75-1	m j ɔ ʔ ⁵⁴						
97-1	d tʃʰ a ŋ ³						
112-1	tsʰ u ⁵						
122-1	m j u k ⁵⁴						
127-1	kʰ j ɛ ³						
132-1	d j a ʔ ⁴²						
133-1	n j o̰ ⁵						
135-1	n j au ⁵						
142-1	d j i ⁵						
143-1	ŋ o̰ ⁵⁴						
149-1	i ⁵⁴						
152-1	ŋ o̰ ⁵						
157-1	b o̰ ⁵						
183-1	ai ⁵						
184-1	n u a ʔ ⁵⁴						
185-1	tsʰ a m ³						
189-1	m j o̰ ʔ ⁵⁴						
192-1	j o̰ ⁵						
195-1	n ɔ̰ ³¹						
200-1	d j a ʔ ⁵						
216-1	d j ai ŋ ⁵						
218-1	l a̰ ʔ ⁴²						
225-1	s ai ŋ ³						
235-1	kʰ j ɛ ⁵⁴						
244-1	d j o̰ ⁵						
253-1	m j a̰ ³						
270-1	m j a̰ ⁵						
278-1	m j ai ŋ ³						
279-1	d j a ³						
285-1	j o̰ m ³						
308-1	j a ⁵						
322-1	m j i ⁵						
325-1	kʰ j ɛ ⁵						
337-1	m j a ŋ ³						
341-1	d j ɔ ³¹						
347-1	d j u k ⁵⁴						
362-1	d j i ⁵⁴						
391-1	j o̰ p ⁵⁴						
394-1	m ɔ ʔ ⁵⁴						
397-1	tʃʰ a̰ ⁵⁴						
443-1	n j o̰ p ⁵⁴						
460-1	s a t ⁵⁴						
463-1	d j i ⁵						
464-1	ʔ o̰ ŋ ³						
473-1	s o̰ m ³						
476-1	kʰ j u k ⁵⁴						
481-1	tsʰ a̰ ⁵						
494-1	g j a̰ ³						
496-1	j o̰ ŋ ³						
516-1	t a̰ ³¹						
522-1	n o̰ ʔ ⁴²						
523-1	b j ɛ ⁵						
524-1	n a̰ ³¹						
540-1	kʰ ɔ ³¹						
3-1	b j ɛ ³						
6-1	g j i ⁵						
7-1	dʒ o̰ ³						
20-1	n a p ⁵⁴						
51-1	ŋ j a ⁵						
64-1	g j u ŋ ³						
65-1	g j u k ⁵⁴						
66-1	d j ɛ ³						
71-1	ʃ i ⁵						
72-1	ɔ̰ ³¹						
76-1	t ɔ ³¹						
77-1	m j a ʔ ⁴²						
78-1	m j au ⁵						
82-1	b j ɛ ŋ ⁵						
87-1	ŋ ɔ ⁵						
93-1	l a m ⁵						
94-1	m j a̰ ŋ ⁵⁴						
100-1	d j o̰ t ³						
116-1	d l u ³¹						
119-1	dʒ a ⁵⁴						
124-1	b j ɛ ⁵						
136-1	l j i ⁵						
137-1	kʰ j j au ⁵						
144-1	s j a t ⁵⁴						
145-1	d u ŋ ³						
146-1	m j au ⁵						
150-1	g j ɔ ʔ ⁵⁴						
154-1	m j j o̰ ³						
165-1	g j ɛ m ⁵						
166-1	b j ɔ ³¹						
169-1	g j ɛ ŋ ³						
170-1	b j ɔ ³¹						
171-1	j a ŋ ³						
174-1	d l a̰ m ³						
181-1	m j o̰ ʔ ⁵⁴						
193-1	b ɔ̰ ³¹						
205-1	n a̰ a t ⁵⁴						
206-1	m j i ³						
212-1	n tʃʰ ɔ ʔ ⁵⁴						
214-1	l o̰ m ³						
217-1	o̰ ³						
224-1	n j j o̰ ⁵						
228-1	b au ³¹						
238-1	j j au ⁵						
241-1	ʃ a ⁵						
246-1	g j ɛ ⁵						
256-1	ʔ o̰ ³						
257-1	b u k ⁵⁴						
272-1	m a ³¹						
273-1	a ³						
274-1	m a ŋ ⁵						
286-1	kʰ j ɛ m ⁵						
289-1	kʰ u ŋ ³						
294-1	ai ⁵						
301-1	j a ʔ ⁴²						
306-1	tʃʰ j ɛ p ⁵⁴						
307-1	ŋ o̰ p ⁵⁴						
321-1	tʰ a ŋ ³						
331-1	m j ɔ̰ ³¹						
332-1	l a̰ m ³						
335-1	g j ɔ ³¹						
336-1	n j o̰ m ³						
340-1	ŋ j au ⁵						
342-1	m j j au ⁵						
360-1	dʒ j ɛ p ⁵⁴						
376-1	d j o̰ ⁵⁴						
389-1	n n ai a ⁵³						
395-1	n u ⁵						
401-1	ʃ a̰ ⁵⁴						
404-1	d j u ŋ ³						
408-1	d j ɔ ³¹						
409-1	l ɔ ⁵						
413-1	d j ɛ ³						
421-1	m j u k ⁵⁴						
425-1	b j ɛ ⁵⁴						
430-1	tʃʰ a̰ ⁵⁴						
442-1	d a ⁵						
447-1	tʰ u ŋ ³						
456-1	g ɔ ³¹						
458-1	ʃ u ⁵						
469-1	kʰ j ɛ ⁵						
470-1	d o̰ ³						
475-1	m i ³						
477-1	n j a̰ t ⁵⁴						
478-1	d j a̰ t ⁵⁴						
480-1	g j ɛ ⁵						
485-1	m j o̰ ³¹						
495-1	ŋ a a̰ ⁵						
499-1	m j o̰ ŋ ⁵						
500-1	n j j o̰ m ³						
501-1	tʰ o̰ ⁵						
506-1	dʒ j a p ⁵⁴						
507-1	n a ʔ ⁴²						
509-1	l ai ŋ ³						
510-1	b j j ai ŋ ³						
511-1	l a̰ ʔ ⁴²						
521-1	j ɛ ⁵						
525-1	n j j au ⁵						
538-1	t tʃʰ j ɛ ⁵						
539-1	dʒ j ɛ ŋ ³						
544-1	g j ɛ ʔ ⁵⁴						
550-1	tʰ j ɔ ⁵⁴						
562-1	m j u ŋ ³						
568-1	g a̰ ³						
2-1	kʰ u ŋ ³						
11-1	s ai ŋ ³						
12-1	n j ɔ ʔ ⁵⁴						
22-1	g u ŋ ³						
28-1	d j a ³¹						
29-1	tʰ o̰ ʔ ⁵⁴						
30-1	dʒ a ŋ ³						
35-1	d l a ŋ ³						
38-1	dʒ j u ŋ ⁵						
42-1	b j ɛ ⁵						
46-1	tʃʰ u ³¹						
52-1	d j ɔ ⁵⁴						
55-1	d j ɛ m ³						
69-1	dʒ a k ⁵⁴						
79-1	g j a m ³						
83-1	tʃʰ j ɛ ³⁴						
86-1	j a ŋ ³						
89-1	s a ŋ ³						
90-1	j ɔ ʔ ⁴²						
91-1	a n ³						
92-1	kʰ o̰ ⁵						
106-1	g a ʔ ⁵⁴						
120-1	tsʰ a̰ i ⁵⁴						
125-1	g d j o̰ ʔ ³						
148-1	b j a ŋ ³						
173-1	t ai ³						
179-1	t ai ⁵						
186-1	ŋ o̰ ⁵						
187-1	l a ŋ ³						
197-1	n a̰ a t ⁵⁴						
209-1	kʰ j u ŋ ³						
210-1	d j a m ³						
211-1	d au ³⁴						
213-1	n a̰ a ʔ ⁵⁴						
215-1	d w o̰ ʔ ⁵⁴						
220-1	tʰ a ŋ ³						
237-1	ʃ a̰ ³						
239-1	n a m ⁵						
242-1	tsʰ a ⁵						
