COGID	Achang	Bela	Lashi	Maru	Phon	WrittenBurmese	Zaiwa
1-1	m au ⁵						
4-1	l a ⁵						
18-1	m j u ŋ ⁵						
19-1	n j u ⁵						
44-1	l u g ³¹						
50-1	ʃ u ŋ ³						
62-1	s ai g ⁵⁴						
70-1	b a n ³						
75-1	m j ɔ ʔ ³¹						
97-1	tʃʰ a ŋ ³²						
112-1	tsʰ u ⁵						
122-1	m j u g ³¹						
127-1	kʰ w ei ³						
132-1	w a ʔ ³¹						
133-1	n u ³						
135-1	n au ⁵						
142-1	d j i ³¹						
143-1	ŋ ɔ ʔ ³¹						
149-1	w u ʔ ⁵³						
152-1	ŋ u ³						
157-1	pʰ a ⁵						
183-1	w a ⁵						
184-1	n u ʔ ⁵⁴						
185-1	tsʰ a m ³						
189-1	m j ɔ ʔ ³¹						
192-1	n u ³						
195-1	n a ³						
200-1	g a n ³						
216-1	s i ŋ ⁵						
218-1	l ɔ ʔ ³¹						
225-1	s u ŋ ³						
235-1	kʰ j u ⁵⁴						
244-1	s ɔ ⁵						
253-1	m a ³						
270-1	m u ³						
278-1	m j u ŋ ³¹						
279-1	w a ³						
285-1	j ɔ m ³¹						
308-1	b a ⁵						
322-1	m a ⁵						
325-1	kʰ j au ⁵						
337-1	m j a ŋ ³¹						
341-1	d j ɔ ³						
347-1	ʃ j u ʔ ⁵⁴						
362-1	j i ⁵⁴						
391-1	j ɔ p ⁵⁴						
394-1	m ɔ ʔ ³¹						
397-1	tʃʰ u ⁵						
443-1	n j ɔ p ⁵³						
460-1	s a ʔ ⁵⁴						
463-1	j i ³						
464-1	ʔ u ŋ ³²						
473-1	s ɔ m ³						
476-1	kʰ j u g ⁵³						
481-1	tsʰ u ³¹						
494-1	g j a ³						
496-1	ʃ j i ŋ ³						
516-1	w ei ³						
522-1	n ɔ ʔ ³¹						
523-1	pʰ j u ³						
524-1	n a ³¹						
540-1	kʰ ɔ ⁵						
3-1	b u ³¹						
6-1	g j a ⁵						
7-1	dʒ ɔ ³¹						
20-1	n a p ³¹						
51-1	ŋ ³						
64-1	g j u ŋ ³¹						
65-1	g j u g ⁵⁴						
66-1	d j a ³						
71-1	ʃ a ⁵						
72-1	ʔ a ³						
76-1	w ɔ ³						
77-1	m j ai g ³¹						
78-1	m au ⁵						
82-1	pʰ a ŋ ⁵						
87-1	ŋ ɔ ³						
93-1	l a m ⁵						
94-1	m j u ŋ ⁵⁴						
100-1	s ɔ n ³						
116-1	l u ³						
119-1	w a ʔ ³¹						
124-1	b j a ³						
136-1	l a ⁵						
137-1	kʰ j au ⁵						
144-1	s ɔ ʔ ⁵⁴						
145-1	d u ŋ ⁵						
146-1	m au ⁵						
150-1	g j ɔ ʔ ³¹						
154-1	m j ei ³						
165-1	g j ɛ m ³						
166-1	pʰ j ɔ ³¹						
169-1	g j u ŋ ³²						
170-1	b j ɔ ³						
171-1	j a ŋ ³²						
174-1	l u m ³¹						
181-1	m j ɔ ʔ ³¹						
193-1	b ə ³						
205-1	n ɔ ʔ ⁵⁴						
206-1	m u ³						
212-1	tʃʰ ɔ ʔ ⁵³						
214-1	l u m ³						
217-1	w a ³¹						
224-1	n j u ⁵						
228-1	b au ³¹						
238-1	j au ⁵						
241-1	ʃ a ⁵						
246-1	g j ei ⁵						
256-1	ʔ a ³						
257-1	pʰ u ʔ ⁵³						
272-1	m ɔ ³⁴						
273-1	ʔ a ⁵						
274-1	m a ŋ ³						
286-1	kʰ j ɔ m ³						
289-1	kʰ u ŋ ³¹						
294-1	w ɛ ⁵						
301-1	j ɔ ʔ ³¹						
306-1	kʰ w ɛ p ⁵³						
307-1	ŋ u p ⁵⁴						
321-1	tʰ a ŋ ³						
331-1	m j ɔ ³						
332-1	l a m ³						
335-1	g j ɔ ³¹						
336-1	n i m ³¹						
340-1	ŋ au ⁵						
342-1	m j au ⁵						
360-1	dʒ w ɛ p ³¹						
376-1	s i ʔ ³¹						
389-1	n ai g j ⁵						
395-1	n u ⁵						
401-1	ʃ ei ⁵⁴						
404-1	d j u ŋ ⁵						
408-1	d ɔ ³						
409-1	l ɔ ³¹						
413-1	d w ɔ n ³¹						
421-1	m j u g ³¹						
425-1	b j ɛ ⁵⁴						
430-1	tʃʰ u ⁵⁴						
442-1	d ɛ ³						
447-1	tʰ u ŋ ⁵						
456-1	g ɔ ³						
458-1	ʃ u ⁵						
469-1	kʰ j au ⁵						
470-1	d u ⁵						
475-1	m ³						
477-1	n j a ʔ ⁵⁴						
478-1	d ʃ u p ⁵⁴						
480-1	g j au ⁵						
485-1	m j ɔ ³						
495-1	ŋ a ³¹						
499-1	m j u ŋ ³						
500-1	n j w ɔ m ⁵						
501-1	tʰ a ⁵						
506-1	dʒ a p ⁵³						
507-1	n ɔ ʔ ³¹						
509-1	l u ŋ ³						
510-1	b j ɛ ŋ ⁵						
511-1	l ɔ ʔ ³¹						
521-1	h au ³¹						
525-1	n j au ⁵						
538-1	tʃʰ au ⁵						
539-1	dʒ a ŋ ³						
544-1	g j ɔ ʔ ⁵³						
550-1	tʰ ɔ ʔ ³¹						
562-1	m j u ŋ ³						
568-1	g ɛ ³¹						
2-1	kʰ u ŋ ³¹						
11-1	s a ŋ ³						
12-1	d j ɔ ʔ ³¹						
22-1	g u ŋ ³¹						
28-1	b w ɔ ³¹						
1-2		m i ⁵²					
4-2		l i ⁵²					
18-2		m i ²³					
19-2		n i ²³					
44-2		l a ⁵²					
50-2		i ²³					
62-2		i ²³					
70-2		p i ⁵²					
75-2		m j a ⁵²					
97-2		i ⁵²					
112-2		a ⁵²					
122-2		m j a ⁵²					
127-2		k i ⁵²					
132-2		i ⁵²					
133-2		n i ⁵²					
135-2		n i ⁵²					
142-2		t i ⁵²					
143-2		a ⁵²					
149-2		i ⁵²					
152-2		i ²³					
157-2		p i ⁵²					
183-2		ʔ i ⁵²					
184-2		n a ʔ ⁵²					
185-2		i ²³					
189-2		m j a ⁵²					
192-2		n i ⁵²					
195-2		n i ⁵²					
200-2		k i ⁵²					
216-2		i ²³					
218-2		l a ⁵²					
225-2		i ²³					
235-2		k i ²³					
244-2		a ⁵²					
253-2		m i ⁵²					
270-2		m i ²³					
278-2		m i ²³					
279-2		i ⁵²					
285-2		j i ²³					
