COGID	Achang	Bela	Lashi	Maru	Phon	WrittenBurmese	Zaiwa
1-1	m au ⁵						
4-1	l a ⁵						
18-1	m j a ŋ ⁵						
19-1	n j a ⁵						
44-1	l u g ⁵³						
50-1	ʃ a ŋ ³						
62-1	s a g ⁵⁴						
70-1	b a n ⁵						
75-1	m j ɔ ʔ ⁵³						
97-1	tʃʰ a ŋ ³						
112-1	tsʰ u ⁵						
122-1	m j u g ⁵³						
127-1	kʰ m ei ³¹						
132-1	m a ʔ ⁵³						
133-1	n a ⁵						
135-1	n au ⁵						
142-1	d j i ⁵						
143-1	ŋ ɔ ʔ ⁵³						
149-1	m i ʔ ⁵³						
152-1	ŋ a ⁵						
157-1	d a ⁵						
183-1	m a ⁵						
184-1	n u ʔ ⁵⁴						
185-1	tsʰ a m ³						
189-1	m j ɔ ʔ ⁵³						
192-1	n a ⁵						
195-1	n a ³						
200-1	g a n ³						
216-1	s a ŋ ⁵						
218-1	l ɔ ʔ ⁵³						
225-1	s a ŋ ⁵						
235-1	kʰ j ei ³						
244-1	s ɔ ⁵						
253-1	m ei ⁵						
270-1	m ei ⁵						
278-1	m j a ŋ ³¹						
279-1	m a ⁵						
285-1	j a m ⁵						
308-1	b a ⁵						
322-1	m i ⁵						
325-1	kʰ au ⁵						
337-1	m j a ŋ ³¹						
341-1	d j ɔ ³						
347-1	ʃ j u ʔ ⁵⁴						
362-1	j i ³¹						
391-1	j ɔ p ⁵⁴						
394-1	m ɔ ʔ ⁵³						
397-1	tʃʰ ei ⁵						
443-1	n j ɔ p ⁵³						
460-1	s a ʔ ⁵⁴						
463-1	j i ³¹						
464-1	ʔ u ŋ ³						
473-1	s a m ³						
476-1	kʰ j u g ⁵³						
481-1	tsʰ ei ³						
494-1	g ei ³¹						
496-1	ʃ j a ŋ ³						
516-1	m ei ³						
522-1	n ɔ ʔ ⁵³						
523-1	d j a ³						
524-1	n ei ³¹						
540-1	kʰ ɔ ⁵						
3-1	b ei ³¹						
6-1	g i ⁵						
7-1	dʒ a ³						
20-1	n a p ⁵³						
51-1	ŋ ⁵						
64-1	g u ŋ ⁵						
65-1	g u g ⁵⁴						
66-1	d j a ⁵						
71-1	ʃ i ⁵						
72-1	ʔ a ³						
76-1	m ɔ ³						
77-1	m j a g ⁵³						
78-1	m au ³¹						
82-1	d a ŋ ⁵						
87-1	ŋ ɔ ⁵						
93-1	l a m ⁵						
94-1	m j ei ŋ ³						
100-1	s ɔ n ³						
116-1	l u ³¹						
119-1	m a ʔ ⁵³						
124-1	b j a ³						
136-1	l i ⁵						
137-1	kʰ j au ⁵						
144-1	s ɔ ʔ ⁵⁴						
145-1	d u ŋ ³¹						
146-1	m au ⁵						
150-1	g j ɔ ʔ ⁵³						
154-1	m j a ³						
165-1	kʰ j a m ³						
166-1	d j ɔ ³²						
169-1	g j a̰ ŋ ³						
170-1	b j ɔ ³²						
171-1	j a ŋ ³						
174-1	l a̰ m ³						
181-1	m j ɔ ʔ ⁵³						
193-1	b ə ³						
205-1	n ɔ ʔ ⁵⁴						
206-1	m i ⁵						
212-1	tʃʰ ɔ ʔ ⁵³						
214-1	l a m ³						
217-1	m a ⁵						
224-1	n j a ⁵						
228-1	b au ⁵						
238-1	j au ⁵						
241-1	ʃ a ⁵						
246-1	g j a ⁵						
256-1	ʔ a ³						
257-1	d u ʔ ⁵³						
272-1	m ɔ ⁵						
273-1	ʔ a ⁵						
274-1	m a ŋ ⁵						
1-2		m a ⁵²					
4-2		l a ⁵²					
18-2		m a ²³					
19-2		n a ²³					
44-2		l a ⁵²					
50-2		a ²³					
62-2		a k ²³					
70-2		p a n ⁵²					
75-2		m j a ⁵²					
97-2		a ⁵²					
112-2		a ⁵²					
122-2		m j a k ⁵²					
127-2		k a ⁵²					
132-2		a ⁵²					
133-2		n a ⁵²					
135-2		n a ⁵²					
142-2		t a ⁵²					
143-2		a ⁵²					
149-2		a ⁵²					
152-2		a ²³					
157-2		p a ⁵²					
183-2		a ⁵²					
184-2		n a ⁵²					
185-2		a ²³					
189-2		m j a ⁵²					
192-2		n a ⁵²					
195-2		n a ⁵²					
200-2		k a n ⁵²					
216-2		a ²³					
218-2		l a ⁵²					
225-2		a ²³					
235-2		k a ²³					
244-2		a ⁵²					
253-2		m a ⁵²					
270-2		m a ²³					
278-2		m a ²³					
279-2		a ⁵²					
285-2		j a m ²³					
308-2		p a ⁵²					
322-2		m a ⁵²					
325-2		k a ⁵²					
337-2		m j a ⁵²					
341-2		t a ⁵²					
347-2		a ⁵²					
362-2		a ⁵²					
391-2		j a ⁵²					
394-2		m a ⁵²					
397-2		a ²³					
443-2		n j a ⁵²					
460-2		a ⁵²					
463-2		a ⁵²					
464-2		a ⁵²					
473-2		a m ²³					
476-2		k j a k ⁵²					
481-2		a ²³					
494-2		k a ⁵²					
496-2		a ²³					
516-2		a ⁵²					
522-2		n a ⁵²					
523-2		p j a ⁵²					
524-2		n a ⁵²					
540-2		k a ⁵²					
3-2		p a ²³					
6-2		k a ⁵²					
7-2		a m ²³					
20-2		n a ²³					
39-2		m a ²³					
51-2		⁵²					
72-2		a ⁵²					
94-2		m a ²³					
100-2		a n ⁵²					
116-2		l a ⁵²					
136-2		l a ⁵²					
137-2		k j a ⁵²					
139-2		m a ⁵²					
150-2		a ⁵²					
154-2		m a ⁵²					
166-2		p j a ⁵²					
169-2		k j a ⁵²					
170-2		p j a ⁵²					
171-2		j a ⁵²					
174-2		l a ²³					
181-2		m j a ⁵²					
205-2		n a ⁵²					
206-2		m a ⁵²					
214-2		l a m ²³					
217-2		a ⁵²					
224-2		n j a ⁵²					
228-2		p a ⁵²					
246-2		k a ⁵²					
256-2		a ⁵²					
257-2		p a ⁵²					
273-2		a ⁵²					
1-3			m au k ³				
4-3			l ɔ ⁴				
18-3			m j ai ³				
19-3			n j ḛ ³				
44-3			g l o k ⁵				
50-3			j ʃ ə ŋ ³				
62-3			s ə ʔ ⁵³				
70-3			p ai ŋ ³				
75-3			m ɔ̰ ʔ ³				
97-3			tʃʰ a ŋ ⁴				
112-3			tsʰ ɔ ⁴				
122-3			m j o k ³²				
127-3			kʰ ḛ ³				
132-3			o ʔ ³				
133-3			n j o ³				
135-3			n au ³				
