COGID	Bankan_Tey	Ben_Tey	Bunoge	Jamsay	Mombo	Najamba	Nanga	Penange	Perge_Tegu	Tebul_Ure	Tiranige_Diga	Togo_Kan	Tommo_So	Toro_Tegu	Yanda_Dom	Yorno_So
3851										a b ɛ			a b i j ɛ		ɔ b i j ɛ	a b ɛː
2028				k ɔː		g o										
5573										t a m b a r a			t a m b a l a			
6007			p u n a		p u n a			p u n a			p u n a				p u r̃ a	
4461	j̃	j̃														
3049				i ɲ e					i n dʒ e							
1503				d a ŋ a					d a ŋ a							
613	m a			m aː					m aː					m a j̃		
5198	m	m														
2699					n aː g a			nʷ aː g a								
1669				d e m e r e			d e m b i r e		d e m b e r e			d e m e r e				
431				k a m ɲ a												k ɛ m ɲ ɛ
5939				ɛː r u			ɛː r i		ɛː r u							
5360					j ɛː			j ɛː								
3710													n i m ɛ m		n i m ɛ m	
2714				s u ŋ		k ɛː s u m								z a ŋ		s u m
1192													dʒ i m		tʃ i ŋ	dʒ i m
451													i l i j e			i lː iː
5692				a n a					a l a			a n a		a l a		a n a
1171				dʒ ãː								dʒ aː				
4336				s i					s u							s u
4007	ɔ r̃ ɔ	ɔ r̃ ɔ														
5465		m uː j̃ i		m u ŋ o					m u j̃ o			m u ŋ o				m u j̃
1297			s aː m b a				dʒ aː m b a									
117					dʷ ɛː			dʷ ɛː			dʷ ɛː					
3116									k u w ɔ			k u w ɔ				
1126		n iː		n iː			n iː		n iː							
913					w eː			w eː								
4941	ɔ j̃ ɔ	ɔ j̃ ɔ				ɔ j ɛ	ɔ j̃ ɔ								ɔ j̃ ɔ	
5279							t i ŋ i					t i ŋ ɛ				
4442			t iː w ɛ			t i j ɛ					t i j ɛ		t u j o			t u j
2926				s i r u					s i r u							
2754	ɔ ŋ g ɔ r ɔ	ɔ ŋ g ɔ r ɔ								ɔ n g ɔ						
4223						d e b i									d ɛ b u	
3470													iː j ɛ			j eː
833					t e g a								t u g u			
3373				n ɔ w̃ ɔ								n ɔ w̃ ɔ				
6008				j ɔ r ɔ								j ɔ r ɔ	ɔː l ɔ			j u l ɔ
2704												n uː				n ɔː
389									n				n ɛ	n		n ɛ
