COGID	AchangLongchuan	Atsi	Bola	Lashi	Maru	OldBurmese	ProtoBurmish	Rangoon	Xiandao
665-1	ŋ ɔ ⁵⁵								
495-1	n au ³⁵								
838-1	l o ³¹								
438-1	ȵ ɔ ʔ ʔ								
334-1	l ɔ ʔ ⁵⁵								
360-1	l ə ³¹								
394-1	n i ³¹								
221-1	ʐ m p ⁵⁵								
202-1	k au ³¹								
935-1	o ³¹								
93-1	tɕ w ³¹								
7-1	p ə n ³¹								
664-1	o ə ŋ ⁵⁵								
246-1	x ɔ ʔ ⁵⁵								
547-1	s ə ʔ ⁵⁵								
555-1	ʐ n m ⁵⁵								
464-1	m au ³¹								
119-1	tɕ ə ŋ ⁵⁵								
835-1	j a p ⁵⁵								
79-1	t o ³¹								
693-1	ŋ au ⁵⁵								
477-1	n a p								
891-1	t ə ŋ ³⁵								
528-1	k o ⁵⁵								
797-1	k ʐ o ʔ ⁵⁵								
493-1	n a ʔ ⁵⁵								
217-1	ʐ a p ⁵⁵								
896-1	tsʰ u t ⁵⁵								
452-1	ȵ ʐ o ʔ ⁵⁵								
580-1	s o ʔ ⁵⁵								
833-1	n ɔ ⁵⁵								
390-1	m ə ŋ ³¹								
696-1	ŋ ɔ ⁵⁵								
86-1	t ə ŋ ⁵⁵								
384-1	m a n ³⁵								
61-1	t a m ⁵⁵								
536-1	s ɔ ʔ ⁵⁵								
731-1	ʂ i ³¹								
779-1	o ⁵⁵ ⁵⁵								
589-1	x ə ŋ ⁵⁵								
658-1	o a m ⁵⁵								
456-1	ȵ i ə ŋ ³¹								
183-1	k ʐ ⁵⁵								
785-1	x w ³¹								
714-1	o ⁵⁵								
331-1	l w ³¹								
930-1	ŋ ɔ p ⁵⁵								
161-1	k ə ŋ ⁵⁵								
814-1	x ui ³¹								
179-1	k ɔ ʔ ʔ ⁵⁵								
194-1	k ɔ ʔ ⁵⁵								
727-1	ʂ ə ŋ ⁵⁵								
260-1	x ʐ a p ⁵⁵								
144-1	k a m ⁵⁵								
53-1	pʰ a m ⁵⁵								
59-1	t ɔ ʔ ⁵⁵								
506-1	tɕ a ʔ ⁵⁵								
29-1	p a ʔ								
316-1	tɕ ɔ ʔ ⁵⁵								
389-1	m ʐ ə ŋ ⁵⁵								
118-1	m w a								
312-1	x o ³¹								
490-1	n i ³¹								
436-1	ȵ ʐ w ³¹								
927-1	ɔ n ⁵⁵								
383-1	m ɔ ʔ ⁵⁵								
211-1	j m m ⁵⁵								
873-1	s ə ŋ ⁵⁵								
877-1	ʂ w ³⁵								
344-1	l a m ⁵⁵								
666-1	ŋ ³¹ ³¹								
595-1	t ə ŋ ³⁵								
660-1	o ʔ p ⁵⁵								
642-1	ə ŋ ³⁵								
257-1	x ʐ m m ⁵⁵								
167-1	k ʐ w ³¹								
880-1	t a p ⁵⁵								
484-1	n ə ŋ ⁵⁵								
574-1	s u m ³¹								
718-1	ʂ ³¹ n ³¹								
811-1	x o ³¹								
458-1	t ə ŋ ³¹								
884-1	ʈʂ ə ³⁵								
205-1	k o ʔ ⁵⁵								
499-1	n a ⁵⁵								
706-1	ʂ ɔ ⁵⁵								
920-1	o ŋ ³¹								
36-1	p ʐ ə ŋ ⁵⁵								
12-1	p i ⁵⁵								
350-1	l ə ŋ ³⁵								
4-1	p a n ⁵⁵								
342-1	s o ʔ ⁵⁵								
280-1	x i ⁵⁵								
612-1	t ə ŋ ³¹								
459-1	m ʐ ə ŋ ⁵⁵								
569-1	s ui ³¹								
283-1	x ʐ o ³¹								
148-1	k ɔ n ³¹								
652-1	o a ⁵⁵								
220-1	tɕ ə ŋ ³¹								
562-1	s ə ŋ ³¹								
31-1	p ʐ ʔ ʔ								
386-1	m a ʔ ⁵⁵								
804-1	x ʐ u ŋ ³¹								
369-1	l ə ʔ ⁵⁵								
125-1	t au ³¹								
314-1	tɕ ʐ w ⁵⁵								
823-1	l a p ⁵⁵								
471-1	n a m ⁵⁵								
40-1	p ʐ ə ŋ ³⁵								
393-1	m ə ŋ ³⁵								
272-1	x ʐ ə ŋ ³⁵								
463-1	m au ⁵⁵								
1-1	p ɔ ⁵⁵								
214-1	j m ³¹								
123-1	t au ³¹ ⁵⁵								
512-1	tɕ ʐ ə ʔ ⁵⁵								
518-1	tɕ ʐ o ⁵⁵								
878-1	t o ³¹								
849-1	tɕ a t ⁵⁵								
524-1	tɕ i ʔ ⁵⁵								
90-1	t w a								
541-1	s w n ³¹								
933-1	s au ³¹								
467-1	n ɔ ³¹								
49-1	pʰ a ⁵⁵								
822-1	l ɔ ʔ ⁵⁵								
52-1	pʰ ɔ ⁵⁵								
377-1	l u ʔ ³¹								
127-1	ʈʂ a p ⁵⁵								
67-1	t a t ⁵⁵								
864-1	p ʐ ³¹								
126-1	ʈʂ ɔ ʔ								
656-1	o a ³¹								
635-1	ʈʂ ɔ ⁵⁵ ⁵⁵								
473-1	j a m ⁵⁵								
98-1	ʂ w ³¹								
445-1	ȵ i au ⁵⁵								
379-1	l w t ⁵⁵								
665-2		ŋ o ⁵¹							
495-2		n au ⁵⁵							
838-2		l a k ²¹							
438-2		m j o ʔ ⁵⁵							
334-2		l o ʔ ²¹							
360-2		l i ²¹							
394-2		m j i ²¹							
221-2		j m p							
202-2		k ui ²¹							
935-2		n ²¹ ²¹							
93-2		ts o ²¹							
7-2		p a ŋ ²¹							
664-2		a a ŋ ⁵¹							
246-2		k o ʔ ⁵⁵							
547-2		k a k ⁵⁵							
555-2		j m ⁵¹ ⁵¹							
464-2		m ŋ ²¹							
