COGID	Eryuan	Heqing	Jianchuan	Lanping	Luobenzhuo	Qiliqiao	Xiangyun	Yunlong	Zhoucheng
5229						s e ³²			s e ⁴²
6066								ŋ w e ³³	w e ³³
1657					l u ³¹				l ɤ ²¹
6993						s e ⁴⁴		ɕ ɛ ⁴⁴	s e ⁴⁴
1039		s ɿ ⁵⁵	s ɿ ⁵⁵	s ɿ ⁵⁵		s ɤ ⁵⁵			s ɿ ⁵⁵
2471			ɕ o ³¹	ɕ o ⁴²					
183					tɕ ã ³¹			tɕʰ i ³¹	
925	t ɯ ⁴²	t ɯ ⁴²	t ɯ ⁴²						t ɯ ⁴²
3212	k a ³⁵			k e ⁵⁵	q ẽ ⁵⁵			k ɛ ³⁵	k a ³⁵
6579					tɕʰ o ³¹		tɕ ɛ ²¹	tsʰ u ³¹	
3549			tsʰ ɯ ⁵⁵		ʈʂʰ ʅ ³³	tsʰ ɿ ⁵⁵	ts ɿ ⁵⁵		tsʰ ɿ ⁵⁵
215	kʰ ɯ ³³		kʰ ɯ ³³	kʰ ɯ ⁴⁴		kʰ ɯ ³³	kʰ ou ³³		
1316	m ɯ ⁵⁵	m ɯ ³⁵	m ɯ ⁵⁵	m ɯ̃ ³³			m e ³⁵	m ɛ ⁵⁵	m ɛ ⁵⁵
2730			ɣ ɯ ⁴²	ɣ ɯ ⁴²	ɣ ɯ ⁴²			ɣ ɯ ⁴²	
774					t ɤ ³³		tʰ ɛ̃ ⁵⁵		
2876	ɯ ³¹			ɯ ⁴²		ɯ ³¹			
6618		ɣ ɔu ²¹	ɣ ou ²¹				ɣ ɔ ²¹		
6916				l a ⁴²					l a ⁴²
2540	ʈʂʰ e ⁴⁴						tsʰ e ⁴⁴	tsʰ ɛ ⁴⁴	
4636		j ĩ ⁵⁵	j ĩ ⁵⁵	j ɛ̃ ⁵⁵					
1241	p e ⁴⁴					p e ⁴⁴		p e ⁴⁴	p e ⁴⁴
350	j a ⁴⁴			j a ⁴⁴					
2197					ɕ ʊ ³³	ʃ w ɔ ³³		s u ³³	
5590	tʰ i ⁵⁵			t i ⁵⁵	tʰ ã ⁵⁵	tʰ i ⁵⁵	tʰ e ⁵⁵	tʰ i ⁵⁵	
5289						pʰ i ⁴²	pʰ i ⁵⁵		pʰ i ⁵⁵
