COGID	cojubim	jaru	kitemoka	more	orowin	tapakura	tora	urupa	wanyam	wari
52-1	i t e									
56-1	u m e									
96-1	a e a tʃ									
99-1	a e i e o n									
114-1	t o k n									
115-1	u e n u									
133-1	t i p a a a n									
144-1	a a a j a n i									
150-1	k a w									
234-1	k o m									
236-1	p u k u n									
241-1	a w i n									
249-1	u e e									
1-1	w a k a									
2-1	w j m									
65-1	i w									
74-1	p a n a									
106-1	t i n u n									
128-1	k o k n									
147-1	t u m u									
231-1	p a n a w o									
232-1	p u p j j									
239-1	n a m a k a n									
266-1	n i e									
51-1	r w i									
97-1	m a j o e									
109-1	u p u j u									
121-1	k a p u j a k i									
149-1	t o k									
160-1	k u u k									
163-1	u p e n									
167-1	p a									
207-1	m u									
259-1	t o w a									
66-1	k a e a k a w									
134-1	n a p a t									
139-1	m o k o e i									
142-1	p a a a m a a n									
145-1	k a n a t n u									
148-1	t a a w r n									
162-1	i j i n									
166-1	i m i									
179-1	t a									
201-1	p r									
21-1	k a w a									
24-1	p o k a n a									
50-1	i n a									
57-1	t o k a w a n									
84-1	p i w a n									
91-1	m o k o n									
131-1	t u k a z i m									
151-1	k u w									
154-1	w e									
192-1	t n t									
197-1	t a e m									
205-1	u p a n									
227-1	j a p w i t									
246-1	i j i									
251-1	w a n a									
271-1	e i w									
285-1	u e a w u n									
75-1	u p i j a									
79-1	t a j									
104-1	k a p u									
153-1	tʃ a k									
157-1	t a n a m									
174-1	p u n									
240-1	t i m a k									
270-1	k a w a j u									
52-2		o t e								
56-2		j m e								
96-2		a e a e								
99-2		a r i h s n								
114-2		t i k i								
115-2		o j i								
133-2		t o p a s s s								
144-2		a e a a k s								
150-2		h a h								
234-2		k e m								
236-2		a i h o n								
241-2		a h o n								
249-2		o h e								
74-2		a a n a								
93-2		t a a a n o								
95-2		r o k o								
106-2		t o n a k								
119-2		j a e t o s								
128-2		j i k o								
147-2		k o m o k								
231-2		a a n a r								
232-2		r o r i e								
239-2		n a e a k a								
266-2		o s o e								
51-2		o r i								
55-2		h h a m								
97-2		k a j a k k								
121-2		k a a a w a h u								
163-2		o a e n								
167-2		a a								
259-2		t i a a								
66-2		k a r a k a r								
112-2		t a a a a o s o								
116-2		t a a a h								
125-2		h a t o e a s o								
135-2		e o m i								
139-2		e i i s o								
142-2		a a a a m k								
148-2		t a r a r								
162-2		i j i n								
166-2		i m i								
179-2		t a								
45-2		w r o j o m a								
84-2		i r a i								
131-2		e e r s t i e k								
146-2		o r e a a								
154-2		r e								
192-2		t s t								
197-2		t o e i k								
235-2		s a r o								
237-2		e i m a w o								
246-2		i j i								
250-2		m u r i k o t a								
267-2		t i a a								
39-2		j a m o e a								
42-2		k a t a a m a								
44-2		r a j a m k								
75-2		o a o w k								
94-2		r h e n e k o								
122-2		o h o n a s o								
52-3			t tʃ a							
56-3			t m a							
96-3			a s o t							
99-3			a h t j o							
114-3			tʃ m i a i							
115-3			n j i i							
133-3			tʃ i p a o a a							
144-3			a s a w o a							
150-3			a w							
234-3			m m							
236-3			p i t							
241-3			a w t							
249-3			t h m							
1-3			w a tʃ a							
2-3			w w tʃ a							
65-3			i w i							
93-3			tʃ m p a s i s i							
95-3			w i i							
