COGID	Amharic	Argobba	Chaha	Endegagn	Ezha	Geez	Gumer	Gura	Gyeto	Harari	Inor	Kistane	Mesqan	Muher	Silte	Tigre	Tigrigna	Wolane	Zway
485	tʃʼ ɨ s	tʃ i s																	
631																g ə j a ʃ ai̯	g ə j a ʃ ai̯		
660						m ɨ s l ə										m ɨ s	m ɨ s		
600	w ɨ h a	ʔ a h o w a																	
422				d a ʔ ə		g a ʕ t					d a ʔ a					g a ʕ t			
124				d ə ʔ ə n ə							d ə ʔ ə r ə ʔ								
578															ʔ u x u n			ʔ u h u n	
348						ʕ a jː ə r ə										ʕ a j ə r a			
58																		dʒ ə b ə	dʒ ə b a
187										b u tʃ i					b uː tʃ o			b u tʃ o	
501			m a t ə g a	ʔ ɨ mː a t ə g	ʔ ɨ mː a t i n g i			h ɨ m ə g a								ʔ ɨ b h a m g ə m			
222					f ə dʒː ə m	f ə sː ə m ə								f ə dʒː ə m					
364															b ɨ l			b ɨ l	
413	g ə n f o	g ɨ n f o										g ə n f o					g ə n f o		
649		b ə							b ə	b e								b ə	b ə
114	d ə bː ə kʼ ə					d ə b ə kʼ ə													
319															d u m			d u m i	
639	j ə t ɨ ɲː a w	j e d ɨ ɲː a w										j ɨ tː a							
548			x ɨ x	x a d ə			x ɨ x		x ə		x a d a								
227										ʔ a tʼ ə b i ɲː							ʔ a s a b ɨ ʕ t i		
157	ʔ a lː ə m ə					ħ ɨ l u m										ħ a lː ə m	ħ a l ə m ə		
151	ʔ a l ə kʼː ə s ə	l ə kʼː ə s ə																	
453	b ə g					b ə gː ɨ ʕ										b ə gː u ʕ	b ə g ɨ ʕ		
483																r ə ʔ a	r ə ʔ a j ə		
175						ħ ə r g ə s				ħ aː s							ħ a r g ə s		
644	s e t ɨ j o																s ə b ʔ ai̯ t i		s e t
111	l ɨ dʒ	l ɨ dʒ																w e dʒ	
463				b ə ʔ ə d							b ə ʔ ə d								
87													f u r n o		f u r n o				
309										ʔ a t ə w aː kʼ					ʔ ɨ n tʃ a kʼ o			ʔ ɨ n tʃʼ a kʼ o	ʔ ɨ n tʼ aː kʼ
267											ʔ ɨ n g w ə r ə g ɨi̯							w ə l ə n g aː j a	
155	w ɨ ʃː a	w ɨ ʃ a										w ɨ sː a							
654			t ə h u t	t ɨ h u d ə											t uː h a				
156	ʔ a h ɨ jː a	ʔ a h ɨ j a																	
606			ʔ ə g a		ʔ ə g a			ʔ ə g a	ʔ ə g a										
253		ʔ ɨ n dʒ e d e l o																	dʒ eː d aː l ə
506						m ə n b ə r				w ə m b ə r		w ə n b ə r					m ə n b ə r		
29										ħ a r ə kʼ						r ɨ s ɨ kʼ			ʔ a r ə kʼ
481																s ɨ g u b			n ɨ b r ə t a ɲ ə
126						w a l d				w iː dʒ						w ə l a d			
563										b ə ħ ə r	t ə h ɨ m		b ə h i						
261						tʼ a l i											tʼʲ ə l		
407																ʕ ɨ fː u n	ʕ u f a n		
613						g e s ə m				g i ʃ					g eː s			g eː s	g eː s
354										w a r aː b a					w ə r a b ə			w ə r a b ə	ʔ u r aː b a
534	l a b	l a b																	
335		k ə m e															k ə m əi̯		
259						kʼ w ə r n ə n ə ʕ a t				ʔ a n kʼ u r aː r a ħ									
499			l a l e		l a l e			l a l e			l a l e								
20				g ə m b ə n ə	g ə m b ə nː a						g ə m b ə n a								g ə m b ə l o
26						ʕ ə bː i										ʕ a b a j i			
177						k ə l b										k ə l ɨ b	k ə l b i		
662							w ə s tʼ ɨ n j ə	w ə s tʼ i n i j ə	w ə s tʼ										w ɨ s t
42															b ə r eː d ə			b ə r e d ə	
393										l ə f l ə f								l ə f l ə f	l e f l ə f
477															d u r e sː ə			d u r e sː ə	
487	z ə f ə n	z ə f ə n																	
469									z ɨ ɲ ʔ ə	s ə ɲ i									
321																t u	n a t u		
35										tʼ əi̯					tʼ e m			t ɨ m	
224						ħ ə r m ə z										h a r m ə z	ħ a r m a z		
243	ʔ a g ə ɲː ə									ʔ a g ə ɲ ə		ʔ a g ə ɲː o		ʔ a g ə ɲː ə m					g aː ɲ i
291	d o r o	d o r o				d o r h o										d ə r h o	d ə r h o		
131										ʔ a d u rː u					ʔ aː d ə n			ʔ a d ə n	ʔ a d u rː u
84										b a ʔ a r a				b o r a					
27						s a lː i m										s ə l i m	s ə lː i m		
179						j ɨ b u s										j ɨ b u s	n ɨ kʼ w u s		
186										kʼ oː tʃʼ a					kʼ oː tʃ e			kʼ oː tʃ e	kʼ uː tʃ i
599	tʼ o r ɨ n ə t	tʼ o r ɨ n ə t																	
346				ʔ e t ə h ə							ʔ ə t ə k a								
641	s ə fː i	s ə f i															g ə fː i ħ		s ə fː i
462				m e j a					m ə j a		m e ʔ a	m o tʃʼ ə							
13		m ə kː a tʃː a	m ə t a g ə tʃ a																
133												b ai̯							b aː j u
320															w ə z ə n ə			w ə z aː n	w ə z ə n ə
303						g ə b ə t a										g ə b ə t a			
336		g a r				t ə g b a r													
566										r o g i					r a n dʒ i			r a n dʒ i	
468									m ə g a z									m ə g a z	m ə g a z
554				w a							w ə d a								
428								dʒ ɨ mː ə			g i m ʔ ə	g i mː ə			g i mː a				g i mː a
648		kʼ a m ə d i								kʼ a m ə d i									
376	s ə ɲː o					s ə n ui̯										s ə n o	s ə n ui̯		
249	n ə tʃʼ ʃ ɨ n k u r t	z a h ʃ u n k u r t																	
229												tʃʼ ə rː ə s ə				w ə dː ə ʔ ə	w ə dː ə ʔ ə		ʔ a tʃʼ i r aː kʼ
207	dʒ o r o	dʒ o r o																	
555					s ə r ə ɲː ə	s ə r a kʼ i										s e r kʼ ai̯	s ə r a q i		
391							m ɨ s	m ɨ s				m ɨ s	m ɨ s	m ɨ s					
98															ʔ ɨ z ə kʼ				ʔ ɨ z ə kʼ
523															ʃ ɨ b ə t			ʃ ɨ b ə t	ʃ i b ai̯
603		w ə kʼ t								w a kʼ t i					w ə kʼ t	w ə kʼ ɨ d			
667												d ə x ə					n ɨ s ɨ x a		
445	h a b t a m	d ə m a m															h a b t a m		
423				d ɨ j ə							d ɨ j ə								
551			s ɨ s ə		s ɨ sː ə		s ɨ s a	s ɨ s ə						s ə sː ə					
390						j ɨ ʔ ə z e										ʔ a z e	ħ ɨ z i		
503				ʔ a j e d					ʔ ɨ w a j ə		ʔ ɨ w ə j ə								
166			b a n ə r ə m	b a nː ə r ə	b a nː ə s ə m			b a n ə r ə m			b a n ə r ə								
108	d ɨ mː ə t	d ɨ m ə t				d ɨ mː ə t										d ɨ mː u	d ɨ mː u		
510							w e g		w ə j ə g							w ə t ə r			
295		d ɨ m a													d u m			d u m i	
492	s ə h ai̯					tsʼ ə ħ ai̯											s ə ħ ai̯		
538	ʔ ɨ nː ə sː u																n ɨ sː a t ə n		ʔ ɨ n o mː u
246	ʔ a r b					ʕ a r b											ʕ a r b i		
337		kʼ ɨ l tʼ ɨ m								kʼ u l tʼ u m									
71		ʔ ə h				ʔ ɨ ħ ɨ w				ʔ ɨ ħ									ʔ ɨː n
488	d ɨ n g ai̯	d ɨ n g ai̯																	
312												ʔ ə r ə dː a m		ʔ ə r ə dː a m		r ə d ɨ ʔ a			
257					ʔ a dː a r ə							ʔ a dː a r ə	ʔ a dː a r ə	ʔ a dː a r ə					
629															ʔ o ʃ t			h oi̯ t	h oi̯ t
217		ʔ a w								ʔ aː w									
30										ħ a tʃʼ i					tʃʼ ɨ n			tʃ ɨ n	
536	j a				z a							z a	z a	z a					
658						ʔ əi̯ n u				ʔ aːi̯						ʔ a j a	ʔ a jː ə n	ʔ ai̯ n e	
513										ʔ uː n					ʔ uː n			ʔ u n	
627															ʔ a w dʒ e			ʔ a w dʒ e	ʔ a w dʒ i
16			ʔ a g a t	ʔ a g a d					ʔ a g a l										
542	j ɨ h									j i									
258						kʼ w ɨ n s ɨ l										ħ a ʃ i l			
