COGID	Amharic	Argobba	Chaha	Endegagn	Ezha	Geez	Gumer	Gura	Gyeto	Harari	Inor	Kistane	Mesqan	Muher	Silte	Tigre	Tigrigna	Wolane	Zway
61-1	d ə m																		
63-1	ʔ a ʃː ɨ ɲː																		
107-1	g a m ə lː a																		
112-1	d a b ə n a																		
331-1	ɲː ɨ g u s																		
377-1	b ə fː lː o																		
381-1	ʔ a ʃː																		
417-1	r j																		
451-1	s ə b a f																		
454-1	ʔ a nː ɨ r																		
484-1	s ɨ f ɨ s t																		
535-1	ʔ a s ɨ r																		
543-1	s ə s t ɲː																		
593-1	ʔ a mː s																		
640-1	m ə ɲː																		
1-1	d ə b ə r ə																		
65-1	f t																		
212-1	ʔ ɨ ɲː																		
244-1	ʔ a r b ə ɲː																		
248-1	m lː a																		
293-1	f ə r ə s																		
373-1	fː ɨ mː a ɲː																		
408-1	b ə ʔ a																		
414-1	d ə b a ʔ																		
601-1	ʔ ə ʃː ə lː																		
642-1	n ɨ f a s																		
60-1	n ə f ə s ə																		
115-1	ʔ ə mː a																		
209-1	s ə mː ə t																		
242-1	ʔ a mː ɨ s t																		
415-1	j ɨ n a b																		
450-1	j ə r																		
490-1	f ə b ə																		
638-1	s ɨ r i																		
645-1	fː a lː																		
160-1	ʃː ə r ə fː																		
208-1	ʔ ɨ ɲː fː o ə ɨ																		
214-1	ʔ a b																		
378-1	ʔ a zː g ə ʃː																		
379-1	i ə ʃː ə ɲː																		
409-1	ʔ a t ə r ə																		
598-1	ʃː ɨ lː ɲː																		
646-1	ʔ a ɲː ə																		
210-1	j ə k o ə ɲː																		
215-1	ʔ a ʃː b b ə ɨ																		
285-1	mː ɨ tʼ a zː																		
332-1	ʔ ə zː ɨ r																		
380-1	ʔ a k w ɲː																		
412-1	s a ʃː a n																		
64-1	j a b ə																		
67-1	s ɨ ʃː																		
251-1	f ɨ fː ə																		
294-1	mː ə ə ɨ																		
597-1	ʔ ə nː ə o ə ə																		
7-1	ʔ a l g a																		
158-1	fː ə m i s																		
372-1	f ə n f ə r																		
374-1	b ə s ə ʃː ə																		
375-1	s ə b																		
411-1	t ə r a s ɲː																		
541-1	fː ə ʃː ɨ ɲː																		
6-1	fː ə ʃː f a fː a																		
113-1	b nː a																		
330-1	fː ə lː d																		
448-1	f ə d a m s ə zː s ə s																		
449-1	ʔ a jː ə																		
491-1	zː ɨ zː g ə t																		
596-1	n ə g ə																		
4-1	g ɨ zː s ə																		
8-1	ʃː ə b ə fː ə																		
106-1	m ə s a																		
290-1	ʔ a g ə j ə																		
489-1	b a ə ʃː ʃː f a a																		
602-1	mː ɨ nː																		
2-1	ʃː ɨ ɲː u ɲː																		
3-1	ʃː ɨ f ə																		
213-1	ʔ a r ə ʃː																		
486-1	n ə f ə fː ə																		
647-1	f ə f a h																		
10-1	f ɨ ʃː r																		
110-1	j a ʃː a																		
152-1	ʔ a zː o																		
211-1	m ɨ ʃː ə t																		
328-1	s ə ʃː ə b ə																		
333-1	ɨ ʃː ɨ r																		
334-1	ʔ a ɲː b ə ʃː a																		
410-1	ʃː a ʔ ɨ ɲː																		
540-1	l i b a																		
109-1	g ə n ʃː ə																		
153-1	ʃː ə nː ə ʃː ə																		
250-1	t ə ʃː ə																		
289-1	lː ɨ bː																		
326-1	m ə ʃː o																		
594-1	g ə j																		
154-1	ʔ a f ə ə ə																		
245-1	f ə s ə s ə																		
247-1	ʔ ɨ nː fː r w r i t																		
286-1	s ə g ə r																		
643-1	g ə ɲː																		
62-1	fː ə h a																		
288-1	r ɨ ʔ s s																		
416-1	jː ə jː ɨ h																		
5-1	g ə b s																		
61-2		d ə m																	
63-2		ʔ a f ɨ m																	
