COGID	Eryuan	Heqing	Jianchuan	Lanping	Luobenzhuo	Qiliqiao	Xiangyun	Yunlong	Zhoucheng
4456	ɲ i ²¹	j ĩ ²¹	j ĩ ²¹						ɲ i ²¹
3356	p ɔ ³¹					p ɔ ²¹		p ɔ ³¹	p o ³¹
3670						tʰ u ⁵⁵		tʰ u ⁵⁵	
6130	kʲ i ³¹	tsʰ ɿ ³³			tɕ a ⁴²			tɕ i ³¹	
487					qʰ ã ⁴²			kʰ ɤ ³¹	
3536			ɕ ĩ ²¹		ʂ æ ⁴²		z ẽ ³¹	z e ³¹	
958			m a ²¹	m a ²¹					
6132			ɤ̃ ³³			ŋ ɤ ³³	ŋ ɛ ³³		
3396		m ɛ ²¹	m ɛ ²¹	m æ ²¹		m ɛ ²¹	m ɛ ²¹		m ɛ ²¹
2340	ɔ ³¹	u ³¹	õ ²¹	ɔ̃ ²¹		o ²¹			ɔ ²¹
1656	n ɤ ²¹	n u ²¹	n ɤ ²¹	n ɔ ²¹		n ɤ ²¹	n ɤ̃ ²¹	n ɤ ²¹	
1823						tɕ a ³⁵		tɕ ao ²¹	tɕ a ³⁵
1743	p i ²¹						p i ³¹		
2879					ɲ i ⁵⁵	ɲ i ⁴⁴			
5746				ts ɿ ³³	k ɯ ³³			dz ɿ ³¹	
5889						ɕ u ³³	s u ³³	s w ɔ ³³	s ɔ ³³
6006			s w a ⁴⁴						s w a ⁴⁴
3626	ʈʂ w ɛ ⁵⁵							ts w ɛ ⁵⁵	
823	k ɤ ²¹	k ɯ ²¹		k u ³¹		k ɤ ³¹		k ɤ ²¹	k ɤ ³¹
3409		l a ⁴⁴				l a ⁴⁴			l ɛ ⁵⁵
5744	p ɯ ³¹					p ɯ ³¹			
6556	ʈʂ ɤ ⁴⁴	ts w ɔ ⁴⁴							
4606					qʰ o ⁵⁵			kʰ ao ⁵⁵	
1242	j ɯ ³⁵							j ɯ ³⁵	j ɯ ³⁵
2992				m ɯ ⁵⁵	m u ⁵⁵				m i ³²
4834	x ɔ ³⁵					x w ɔ ³⁵			
5430				pʰ a ⁴⁴	pʰ a ⁴⁴				
1175		k w ã ³⁵	k w ã ⁵⁵				k w ã ³⁵	kʰ ao ⁵⁵	
5888	s ɔ ⁴⁴	tsʰ ou ⁴⁴	tsʰ ou ⁴⁴	tsʰ u ⁴⁴	ʈʰ u ⁵⁵				
