COGID	MonpaBalemu	MonpaDirang	MonpaDirangDum	MonpaKalaktang	MonpaNamsu	MonpaSangti	MonpaTembang	MonpaTomko
135		tʃʰ i ŋ kʰ a ŋ	tʃʰ i ŋ kʰ a ŋ	tʃʰ i ŋ kʰ a ŋ				
257	tʰ a ŋ a	tʰ a ŋ a	tʰ a ŋ a	pʰ a ŋ a	tʰ a ŋ a	tʰ a ŋ a		tʰ a ŋ a
373	k o b i	k o b i				k o b i		
1577			ɾ i				ɾ i	
454			kʰ u r l a	k u r b a n		kʰ u r l a		
2054		ŭ ɾ u	ŭ ɾ u			ŭ ɾ u		
1707	m o ŋ n a ŋ	m o ŋ n a ŋ	m o ŋ n a ŋ	m o ŋ n a ŋ	m o ŋ n a ŋ	m o ŋ n a ŋ	m o ŋ n a m	m o ŋ n a ŋ
2015	ŋ a m l a	ŋ a m ʃ u	ŋ a m k o w a	ŋ a m tʃʰ a m	dʒ a m kʰ ə n	ŋ a m ʃ u	ŋ a m kʰ e n	ŋ a m a n
1823	l e m	l e m	l e m	l e m	l e m	l e m	l e m	l e m
2463			d̪ a ŋ b a	d̪ a ŋ tʃʰ a m				
2492		ʃ e ʃ u				ʃ e ʃ u		
1042			j u ŋ p a		j u ŋ p a		j u ŋ p a	j u ŋ p a
1672	l e m a			l e m a				
2219		ʃ e ʃ u				ʃ e ʃ u		
2		a ʃ i			a ʃ i		a ʃ i	
773	g a ɾ a ŋ tʃ i ŋ n a ŋ			g ă z a ŋ tʃ i ŋ n a	g a ɾ a ŋ tʃ i ŋ n a ŋ		g a ɾ a ŋ tʃ i ŋ n a ŋ	
2140					dʒ a kʰ ə n		dʒ a kʰ ə n	
2646		h a ŋ j a				h a ŋ j a		
1538	s u l u	s o l u	s u l u	s o l u	s o l u	s u l u	s u l u	s u l u
1842	l u ŋ	l u ŋ	l u ŋ	l u ŋ	l u ŋ	l u ŋ	l u ŋ	l u ŋ
136					g e tʃ i k	g e tʃ i	g e tʃ i k	
2555				g a tʃ a	k a tʃ u		k a tʃ u	
1235	n a m n i ŋ	n a m n i ŋ	n a m n i ŋ		n a m n i ŋ	n a m n e ŋ	n a m n i ŋ	n a m n i ŋ
865						z a s	z a s	
453	tʃ a ŋ p u	tʃʰ a ŋ p u		tʃʰ a ŋ p u	tʃ a ŋ p u		tʃ a ŋ p u	tʃ a ŋ p u
1208	z a l a	z a l a	z a l a	z a l a	z a l a	z a l a	z a l a	z a l a m u
1271	n o w a ŋ	n o w a ŋ	n o a ŋ	n o a ŋ	n o w a ŋ	n o w a ŋ	n o w a ŋ	n o a ŋ
1773						h a ŋ a n u		h a ŋ g i n u
936		tʰ o ŋ	tʰ o ŋ		t o ŋ	kʰ a t o ŋ		
2681	b a l a ŋ b u	b a l u ŋ b o	b a l u ŋ b o		b a l a ŋ b u	b a l u ŋ b o	b a l a ŋ b u	b a l a ŋ b u
845	ɾ o k o	ɾ o k	ɾ o k		ɾ o k	ɾ o k	ɾ o k	ɾ o k o
2578	n i tʃ i ŋ	n i tʃ i ŋ	n i tʃ i ŋ	n i tʃ i ŋ	n i tʃ i ŋ	n i tʃ i ŋ	n i tʃ i ŋ	n i tʃ i ŋ
1022	dʒ a tʰ u r	g j a tʰ u r	dʒ a tʰ u r	dʒ a tʰ u r	dʒ a tʰ u r	g j a tʰ u r	dʒ a tʰ u r	dʒ a tʰ u r
1878	j u ŋ m u	j u ŋ b u	j u ŋ b u			j u ŋ b u		j u ŋ b u
2329	tʃ o k l a					tʃ o k a n	tʃ o kʰ e n	
2699	tʃ a i t a ŋ p u			t a ŋ p u				s a p tʃ a t a ŋ p u
2638		p e t̪ a r				b e t̪ a r		
2774	b u ɲ i ŋ	b o ɲ i ŋ	b o ɲ i	b o ɲ i ŋ	b o ɲ i ŋ	b o ɲ i ŋ	b u ɲ i ŋ	b o n i ŋ
1547	j a s			j a s				j a s
2462		d̪ a ŋ kʰ u				d̪ a m k u	d a ŋ kʰ ə n	tʰ a ŋ m a n
1424	g a ɾ a ŋ p a r	g a ɾ a ŋ p a r	g a ɾ a ŋ p a r	g ă z a ŋ p a tʃ a r m a	g a ɾ a ŋ p a r	g a ɾ a ŋ p a r	g a ɾ a ŋ p a r	g a ɾ a ŋ p a r
563		s a ŋ b u	s a ŋ b o l a		s a ŋ b u	s a ŋ b u	s a ŋ b u	s a ŋ b u
2101		ʃ i n dʒ i		ʃ i n tʃʰ a m				
2783	n a ɲ i ŋ	n a ɲ i ŋ			n a ɲ i ŋ		n a ɲ i ŋ	
1602	tʃ a			tʃ a				tʃ a
2209	b i t i ŋ p i n l a	b i t i ŋ p e w o	b i t i ŋ p e w o	b i t i ŋ pʰ i tʃʰ a m	b i t i ŋ p æ kʰ ə n	p i t i ŋ		
962	s e m				s e m			s e m
1860	ŋ a m	ŋ a m	ŋ a m	ŋ a m	ŋ a m	ŋ a m	ŋ a m	ŋ a m z i ɾ
1316	ŋ a ŋ	ŋ a ŋ	ŋ a ŋ	ŋ a m	ŋ a ŋ	ŋ a ŋ	ŋ a ŋ	ŋ a ŋ
1442	l a m	l a m	l a m	l a m	l a m	l a m	l a m	l a m
1585			l a m	l a m			l a m	
1742	m u g u	m u g i	m u i	m u g u	m u g i	m u g i	m u g i	m u h u
1603		r a	r a		ɾ u	r a	ɾ u	
2033	g o k p o	g o k tʃ u	g o k p o	g o k tʃʰ a m	g o k p o			g o k p a n
