COGID	Eryuan	Heqing	Jianchuan	Lanping	Luobenzhuo	Qiliqiao	Xiangyun	Yunlong	Zhoucheng
967	n i ⁵⁵	n i ³⁵	n i ⁵⁵	n i ⁵⁵					
3874	t ɯ ²¹	t ɯ ²¹	t ɛ ²¹	t j ɯ ³¹	ts ɯ ³¹			t ɯ ²¹	
2174	ɤ ³⁵		ɤ̃ ⁵⁵			ŋ ɤ ³⁵	ŋ ɯ ³⁵	ŋ ɯ ³⁵	ŋ ɤ ³⁵
2098					tɕ ɯ̃ ³¹	tɕ i ³³			ts ɿ ³³
2424		ŋ ɛ ²¹	ŋ ɛ ²¹	ŋ ɛ ²¹		ŋ ɛ ²¹	n j ɛ ²¹		ŋ ɛ ²¹
6130	kʲ i ³¹	tsʰ ɿ ³³			tɕ a ⁴²			tɕ i ³¹	
5057	z ɿ ³¹	z ɿ ³¹	s ɿ ²¹	ʐ ɯ ³³		s ɿ ³¹	z ɿ ³¹		z ɿ ³¹
1460	m j ɛ ⁴²	m j ɛ ⁴²	m j ɛ ⁴²	m j ɛ ⁴²		m j ɛ ³²			m j ɛ ⁴²
300				kʰ o ⁵⁵		kʰ ɔ ⁵⁵			
1195							j ɛ̃ ²¹	ɥ ɛ ⁴⁴	
4560				k u ⁴⁴			kʲ ɛ ³⁵	k ɛ ³³	
1745		t õ ⁴²				t ɔ ⁴⁴			t o ³²
4874	p e ⁴⁴							p e ⁴⁴	p e ⁴⁴
2145			ɕ ĩ ⁵⁵					s ɛ ³³	ɕ i ³³
4895						ɲ i ⁵⁵			ɲ i ⁵⁵
4834	x ɔ ³⁵					x w ɔ ³⁵			
6841	ɣ ɯ ³³	ɣ ɯ ³³	ɣ ɯ ³³	ɣ ɯ ³³		ɯ ³³	ɣ o ⁴²	ʔ ɯ ³³	ɣ ɯ ³³
5814	ɣ ɯ ⁴²	ɣ ɯ ⁴²	ɣ ɯ ⁴²	ɣ ɯ ⁴²	ɣ ɯ ⁴⁴				
53	t e ³³	t j ɛ ³³	t ĩ ³³	t j ɛ̃ ³³			t ĩ ³³	t i ³³	
1944			t w ɛ ⁴⁴	t w ɛ ⁴⁴					
564	f ɤ ⁴⁴	f ɤ ⁴⁴	f ɤ ⁴⁴			f ɤ ⁴⁴	f ɤ ⁴⁴	f ɤ ⁴⁴	f ɤ ⁴⁴
3413					m i ³¹			m i ³³	
586		ts ɿ ³³	ts ɿ ³³	ts ɿ ⁵⁵					
5878	ŋ a ²¹	ŋ a ²¹	ŋ a ²¹	ŋ a ²¹	ɴ a ²¹	ŋ a ²¹			ŋ a ²¹
3406	ŋ w e ³³						l w ẽ ³³		x w e ³³
4604		k ɯ ³¹	k u ³¹			k ɯ ³¹			k ɯ ³¹
2484		p ɔu ⁵⁵			p ɤ ⁵⁵		p ɔ ³⁵		
2669			k ɯ ⁴²	k ɯ ⁴²		tsʰ ɿ ²¹		tsʰ ɿ ³¹	
4789	ɕ i ³³			ʐ ɯ ³³	ɖʐ ʅ ³³	ɕ i ³³		ɕ i ³³	ɕ i ³³
3396		m ɛ ²¹	m ɛ ²¹	m æ ²¹		m ɛ ²¹	m ɛ ²¹		m ɛ ²¹
3955	k a ³⁵	kʰ ɔ̃ ⁴⁴	k ɛ ⁵⁵	k w ɛ ⁵⁵	q o ⁴⁴			k ɛ ³³	k w a ³⁵
2194	kʰ w a ³³	kʰ w ã ³³	kʰ w ã ³³	kʰ w ã ⁴⁴	qʰ ɔ̃ ³³		kʰ w ã ³³	kʰ w a ³³	
1315	y ⁵⁵							y ⁵⁵	
6799	a ³¹		a ³¹						
2879					ɲ i ⁵⁵	ɲ i ⁴⁴			
6063				w a ⁴⁴	w a ⁴⁴				
5299	ɕ i ⁵⁵	ɕ i ⁵⁵	ɕ i ⁵⁵	ɕ ĩ ⁵⁵	ʑ u ⁵⁵	ɕ i ³⁵		s e ⁵⁵	ɕ i ³⁵
4117					x ɯ̃ ³³			x ɯ ³¹	
1484			ɕ ɛ ⁴⁴					ɕ ɛ ⁴⁴	
3170					t ɯ ⁵⁵	t ɯ ⁴⁴	t ou ⁴⁴	t ɯ ³³	
1241	p e ⁴⁴					p e ⁴⁴		p e ⁴⁴	p e ⁴⁴
822	ʈʂ w e ⁴⁴	ts w e ⁴⁴	ts w e ⁴⁴	ts w e ⁴⁴	t w ɛ ⁵⁵		ts w e ⁴⁴		ts w e ⁴⁴
3625	u ⁵⁵					o ⁵⁵	u ⁵⁵	w u ⁵⁵	o ⁵⁵
4691		n a ⁵⁵				n a ⁴²			n a ³⁵
1041		j ɤ ³³	j ɤ̃ ³³			n ɤ ³³			
4892	j i ³⁵	j ĩ ²¹							
6858	p i ⁵⁵	p ĩ ⁵⁵	p i ⁵⁵	p i ⁵⁵		p i ³⁵	p i ³⁵	p i ³⁵	p i ³⁵
1998	a ⁵⁵			a ⁴⁴	a ⁵⁵			a ⁵⁵	a ³³
3487	n a ³³							n a ³³	
4634	kʰ w e ³³					kʰ w e ³³			
5183					ts ɿ ³³	tɕ i ³³			
2001			a ³¹			a ³¹	a ³¹		
6719	pʰ ɛ ⁵⁵	pʰ ɛ̃ ⁵⁵				pʰ ɛ ⁵⁵	pʰ j ɛ ⁵⁵	pʰ ɛ ⁵⁵	
6729	ɕ y ³³	ɕ y ³³	s o ⁵⁵	ɕ y ³³			ɕ y ³³	ɕ y ³³	ɕ y ³³
4029		j ɔ̃ ²¹	j õ ²¹				j ã ²¹		j o ³¹
1522								ɕ ɛ ⁴⁴	s e ⁴⁴
2563	ʈʂ ɯ ⁴²		ts ɯ ⁴²	ts ɯ̃ ⁴²	tʰ ɯ̃ ⁴²			tsʰ ai ³¹	
1582		l i ⁵⁵		l ɛ ³¹		l i ³¹			
6875	kʰ ɤ ⁵⁵		kʰ ɤ ⁵⁵	kʰ u ⁵⁵		kʰ ɤ ⁵⁵	kʰ ɛ ⁵⁵		kʰ ɤ ⁵⁵
6131		t e ⁴²	t a ⁴²	t a ⁴²					
6320	pʰ i ³¹	pʰ ĩ ³¹		pʰ ĩ ³¹		pʰ i ³¹		pʰ i ³¹	pʰ i ³¹
2638	ŋ ɛ ⁴²	ŋ ɛ ³¹	ŋ ɛ ⁴²	ŋ ɛ ⁴²		ŋ ɛ ³²		ŋ ɛ ⁴²	ŋ ɛ ³²
2503			a ³¹			a ³¹	a ³¹		a ³¹
496	ʈʂ ɤ ⁴⁴				tɕ o ⁵⁵	ts ɤ ⁴⁴	tɕ ɛ ⁴⁴	tsʰ o ³³	ts ɤ ⁴⁴
1276	ʈʂ ɤ ⁴²	ts w ɔ̃ ⁴²		ts ao ⁴²		ts ɤ ⁴²	tɕ ɛ ⁴²		
6878					l ao ³¹	l a ⁴⁴		l ao ²¹	
649		p j ɛ ⁴⁴	p j ɛ ⁴⁴						
1175		k w ã ³⁵	k w ã ⁵⁵				k w ã ³⁵	kʰ ao ⁵⁵	
1710					m ɔ ³³	m ɯ ³³	m e ³³		m ɔ ³³
3473	k ɤ ²¹								k ɤ ²¹
327	x e ⁴⁴	x e ³³	x e ⁴⁴	x e ⁴⁴		x e ⁴⁴	x ɛ ⁴⁴	x ɛ ³³	
5786	ʂ e ⁴⁴			s e ³³		s e ⁴⁴		s ɛ ⁴⁴	
2196				ts ɿ ³³					ts ɿ ³³
1656	n ɤ ²¹	n u ²¹	n ɤ ²¹	n ɔ ²¹		n ɤ ²¹	n ɤ̃ ²¹	n ɤ ²¹	
3182	ts ɯ ⁵⁵	ts ɿ ⁵⁵	ts u ⁵⁵	ts u ⁵⁵		ts ɿ ⁵⁵		ts ɿ ⁵⁵	ts ɿ ⁵⁵
840		tsʰ ɛ̃ ⁴⁴	tsʰ ɛ̃ ⁴⁴						
