COGID	dutch	english	french	german
2016		f r aɪ	f ʀ i ʀ	
1191		b uː t	b ɔ t	
-2270	r ɛ s t ə			r ɛ s t
70	b øː k	b iː tʃ		b uː x ə
260	m uː			m yː d ə
1689		l ɪ f t	l ə v e	
1177	d iː p	d iː p		t iː f
1358	k l ɛɪ n + d ɔ x t ə r	ɡ r æ n + d ɔː t ə r		
1047	b r ɔ n			b r ʊ n ə n
908	w ɑ s ə	w ɔ ʃ		v a ʃ ə n
137	s p r ɪ ŋ ə			ʃ p r ɪ ŋ ə n
2094		ʃ ʌ v l̩		ʃ au f ə l
1272	r ɔ ɣ ə	r aɪ		r ɔ ɡ ə n
782	w ɛ x			v ɛ k
1065			t y	d uː
1062	z ɪ ŋ k ə	s ɪ ŋ k		z ɛ ŋ k ə n
1608	b ɔ r s t			b r ʊ s t
1401		ɡ r ɑː s p		ɡ r ai f ə n
1408	n eː m ə			n eː m ə n
27	v l eː s			f l ai ʃ
1394	k r ɛɪ ɣ ə			k r iː ɡ ə n
993	x l ɑ s	ɡ l ɑː s		ɡ l aː s
232	k oː p ə			k au f ə n
1154	s l øː t ə l + b eː n			ʃ l ʏ s ə l + b ai n
1839	w ɛ + ɣ aː n	ɡ əʊ + aʊ t		au s + ɡ eː ə n
-1682	v ɑ l ɛɪ	v æ l ɪ		
2202	r ɑ m	r æ m		
785	w iː l	w iː l		
3	h ɔ f			h oː f
191	s x ɛ ŋ k ə			ʃ ɛ ŋ k ə n
7	w oː n ə			v oː n ə n
2277	w ɔ l	w ʊ l		v ɔ l ə
30	l ɛɪ m			l ai m
528	j øː k			j ʊ k ə n
630	v ɑ ŋ ə			f a ŋ ə n
1208	b r ɑ n t + h ɑu t			b r ɛ n + h ɔ l ts
899	l ɑ d ə r	l æ d ə r		l ai t ə r
1912	s t ɛ r k			ʃ t a r k
-225	p r ɛɪ s	p r aɪ s		p r ai s
798		s n eɪ l		ʃ n ɛ k ə
860	m ɪ d ə	m ɪ d l̩		m ɪ t ə
2166	b ɔ r s t ə l			b ʏ r s t ə
1479	oː p ə n ə	əʊ p ə n		œ f n ə n
586	k r aː x			k r aː ɡ ə n
181	r eː k ə n ɪ ŋ			r ɛ x n ʊ ŋ
319	s t ɛ r v ə			ʃ t ɛ r b ə n
474	d ɪ k	θ ɪ k		d ɪ k
874	m ɑ n	əʊ l d + m æ n		
-78	p ɛɪ m + b oː m	p aɪ n		
1921	s l aː n			ʃ l aː ɡ ə n
1989	h oː j	h eɪ		h ɔy
2107	h ɑ r k			h a r k ə
713	s ɑ p	s æ p		z a f t
940	m aː x			m aː ɡ ə n
677	t ɛ l ə			ts ɛː l ə n
1199	s l œy j ə r			ʃ l ai ə r
762	w ɔ l k			v ɔ l k ə
2219	v ə r + z aː m ə l ə			z a m ə l n
855	l aː x	l əʊ		
1117	z ɛɪ l	s eɪ l		z eː ɡ ə l
1300	x ɛ r s t			ɡ ɛ r s t ə
612	b eː n			b ai n
1020		s w ɔ m p		z ʊ m pf
1559	ɑ l ə	ɔː l		a l ə
-1279	d ɔ l f ɛɪ n	d ɔ l f ɪ n		
812	p ɑ p ə ɣ aː j			p a p a ɡ ai
569	v ə r + ɑ n d ə r ə			f ɛ r + ɛ n d ə r n
2116	ɔ m + d r aː j ə			ʊ m + d r eː ə n
1181	m ʉ ts			m ʏ ts ə
205	ɑ r m + b ɑ n t			a r m + b a n t
1568	w ɛɪ n ə x			v eː n ɪ x
1185	s x uː n + m aː k ə r	ʃ uː + m eɪ k ə r		ʃ uː s t ə r
1355	k l ɛɪ n + z oː n	ɡ r æ n + s ʌ n		
2097		h əʊ		h a k ə
1948	s l ɔ t			ʃ l ɔ s
1389			ʃ o z	z a x ə
1669	b ɛ r x			b ɛ r k
