COGID	dutch	english	french	german
1469-1	z ɑ n d			
2047-1	z ɔ n			
2054-1	d oː n d r r			
1375-1	l ɪ x			
760-1	w ɪ n d			
756-1	s n aː			
726-1	m oː d ə r			
1351-1	x r ɑ s + p ɑ d ə			
1353-1	x r ɑ s + m ɔ d ə r			
412-1	v ɛ eː ɣ r r + p aː d ə r			
406-1	s oː eː ɣ r r + m uː d ə r			
1005-1	s t eː p p ɑ d ə r			
1012-1	s t eː p m ɔ d ə r			
1016-1	w ɪ d ə ə r			
1069-1	ɪ x			
509-1	v oː l ə			
693-1	m ɑu l l			
2179-1	n eː s t			
1753-1	v ɪ s			
1131-1	w ɔ l f			
1198-1	b ɑ r d			
2032-1	h oː r			
2241-1	n aː z ə			
2244-1	l ɪ p			
610-1	k n			
945-1	h ɛ r			
1534-1	l ɛ k ə			
384-1	z oː x ə			
1650-1	n oː t			
1663-1	z ɑ l t			
2279-1	l ɛɪ n ə n			
471-1	z t ə			
1385-1	z ɑ d			
792-1	w ɔ k			
1111-1	m ɑ s t			
197-1	z ɔ d ə			
2020-1	l ɑ ŋ			
867-1	h oː n d ə ɛɪ d			
1970-1	v ɔ l			
1230-1	d r n d ə			
2017-1	n ɑu w			
968-1	w ɛ l t			
1674-1	l ɑ n d ə			
1671-1	h uː ɣ ə l			
829-1	k l ɪ p			
1025-1	w ɑ t ə r			
1027-1	z aː			
1832-1	r oː w			
-1816-1	oː t w aː			
-335-1	l ɑ ɣ uː n			
1043-1	s t r ɔ m			
423-1	s t eː n			
2049-1	m uː n t			
2062-1	s t uː r m			
2065-1	r aː x ə + + b oː ɣ ə			
1368-1	s ɑ d ə			
1365-1	d ɑu w			
754-1	r aː ɣ ə			
768-1	w ɛ t ə r			
1211-1	v ɪ r r			
106-1	m ɑ n			
-98-1	b eː b ɪ			
719-1	v ɑ d ə r			
1341-1	z oː n			
-2027-1	d ɑ n d ə			
-2026-1	n eː v ə x			
409-1	z w eː ɣ ə r + + oː n			
402-1	d x iː ɣ r r + n t ɣ t ə r			
1014-1	s t eː p ɑ d ɔ x t r			
1059-1	w iː r			
120-1	s t ɑ l			
2183-1	s t iː r			
2194-1	ɔ k s			
2199-1	k ɑ l f			
2197-1	s ɑ p			
1523-1	z ɑu			
1521-1	b ɔ k			
512-1	m ɛ r aː			
2141-1	h uː n			
2147-1	x aː n			
814-1	k r ɔ			
810-1	d oː v ə			
1755-1	h ɔ n t			
1758-1	m uː s			
1760-1	r ɑ t			
1620-1	v ɪ n			
1282-1	w aː l			
1136-1	v ɔ k s			
1309-1	l uː s			
1307-1	n ɪ t ə			
1305-1	v l øː			
711-1	w ɛ s p			
1442-1	v l ɛɪ ɣ			
62-1	m ʉ x			
-73-1	m ɔ s k iː t oː			
1810-1	h oː t			
1805-1	v l ɛɪ s			
1813-1	h aː r			
1811-1	b l uː t			
690-1	r ʉ p			
2177-1	h oː p t			
246-1	oː ɣ ə m + b r ɑu			
249-1	ɛɪ ɣ ə n d ə ɛɪ t			
1506-1	n aː z ə n ɑ l			
2242-1	m ɔ n t			
2245-1	t ɔ ŋ ə			
1196-1	n ɑ k ə			
2174-1	s ɔ l d ə r			
575-1	ɑ ɑ s ə l + l ə			
603-1	s l ə + + b oː ɣ ə			
601-1	h ɑ n d ə			
615-1	v ɪ ŋ ə r r			
901-1	k l uː			
608-1	v uː t			
596-1	t aː ə			
937-1	b r ɔ s t			
936-1	n aː v ə l			
646-1	l ɔ ŋ ə			
947-1	l eː v ə r			
1606-1	h ʉ p			
472-1	z ɛɪ z ə			
1535-1	z w ɪ t ə			
1546-1	s p ɛ t ə			
1959-1	s l aː p ə			
694-1	s n ɑ r k			
1961-1	d r ɛɪ m ə			
323-1	l aː v ə			
1885-1	x r ɑ p			
2156-1	k r + k l d +			
1903-1	w ɔ n d ə			
525-1	z w ɛ l ɪ ŋ			
276-1	l ɑ m m			
274-1	d oː p			
278-1	b l ɪ n t ə			
258-1	b r ɑ ŋ k			
256-1	n aː k t			
383-1	s t ə			
207-1	r ɛɪ p			
376-1	d r ɪ ŋ k ə			
2009-1	oː v ə			
2003-1	k ɛ t ə l			
2024-1	p ɑ n			
1321-1	k oː p			
1976-1	t ɑ ŋ ə			
1243-1	m aː l ɛɪ d			
1265-1	p iː l			
1261-1	z iː v ə			
655-1	b r s t			
650-1	d ɑ ɣ			
1532-1	k n eː t ə			
-36-1	z ɔ p			
34-1	b oː n			
-1647-1	v ɪ x			
1469-2		s æ n d		
2047-2		s n̩ n		
2054-2		d ɔ n d r		
1375-2		l ɪ tʃ t		
760-2		w ɪ n d		
756-2		s n eɪ r		
726-2		m ʌ d ə r		
1351-2		ɡ r aɪ t əʊ k ɛ d r		
1353-2		ɡ r ɔ t æ m ʌ d ə r		
412-2		s w + n ə r əʊ d		
406-2		s w + m ə r æ d ə		
1005-2		s l ɪ f l̩ k d		
1012-2		s l ɪ v b m ʌ d ə r		
1016-2		w ɛ d w ɡ r		
1069-2		ɪ k		
509-2		f ɔː l		
693-2		m ɔː l æ m		
2179-2		n ɛ s t		
1753-2		f ɪ s		
1131-2		w ʊ l v		
1198-2		b ɛ r d		
2032-2		h ʌ r n		
2241-2		n iː s		
2244-2		l iː p		
610-2		k n ɪ		
945-2		h ɑː r		
1534-2		l ɪ k		
384-2		s aɪ əʊ		
1650-2		n ʌ t		
1663-2		s æ l		
2279-2		l aɪ n		
471-2		s ɪ		
1385-2		s æ d		
792-2		s ɪ k		
1111-2		m æ s t		
197-2		s aʊ d		
2020-2		l æ ŋ		
867-2		h aɪ n d ə r		
1970-2		f ɔ l		
1230-2		d ɛ ɪ d		
2017-2		n ɪ w		
968-2		w ɛ l		
1674-2		l ɑː n d		
1671-2		h iː v l̩		
829-2		k l ɪ		
1025-2		w əʊ d ə r		
1027-2		s ɛ		
1832-2		r aʊ r		
-1816-2		s ɪ p n		
-335-2		l æ aʊ aʊ n		
1043-2		s t r ɔ m		
423-2		s t aɪ n		
2049-2		m əʊ n d		
2062-2		s t eɪ r m		
2065-2		r aɪ m əʊ b aɪ		
1368-2		s æ d		
1365-2		d aʊ		
754-2		r aɪ		
768-2		w ɛ d r		
1211-2		f ɔː r r		
106-2		m æ n		
-98-2		b ɛ b ə		
719-2		f æ d ə r		
1341-2		s ʌ n		
-2027-2		d ɑː n d		
-2026-2		n eɪ v		
409-2		s w + n ə r n̩ n		
402-2		s w + əʊ ə d aɪ d t r		
1014-2		s l ɪ v æ d ɔ t ə r		
1059-2		w ɪ r		
120-2		s l ɔː l		
2194-2		ʊ k		
2199-2		k ɑː l		
2197-2		s ɑː eɪ p		
1523-2		s ɪ		
512-2		m ɔː r		
2141-2		h æ n		
2147-2		ɡ ɑː n s		
814-2		k r eɪ		
810-2		θ aʊ v		
1758-2		m ɪ s		
1760-2		r æ m		
1620-2		f aɪ n		
1282-2		w ʊ l v		
1136-2		f ʌ k		
1309-2		l iː s		
1307-2		n ɪ t		
1305-2		f l aɪ		
711-2		w ɛ s p		
1442-2		f l aɪ		
62-2		m ɪ dʒ		
-73-2		m ɪ s k æ t		
1810-2		h æ t		
1805-2		f l iː s		
1813-2		h ɑː r		
1811-2		b l æ t		
690-2		r ɪ p		
2177-2		h ʌ f d		
246-2		w əʊ əʊ k r aʊ		
249-2		aɪ əʊ æ l d		
1506-2		n iː s l aɪ		
2242-2		m ʌ n d		
2245-2		t ʌ ŋ		
2174-2		s uː æ d ə r		
603-2		ɔː l n b ɡ əʊ		
601-2		h ɑː n d		
615-2		f ɪ ŋ ə r		
901-2		k l æ		
608-2		f uː t		
596-2		t ɪ		
937-2		b r r s t		
936-2		n iː v l̩		
646-2		l aʊ ŋ		
947-2		l iː v ə r		
1606-2		h iː p		
472-2		n ɪ z		
1535-2		s w iː t		
1546-2		s p +		
1959-2		s l eɪ p		
694-2		s n ɔː k k		
1961-2		d r aʊ m		
323-2		l iː v		
1885-2		ɡ r ɑː f		
2156-2		f r + k k l d + aʊ d		
1903-2		w aʊ n d		
525-2		s w ɛ l ɪ ŋ		
276-2		l æ m		
274-2		d ɔ p		
278-2		b l ɪ n d		
258-2		d r ɪ ŋ k ŋ		
256-2		n eɪ k d		
383-2		s t		
207-2		r aɪ p		
376-2		d r ɪ ŋ k		
2014-2		r əʊ s d		
2009-2		ʌ v		
2003-2		k eɪ t l̩		
2024-2		p æ n		
1321-2		k ɔ p		
1976-2		t æ ŋ		
1243-2		m ɛ l əʊ t d		
1265-2		p ɑː l		
1261-2		s ɪ v		
655-2		b r aɪ t		
650-2		d aɪ k		
1532-2		k n eɪ d		
-36-2		s aʊ p		
34-2		b aɪ n		
-1647-2		f aɪ		
1469-3			ʃ o z t	
2047-3			ʃ o z	
2054-3			t ɑ̃ u t	
1375-3			t a t	
760-3			v o u t	
756-3			ʀ u t	
726-3			ʀ u z ɛ	
1351-3			ʀ u t t o z	
1353-3			ʀ u t ɑ̃ o z ɛ	
412-3			p o a ɡ ʀ u z o z	
406-3			e o a ɡ ʀ u t a l	
1005-3			ʃ t b l z ʀ	
1012-3			ʃ t b ɑ̃ o z ɛ	
1016-3			v u t z ʀ	
1069-3			a	
509-3			p l a b	
693-3			e a a b b	
2179-3			ʀ u ʃ	
1753-3			p l t	
1131-3			v a a	
1198-3			p o u t	
2032-3			v a o	
2241-3			ʀ u t	
2244-3			l a	
610-3			ʀ a b	
945-3			ʃ o t	
1534-3			l a	
384-3			ʃ o ɡ	
1650-3			v u	
1663-3			ʃ o z	
2279-3			l a b	
471-3			ʃ o z	
1385-3			ʃ o t	
792-3			ʀ u	
1111-3			ʃ o z	
197-3			ʃ o t	
2020-3			l a	
