COGID	ClassicalNahuatl	JalupaNahuat	MecayapanNahuat	NorthPueblaNahuatl	PajapanNahuat	Pipil	Pochutec	ProtoAztecan	TetelcingoNahuatl
1-1	n o tʃ i								
2-1	k w s + t x eː x								
8-1	w eː j + +								
16-1	ts s + tɬ i								
24-1	i s t i								
32-1	m i k i								
51-1	o n + i +								
52-1	w aː k + tɬ i i								
53-1	n a k a s								
54-1	tɬ aː l + i								
55-1	k w aː								
60-1	iː x + t e l o l i								
83-1	tɬ e + tɬ +								
87-1	p a tɬ aː n i								
92-1	m a k a								
103-1	m aː + n								
106-1	k a k i								
138-1	n e ʔ a								
139-1	m i k + t i a								
142-1	m a t i								
145-1	m o + t eː k a								
176-1	tɬ aː k a + tɬ								
179-1	n a k a + tɬ								
180-1	m eː ts + tɬ i								
186-1	k e tʃ + tɬ i								
190-1	j a k a + tɬ								
194-1	s eː								
220-1	o ʔ + tɬ i								
231-1	i t a								
240-1	k o tʃ i								
283-1	t e + tɬ i								
293-1	i n + iː								
314-1	k w a o + + tɬ								
315-1	oː m e								
322-1	t e ʔ a m e								
323-1	tɬ eː								
9-1	t oː t oː + tɬ								
17-1	o m i + tɬ								
22-1	tɬ a t iː a								
30-1	w iː ts								
88-1	i i i								
158-1	w e j a k i								
159-1	aː t i m i + tɬ								
177-1	m i j aː k								
184-1	t oː k aː +								
187-1	j a n k w i + k								
227-1	x aː ʔ i i								
1-2		m r tʃ i							
2-2		n e x + r s n i							
8-2		w e j i							
16-2		e s + r i							
24-2		i s t i							
32-2		m i b i							
51-2		r n + i							
52-2		w a b + t u							
53-2		n a b a s							
54-2		r a l							
55-2		b w a							
60-2		iː x + t e l u l u							
83-2		r e + r							
87-2		p a r a n i							
92-2		m a b a							
103-2		m a j							
106-2		b a b i							
138-2		n e h w							
139-2		m i b + t i aː							
142-2		m a r i							
145-2		m r + t e b a							
176-2		r aː b a + t							
179-2		n a b a + t							
180-2		m eː e + r i							
186-2		b e tʃ t u							
190-2		j a b a + t							
194-2		s e							
220-2		r h + t i							
231-2		i r a							
240-2		b r tʃ i							
283-2		r e + r							
293-2		i n + iː							
314-2		b w a i + +							
315-2		uː m e							
322-2		r e h w m m							
323-2		r e							
9-2		t uː t uː + t							
17-2		r m i + t							
22-2		r a r i h							
88-2		i i i							
158-2		w e j aː k							
159-2		a r i m i + t							
177-2		m i j i							
184-2		t uː b aː							
187-2		j a m b w i + k							
227-2		m aː h h l							
1-3			n o tʃ i n						
2-3			k e x ʔ + x x						
8-3			w eː j						
16-3			e s + ʔ i						
24-3			i s t i						
32-3			m i k i						
51-3			o n + i						
52-3			w aː k + t i ʔ						
53-3			n a k a s						
54-3			t aː l						
55-3			k w aː						
60-3			iː x + t e l o l o						
83-3			t e + t						
87-3			p a t aː n i						
92-3			m a k a						
103-3			m aː +						
106-3			k a k i						
138-3			n e h w						
139-3			m i k + t i a						
142-3			m a t i						
145-3			m o + t eː k a						
176-3			t aː k a ʔ t						
179-3			n a k a + t						
180-3			m eː s + t i						
186-3			k e tʃ + ʔ i						
190-3			j a k a ʔ t						
194-3			s eː						
220-3			o h + t i						
231-3			i t a						
240-3			k o tʃ i						
283-3			t e + + t						
293-3			iː n ʔ t						
314-3			k w a w + ʔ						
315-3			oː m e						
322-3			t e h w m h						
323-3			t eː						
9-3			t oː t oː + t						
17-3			o m i + t						
22-3			t a t i a						
30-3			w iː ts						
88-3			i i i						
158-3			w eː j a k						
159-3			aː t i m i + t						
177-3			m i j k k						
184-3			t oː k aː + ʔ						
187-3			j a n k w i + k						
227-3			x aː l l l						
1-4				m o tʃ i					
2-4				k e x + j x i ts					
8-4				w e h i					
16-4				e s + tɬ i					
24-4				i s t e					
32-4				m i k i					
51-4				o n + i					
52-4				w a k + t o k					
53-4				n a k a s tɬ					
54-4				tɬ a l i					
55-4				k w a					
60-4				i x + t e l o l o					
83-4				tɬ e + t i					
87-4				p a tɬ a n i					
92-4				m a k a					
103-4				m a					
106-4				k a k i					
138-4				n e h e					
139-4				m i k + t i a					
142-4				m a t i					
145-4				m o + t e k a					
176-4				t a k a + tɬ					
179-4				n a k a + tɬ					
180-4				m e s + tɬ i					
186-4				k e tʃ + tɬ i					
190-4				j a k + + tɬ					
194-4				s e					
220-4				o h + tɬ i					
231-4				i t a					
240-4				k o tʃ i					
283-4				t e + tɬ e					
293-4				i n + i n					
314-4				k w a w i + tɬ					
315-4				o m e					
322-4				t e h w m e					
323-4				tɬ e					
9-4				t o t o + tɬ					
17-4				o m i + tɬ					
30-4				e i l					
88-4				i i i					
158-4				w e j a k					
177-4				m i j a k					
184-4				t o k a +					
187-4				j a n k w i + k					
227-4				x a h i l					
1-5					m o tʃ i				
2-5					n e x + t m i x				
8-5					w eː j t				
16-5					e s + t t				
24-5					i s t i				
32-5					m i k i				
51-5					o m + i				
52-5					w aː b + t o				
53-5					n a k a s				
54-5					t aː l l				
55-5					b w p				
60-5					i x t e o o				
83-5					t iː + t				
87-5					p a t aː n i				
92-5					m a k a				
103-5					m aː j				
106-5					k a k i				
138-5					n e h				
139-5					m i k + t i				
142-5					m a t i				
145-5					m o + t eː k a				
176-5					t aː g a + t				
179-5					n a k a + t				
180-5					m eː ts + t i				
186-5					k e tʃ +				
190-5					j a k + t t				
194-5					s eː				
220-5					o h + t i				
231-5					i t				
240-5					k o tʃ i				
