COGID	ClassicalNahuatl	JalupaNahuat	MecayapanNahuat	NorthPueblaNahuatl	PajapanNahuat	Pipil	Pochutec	ProtoAztecan	TetelcingoNahuatl
97	j e k + tɬ i							j eː k + tɬ ɨ	
90	t eː n + t o k		t eː n + t o ʔ	t e n + t o k	t eː n + t o k	t eː n + t u k		t eː n + t o k	t i e n + t iː k a
249	p oː k + tɬ i	p uː k + t i	p oː k + t i	p o k + tɬ i	p oː k + t i	p u k + t i		p oː k + tɬ ɨ	p u k + tɬ iː
93	k w a l + l i			k w a l i					k w a l iː
98	x o x o k + t i k		x o x o k + t i ʔ	x o x o k + t i k	x o x o k + t i k				x o x o k + t iː k
99		x u x u i + k				x u x u w i + k			
10	k e ʔ ts o m								k e ts o m a
79	i h w i + tɬ	i j + u h w i + j u		i h w i + tɬ				ɨ w ɨ	
85			t oː p o h		t oː p o h				
288			aː + p a t aː n i		aː h k i a				
268	s iː tɬ a l + i n	s iː t a l	s iː t a l i n	s i tɬ a l i		s iː t a l		s i tɬ a l ɨ + m	s i tɬ a l iː
219		t r a i k			t a + t a w i + k				
183		t eː n	t eː n		t eː n	t eː n	t e n	t eː n + tɬ ɨ	
102			ts o n + k a l		ts o n + g a l	ts u n + k a l			
33	tʃ i tʃ i	tʃ u tʃ u		tʃ i tʃ i		p eː l u			tʃ iː tʃ iː + t u
237	eː w a + tɬ			j e w a j o		eː w a j u		eː w a + tɬ	j e w a j o
188	j o w a l + l i		j o w a l	j o w a l i			o w e l	j o w a l + l ɨ	j o w a l iː
3	eː w a + tɬ			j e w a + j o		eː w a + j u		ɨ w aː + j oː + tɬ	j e w a + j u + tɬ
191	a ʔ m oː		a j aː ʔ	a h m o					a m o
27				i ts + t i k					i ts + t iː k
296	n e n e + p i l + l i	n eː n e p i l		n e n e p i l	n e n e p i l	n e n e p i l	n e n e p i l	n ɨ n ɨ + p ɨ l	n e n e p iː l
