COGID	Albanian	English	French	German	Latin
560-1	ə m r				
438-1	r r				
1222-1	p r				
353-1	p e p r				
201-1	ə				
20-1	r r				
503-1	p r				
957-1	e r				
728-1	l r				
244-1	e m r				
289-1	ʃ d r				
911-1	r d r				
724-1	r r				
145-1	d r				
992-1	r				
1181-1	a r				
741-1	p ə r				
1150-1	a r d r				
585-1	t				
814-1	r r a r				
916-1	t t				
1079-1	p i ə				
630-1	ʃ				
343-1	p t r				
8-1	r r r				
385-1	u r				
683-1	k ə r t				
650-1	ɟ p a				
612-1	f m				
871-1	ə r t				
667-1	l p				
527-1	d r r				
499-1	e				
1029-1	p e				
336-1	p r ɟ r				
198-1	m r ð				
164-1	ʃ m t ə				
560-2					
438-2		u r			
1222-2					
353-2		p ɪ h			
201-2		ɪ n			
20-2		i			
503-2		p l			
957-2		ɪ θ			
728-2		s ə ŋ			
244-2		n			
289-2					
911-2					
724-2		r			
145-2		t			
992-2					
706-2					
106-2		p ɛ t			
741-2		d h			
421-2		v l r			
227-2		p ɪ			
920-2		h r			
1083-2		h ai r			
1066-2					
1125-2		θ ɪ			
1197-2		m i t			
473-2		ai			
284-2		a s			
661-2					
701-2		r u			
315-2		r au			
1169-2		s ɛ l			
1150-2		ʊ i			
982-2		s ɪ			
987-2		i			
1055-2		s ɪ r			
1130-2		s			
433-2		s			
625-2		ŋ			
1186-2		i			
416-2					
1233-2		ɪ			
884-2		i r			
1016-2		ɛ t			
952-2		ɛ			
78-2		v l a s			
514-2		r n			
116-2		ɪ t			
188-2		p ɪ n			
745-2		p e			
1100-2		f r d			
47-2		i r			
111-2		ɛ h			
1061-2		t			
24-2		n ɪ t			
232-2		n ʊ n			
671-2		r t			
385-2		s			
945-2		s a m n			
644-2		ʊ			
1041-2		s t o			
492-2		ɪ n			
1209-2		t			
527-2		i o t			
14-2		ɪ v			
1-2		a l			
915-2		au n d			
271-2		a s ə			
711-2		v ai t			
1112-2		v l ʊ d			
205-2		v r au t d			
301-2		k l au ə			
72-2		k a l d			
162-2					
238-2		d a g			
560-3					
438-3			r		
1222-3					
353-3			p s		
201-3					
20-3					
503-3			p u		
957-3					
728-3			s		
244-3					
289-3					
911-3			ɛ		
724-3			r ɛ		
145-3					
992-3					
1181-3					
706-3					
106-3			r		
741-3			p ɛ		
421-3			t s e		
227-3			u		
920-3			r		
1083-3			r		
1066-3					
1125-3			ɛ		
1197-3			s r		
473-3					
284-3			e		
661-3					
701-3			r b		
315-3			r		
1169-3			t		
1150-3			s ɛ		
982-3					
987-3					
1055-3			s r		
1130-3			g		
433-3					
585-3					
625-3					
1186-3					
814-3			ɑ̃		
416-3			e		
1233-3					
884-3			r s		
916-3					
1016-3			m e t		
952-3					
514-3			r		
1079-3			b b		
1100-3			r		
47-3			e		
111-3			t s		
1061-3			m e		
1155-3			l		
343-3			v e ɑ̃		
671-3			r		
460-3			p t		
8-3			ɑ̃		
644-3			s e		
683-3			k ɑ̃ e		
650-3			d		
612-3			f m		
871-3			e		
1209-3			m e		
667-3			l		
499-3					
14-3			t		
1029-3					
272-3			k n ɛ r		
278-3			m l		
410-3			k r t k		
336-3			p		
1009-3			v ɛ n t r		
479-3			v		
712-3			m r		
1113-3			s n n		
605-3			s s		
752-3			s p i r ɛ		
695-3			n y b		
73-3			f r i ʒ		
162-3			e		
239-3					
560-4				aː d n	
438-4				ə r ə	
1222-4				aː g ə	
353-4				f i ə d t	
201-4				a iː b d n	
20-4				d a r ə	
503-4				f uː a d n	
957-4				d n	
728-4				l a ŋ	
244-4				n i m r n	
289-4				n ə t	
911-4				ə r s t	
724-4				n r i	
145-4				t n d	
992-4				a t	
1181-4				t i n t	
706-4				aː ə ə	
106-4				f ai d ə	
421-4				f l aː ə	
227-4				f uː d	
920-4				h aː r s	
1083-4				h a r n g	
1066-4				d d	
1125-4				d eː d ə	
1197-4				m ə d ə	
473-4				n r n	
284-4				n a r	
661-4				v n n	
701-4				r ə b	
315-4				r u n d n	
1169-4				ʃ l s	
1150-4				d a ə r	
982-4				ʃ eː s ə	
987-4				n n d	
1055-4				ʃ s ai	
1130-4				ʃ eː k d	
433-4				ʃ i n	
585-4				n eː	
625-4				l d ŋ	
1186-4				d eː n	
814-4				t d r d	
416-4				d ai s	
1233-4				d eː n t	
884-4				d eː r m	
78-4				iː l a	
514-4				ə ə eː n d	
116-4				eː s d	
188-4				f ai ə ə	
745-4				f eː ə	
1100-4				f r ə t	
630-4				n eː ə t	
1155-4				n n l	
24-4				n ai n	
232-4				n ə d	
671-4				iː t	
460-4				t ə r a n	
8-4				g d r i d ə t	
385-4				ə t	
945-4				ʃ iː t r n	
1041-4				ʃ t a n d	
492-4				d eː n ə	
527-4				iː ai t ə	
14-4				d e a ai	
1-4				a l	
915-4				a n t	
271-4				a n	
711-4				iː ai s	
1112-4				iː l ə t	
