COGID	Amharic	Argobba	Chaha	Endegagn	Ezha	Geez	Gumer	Gura	Gyeto	Harari	Inor	Kistane	Mesqan	Muher	Silte	Tigre	Tigrigna	Wolane	Zway
61-1	d ə m																		
63-1	ʔ a tʼ ɨ m																		
107-1	g a m ə l a																		
112-1	d a b ə n a																		
331-1	n ɨ g w s																		
377-1	b ə kʼ lː o ə																		
381-1	ʔ a w																		
417-1	r u j																		
451-1	s ə b a t																		
454-1	ʔ a tʃʼ ɨ r																		
484-1	s ɨ dʒ ɨ s t																		
535-1	ʔ a z ɨ r																		
543-1	rː o r t s																		
593-1	ʔ a m u s																		
640-1	m a n																		
1-1	d ə bː ə r ə																		
65-1	tʼ u b																		
212-1	ʔ ei̯ n																		
244-1	ʔ a r b t w																		
248-1	m u lː a																		
293-1	f ə r ə j																		
373-1	kʼ ɨ m a l																		
408-1	b ə r a																		
414-1	d ə b a kʼ u lː a																		
601-1	ʔ ə r o b																		
642-1	n ə f a s																		
60-1	n ə f ə s ə																		
115-1	lː a m a m																		
209-1	s ə m u t																		
242-1	ʔ a m ɨ s t																		
415-1	j ɨ n a b																		
450-1	dʒ ə r																		
490-1	tʼ ə bː b																		
638-1	s ɨ r ei̯ ai̯																		
645-1	kʼ a lː																		
160-1	tʼ ə r ə kʼ																		
208-1	ʔ ɨ n kʼ w kʼ a l																		
214-1	ʔ a bː																		
378-1	ʔ a n g ə t																		
379-1	tʼ ə tʃʼ ə tʼ																		
409-1	ʔ ə t ə r ə																		
598-1	k w l w																		
646-1	ʔ a k ə																		
210-1	tʼ ə k w n o ə																		
215-1	ʔ a tʼ tʼ b ə t																		
285-1	m ɨ tʼ a d																		
332-1	ʔ ə zː ə r																		
380-1	ʔ a k w ɲː																		
412-1	s a ʔ ə n																		
64-1	d a bː o																		
67-1	w ɨ r																		
251-1	f ə kʼ ə l																		
294-1	m w kʼ kʼ kʼ																		
597-1	ʔ ə m g lː ə ɲː																		
7-1	ʔ a lː g a																		
158-1	kʼ ə m i s																		
372-1	k ə n f ə r																		
374-1	b ə l o lː o																		
375-1	s ə b																		
411-1	t ə r a s s																		
541-1	kʼ ə tʃʼ ɨ n																		
6-1	m ə l k a m a																		
113-1	b u n ɨ																		
330-1	kʼ ə lː d																		
448-1	kʼ ə tʼ a n s ə n b ə w																		
449-1	ʔ a tʼ ə																		
491-1	n ɨ n g ə t																		
596-1	n ə zː ə																		
4-1	g ə n tʃʼ ə																		
8-1	kʼ ə b ə w o																		
106-1	m ə tʼ a																		
290-1	ʔ a g ə dʒ ə																		
489-1	b t r tʃʼ tʃʼ m jː																		
602-1	m ɨ n																		
2-1	k u lː ɨ m																		
3-1	k ɨ n ə																		
213-1	ʔ a r a dʒ ai̯																		
486-1	n ə tʼ ə kʼ ə																		
647-1	t ə w a tʃʼ ə																		
10-1	tʼ ɨ kʼ u r																		
110-1	l a ʔ a																		
152-1	ʔ a s o																		
211-1	m ɨ ʃ ei̯ t																		
328-1	s ə n ə b ə																		
333-1	m ɨ bː ɨ r																		
334-1	ʔ a n b ə n a																		
410-1	kʼ a r ə																		
540-1	l ə b a																		
109-1	g u n tʃʼ ə																		
61-2		d ə m																	
63-2		x a tʼ ɨ j																	
107-2		g ɨ m ə l ɨ																	
112-2		d ə m ə n a																	
331-2		n ɨ g w s																	
377-2		b o kʼ l l ə																	
381-2		x a w																	
417-2		r u dʒ																	
451-2		s ə b ɨ t																	
454-2		x a tʃ ɨ r																	
484-2		s ɨ ʃ ɨ s t																	
535-2		x a ʃ ɨ r																	
543-2		s o r t s																	
593-2		x a m u s																	
640-2		m a n																	
1-2		d ə b ə r ə																	
65-2		tʼ u b																	
163-2		s ə tʃ ə																	
212-2		x ə n																	
244-2		x a r b t kː																	
248-2		m u l ə																	
293-2		f ə r ə ʃ																	
373-2		kʼ ɨ m ə l																	
408-2		b ə r ɨ e																	
414-2		d ɨ b a kʼ u tʼ ɨ																	
642-2		n ɨ f ɨ s																	
60-2		n ə f ə s ə																	
115-2		x ə m j																	
209-2		s ɨ j u t																	
