COGID	cojubim	jaru	kitemoka	more	orowin	tapakura	tora	urupa	wanyam	wari
52-1	t t e									
56-1	m e									
96-1	a a a a									
99-1	a a i m a									
114-1	t a k i									
115-1	e a a i									
133-1	t i p a a a									
144-1	a a a w									
150-1	k a w									
234-1	k o m									
236-1	p a k e n									
241-1	a w i n									
249-1	i tʃ e									
1-1	w a z a									
2-1	w a m									
65-1	i w									
74-1	p a n a									
106-1	t i n e									
128-1	e o k i									
147-1	t m i									
231-1	p a k a w o									
232-1	a a a									
239-1	n a m a k a									
266-1	a a i m									
51-1	a w e									
97-1	m a a a k									
109-1	a t i i									
121-1	k a p i a k a									
149-1	t o k									
160-1	k a a i k									
163-1	p e n									
167-1	p a									
207-1	m i									
259-1	t o w a									
66-1	k a a a k a w									
134-1	n a t a t									
139-1	m a k a a									
142-1	p a a a m a a									
145-1	k a a a t									
148-1	t a a w w									
162-1	i i n									
166-1	i m									
179-1	t a									
201-1	p i									
21-1	k a w									
24-1	m a a a m n									
50-1	i n a									
57-1	t a k a w a m									
84-1	p i w a n									
91-1	m o k o n									
131-1	t u k a z i m									
151-1	k i w									
154-1	w e									
192-1	t i t									
197-1	t a a a									
205-1	i p a n									
227-1	a a p i i t i									
246-1	i w i									
251-1	w a n a									
271-1	a i i									
285-1	i a a w i n									
75-1	u p i j a									
79-1	t a j									
104-1	k i r i a o									
153-1	tʃ a k									
157-1	t a a a m									
174-1	r u a u									
240-1	t i m a k									
270-1	k a w a z i									
52-2		i t e								
56-2		i m e								
96-2		a k a								
99-2		a o i m e								
114-2		t o n i								
115-2		i m a e								
133-2		t i t a a a								
144-2		a a a a a								
150-2		n a w								
234-2		n o m								
236-2		t i n i i								
241-2		a w i								
249-2		i e								
74-2		t a a								
93-2		t o a a i i								
95-2		a i a i								
106-2		t i i i								
119-2		w p a i								
128-2		e o n i i								
147-2		k i m i i								
231-2		m a a o n								
232-2		i i								
239-2		m a m a n a								
266-2		i a i m i								
51-2		i r e								
55-2		i a a m								
97-2		r a e o m i								
121-2		k a m i p a a								
163-2		e a e								
167-2		t a								
259-2		t o a a								
66-2		n a a a n a w								
112-2		t a a a p a a								
116-2		t o t a n a								
125-2		k a t r m a e a								
135-2		k i m i								
139-2		m o i o a i i								
142-2		a a a m i a								
148-2		k a a a k								
162-2		i m i								
166-2		i m i								
179-2		t a								
45-2		i e o m w m p								
84-2		t i w a								
131-2		k o n o t i m								
146-2		i i r m a a								
154-2		w e								
192-2		t i t								
197-2		t o a i m								
235-2		p o a i								
237-2		m i m m m i								
246-2		i w i								
250-2		m o m i k i n								
267-2		t o w a								
39-2		m a m i a i								
42-2		k a t r a m a								
44-2		w a p p m m								
75-2		i m e p i m								
94-2		i n e a e p i								
122-2		i k i e a i								
52-3			i tʃ							
56-3			i k i							
96-3			a a a							
99-3			a i i m o							
114-3			tʃ o k i i							
115-3			i m i a i							
133-3			tʃ i p a a i a							
144-3			a a a w a i i							
150-3			k a w							
234-3			k o k							
236-3			p i k i							
241-3			a w i							
249-3			i a i							
1-3			w a tʃ a							
2-3			k i k							
65-3			i w i							
93-3			tʃ o p a a i a i							
95-3			w i i							
106-3			tʃ i i i							
119-3			a a i e i							
128-3			k o k i							
147-3			tʃ i k i a i							
231-3			p a a w o							
232-3			p i k a							
239-3			a k a k a							
266-3			i tʃ i k							
3-3			i a a i k i							
4-3			w a tʃ i							
55-3			i i a k							
109-3			i p i a i i							
121-3			k a p i j a k e							
149-3			tʃ o k							
160-3			k i a k							
207-3			k i							
112-3			tʃ a a e e i a							
125-3			k a tʃ i k a i							
134-3			i p a tʃ i							
135-3			tʃ i k i a a							
139-3			k o o m i							
57-3			tʃ o k a w a							
71-3			i k i							
131-3			tʃ i k o tʃ i k i							
146-3			i i k a i i							
227-3			w a p i i e							
132-3			i k a							
240-3			a i m a k							
52-4				i a e						
56-4				m e						
96-4				a a a a i						
99-4				a a i a k						
114-4				t o k i i						
115-4				i a o i i						
133-4				t i p a a a						
144-4				a a a w a i						
150-4				k a w						
234-4				k o m						
236-4				p i k i n						
241-4				a w i n						
249-4				i tʃ e						
1-4				w a t a						
2-4				w a m						
65-4				i w						
74-4				p a k a						
93-4				t a a a a i k i						
95-4				w i i						
106-4				t i n a i						
119-4				a t i a						
128-4				r o k i i						
147-4				t i m i a i						
231-4				p a k a w o						
232-4				a a						
239-4				n a m a k a						
266-4				a a i m						
3-4				w a a i o						
4-4				w a t i						
51-4				i w i						
97-4				m a r u k						
109-4				a p i i						
121-4				k a p i m a k i						
149-4				t o k						
160-4				k i a i k						
163-4				o a i n						
167-4				p a						
207-4				m i						
259-4				t o w a						
66-4				k a a a k a w						
116-4				t o a a k a tʃ i						
134-4				n a p a t i						
135-4				t i m i a o						
139-4				m o i o a i i						
