COGID	1	10	2	3	4	5	6	7	8	9
2689-1	ɛ ɛ ɛ ɛ									
893-1	ɛ t ɛ d z ɛ									
1285-1	n w w t									
1303-1	n i ɔ n a									
2197-1	n i ɛ ɛ ɛ									
2828-1	n i ɛ ɛ									
3572-1	s n n i									
1095-1	t i ɛ ɛ									
1755-1	w ŋʰ ɛ									
1789-1	k w u a a ŋ z a									
3207-1	n ɛ l ɛ									
3519-1	ɛ ɛ ɛ ɛ									
3686-1	t ɛ ɛ t ɛ									
4249-1	t ɛ i i									
4451-1	n n n i									
448-1	ɛ ɛ a a a ɛ									
630-1	t ɛ ɛ l ɛ									
814-1	n n á a z i									
1216-1	g ɛ a i z ɛ									
1228-1	n w a k									
1418-1	t ɛ t a z t a									
1475-1	n n u									
2026-1	t w i i									
2775-1	n i t i t ɛ									
3397-1	β ɛ t ɛ									
3826-1	i n k i									
4003-1	n i n n a									
4040-1	i ɛ n i									
4373-1	ɛ i t i									
4384-1	i ŋʰ ɛ									
84-1	s u a ɛ ɛ ɛ									
116-1	i i k a									
181-1	n ɔ á ŋ z w									
419-1	i a									
587-1	ɔ t ɛ d ɛ									
660-1	ɛ ɛ ɛ a									
848-1	ʃ i i a									
1083-1	l w w a									
1122-1	ʃ i ɛ ɛ									
1159-1	n i									
1350-1	l j a i									
1374-1	n n a ŋ n ɛ									
1396-1	s ɛ ɛ ɛ									
1430-1	i n s i									
1666-1	t w ŋ ŋ w									
1767-1	k j i j									
1906-1	i ŋ g i l a									
2177-1	n n w dʒ i									
2286-1	ɛ ɛ									
2317-1	ɛ ɛ t ɛ									
2419-1	ʃ i k a									
2750-1	ɛ ɛ z i									
3018-1	ʃ i l ɛ									
3275-1	t ɛ ɛ ɛ ɛ									
3441-1	s i a ŋ z a									
3464-1	i ɔ ɛ ɛ									
3639-1	t ɛ t ɛ ɛ ɛ l a									
3885-1	i i s ɛ									
3981-1	ɛ ɔ ɛ ŋ z a									
4192-1	j i i a d a									
4260-1	n w w k									
4350-1	a t ɛ ŋ d a									
43-1	l i z a a									
93-1	t ɔ n ɔ									
200-1	β i g									
374-1	t ɛ a ɛ ɛ z a									
459-1	l ɛ ɛ ɛ									
508-1	ɛ ɛ ɛ ɛ									
528-1	β i l i									
575-1	t i i									
871-1	n w i a									
1137-1	β j g ʊ									
1339-1	t w i a									
1585-1	w ɔ t a									
1712-1	ɛ ɛ ɛ ɛ									
1872-1	p w i									
2088-1	n i s a									
2166-1	n u á m i a									
2334-1	i i n i									
2393-1	i ɛ n a									
2537-1	i n s i									
2665-1	i i ŋ k i									
2738-1	β t ɛ l a									
2872-1	k a i i									
2893-1	l i k i a									
2997-1	n u i i n a									
3075-1	k u u a z a									
3675-1	j a j a a a									
4028-1	n i ɛ									
4137-1	m a l a									
4238-1	i k a a z i									
4316-1	t w t a									
4429-1	n a s i									
4440-1	n w w i									
4485-1	i i									
4574-1	a t a l a									
4688-1	w g z ɛ ɛ									
143-1	n u i									
240-1	i ʊ g a									
388-1	n a l ʊ m a									
401-1	d i									
599-1	s a a a l i									
649-1	a ɛ ɛ t a									
755-1	k u l a									
836-1	s u i m i i									
969-1	i s a									
994-1	ɔ l a a a									
1006-1	n w ɔ ŋ b w									
1032-1	l ɔ l ɛ l a									
1043-1	ɔ w t a									
1110-1	t ɛ i a									
1263-1	t i i a									
1273-1	j j j n a									
1329-1	i t a a n d									
1362-1	n ɛ i									
1606-1	ɔ ɔ t ɔ									
1617-1	ʊ w k i									
1629-1	s ɔ i i									
1744-1	i n n a									
1895-1	d a									
1917-1	t i i a									
1969-1	j l a i a									
1989-1	ʃ u n a									
2037-1	n k u dʒ a									
2128-1	n u á ŋ l a									
2186-1	g u n i									
2483-1	k i l i									
2592-1	ʊ ɔ l a									
2615-1	d j a									
2700-1	a a a n d a									
2784-1	g l a									
2797-1	l ɛ ɛ ɛ									
2884-1	p p j ʊ a									
2904-1	s ɛ ɛ a d l a									
2972-1	s ɛ i									
3030-1	i i k a									
3148-1	i t a									
3160-1	i u a									
3261-1	p a a ʊ									
3364-1	ʃ ɔ t a									
2689-2		w u á a								
893-2		á á o d g a								
1303-2		o k o u a								
2197-2		u w u l a								
2828-2		w á n a								
3572-2		w oː n i								
1095-2		w o o a								
1789-2		n oː a a a ŋ g a								
3207-2		w u a a								
3519-2		w u u a								
3686-2		l oː i g a								
4249-2		w u u i								
4451-2		v i n i								
448-2		ɲ u g a a a								
630-2		w á á l a								
814-2		s oː o m b a								
1216-2		v á l a g a								
1228-2		u a a								
1418-2		ɲ u o a a l a								
1475-2		o a								
2026-2		u i a								
3826-2		w o k a								
4003-2		v o o v a								
4373-2		l o l a								
4384-2		u j o								
84-2		w u dʒ u l u								
116-2		w i k a								
419-2		l o g a								
587-2		o o á g o								
660-2		oː oː oː a								
848-2		w oː l a								
1122-2		w i m a								
1159-2		u oː								
1350-2		u u a a								
1374-2		n d a á n a								
1906-2		o o v i l a								
2419-2		w á k a								
2750-2		u l i								
3441-2		s á o ŋ b a								
3464-2		w o n a								
3639-2		v o l a a b g a								
3981-2		o o o a b a								
4192-2		s á o i b a								
4350-2		u u á u o o								
278-2		l a								
3971-2		w u u a								
55-2		l u m a								
43-2		w oː a a a								
93-2		l o l o								
459-2		w u m a								
1137-2		l i g u								
1585-2		oː á l a								
1872-2		p oː a								
2166-2		u u m b a								
2872-2		s j l i								
2997-2		s a á s a								
3075-2		w a a u b a								
3675-2		u u á i l a								
4137-2		v i l a								
4238-2		o l i								
4316-2		w oː p oː								
4574-2		a a l a								
3067-2		n t u								
3531-2		a a n u g a								
1033-2		s u a a a o l a								
3185-2		s i o k a								
794-2		w a p a g a								
143-2		w u u								
240-2		v g a								
388-2		l a a u m a								
599-2		t u u m b i								
969-2		s a								
994-2		p oː a a g a								
1606-2		oː t o								
1629-2		k u i a								
1895-2		g u								
2592-2		w l a								
2884-2		l p j a a								
3148-2		i v a								
3261-2		dʒ u t a								
2689-3			u e u a							
893-3			a a u a d a							
1285-3			o o a a							
1303-3			u k e o a							
2197-3			i o l o							
2828-3			s e o a							
3572-3			l e u e							
1095-3			l e u a							
1755-3			i i o							
1789-3			a a a a ŋ g o							
3207-3			l u l o							
3519-3			l u o a							
3686-3			tʰ u u b o							
4249-3			k u u e							
4451-3			l o l o							
448-3			l o a o i							
630-3			l e á l e							
1216-3			k o a a n a							
1228-3			b l o a							
1418-3			l i a a d g a							
1475-3			k o a							
3397-3			β o l a							
4003-3			r e k n a							
4040-3			k e i e							
4373-3			l e l o							
4384-3			i l o							
181-3			l o o o g o							
419-3			l e k a							
587-3			á a u g a							
660-3			l e l o							
1083-3			o i l o							
1350-3			l j o a							
1374-3			l a e n e							
1396-3			s ìì f u							
1666-3			r a a o o							
1767-3			g e r u							
1906-3			e a g a l a							
2177-3			i k o n i							
2286-3			l a							
2317-3			f u l o							
2750-3			e a s i							
3275-3			s u a n a							
3464-3			l o n a							
3639-3			l o e m u l a							
3981-3			a tʰ a a n a							
4192-3			l ìì u a b a							
4260-3			i j e a							
4350-3			l e á l o a							
278-3			β a							
745-3			x e x e							
3971-3			x u l a							
93-3			k o ɲ a							
200-3			β e a							
374-3			tʰ a a l a a							
508-3			l o j u							
528-3			β e l e							
1137-3			s á k u							
1585-3			o o l o							
1712-3			f u l o							
2088-3			s e n a							
2334-3			s e k e							
2393-3			m e n a							
2665-3			i k e b a							
2738-3			β e e l e							
3675-3			l a a a l a							
4137-3			l a l a							
4440-3			l i l o							
4574-3			a a a l a							
4688-3			o l o o							
2798-3			i i i							
3067-3			n ɲ u							
3531-3			a a a u l a							
3767-3			i i							
4632-3			x a a i							
401-3			k a							
649-3			j e e k a							
755-3			k u l o							
1032-3			l o l o l a							
1043-3			l o l o							
1273-3			j e j r a							
1362-3			k u u							
1895-3			k a							
2615-3			s a a							
2784-3			tʰ u u u							
2904-3			k e n d a a							
2689-4				o á m a						
893-4				á á o e a a						
1285-4				o á o a						
3572-4				o o o a						
1755-4				i o o						
1789-4				ts o o o o ŋ g a						
3686-4				á o o g a						
4451-4				o o r a						
1216-4				ts á o e e e						
4003-4				b o á r a						
419-4				ts o g o						
1122-4				p á e e						
1430-4				o ɔ i i						
1666-4				ts o á r i						
1767-4				ts o r o						
55-4				s o a a						
94-4				l o e i						
2717-4				t l o o g a						
1339-4				t i i i						
4632-4				ts o r o						
2784-4				ts á r o						
3160-4				s o r i						
2689-5					i i i a					
893-5					i á i u k a					
1285-5					i i i					
1303-5					u s e e e					
2197-5					i k á i a					
2828-5					s i a					
3572-5					i o i i					
1095-5					i i e					
3207-5					f i i a					
3519-5					t u a					
3686-5					l i d a					
4249-5					f u i i					
448-5					e e k d e e					
630-5					β e á e e					
814-5					i e p e					
1228-5					β á á					
1418-5					ʃ i á u a					
2026-5					f e e					
2775-5					l u p a					
3397-5					β á l a					
3826-5					s o β e					
4040-5					s e i					
4373-5					i á i					
4384-5					i e e					
84-5					t u k u a					
116-5					i i p e					
587-5					e e k a					
848-5					k u a					
1159-5					i i					
1350-5					l e e					
1396-5					e f u					
1430-5					i t i i					
1767-5					k á l					
2286-5					l e					
2317-5					l u β a					
2419-5					s e p e					
2750-5					á e ʃ i					
3018-5					i i a					
3275-5					t a a					
3441-5					s e e g e					
3885-5					i i a					
4192-5					e i d a					
4260-5					s á á					
4350-5					á á á e e					
278-5					β e					
745-5					s u u					
3971-5					f u m a					
55-5					o i m a					
94-5					s o l o					
2717-5					l l o o g o					
4139-5					w i n					
200-5					β e					
374-5					t a					
508-5					l a					
528-5					β á l i					
575-5					t a					
1137-5					j e k a					
1339-5					t i i					
1872-5					p i					
2537-5					l e e					
2738-5					β á e					
2872-5					k á l i					
2893-5					t i k u p					
3675-5					á e á e e					
4028-5					t w e					
4238-5					i á ʃ e					
4429-5					e ʃ e					
4485-5					s i					
2798-5					u á					
3531-5					a á l i k					
3767-5					l e					
4632-5					k á l i					
1033-5					k o o o o					
3185-5					f i k a					
649-5					j á a					
1110-5					t e a					
1263-5					t e a					
1273-5					j á l a					
1329-5					i k u					
1617-5					k u k					
1917-5					l u a					
1969-5					t					
2483-5					k u l a					
2615-5					β a					
2700-5					t a n d a					
2884-5					f p j					
2972-5					e					
3030-5					i i p a					
3261-5					tʃ e l e					
1303-6						s k i				
1755-6						a i i				
448-6						ɲ ɔ ɲ ɔ ɔ ɔ				
1475-6						k i i				
3397-6						s u l ŋ				
2286-6						ɔ ɔ				
278-6						s u				
2717-6						l a o ɛ				
4137-6						s i i i				
3767-6						u u				
1033-6						k u k d d				
2689-7							o a e a			
893-7							a á á t a			
1285-7							o u a a			
1303-7							o u e			
2197-7							z h a u a			
2828-7							i ɲ a			
3572-7							o ɲ e			
1095-7							a i m a			
1755-7							i o e			
1789-7							u a a u k a			
3519-7							u m a			
3686-7							e o b a			
4249-7							u ɲ e			
4451-7							i ɲ e			
814-7							o o b e			
1216-7							k á á n a			
1475-7							z u a			
2026-7							e e			
2775-7							u u k a			
3826-7							z o h a			
4003-7							h i n a			
4040-7							e ɲ e			
84-7							s i h o á a			
116-7							i h a			
181-7							u u g e			
419-7							o o k o			
587-7							o ŋ k o			
660-7							e a			
848-7							h o a			
1122-7							v á n a			
1159-7							o a			
1374-7							s a a ɲ e			
1396-7							z u v u			
1430-7							o ŋ r o			
1906-7							i i z i a			
2177-7							i u dʒ a			
2419-7							z e h a			
3018-7							z i r a			
3275-7							o á u n a			
3441-7							z e i k a			
3464-7							o n a			
3639-7							t á á á á a			
3885-7							o o r e			
4192-7							f i u z a			
745-7							z u k u			
3971-7							k u a a			
55-7							u a a			
2717-7							s r e ŋ g a			
4139-7							o e a a			
93-7							h o n o			
459-7							o o m a			
