COGID	1	10	2	3	4	5	6	7	8	9
2689-1	n a ɛ ʊ̀									
893-1	a t ɛ d z ʊ̀									
1285-1	ɛ ɛ a t									
1303-1	ŋ d ɛ m a									
2197-1	ɛ d ɛ l a									
2828-1	z i ɛ a									
3572-1	i ɛ ɛ ʊ̀									
1095-1	l i ɛ a									
1755-1	w ɛ ɛ									
1789-1	k a u i a ŋ g a									
3207-1	ɛ ɛ l a									
3519-1	t ɛ ɛ a									
3686-1	t ɛ m t a									
4249-1	z ɛ ɛ ʊ̀									
4451-1	n i ʊ̀									
448-1	ɛ ɛ a a a a									
630-1	ɛ ɛ ɛ l a									
814-1	n ɔ ɛ m b ɛ									
1216-1	g a ɛ i z a									
1228-1	d a a i									
1418-1	ɛ i ɛ a a a a									
1475-1	g n a									
2026-1	d w ɛ i									
2775-1	n ɛ á m t a									
3397-1	β ɔ l a									
3826-1	z ɔ k a									
4003-1	g i n n a									
4040-1	ɛ ɛ ɛ i									
4373-1	l i t a									
4384-1	i ŋʰ ʊ̀									
84-1	s a g u l ɛ									
116-1	i i ɛ a									
181-1	n ɔ á ŋ k a									
419-1	l g a									
587-1	ɔ t ŋ a ɔ									
660-1	ɛ ɛ l a									
848-1	d a i a									
1083-1	ɛ i l a									
1122-1	ʃ i ɛ ɛ									
1159-1	i w									
1350-1	l j a a									
1374-1	n n ɛ a n ɛ									
1396-1	d ɛ ɛ ɛ									
1430-1	i i s i									
1666-1	t a ɔ ŋ ʊ̀									
1767-1	k ʊ̀ t ʊ̀									
1906-1	i ŋ g i l a									
2177-1	ɛ g a dʒ i									
2286-1	l a									
2317-1	ɛ ɛ t a									
2419-1	ʃ ɛ k									
2750-1	ɛ a z a									
3018-1	ʃ i l a									
3275-1	k ɛ j n a									
3441-1	s a a ŋ g a									
3464-1	i ɔ ɛ a									
3639-1	t ɛ t ɛ m a l a									
3885-1	i u ɛ ɛ									
3981-1	ɛ ɛ ɛ a z a									
4192-1	a i á a a a									
4260-1	ɛ a a i									
4350-1	l ɛ ɛ ŋ d a									
43-1	l ɔ ɔ a a									
93-1	k ɔ n ɔ									
200-1	β i i									
374-1	k ɛ a l a z a									
459-1	l u m a									
508-1	ɛ ɛ a ɛ									
528-1	β i l a									
575-1	t a i									
871-1	n a i a									
1137-1	β j g ʊ									
1339-1	d i i i									
1585-1	ɛ a l a									
1712-1	ɛ ɛ l ɔ									
1872-1	p i i									
2088-1	n i s a									
2166-1	n ʊ á m b a									
2334-1	g i z a									
2393-1	i a n a									
2537-1	l ɔ ɛ a									
2665-1	i i ŋ b i									
2738-1	β ɛ ɛ l a									
2872-1	k a s i									
2893-1	l i k ɛ a									
2997-1	n a i i z a									
3075-1	k u l u z a									
3675-1	l a ɛ a a ɛ									
4028-1	i w ɛ									
4137-1	m a l a									
4238-1	a a a z i									
4316-1	d w tʃ ʊ									
4429-1	i a s a									
4440-1	β a l i									
4485-1	z i									
4574-1	β a t a l a									
4688-1	w d a a ɛ									
143-1	s u i									
240-1	i ʊ g a									
388-1	s ɔ a ʊ m a									
401-1	dʒ a									
2689-2		l a á a								
893-2		a á a d g a								
1303-2		o k o l a								
2197-2		w dʒ a l a								
2828-2		w á n a								
3572-2		l o n i								
1095-2		l o a a								
1789-2		v a l a a ŋ g a								
3207-2		v u l a								
3519-2		l u u a								
3686-2		l oː i g a								
4249-2		k u l a								
4451-2		v i n a								
448-2		l u g a a a								
630-2		w á á l a								
814-2		w oː o m b e								
1216-2		v á l a g a								
1228-2		v u a								
1418-2		ɲ o o a a l a								
1475-2		w a								
2026-2		t e e								
3826-2		l o k a								
4003-2		v o o v a								
4373-2		l o l a								
4384-2		o l o								
84-2		w u dʒ u l u								
116-2		w i k a								
419-2		l o g a								
587-2		o o ŋ g o								
660-2		oː oː l a								
848-2		w e l e								
1122-2		w i m a								
1159-2		w oː								
1350-2		u u a								
1374-2		n d a á n a								
1906-2		iː o v i l a								
2419-2		s e k a								
2750-2		o o s a								
3441-2		s a o ŋ b a								
3464-2		w o n a								
3639-2		t a l a a b g a								
3981-2		o o a a b a								
4192-2		w á o a b a								
4350-2		j a á l o o								
278-2		l a								
3971-2		k u e a								
55-2		l u m a								
43-2		w oː a a a								
93-2		l o l o								
459-2		w u m a								
1137-2		l i g u								
1585-2		oː á l a								
1872-2		p oː								
2166-2		u u m b a								
2872-2		l j l a								
2997-2		s a á a s a								
3075-2		w a l u l a								
3675-2		u u á u l a								
4137-2		l i l a								
4238-2		l o l a								
4316-2		t e t u								
4574-2		l a a a l a								
