COGID	dutch	english	french	german
1286	v ɛ r	f ɑː r		f ɛ r n
1851		f l əʊ		f l iː s ə n
158	w ɛ + ɣ aː n			v ɛ k + ɡ eː ə n
1407	v ɑ s t + h ɑu d ə	h əʊ l d		h a l t ə n
111	k ɪ n t			k ɪ n t
1052	z ɛɪ			z iː
827	aː n + s t ɛ l ə			a n + ʃ t ɛ l ə n
1479	oː p ə n ə	əʊ p ə n		œ f n ə n
-2260	p l ɑ n t ə	p l ɑː n t		pf l a n ts ə n
762	w ɔ l k			v ɔ l k ə
1333		n ɪ ə r		n aː ə
588	v l ɑ k		p l a	f l a x
2090	v ə r + n iː t ə ɣ ə			f ɛ r n ɪ x t ə n
2105		r eɪ k		r ɛ x ə n
1260	aː v ɔ n d + eː t ə			aː b ə n t + ɛ s ə n
-1033	b aː j	b eɪ		
1222	aː n + s t eː k ə			a n + ʃ t ɛ k ə n
1640	z ɪ l v ə r	s ɪ l v ə r		z ɪ l b ə r
293	d ɑ k			d a x
2055	b l ɪ k s ə m			b l ɪ ts
2277	w ɔ l	w ʊ l		v ɔ l ə
1906	z w ɑ k			ʃ v a x
169	r ɛɪ ɣ ə r			r ai ə r
1799	k n oː p			k n ɔ pf
1694	d r ʉ p ə l ə	d r ɪ p		t r ɔ pf ə n
1895		h iː l		h ai l ə n
1066	j ɛɪ	j uː		
133	x aː n	ɡ əʊ		
1659	h oː n ɪ ŋ	h ʌ n ɪ		h oː n ɪ x
1821	r ʉ x			r ʏ k ə n
268	d ɛɪ	θ aɪ		
812	p ɑ p ə ɣ aː j			p a p a ɡ ai
337	k aː p	k eɪ p		
2228	h ɑ l s			h a l s
1317	r ɔ t	r ɔ t n̩		
2114	s p aː d ə	s p eɪ d		ʃ p aː t ə n
892	s x ɛɪ d ɪ ŋ			eː ə + ʃ ai d ʊ ŋ
2253	k ɛ r v ə	k ɑː v		
1097	t ə r ʉ x + k oː m ə	k ʌ m + b æ k		ts uː r ʏ k + k ɔ m ə n
1188	n ɑu w	n æ r əʊ		
783		r əʊ d	ʀ u t	
581	v ə r + l iː z ə	l uː z		f ɛ r + l iː r ə n
1389			ʃ o z	z a x ə
352	eː r s t ə			eː r s t ə
1979	x r ɑ s	ɡ r ɑː s		ɡ r aː s
776	v ə r + d eː l ə			t ai l ə n
1472	m ɔ d ə r	m ʌ d		
3	h ɔ f			h oː f
2159	k r ɔ p			k r ɔ pf
240	v ə r + k oː p ə			f ɛ r + k au f ə n
1020		s w ɔ m p		z ʊ m pf
785	w iː l	w iː l		
2166	b ɔ r s t ə l			b ʏ r s t ə
-1158	b ɑ l	b ɔː l		
108	m ɛɪ s j ə			m ɛː t x ə n
684	t ɛɪ t			ts ai t
1274	h aː j			h ai
1358	k l ɛɪ n + d ɔ x t ə r	ɡ r æ n + d ɔː t ə r		
648	b oː r ə	b ɔː r		b oː r ə n
1408	n eː m ə			n eː m ə n
747	n eː t ə l	n ɛ t l̩		n ɛ s ə l
7	w oː n ə			v oː n ə n
1390	d ɪ ŋ	θ ɪ ŋ		d ɪ ŋ
885	d eː l ə			au s + t ai l ə n
2208	h ɑ k ə			ts ɛ r + h a k ə n
1948	s l ɔ t			ʃ l ɔ s
1401		ɡ r ɑː s p		ɡ r ai f ə n
624	s p ɪ n ə	s p ɪ n		ʃ p ɪ n ə n
626	w eː v ə	w iː v		v eː b ə n
1179	h uː t	h æ t		h uː t
-934	l ɑ m p	l æ m p		l a m p ə
1789	b eː d ə l aː r			b ɛ t l ə r
908	w ɑ s ə	w ɔ ʃ		v a ʃ ə n
1661	m ɛ l k	m ɪ l k		m ɪ l x
-445		f æ m ə l ɪ		f a m iː l iː ə
1191		b uː t	b ɔ t	
652	t ɪ m ə r + m ɑ n			ts ɪ m ə r + m a n
319	s t ɛ r v ə			ʃ t ɛ r b ə n
1417	l ɛɪ d ə	l iː d		l ai t ə n
1212	r oː k			r au x
1431	d r aː ɣ ə			t r aː ɡ ə n
2086	x eː v ə	ɡ ɪ v		ɡ eː b ə n
1144	k aː l			k aː l
2111	x r aː v ə			ɡ r aː b ə n
243	d yː r			t ɔy ə r
70	b øː k	b iː tʃ		b uː x ə
162	aː d ə l aː r			aː d l ə r
816	l oː n			l oː n
1777	v ɔ l ɣ ə	f ɔ l əʊ		f ɔ l ɡ ə n
1562	v eː l			f iː l
-2270	r ɛ s t ə			r ɛ s t
191	s x ɛ ŋ k ə			ʃ ɛ ŋ k ə n
-1153	r ɔ n t	r aʊ n d		r ʊ n t
1921	s l aː n			ʃ l aː ɡ ə n
205	ɑ r m + b ɑ n t			a r m + b a n t
