COGID	Bankan_Tey	Ben_Tey	Bunoge	Jamsay	Mombo	Najamba	Nanga	Penange	Perge_Tegu	Tebul_Ure	Tiranige_Diga	Togo_Kan	Tommo_So	Toro_Tegu	Yanda_Dom	Yorno_So
715-1	d u															
1089-1	n a															
1319-1	n ɔː															
1398-1	s u g u r u															
1557-1	g i r e															
1626-1	w a g a															
1840-1	t i n															
2247-1	g ɔː															
4677-1	k u r e j															
5162-1	m i z ɛ															
5406-1	t a n d															
359-1	g a r i															
1577-1	g i r e															
2196-1	n a r a															
2230-1	s u g e															
2533-1	b a r a															
3605-1	k a n d a															
3866-1	o s u															
4553-1	t a g u															
4822-1	k u m b															
5254-1	d u r ɔ															
503-1	k i r̃ a															
1356-1	m a j̃															
1881-1	n uː m															
3218-1	t uː t u															
3372-1	n a m a															
3718-1	a r a															
4135-1	b a n u															
4694-1	g u s u															
807-1	k ɔ m															
2320-1	k a ɛ															
2476-1	k oː															
3719-1	m															
4081-1	d a m b i															
4313-1	n ɛ m															
4460-1	s ɔ j̃															
5810-1	p i r u															
93-1	d ɔ															
260-1	t ɛ r ɛ															
385-1	t ɛ m b ɛ															
890-1	a m b r r															
1336-1	t e g e															
1703-1	b a															
1769-1	t ɛ m b u															
2162-1	b ɛ r ɛ															
2635-1	s o															
3031-1	d ɛ g ɛ															
4591-1	t p r i															
5301-1	p ɛ r u															
5605-1	t i m ɛ															
463-1	d u m b u															
1432-1	t a r u															
1474-1	t ɔ															
1788-1	s e															
2044-1	d i m b															
2713-1	t ɛ m d d r ɛ															
3219-1	p a t u															
3425-1	j oː															
4184-1	ɲ aː															
4629-1	n u t ɔ															
4759-1	n i j̃ e															
4904-1	n u a															
4960-1	g i n aː t u															
4980-1	t ɔ															
5059-1	g u aː o															
5339-1	p a g a															
5549-1	t a w a															
5905-1	t i n u															
5922-1	b i r ɛ															
5938-1	a d u n a															
1-1	p ɛ															
483-1	g e s u															
629-1	d oː															
667-1	ɛ w ɛ															
1254-1	t a z d u r u															
1415-1	ɲ ɛ															
1542-1	n ɔ															
1683-1	s i j															
1898-1	p u r ɔ															
2901-1	t u dʒ u															
2957-1	m a n d i															
3048-1	b i j e															
3251-1	t a r a															
3885-1	t ɛ r ɛ															
4402-1	j ɛ															
5622-1	p ɛ r i j															
6006-1	p i t a															
135-1	t u n d															
158-1	m ɔ s u															
194-1	b ɛ															
221-1	ɛ s u															
650-1	b e t i															
1152-1	t i b ɛ															
1374-1	k ɔ ɔ ɔ															
1452-1	g a r a															
1862-1	i s u															
2083-1	k a n a															
2108-1	n a j̃															
2636-1	m															
2924-1	p o r u															
2941-1	b i r u															
3405-1	ɛ m ɛ															
3751-1	p ɛ j															
4066-1	g ɔ r̃ ɔ															
4535-1	s u g ɔ															
4888-1	s a m n a															
5583-1	t a a															
5751-1	t i j̃ ɛ															
5981-1	a r̃ a															
114-1	d ɔ j̃ ɔ															
851-1	g ɔ															
1941-1	k i r i															
2179-1	t d ɛ															
2351-1	t a b a															
2496-1	n ɔ															
3482-1	m i s i d ɛ															
3497-1	n a															
3588-1	k ɔ r ɔ															
4202-1	g ɔ r ɔ															
4293-1	t ɔ b ɔ															
4921-1	s a m b a															
408-1	j a m b u															
545-1	u r u															
978-1	t a m															
1052-1	n a m b u															
1070-1	n u g o															
1942-1	j e															
2456-1	k ɔ r ɔ															
2514-1	d u s u															
2666-1	s u g i															
2817-1	a g a															
3132-1	d u															
3300-1	ɛ w ɛ															
3976-1	s p															
4152-1	k i z a															
4361-1	t e g e															
4570-1	g ɔ w̃															
4648-1	j e															
5318-1	d ɔ r ɔ															
5673-1	d ɛ m e															
5887-1	j a m a															
446-1	g o g o															
521-1	k ɔː t ɔ															
1108-1	k ɔ j															
1124-1	e r e															
1745-1	dʒ a j a															
1823-1	g o															
2143-1	b a															
2265-1	u r ɔ															
2392-1	n o s u															
2579-1	d ɔ j															
2774-1	k a n															
3339-1	k a r a															
3550-1	i n i															
4024-1	t i t a															
4219-1	t e m b e															
4240-1	w oː r u															
4259-1	g ɔ m iː															
4738-1	g u n d a															
5197-1	e r u															
5447-1	g i s e															
5531-1	i r̃ e															
5733-1	n i															
5828-1	j a r̃ a															
562-1	s u m ɔ															
998-1	w ɔː															
1022-1	p i n i															
1023-1	j̃ ɛ															
1205-1	j e															
1275-1	t j̃															
1578-1	n ɔ m															
2063-1	i r ɛ															
2334-1	ɛ s u															
2798-1	e r̃ ɛ															
3252-1	ɛ m b ɛ															
3463-1	b aː															
715-2		d u														
1089-2		n a														
1319-2		n oː														
1398-2		s u n u r u														
1557-2		g i r e														
1626-2		w a g a														
1840-2		t i n														
2247-2		g o														
4677-2		k u r o j														
5162-2		m i n ɛ														
5406-2		t aː n d														
359-2		g a r u														
1577-2		g i r e														
2196-2		n a r a														
2230-2		s u g o														
2533-2		b a r a														
3605-2		k a n d a														
3866-2		o s u														
4553-2		t a g u														
4822-2		k u m b														
5254-2		d u r ɔ														
503-2		k i r̃ a														
1356-2		m a j̃														
1881-2		n u m														
2084-2		j aː t ɛ														
2420-2		k u r ɔ														
3218-2		t u t u														
3372-2		n a m a														
3718-2		a r a														
4135-2		b a n u														
4694-2		g u s u														
807-2		k o m														
2320-2		k a ɛ														
2476-2		k tʃ														
2842-2		d i g u														
4081-2		d a m b i														
4313-2		n ɛ m														
4460-2		s ɔ j̃														
5514-2		n ɛ n d ɛ														
5810-2		t i r u														
93-2		d ɔ														
260-2		b ɛ r ɛ														
385-2		t ɛ m b ɛ														
890-2		a m i r r														
1336-2		t e g e														
1703-2		b a														
1769-2		t ɛ m b i														
2162-2		b ɛ r ɛ														
2635-2		s o														
2735-2		d a n a														
3031-2		d ɛ g ɛ														
4591-2		t dʒ r i														
5301-2		t ɛ r u														
5605-2		t i m ɛ														
296-2		dʒ a m b														
463-2		d u m b u														
762-2		b a n a k k														
1432-2		t a r u														
1474-2		t ɔ														
1788-2		s i														
2044-2		d i m b														
2713-2		t ɛ m d ɛ r ɛ														
3219-2		t aː t u														
3425-2		j oː														
4184-2		n aː														
4629-2		n u ɔ														
4759-2		n i j̃ ɛ														
4904-2		n u a														
4960-2		g i n aː dʒ u														
4980-2		t ɔ														
5059-2		g u j̃ o														
5125-2		ɔ n dʒ														
5339-2		t a g a														
5549-2		t a w ɔ														
5771-2		dʒ u g u														
5905-2		t i n u														
5938-2		a d u n a														
1-2		t ɛ														
483-2		g o s u														
629-2		d o														
667-2		ɛ w ɛ														
1254-2		t a m d u r u														
1415-2		ɲ ɛ														
1542-2		n tʃ														
1683-2		s iː														
1898-2		t u r o														
2551-2		r i														
2901-2		t u t														
2957-2		m a n d i														
3048-2		b i j														
3251-2		t a r a														
3885-2		t ɛ r ɛ														
4402-2		j ɛ														
5081-2		t i n ɛ														
5622-2		t ɛ r ɛ j														
6006-2		t i t ɔ														
43-2		s aː														
135-2		t u n d u														
158-2		m ɔ s u														
194-2		b ɛ														
221-2		ɛ s u														
650-2		b e s i														
1152-2		t i w ɛ														
1374-2		k ɔ ɔ														
1452-2		g aː r a														
1862-2		i s i														
2108-2		n a j̃														
2636-2		m														
2880-2		k u n dʒ u														
2924-2		t o r														
2941-2		b i r i														
3405-2		ɛ m ɛ														
3959-2		t o r u														
4066-2		g ɔ r̃ ɔ														
4535-2		s u g ɔ														
4888-2		s a m n a														
5180-2		s ɛ m b i														
5751-2		t i j ɛ														
5981-2		a r̃ a														
114-2		d ɔ j̃ ɔ														
702-2		ɔ g ɔ r ɔ ŋ ɔ														
851-2		g ɔ														
872-2		ɛ n dʒ ɛ														
952-2		k u r u														
2179-2		n d ɛ														
2351-2		t a b a														
2496-2		n u														
4609-2		k ɔ r ɔ														
4740-2		g u n ɔ														
4921-2		s a m b a														
5982-2		g u t u														
978-2		t ɔ m														
999-2		j ɛ														
1052-2		n a m b														
1989-2		m ɛ n ɛ														
2456-2		k ɔ r i														
2666-2		s i g i														
2817-2		a g a														
3132-2		d u ŋ														
3300-2		ɛ w ɛ														
3977-2		m o n d														
3978-2		m n n b														
4260-2		ɔ m b														
4278-2		k u n dʒ u														
4334-2		s ɔ n														
4361-2		t e g ɛ														
4570-2		g ɔ j̃														
4648-2		j e														
5673-2		d ɛ m ɛ														
5887-2		j a m a														
446-2		g o n u u														
1108-2		j ɔ														
1124-2		e r e														
1237-2		i n dʒ ɛ														
1745-2		dʒ a j a														
1823-2		g o o														
2143-2		b a														
2265-2		u r ɔ														
2392-2		l o s u														
2579-2		d ɔ														
2902-2		j u														
3197-2		k aː														
3339-2		k a r a														
3550-2		i n i														
3943-2		t a r u														
4240-2		w oː r u														
5197-2		ɛ r u														
5531-2		i i e														
5733-2		n iː														
409-2		g ɔ r u														
562-2		s u m ɔ														
1022-2		t i r i														
1205-2		j e														
1275-2		t eː														
1524-2		k oː r														
1578-2		n u m														
2063-2		i r ɛ														
2798-2		ɛ r̃ ɛ														
3088-2		ɛ ɛ i														
715-3			t u													
1089-3			n aː													
1319-3			n ɛ													
1398-3			s u ŋ u l													
1557-3			g i r e													
1626-3			w a g u													
1840-3			t g ŋ													
2247-3			g ɔː													
4677-3			k u l eː b													
5162-3			m i n ɛ													
5406-3			t aː n d i													
359-3			k a l a													
1577-3			g i r e													
2196-3			n a l g													
2533-3			b a r g													
3866-3			o t u													
4553-3			t a g a													
5254-3			t u l u													
503-3			k i n ŋ													
1881-3			n u m													
2084-3			j aː p i													
2420-3			k u l ɛ													
3218-3			p u t u													
3372-3			n a m a													
3718-3			a r a													
2320-3			k a ɛ													
2476-3			k ɔː													
3719-3			m													
4460-3			b u j													
5514-3			n ɛ n d ɛ													
890-3			g m b r n													
1336-3			t e g e													
1703-3			b aː													
2162-3			b ɛ l ɛ													
2635-3			b o													
2735-3			t ŋ n a													
762-3			b a n a k k													
1788-3			s e													
2713-3			t eː m d ɛ r ɛ													
3219-3			p aː t u													
4629-3			n u b u													
4904-3			n u a													
5125-3			o n t e													
5771-3			p u g u													
5938-3			a t u n a													
1898-3			p u p o													
2901-3			t u t u													
2957-3			m a n d e													
3048-3			b i j e													
5081-3			b i n d u													
6006-3			p o r o													
716-3			j ɛ													
1152-3			t i b ɛ													
1789-3			n u m a													
2083-3			k a n i													
2108-3			d g j													
2618-3			k ɛ l ɛ													
2880-3			k u n t u													
2941-3			b i l u													
