COGID	Achang	Bela	Lashi	Maru	Phon	WrittenBurmese	Zaiwa
1-1	n au ⁵						
4-1	l ɔ ³						
18-1	n j a ŋ ³						
19-1	n j a ⁵						
44-1	l u k ³¹						
50-1	a ŋ ³						
62-1	s u ³						
70-1	b a n ³						
75-1	n j ɔ ʔ ³¹						
97-1	tʃʰ a ŋ ³						
112-1	tsʰ ɔ ³						
122-1	n j u k ³¹						
127-1	kʰ ei ³						
132-1	a ʔ ³¹						
133-1	n au ³						
135-1	n au ³						
142-1	d ³						
143-1	ŋ ɔ ʔ ³¹						
149-1	ʔ u ³						
152-1	ŋ a ³¹						
157-1	b ɔ ³						
183-1	ʔ u ³						
184-1	n u ʔ ⁵³						
185-1	tsʰ a m ³						
189-1	n j ɔ ʔ ³¹						
192-1	n ɔ ³¹						
195-1	n ɔ ³						
200-1	a n ³						
216-1	s a ŋ ³						
218-1	l ɔ ʔ ³¹						
225-1	s a ŋ ³						
235-1	kʰ j ɛ ³						
244-1	s ɔ ³						
253-1	n j ³						
270-1	n ɛ ³						
278-1	n j a ŋ ³						
279-1	ɔ ³						
285-1	j a m ³						
308-1	d ³						
322-1	n i ³						
325-1	kʰ au ⁵						
337-1	n j a ŋ ³						
341-1	d j ɔ ³						
347-1	ʃ j u ʔ ³¹						
362-1	j ɛ ³						
391-1	j u p ³¹						
394-1	n ɔ ʔ ³¹						
397-1	tʃʰ ei ⁵						
443-1	n j ɔ p ³¹						
460-1	s a ʔ ⁵³						
463-1	au ³						
464-1	ʔ u ŋ ³						
473-1	s a m ³						
476-1	kʰ j u k ³¹						
481-1	tsʰ a ³						
494-1	g ɔ ³						
496-1	j a ŋ ³						
516-1	j ɔ ³						
522-1	n ɔ ʔ ³¹						
523-1	d j u ³						
524-1	n ɔ ³						
540-1	kʰ ɔ ³						
3-1	b a ³						
6-1	g ɔ ³						
7-1	d a ³						
20-1	n a p ³¹						
51-1	ŋ a ³						
64-1	g u ŋ ³						
65-1	g u k ³¹						
66-1	d j u ³						
71-1	ʃ ɔ ³						
72-1	ʔ a ³						
76-1	j ɔ ³						
77-1	n j ɔ ³						
78-1	n au ³¹						
82-1	b a ŋ ³						
87-1	ŋ ɔ ³¹						
93-1	l a m ³						
94-1	n j a ³						
100-1	s a n ³						
116-1	l ɔ ³						
119-1	j a m ³						
124-1	d j u ³						
136-1	l j i ⁵						
137-1	kʰ j au ³						
144-1	s au ³¹						
145-1	d u ŋ ³						
146-1	n au ⁵						
150-1	g j ɔ ʔ ³¹						
154-1	n j ɔ ³						
165-1	kʰ j a n ³						
166-1	b j ɔ ³						
169-1	g j a ŋ ³						
170-1	b j ɔ ³						
171-1	j a ŋ ³						
174-1	l a m ³						
181-1	n j ɔ ʔ ³¹						
193-1	b u ³						
205-1	n j ⁵³						
206-1	n au ³						
212-1	j ɔ ʔ ³¹						
214-1	l a m ³						
217-1	ʔ u ³						
224-1	n j au ⁵						
228-1	b u ³¹						
238-1	j au ³						
241-1	ʃ ɔ ³						
246-1	g j ɔ ⁵						
256-1	j a ³						
257-1	b u ³¹						
272-1	m ɔ ³						
273-1	j a ³						
274-1	n a ŋ ³						
1-2		m a ⁵²					
4-2		l a ⁵²					
18-2		m a ²³					
19-2		n a ⁵²					
44-2		l a ⁵²					
50-2		a ²³					
62-2		ʃ a ⁵²					
70-2		p a ²³					
75-2		m j a ʔ ⁵²					
97-2		a ŋ ⁵²					
112-2		ts a ⁵²					
122-2		m j a ʔ ⁵²					
127-2		k a ⁵²					
132-2		a ʔ ⁵²					
133-2		n a ⁵²					
135-2		n a ⁵²					
142-2		t i ⁵²					
143-2		a ʔ ⁵²					
149-2		a ⁵²					
152-2		n a ⁵²					
157-2		p a ⁵²					
183-2		ʔ a ⁵²					
184-2		n a ⁵²					
185-2		ts a ²³					
189-2		m j a ʔ ⁵²					
192-2		n a ⁵²					
195-2		n a ⁵²					
200-2		a ⁵²					
216-2		ts a ŋ ²³					
218-2		l a ⁵²					
225-2		ʃ a ŋ ²³					
235-2		k a ⁵²					
244-2		ts a ⁵²					
253-2		m i ⁵²					
270-2		m a ²³					
278-2		m a ŋ ³					
279-2		a ⁵²					
285-2		j a ²³					
308-2		p i ⁵²					
322-2		m i ⁵²					
325-2		k a ⁵²					
337-2		m j a ³					
341-2		t a ⁵²					
347-2		ʃʰ a ⁵²					
362-2		j a ³					
391-2		j a ⁵²					
394-2		m a ⁵²					
397-2		t a ⁵²					
443-2		n j a ⁵²					
