COGID	1	10	2	3	4	5	6	7	8	9
2689-1	ɲ a m a									
893-1	a á a a									
1285-1	n a									
1303-1	ŋ ɔ m a a									
2197-1	n a l a									
2828-1	n i n a									
3572-1	s ɔ n i									
1095-1	l i m a									
1755-1	i ɛ ɛ									
1789-1	k a l a ŋ l a									
3207-1	β ʊ l a									
3519-1	t ʊ m a									
3686-1	s m m m a									
4249-1	k ʊ m i									
4451-1	β i s i									
448-1	j ʊ n z									
630-1	β ɛ ɛ l ɛ									
814-1	ɔ m m ɛ ɛ									
1216-1	g l β a									
1228-1	b a									
1418-1	s i m a j									
1475-1	g a									
2026-1	t ɛ									
2775-1	β ʊ m m a									
3397-1	β ɔ l ɔ									
3826-1	s ɔ k b									
4003-1	s β β a									
4040-1	g ɛ n i									
4373-1	l i m i									
4384-1	i i ɔ									
84-1	s l ʊ ʊ									
116-1	j i k a									
181-1	g ɔ ŋ ŋ ɔ									
419-1	l ɔ g a									
587-1	ɔ ɔ ŋ ɔ ɔ									
660-1	l ɛ l a									
848-1	k a l a									
1083-1	l i l b									
1122-1	β i n a									
1159-1	ɲ a									
1350-1	l j a									
1374-1	i s a n ɛ a									
1396-1	n ɔ β ʊ									
1430-1	i s ɔ									
1666-1	t a n g									
1767-1	k ɔ k ɔ									
1906-1	ŋ g i l a									
2177-1	ŋ g a h									
2286-1	l a									
2317-1	β ʊ β a									
2419-1	s ɛ k a									
2750-1	ɛ s z i									
3018-1	n i l a									
3275-1	k a á a									
3441-1	s a ŋ g l a									
3464-1	β ɔ n a									
3639-1	t ɛ t ɛ m ɛ l									
3885-1	s u m ɔ									
3981-1	ɛ m m a									
4192-1	β i m m b									
4260-1	s b									
4350-1	l ɛ ɛ l ɔ									
43-1	z i ɔ ʊ									
93-1	k ɔ n ɔ									
200-1	β i									
374-1	l l l b a									
459-1	l ʊ m a									
508-1	β ɔ β ʊ									
528-1	β i l i									
575-1	t a									
871-1	t a m b									
1137-1	s ʊ k ʊ									
1339-1	t z									
1585-1	a l l a									
1712-1	β u l ɔ									
1872-1	p a									
2088-1	β i s a									
2166-1	ɲ m m m b									
2334-1	β i g ɔ									
2393-1	m z s a									
2537-1	l ɔ m ɔ									
2665-1	i ŋ ŋ i i									
2738-1	β ɛ ɛ l ɛ									
2872-1	k ɔ s i									
2893-1	s i k ʊ a									
2997-1	g a s s a									
3075-1	g ʊ l ʊ β ɛ									
3675-1	l ɛ l l ɛ									
4028-1	β dʒ ɛ									
4137-1	m i l a									
4238-1	s s ɔ s i									
4316-1	t a t ʊ									
4429-1	a s s a									
4440-1	β i l i									
4485-1	s ʊ a									
4574-1	β n a l l a									
4688-1	ɛ a									
143-1	β ʊ									
240-1	ɔ ɔ l a									
388-1	p m ɲ ʊ m									
401-1	z a									
599-1	t a m m b ʊ									
