COGID	cojubim	jaru	kitemoka	more	orowin	tapakura	tora	urupa	wanyam	wari
52-1	t t e									
56-1	o m e ʔ									
96-1	a t a n									
99-1	a t i p o n									
114-1	t o k i i ʔ									
115-1	u o u o i i ʔ									
133-1	t i p a a a i i									
144-1	a t a w a i i ʔ									
150-1	k a w ʔ									
234-1	k o m									
236-1	p i k o n ʔ									
241-1	a w i n ʔ									
249-1	i tʃ e ʔ									
1-1	w a z a ʔ									
2-1	w o m									
65-1	i w									
74-1	p a n a									
106-1	t o n i tʃ i									
128-1	p o k i i									
147-1	t i m i i ʔ									
231-1	p a n a w o ʔ									
232-1	p i p i o w									
239-1	n a m a k a n									
266-1	i t i m									
51-1	u w e ʔ									
97-1	m a p o m									
109-1	o p i i i i									
121-1	k a p i j a k i ʔ									
149-1	t o k									
160-1	k i r i k									
163-1	o p e n									
52-2		t t e								
56-2		o m e								
96-2		a t a s i								
99-2		a r i k e n								
114-2		t o k i s i								
115-2		o e r e s i								
133-2		t i p a a a s i								
144-2		a t a w a s i								
150-2		k a w								
234-2		k o m								
236-2		p i k o n								
241-2		a w i n								
249-2		i s e								
74-2		p a n a								
93-2		t o p a k i s i								
95-2		w i k i s i								
106-2		t o n i n i								
119-2		i a t i i i i								
128-2		h o k i s i								
147-2		t i m i s i								
231-2		p a n a w o								
232-2		p i p i e u								
239-2		n a m a k a n								
266-2		i t i m								
51-2		e w e								
55-2		i h a m								
97-2		m a h o m s								
121-2		k a p i j r k s i								
163-2		o p e n								
52-3			i t u							
56-3			u m e							
96-3			a t a e e							
99-3			a h i k o							
114-3			t u k i e e							
115-3			u h i e e e							
133-3			t i p a a a e tʃ							
144-3			w t a w a e e							
150-3			k a w							
234-3			k u m tʃ							
236-3			p i k u n							
241-3			a w i n							
249-3			i m e							
1-3			w a t a							
2-3			w m m m							
65-3			i w i							
93-3			t u p a k i tʃ i							
95-3			w i k i e							
106-3			t u m i tʃ e							
119-3			m a t i e e							
128-3			h u k tʃ e e							
147-3			t i m i tʃ e							
231-3			p a n a w o							
232-3			u i i i u a							
239-3			m a m a k a n							
266-3			i t i m							
3-3			w a h i k u							
4-3			w a t i							
55-3			i h a m							
109-3			u p i m i e e							
121-3			k a p i a a k i e							
149-3			t u k							
160-3			k i h i k							
52-4				t t e						
56-4				u m e						
96-4				a t a i						
99-4				a r i k u n						
114-4				t o k u i						
115-4				u u u u						
133-4				t i p a a a						
144-4				a p a w a i						
150-4				k a w						
234-4				k o m						
236-4				p i k u n						
241-4				a w i n						
249-4				i tʃ e						
1-4				w a ʒ̟ a						
2-4				w w m						
65-4				i w						
74-4				p a n a						
93-4				t o p a r i i						
95-4				w i k i						
106-4				t u n i i						
119-4				i j t i i						
128-4				p o k u i						
147-4				t i m i t i						
231-4				p a n a w o						
232-4				p i i u u						
239-4				n a m a k a n						
266-4				i t i m						
3-4				w r r i k o						
4-4				w a r i						
51-4				u w e						
97-4				m o p u m						
109-4				u p u j i i						
121-4				k a p i j a k i						
149-4				t o k						
160-4				k i r i k						
163-4				u p u n						
52-5					t t e					
56-5					o m e					
96-5					a t a s i					
99-5					a f i f e n					
114-5					t o k i s i					
115-5					f f i e s i					
133-5					t i p a r a s i					
144-5					w f a w a s i					
150-5					k a w					
234-5					k o m					
236-5					p i k o n					
241-5					a w i n					
249-5					i s e					
1-5					w a t a					
2-5					w f m m					
65-5					i w i					
74-5					p a n a					
93-5					t o p a r i s i					
95-5					w i k i					
106-5					t y n i i i					
119-5					i j t i i i					
128-5					f o k i s i					
147-5					t i m i s i					
239-5					n a m a k a n					
266-5					i t i m					
3-5					f f r i f o					
4-5					w a t i ʔ					
51-5					y w e ʔ					
55-5					i f a m					
97-5					m o f o m					
109-5					o p y i i i					
149-5					t o k					
160-5					k i r i k					
163-5					y p e n					
52-6						t t tʃ i				
56-6						u m i i				
96-6						a t a i i				
99-6						a h i k u				
114-6						t u k i tʃ i				
115-6						u u i i tʃ i				
133-6						t i p a a a tʃ i				
