COGID	1	10	2	3	4	5	6	7	8	9
2689-1	u a m a									
893-1	a n a a									
1285-1	n n a									
1303-1	ŋ ɔ m a									
2197-1	s a l a									
2828-1	i i n a									
3572-1	s ɔ n i									
1095-1	l i m a									
1755-1	n ɛ i									
1789-1	k a l a ŋ ŋ a a									
3207-1	β ʊ l a									
3519-1	t ʊ m a									
3686-1	i m m l a									
4249-1	k ʊ m i									
4451-1	β i s i									
448-1	u ʊ n i									
630-1	β ɛ ɛ ɛ ɛ									
814-1	ŋ ɔ m m ɛ a									
1216-1	g z β a									
1228-1	b n a									
1418-1	ʃ i m a									
1475-1	g w a									
2026-1	t w ɛ									
2775-1	β ʊ m m a									
3397-1	β ɔ l a									
3826-1	b ɔ k a									
4003-1	i β ɔ a									
4040-1	g ɛ n i									
4373-1	l i m i									
4384-1	i n ɔ									
84-1	ʊ l g ʊ									
116-1	ɛ i k a									
181-1	g ɔ g ŋ ɔ									
419-1	l ɔ g a									
587-1	ɔ ɔ ŋ k ɔ									
660-1	l ɛ l a									
848-1	k a l a									
1083-1	l i l a									
1122-1	β i n a									
1159-1	k a									
1350-1	l j a									
1374-1	n z a n ɛ									
1396-1	s ɔ β ʊ									
1430-1	i s ɔ									
1666-1	d a n tʃ									
1767-1	k ɔ k ɔ a									
1906-1	i ŋ g i l a									
2177-1	g g a j i									
2286-1	l a									
2317-1	β ʊ β a									
2419-1	s ɛ k a									
2750-1	ɛ s i i									
3018-1	s i l a									
3275-1	k a a a a									
3441-1	s a ŋ ŋ a a									
3464-1	β ɔ n a									
3639-1	d ɛ t ɛ m ɛ									
3885-1	β ʊ m ɔ a									
3981-1	i m a a									
4192-1	β i m m a									
4260-1	s n a									
4350-1	l ɛ ɛ l ɔ									
43-1	s i m ʊ									
93-1	k ɔ n ɔ									
200-1	β i									
374-1	β k n ɛ a									
459-1	l ʊ m a									
508-1	p ɔ ɛ ʊ a									
528-1	β i l i									
575-1	t a									
871-1	t a m a									
1137-1	ʃ i k ʊ									
1339-1	ɔ n i i									
1585-1	a l a a									
1712-1	ɛ ʊ l ɔ									
1872-1	p a									
2088-1	β i s a									
2166-1	ʊ m m z i									
2334-1	β i g ɔ									
2393-1	m a u a									
2537-1	l ɔ m ɔ									
2665-1	i ŋ g i i									
2738-1	β ɛ ɛ l ɛ									
2872-1	k ɔ s i a									
2893-1	ʃ i k ʊ									
2997-1	g a z z a									
3075-1	g ʊ l ʊ β ɛ									
3675-1	l w ɛ ɛ ɛ ɛ									
4028-1	β w ɛ a									
4137-1	m i l a									
4238-1	i s ɔ z i									
4316-1	t a t ʊ									
4429-1	p s z a									
4440-1	β i l i									
4485-1	s ʊ a									
4574-1	β a a l a a									
4688-1	w ɛ i									
143-1	β ʊ									
240-1	ɔ ɔ g a									
388-1	p m a ʊ									
401-1	d a									
2689-2		e a m a								
893-2		a n a a								
1303-2		k o m a								
2197-2		s a l a								
2828-2		iː i n a								
3572-2		s o n i								
1095-2		l i m a								
1789-2		k a l k ɲ ŋ a a								
3207-2		v u l a								
3519-2		t u m a								
3686-2		i m m b a								
4249-2		k u m i								
4451-2		v i s i								
448-2		n u n i								
630-2		v e e l e								
814-2		k o a m e a								
1216-2		k a v a								
1228-2		b s a								
1418-2		s i m n								
1475-2		k s a								
2026-2		t s e a								
3826-2		s g k a								
4003-2		i v b a								
4373-2		l i m i								
4384-2		i n o								
84-2		u l u								
116-2		e i k a								
419-2		l o k a								
587-2		o ŋ ŋ o								
660-2		l e l a								
848-2		k a l a								
1122-2		v i n a								
1159-2		ɲ a								
1350-2		l p a								
1374-2		a a a n e								
1906-2		i ŋ k i l a								
2419-2		s e k a								
2750-2		e e i i								
3441-2		s e ŋ ŋ a a								
3464-2		v o a a								
3639-2		t e t e m a								
3981-2		i m a a								
4192-2		v i m m a a								
4350-2		l e e l o								
278-2		v a								
3971-2		k a m a								
55-2		n a m a								
43-2		iː i m u								
93-2		k o n o								
459-2		l u o a								
1137-2		s i k u								
1585-2		a a l a								
1872-2		p a								
2166-2		u m m a								
2872-2		e o s i								
2997-2		g a s s a								
3075-2		k u l u v e								
3675-2		l s i l l e								
4137-2		m i l a								
4238-2		i s s o i								
4316-2		t a t u								
4574-2		m s a a l a								
3067-2		n t u								
3531-2		a n e k a a								
1033-2		g o o l								
3185-2		v i k k								
794-2		v e k a e								
143-2		v u u								
240-2		o k a								
388-2		u u a a								
2689-3			n a m a							
893-3			a n a							
1285-3			n w a							
1303-3			ŋ o m a							
2197-3			s a l a							
2828-3			i n n a							
3572-3			s o n i							
1095-3			l i m a							
1755-3			n e							
1789-3			x a l a ŋ k a							
3207-3			f u l a							
3519-3			r u m a							
3686-3			i m m a							
4249-3			x u m i							
4451-3			β i s i							
448-3			u ɲ n i							
630-3			β e f l e							
1216-3			k a β a							
1228-3			b w a							
1418-3			s i m a							
1475-3			k s a							
3397-3			β o l a							
4003-3			i β a							
4040-3			k e n i							
4373-3			l i m i							
4384-3			i n o							
181-3			k o ɲ k o							
419-3			l o k a							
587-3			o ɲ k o							
660-3			l e l a							
1083-3			l i l a							
1350-3			l j a							
1374-3			n s a n a							
1396-3			s o β u							
1666-3			s a n o							
1767-3			x o x o							
1906-3			i k k i l a							
2177-3			ɲ k a j							
2286-3			l a							
2317-3			f u β a							
2750-3			e s i							
3275-3			x a a n							
3464-3			β o n a							
3639-3			r e dʒ e m e l							
3981-3			i m a							
4192-3			β i tʰ m b a							
4260-3			s w a							
4350-3			l e e l o							
278-3			β a							
745-3			r a x o							
3971-3			x a m a							
93-3			x o n o							
200-3			β i							
374-3			dʒ a l s a							
508-3			p o f u							
528-3			β i l i							
1137-3			s i x u							
1585-3			a l a							
1712-3			e u l o							
2088-3			f i s a							
2334-3			f i k o							
2393-3			m a dʒ a							
2665-3			i k k i							
2738-3			β e e l e							
3675-3			l s e i l e							
4137-3			m i l a							
4440-3			β i l i							
4574-3			s a a a a							
4688-3			i n w g							
2798-3			n w a							
3067-3			n a u							
3531-3			a n i x a							
3767-3			l o							
4632-3			x á s i							
401-3			a a							
2689-4				g a m a						
893-4				a n ɲ a						
1285-4				n d a						
3572-4				s ɔ ɲ i						
1755-4				ɲ ɛ						
1789-4				k a l a á g k a						
3686-4				e m b a						
4451-4				b i s i						
1216-4				k a b a						
4003-4				i b a						
419-4				l i k a						
1122-4				b i n a						
1430-4				i s ɔ						
1666-4				t a ɲ ɔ						
1767-4				k ɔ k ɔ						
55-4				ɲ a m a						
94-4				b ɔ k ɔ						
2717-4				k a ŋ g a						
1339-4				t d i						
4632-4				k a s i						
2689-5					ŋ a m					
893-5					n					
1285-5					n w a					
1303-5					g o m					
2197-5					ʃ l					
2828-5					i i n					
3572-5					s o n i					
1095-5					l i m					
3207-5					f u l a					
3519-5					t u m a					
3686-5					i m m i					
4249-5					k u m i					
448-5					n u n i					
630-5					β e e l e					
814-5					g o m m m					
1228-5					b w					
1418-5					ʃ i m a					
2026-5					t w e					
2775-5					β u m m					
3397-5					β o l a					
3826-5					s o k a					
4040-5					a e n i					
4373-5					l i m i					
4384-5					i n o					
84-5					a u k u l					
116-5					ʃ i k a					
587-5					o ŋ g o					
848-5					k a l a					
1159-5					tʃ a					
1350-5					l j a					
1396-5					s o β u					
1430-5					i s o					
1767-5					k o k o					
2286-5					l a					
2317-5					β u β a					
2419-5					s e k					
2750-5					e s i i					
3018-5					s i l a					
3275-5					k a a n					
3441-5					s a ŋ g a					
3885-5					β u m o					
4192-5					β i m m b					
4260-5					s w a					
4350-5					l e e l oː					
278-5					β a					
745-5					t a k o					
3971-5					k a m a					
55-5					n a m a					
94-5					β o k o					
2717-5					g a g g a					
4139-5					m i n a					
200-5					β i i					
374-5					f a l ʃ a					
508-5					p o f u					
528-5					β i l i					
575-5					t a					
1137-5					ʃ i k u					
1339-5					t w i i					
1872-5					p a					
2537-5					l o m o					
2738-5					β e e l e					
2872-5					k o s i					
2893-5					ʃ i k u					
3675-5					l ʃ i e l e					
4028-5					ʃ e e					
4238-5					i s ʃ ʃ i					
4429-5					β s s					
4485-5					s u					
2798-5					n w a					
3531-5					n n i k a					
3767-5					l o					
4632-5					k a s i					
1033-5					k o s o l					
3185-5					β i k a					
1303-6						k o ɔ a				
1755-6						ɲ e a				
448-6						k u ŋ i				
1475-6						k i				
3397-6						p o l				
2286-6						l a				
278-6						p				
2717-6						k a d k a				
4137-6						ɔ i l a				
3767-6						l o				
1033-6						k ɔ s				
2689-7							u a m a			
893-7							a n a			
1285-7							n w a			
1303-7							ŋ o b a			
2197-7							w a u a			
2828-7							i i n			
3572-7							s o n i			
1095-7							r i b a			
1755-7							n e			
1789-7							k a r a a ŋ g			
3519-7							t u m a			
3686-7							i b b i			
4249-7							k u b i			
4451-7							v i s i			
814-7							ŋ o m b b			
1216-7							ɣ a v a			
1475-7							ɣ w a			
2026-7							t w e			
2775-7							v u m b			
3826-7							z o k a			
4003-7							i v v			
4040-7							ɣ e n i			
84-7							u u m			
116-7							e i k a			
181-7							ɣ o ŋ ŋ ɣ			
419-7							u o ɣ a			
587-7							o o ŋ k			
660-7							u e u a			
848-7							k á u a			
1122-7							v i n a			
1159-7							v a			
1374-7							n a a n n			
1396-7							z o v u			
1430-7							i s o			
1906-7							i ŋ ɣ i h a			
2177-7							ŋ g a			
2419-7							s e k a			
3018-7							z i u a			
3275-7							k á m a a			
3441-7							s e m ŋ g a			
3464-7							v o n a			
3639-7							t e t e b n			
3885-7							v u m o			
4192-7							v i m b i			
745-7							t á k o			
3971-7							k a b a			
55-7							ɲ a b a			
2717-7							ŋ a ŋ ŋ a			
4139-7							m i n a			
93-7							k o n o			
459-7							u u m a			
575-7							t a			
1712-7							v u u o			
2088-7							v i s a			
2166-7							u m m b i a			
2334-7							i i ɣ o			
2393-7							m á ɲ a			
2537-7							u o m o			
2665-7							i ŋ ɣ k			
2997-7							ɣ a a ʃ a			
4028-7							v e			
4316-7							t á t u			
4429-7							v á z a			
4688-7							i n w ŋ			
3067-7							n t u			
3185-7							v i i k a			
794-7							v e k e k a			
143-7							v u			
388-7							h n m u b			
2689-8								ŋ a m a		
1285-8								n w a		
1303-8								k ô m a		
2197-8								ʝ a r a		
2828-8								d î n a		
3572-8								ʃ ô n i		
1755-8								n e		
1789-8								k a r a ŋ g a a		
3207-8								v u r a		
3519-8								t u m a		
3686-8								î m m ʝ		
4249-8								k u m i		
4451-8								v i ʃ i		
814-8								g o m o i		
1228-8								r w a		
2026-8								t w ɛ		
2775-8								v u a m a		
3826-8								ʝ o k a		
4040-8								k e n î		
181-8								k ô ŋ g u t		
660-8								r e r a		
848-8								k á r a		
1083-8								r i r a		
1159-8								ŋ a		
1350-8								r p a		
1396-8								ʝ ô v u		
1666-8								t a n n		
2177-8								g g a		
2317-8								v u v a		
4260-8								ʃ w a		
745-8								t á k ô		
3971-8								k á m a		
94-8								v ô k ô		
2717-8								ŋ a g g a		
4139-8								m i n a		
43-8								ʝ i m u		
575-8								t a a		
871-8								t á m a		
1339-8								t w i d		
1585-8								a a r a		
1872-8								p a		
2893-8								w i k u a		
4028-8								v w e		
4316-8								t á t u		
4440-8								v i r i		
4485-8								w u		
4688-8								w ɛ		
2798-8								n w a		
794-8								v e r e k a		
2689-9									ŋ a m a	
893-9									a n n	
1285-9									n s a	
1303-9									k o m a	
2197-9									s a l a	
2828-9									i i n a	
3572-9									s o n i	
1095-9									l i m a	
1789-9									g a l a a g k	
3207-9									b u l a	
4249-9									k u m i	
4451-9									b i s i	
630-9									b e e l e	
814-9									k o m b m	
1228-9									r s a	
1418-9									s i m a	
1475-9									g s a	
2026-9									o s e	
2775-9									b u m b a	
3397-9									b o l a	
3826-9									z o k a	
4003-9									i b b	
4040-9									g e n i	
4373-9									l i m i	
4384-9									i n o	
116-9									s i k a	
181-9									g o ŋ g	
1083-9									l i l a	
1374-9									n a m n e	
1430-9									i s b	
1666-9									s a n n	
1767-9									k o k o	
1906-9									i k g i l	
2177-9									k g a	
2419-9									s e k a	
2750-9									e s i nː	
3018-9									s i l a	
3441-9									s e ŋ g k	
3885-9									b ʊ m o	
3981-9									i m a	
4260-9									s i a	
4350-9									l e e l o	
278-9									b a	
745-9									i w k o	
55-9									n m m a	
94-9									b o k o	
4139-9									m i n a	
200-9									b i	
528-9									b i l i	
871-9									s a m a	
2088-9									b i s a	
2166-9									ʊ u u m i a	
2334-9									b i g o	
2393-9									m a ʊ a	
2537-9									l o b o	
2665-9									i k g i	
2738-9									b e e l e	
2872-9									k o s i	
2997-9									g a a s a	
3075-9									g u l u b e	
4238-9									i s s s i	
4429-9									b á s	
4440-9									b i l i	
4485-9									s ʊ	
4574-9									b i a m l a	
2798-9									n s a	
3067-9									n r ʊ	
3767-9									l o	
4632-9									a s s i	
1033-9									k o s o m	
3185-9									b i i k	
240-9									o g a	
401-9									k a	
2689-10										χ a m a
893-10										a n n
1285-10										n w a
2197-10										w a l a
2828-10										w i n a
1095-10										l i m a
1755-10										n ɛ
