COGID	dutch	english	french	german
1930	b r eː k ə	b r eɪ k		b r ɛ x ə n
-1785	x r aː n	ɡ r eɪ n		
885	d eː l ə			au s + t ai l ə n
1248	m ɪ d ɑ ɣ + eː t ə			m ɪ t aː k + ɛ s ə n
1424	r ɛɪ d ə	r aɪ d		r ai t ə n
1447	b oː m			b au m
1260	aː v ɔ n d + eː t ə			aː b ə n t + ɛ s ə n
1921	s l aː n			ʃ l aː ɡ ə n
1177	d iː p	d iː p		t iː f
6009	v r ɑu w ə + l ə k			ts ʏ n t + h ɔ l ts
648	b oː r ə	b ɔː r		b oː r ə n
1900	z iː k	s ɪ k		
20	k l ɛɪ n			k l ai n
528	j øː k			j ʊ k ə n
2185	v ə r + b ɪ n d ə			f ɛ r + b ɪ n d ə n
1828	s x œy m			ʃ au m
624	s p ɪ n ə	s p ɪ n		ʃ p ɪ n ə n
892	s x ɛɪ d ɪ ŋ			eː ə + ʃ ai d ʊ ŋ
1906	z w ɑ k			ʃ v a x
258	d r ɔ ŋ k ə	d r ʌ ŋ k		b ə + t r ʊ ŋ k ə n
1821	r ʉ x			r ʏ k ə n
323	l eː v ə	ə + l aɪ v		l eː b ə n
-346		r iː f		r ɪ f
-1723		ɡ ɑː d n̩		ɡ aː r t ə n
1678	v ɑ s t ə + l ɑ n t			f ɛ s t + l a n t
383	eː t ə	iː t		ɛ s ə n
642	b ɑu w ə			b au ə n
727	m ɑ n			m a n
1222	aː n + s t eː k ə			a n + ʃ t ɛ k ə n
657	h aː m ə r	h æ m ə r		h a m ə r
1243	m aː l + t ɛɪ t	m iː l		m aː l ts ai t
2094		ʃ ʌ v l̩		ʃ au f ə l
874	m ɑ n	əʊ l d + m æ n		
947	l eː v ə r	l ɪ v ə r		l eː b ə r
1939	v l uː r	f l ɔː r		
1002	k l ɛɪ	k l eɪ		
1909	x ə + z ɔ n t			ɡ ə + z ʊ n t
3	h ɔ f			h oː f
1855	œy t + h ɔ l ə	h ɔ l əʊ		au s + h ɶː l ə n
1317	r ɔ t	r ɔ t n̩		
1571	m eː n ə x t ə			m ɛ ŋ ə
685		t aɪ m	t ɑ̃	
181	r eː k ə n ɪ ŋ			r ɛ x n ʊ ŋ
1689		l ɪ f t	l ə v e	
1948	s l ɔ t			ʃ l ɔ s
736	v r ɑu w			f r au
1295	h aː v ə r			h aː f ə r
949	s m ɪ t	b l æ k + s m ɪ θ		ʃ m iː t
1789	b eː d ə l aː r			b ɛ t l ə r
1556	x eː w ə			ɡ a f ə n
-1153	r ɔ n t	r aʊ n d		r ʊ n t
52	b ɑ k + s t eː n			b a k + ʃ t ai n
271		l eɪ z ɪ		l ɛ s ɪ x
-134	d ɑ n s ə	d ɑː n s		t a n ts ə n
2014		r ɔː s t	ʀ ɔ t i ʀ	r ɶː s t ə n
256	n aː k t	n eɪ k ɪ d		n a k t
776	v ə r + d eː l ə			t ai l ə n
1272	r ɔ ɣ ə	r aɪ		r ɔ ɡ ə n
125	v ɛ t	f æ t		f ɛ t
207	r ɛɪ p	r aɪ p		r ai f
1559	ɑ l ə	ɔː l		a l ə
1726	v ɛ l t	f iː l d		f ɛ l t
2242	m ɔ n t	m aʊ ð		m ʊ n t
-12	p ɛɪ p	p aɪ p		pf ai f ə
1562	v eː l			f iː l
517	p aː r t			pf eː r t
2114	s p aː d ə	s p eɪ d		ʃ p aː t ə n
812	p ɑ p ə ɣ aː j			p a p a ɡ ai
785	w iː l	w iː l		
1020		s w ɔ m p		z ʊ m pf
608	v uː t	f ʊ t		f uː s
133	x aː n	ɡ əʊ		
1509	s n ɔ t	s n ɔ t		
166	v oː ɣ ə l			f oː ɡ ə l
2116	ɔ m + d r aː j ə			ʊ m + d r eː ə n
790	b r ʉ x	b r ɪ dʒ		b r ʏ k ə
108	m ɛɪ s j ə			m ɛː t x ə n
2271	v ɪ l t	f ɛ l t		f ɪ l ts
638	m aː l ə			m aː l ə n
427	w ɑu t			v a l t
-934	l ɑ m p	l æ m p		l a m p ə
1117	z ɛɪ l	s eɪ l		z eː ɡ ə l
-2260	p l ɑ n t ə	p l ɑː n t		pf l a n ts ə n
1608	b ɔ r s t			b r ʊ s t
961	h ɪ ŋ k ə			h ɪ ŋ k ə n
2180	d oː r s + l ɪ k ə			ʃ l ʊ k ə n
276	l ɑ m	l ɑː m eɪ		l aː m
347	t w eː d ə			ts v ai t ə
2016		f r aɪ	f ʀ i ʀ	
2107	h ɑ r k			h a r k ə
586	k r aː x			k r aː ɡ ə n
169	r ɛɪ ɣ ə r			r ai ə r
1267	n iː r			n iː r ə
135	x l ɛɪ d ə	s l aɪ d		ɡ l ai t ə n
1872	w ɑ ŋ			v a ŋ ə
100	v r ɑu w			f r au
1191		b uː t	b ɔ t	
827	aː n + s t ɛ l ə			a n + ʃ t ɛ l ə n
2168	k ɑ m	k əʊ m		k a m
596	t eː n	t əʊ		ts eː ə
268	d ɛɪ	θ aɪ		
1047	b r ɔ n			b r ʊ n ə n
278	b l ɪ n t	b l aɪ n d		b l ɪ n t
995	v l ɛ x t ə			f l ɛ x t ə n
2275	b eː l t + h ɑu w ə r			b ɪ l t + h au ə r
1577	ɔ p + h ɑ ŋ ə	h æ ŋ		au f + h ɛ ŋ ə n
-2284	p l aː ts	p l eɪ s		p l a ts
1719	h ɛ k			ɡ ə + h eː ɡ ə
1389			ʃ o z	z a x ə
7	w oː n ə			v oː n ə n
2174	s x ɑu d ə r	ʃ əʊ l d ə r		ʃ ʊ l t ə r
1799	k n oː p			k n ɔ pf
2125	w ɪ k ə l ə			v ɪ k ə l n
1286	v ɛ r	f ɑː r		f ɛ r n
798		s n eɪ l		ʃ n ɛ k ə
1968	h ɛ l f t	h ɑː f		h ɛ l f t ə
1644	x iː t ə			ɡ iː s ə n
1839	w ɛ + ɣ aː n	ɡ əʊ + aʊ t		au s + ɡ eː ə n
2219	v ə r + z aː m ə l ə			z a m ə l n
480	d r ɑ ŋ k	d r ɪ ŋ k		ɡ ə + t r ɛ ŋ k
677	t ɛ l ə			ts ɛː l ə n
1179	h uː t	h æ t		h uː t
1408	n eː m ə			n eː m ə n
2228	h ɑ l s			h a l s
584	h aː k	h ʊ k		h aː k ə n
205	ɑ r m + b ɑ n t			a r m + b a n t
2097		h əʊ		h a k ə
672	d eː k ə			d ɛ k ə
1836	k ɑ l m	k ɑː m		
-2030		ʌ ŋ k l̩		ɔ ŋ k ə l
1097	t ə r ʉ x + k oː m ə	k ʌ m + b æ k		ts uː r ʏ k + k ɔ m ə n
-1791	r ɛɪ k	r ɪ tʃ		r ai x
936	n aː v ə l	n eɪ v l̩		n aː b ə l
514	h ɛ ŋ s t			h ɛ ŋ s t
-1615	oː l iː	ɔ ɪ l		ɶː l
601	h ɑ n t	h æ n d		h a n t
630	v ɑ ŋ ə			f a ŋ ə n
1321	k ɔ p	k ʌ p	k u p	
1892	x ɪ f			ɡ ɪ f t
1075	b l aː z ə	b l əʊ		b l aː z ə n
2127	d r aː j ə			d r eː ə n
801		f r ɔ ɡ		f r ɔ ʃ
1885	x r ɑ f	ɡ r ɑː v		ɡ r aː p
2090	v ə r + n iː t ə ɣ ə			f ɛ r n ɪ x t ə n
821	v ə r + d iː n ə			f ɛ r + d iː n ə n
296	b œy ɣ ə			b ɔy ɡ ə n
1390	d ɪ ŋ	θ ɪ ŋ		d ɪ ŋ
111	k ɪ n t			k ɪ n t
1696	w ɛ r p ə			v ɛ r f ə n
34	b oː n	b iː n		b oː n ə
837	b l ɛɪ v ə			b l ai b ə n
1394	k r ɛɪ ɣ ə			k r iː ɡ ə n
319	s t ɛ r v ə			ʃ t ɛ r b ə n
588	v l ɑ k		p l a	f l a x
650	d eː x	d əʊ		t ai k
633	n aː l t	n iː d l̩		n aː d ə l
1466	k l eː d ɪ ŋ	k l əʊ ð z		k l ai d ʊ ŋ
590	s ɔ k	s ɔ k		
684	t ɛɪ t			ts ai t
2108	p l uː ɣ ə	p l aʊ		pf l yː ɡ ə n
1066	j ɛɪ	j uː		
1989	h oː j	h eɪ		h ɔy
1343	k ɪ n t			k ɪ n t
1681	d ɑ l			t aː l
1417	l ɛɪ d ə	l iː d		l ai t ə n
566	k l ɪ m ə	k l aɪ m		
2293	l eː r	l ɛ ð ə r		l eː d ə r
158	w ɛ + ɣ aː n			v ɛ k + ɡ eː ə n
137	s p r ɪ ŋ ə			ʃ p r ɪ ŋ ə n
1720	b uː r			b au ə r
-2290	s t ɔ f			ʃ t ɔ f
2051	h eː m ə l			h ɪ m ə l
186	s x ʉ l t			ʃ ʊ l t
626	w eː v ə	w iː v		v eː b ə n
1506	n øː s + f l øː ɣ ə l	n ɔ s t r ə l		n aː z ə n + l ɔ x
1972	d eː l			t ai l
579	v ɪ n d ə	f aɪ n d		f ɪ n d ə n
2086	x eː v ə	ɡ ɪ v		ɡ eː b ə n
1648	s m eː d ə			ʃ m iː d ə n
1091	uː v ə r			uː f ə r
1208	b r ɑ n t + h ɑu t			b r ɛ n + h ɔ l ts
1062	z ɪ ŋ k ə	s ɪ ŋ k		z ɛ ŋ k ə n
-2	t ɛ n t	t ɛ n t		
1300	x ɛ r s t			ɡ ɛ r s t ə
1568	w ɛɪ n ə x			v eː n ɪ x
2202	r ɑ m	r æ m		
1439	z ɛ n d ə	s ɛ n d		
2144	k œy k ə	tʃ ɪ k ɪ n		
899	l ɑ d ə r	l æ d ə r		l ai t ə r
1642	x ɑu t	ɡ əʊ l d		ɡ ɔ l t
1530	k oː n ɛɪ n			k a n iː n + x ə n
635	v ɛ r v ə			f ɛ r b ə n
1535	z w eː t ə	s w ɛ t		ʃ v ɪ ts ə n
2024	p ɑ n	p æ n		pf a n ə
311	l ɛɪ k			l ai x + n aː m
436	h ɑu t			h ɔ l ts
1358	k l ɛɪ n + d ɔ x t ə r	ɡ r æ n + d ɔː t ə r		
-2121	r ɔ l ə	r əʊ l		r ɔ l ə n
1651	z ɑ l f			z a l b ə
612	b eː n			b ai n
2105		r eɪ k		r ɛ x ə n
-1259	d iː n eː	d ɪ n ə r		
747	n eː t ə l	n ɛ t l̩		n ɛ s ə l
420	aː r d + b eː v ɪ ŋ			eː r t + b eː b ə n
783		r əʊ d	ʀ u t	
1407	v ɑ s t + h ɑu d ə	h əʊ l d		h a l t ə n
-2035		k ʌ z n̩		k uː z iː n ə
243	d yː r			t ɔy ə r
30	l ɛɪ m			l ai m
1851		f l əʊ		f l iː s ə n
376	d r ɪ ŋ k ə	d r ɪ ŋ k		t r ɪ ŋ k ə n
1548	aː d ə m ə			aː t m ə n
474	d ɪ k	θ ɪ k		d ɪ k
-1337	v ɔ r k	f ɔː k		
1865	x ə + z ɪ x t			g e + z ɪ x t
1676	b oː t ə r	b ʌ t ə r		b ʊ t ə r
162	aː d ə l aː r			aː d l ə r
287	t ɑu w			t au
393	k ɑu w ə			k au ə n
922	b ɛ t	b ɛ d		b ɛ t
931	k aː r s			k eː r ts ə
1245	s x oː r + s t eː n			ʃ ɔ r n + ʃ t ai n
937	b ɔ r s t	b r ɛ s t		b r ʊ s t
1912	s t ɛ r k			ʃ t a r k
1532	k n eː d ə	n iː d		k n eː t ə n
1401		ɡ r ɑː s p		ɡ r ai f ə n
1961	d r oː m ə	d r iː m		t r ɔy m ə n
1193	b r eː t			b r ai t
858	œy t + r ɛ k ə	s t r ɛ tʃ		ʃ t r ɛ k ə n
2006	p ɔ t	p ɔ t		
-78	p ɛɪ m + b oː m	p aɪ n		
2210	s t eː k ə			ɛ r + ʃ t ɛ x ə n
2166	b ɔ r s t ə l			b ʏ r s t ə
1185	s x uː n + m aː k ə r	ʃ uː + m eɪ k ə r		ʃ uː s t ə r
-306	p ɔ s t	p əʊ s t		
-445		f æ m ə l ɪ		f a m iː l iː ə
1355	k l ɛɪ n + z oː n	ɡ r æ n + s ʌ n		
2038	n ɪ x t			n ɪ x t ə
-225	p r ɛɪ s	p r aɪ s		p r ai s
1630	t ɪ n	t ɪ n		ts ɪ n
122	d iː r			t iː r
2001		l iː f		l au p
191	s x ɛ ŋ k ə			ʃ ɛ ŋ k ə n
716		b ɑː k		b ɔ r k ə
280	b oː x			b oː ɡ ə n
1952	d øː r	d ɔː r		t oː r
1261	z eː v ə	s ɪ v		z iː b ə n
1553	h uː s t ə			h ʊ s t ə n
2156	v ə r + k ɑu t + h ɛɪ t	k əʊ l d		ɛ r + k ɛ l t + ʊ ŋ
-350	p aː r	p ɛ ə r		p aː r
1903	w ɔ n t	w aʊ n d		v ʊ n d ə
