COGID	dutch	english	french	german
1469-1	z ɑ n t			
2047-1	z ɔ n			
2054-1	d ɔ n d ə r			
1375-1	l iː t ɛ t ə			
760-1	w ɪ n t			
756-1	s n eː j			
726-1	m ɔ n ə r			
1351-1	x r oː n p t f t r			
1353-1	x r oː n + m ɔ m r			
412-1	s w oː oː r r ʉ n aː l ə			
406-1	s w oː ɣ r t ə m d ə			
1005-1	s t ɔ p + v ɑ d r			
1012-1	s t eː p + m ɔ m r			
1016-1	w ɪ d eː ə r			
1069-1	ɪ x			
509-1	v ɔ l ə			
693-1	m eː uː l t iː			
2179-1	n eː s t			
1753-1	v ɪ s x			
1131-1	w ɔ l f			
1198-1	b ɑ r t			
2032-1	h ɔ r			
2241-1	n aː z			
2244-1	l ɪ p ə			
610-1	n n + oː			
945-1	h ɛ r			
1534-1	l eː k ə			
384-1	z uː k ə			
1650-1	n ɔ t			
1663-1	z ɑ l t			
2279-1	l ɛɪ n ɪ n			
471-1	z uː j			
1385-1	z aː d ɔ			
792-1	j ɔ k			
1111-1	m ɑ s t			
197-1	z uː d ə			
2020-1	l ɑ ŋ			
867-1	h oː n d r t			
1970-1	v l l			
1230-1	d r ɪ d ə			
2017-1	n oː p ɛ			
968-1	w ɛ l t			
1674-1	l ɑ n t			
1671-1	h uː ɣ ə l			
829-1	k l ɪ v			
1025-1	w ɑ s ə r			
1027-1	z eː j			
1832-1	r oː w			
-1816-1	ɔ s eː j			
-335-1	l aː x uː n			
1043-1	s t r oː m			
423-1	s t ɛɪ n			
2049-1	m oː n t			
2062-1	s t uː r m			
2065-1	r aː n ə b + b oː x ə			
1368-1	s ɑ d ə			
1365-1	d eː uː			
754-1	r aː n ə			
768-1	w eː d ə r			
1211-1	v oː r r			
106-1	m ɑ n			
-98-1	b aː v iː			
719-1	v ɑ d ə r			
1341-1	z oː n			
-2027-1	d uː n d ə			
-2026-1	n eː v ə ɛɪ			
409-1	z w iː ɣ iː r + z oː n			
402-1	d uː ɛɪ ɣ r r ɑ iː ɔ l uː ə r			
1014-1	s t eː p + d ɔ x t ə			
1059-1	w iː ɣ			
120-1	s t ɑ l			
2183-1	s d iː r			
2194-1	ɔ k s			
2199-1	k ɑ l f			
2197-1	s aː p			
1523-1	z uː w			
1521-1	b ɔ k			
512-1	m ɑ r aː j			
2141-1	h uː n			
2147-1	x ɑ n s			
814-1	k r aː			
810-1	d eː v ə			
1755-1	h ɔ n t			
1758-1	m uː s			
1760-1	r ɑ t			
1620-1	v ɪ n			
1282-1	w aː l			
1136-1	v ɔ k s			
1309-1	l uː s			
1307-1	n ɪ t			
1305-1	v l oː j			
711-1	w ɛ s p			
1442-1	v l iː ɣ			
62-1	m ʉ x			
-73-1	m ɔ s k iː t ɔ j			
1810-1	h oː t			
1805-1	v l eː s x			
1813-1	h aː r r			
1811-1	b l uː t			
690-1	r ʉ f			
2177-1	h oː p t			
246-1	oː ɣ ə r + b r ɑu			
1469-2		s æ n d		
2047-2		s aʊ n		
2054-2		d ʌ n d r		
1375-2		l ɪ ɛ d		
760-2		w aɪ n d		
756-2		s n eɪ		
726-2		m aʊ d ə r		
1351-2		ɡ r ɔ t f f eɪ d ə r		
1353-2		ɡ r ɔ t + k aʊ d ə r		
412-2		s w iː n d r æ d ɑː d		
406-2		s p iː n + m uː		
1005-2		s t iː f ɪ eɪ d d r		
1012-2		s t iː f + k aʊ d ə r		
1016-2		w ɛ d ð ə r		
1069-2		aɪ k		
509-2		f əʊ l		
693-2		m iː l d d		
2179-2		n ɑː s t		
1753-2		f aɪ s d		
1131-2		w əʊ l f		
1198-2		b ɑː r t		
2032-2		h ʌ r n		
2241-2		n ɔ s		
2244-2		l ɪ p		
610-2		k ɪ		
945-2		h ɑː r t		
1534-2		l k		
384-2		b aʊ +		
1650-2		n ɔ t		
1663-2		s əʊ l		
2279-2		l aɪ n		
471-2		s eɪ		
1385-2		s eɪ d n̩		
792-2		h ʌ k		
1111-2		m ɑː s t		
197-2		b aʊ t		
2020-2		l æ ŋ		
867-2		h aʊ n d ə r d		
1970-2		f əʊ l		
1230-2		d r ɛ d uː t		
2017-2		n iː p æ		
968-2		w ɛ l n̩		
1674-2		l ɑː n d		
1671-2		h aʊ v l̩		
829-2		k l aɪ p		
1025-2		w ɛ t ə r		
1027-2		s eɪ		
1832-2		r aʊ r		
-1816-2		ʌ s d əʊ		
-335-2		l eɪ l aʊ n		
1043-2		s t r iː m		
423-2		s t aɪ n		
2049-2		m aʊ n d		
2062-2		s t aʊ r m		
2065-2		r iː n + b ɔː		
1368-2		ʃ p d d		
1365-2		d ɑː r		
754-2		r iː		
768-2		w ɛ ð r		
1211-2		f ɔː r r		
106-2		m æ n		
-98-2		b iː v iː		
719-2		f eɪ d ə r		
1341-2		s ʌ n		
-2027-2		d ɑː n d		
-2026-2		n iː f		
409-2		ʃ w iː n r ɪ n ʌ		
402-2		ʃ w iː n r ʌ ŋ t ə d r		
1014-2		s t iː f æ d ɔ æ d ə r		
1059-2		w aɪ r		
