COGID	Amharic	Argobba	Chaha	Endegagn	Ezha	Geez	Gumer	Gura	Gyeto	Harari	Inor	Kistane	Mesqan	Muher	Silte	Tigre	Tigrigna	Wolane	Zway
167			g ɨ j ə	g ɨ j ə	g ɨ jː ə		g ɨ j ə	g ɨ j ə	g ɨ j ə		g ɨ j ə		g ɨ j ə	g ɨ j ə					
548			x ɨ x	x a d ə			x ɨ x		x ə		x a d a								
111	l ɨ dʒ	l ɨ dʒ																w e dʒ	
259						kʼ w ə r n ə n ə ʕ a t				ʔ a n kʼ u r aː r a ħ									
333	m ɨ sː ɨ r	m ɨ sː ɨ r				m ɨ sː ɨ r				m i sː i r		m ɨ ʃ ɨ r ə			m ɨ ʃ ɨ r	m ə s ɨ r		m ɨ s r	m ɨ ʃ ɨ r
339			b ə kʼ ɨ r	b ə ʔ ə r	b ə kʼ ɨ r			b ə kʼ ɨ r	b ə kʼ ɨ r	b ə kʼ l ə	b ə ʔ ə r			b ə ʔ ɨ l	b ə kʼː ɨ l			b aː kʼː ɨ l	b a kʼ ɨ l
74			g w ə p ə		g w ə bː e		g w ə pː ai̯	g w ə p ə	g w ə p ai̯				g w ə bː e	g w ə bː e					
108	d ɨ mː ə t	d ɨ m ə t				d ɨ mː ə t										d ɨ mː u	d ɨ mː u		
81						ʔ ɨ g w ə l t										ʔ ɨ g a l			
10	tʼ ɨ kʼ u r	tʼ ɨ kʼ u r	tʼ ɨ kʼ u r				tʼ ɨ k w ɨ r	tʼ ɨ kʼ u r	l ɨ kʼ u r			tʼ ɨ kʼ u r	tʼ ɨ kʼ u r	tʼ ɨ kʼ u r					
435													ʔ ɨ n kʼ a tʃː e		ʔ ɨ n kʼ a tʃː ə			ʔ ɨ n kʼ a tʃː e	
123			ʃ e m ə		ʃ e m ə m		ʃ e m ə m	ʃ e m ə ʔ	ʃ e m ə	ʃ eː m ə kʼ a		s ə tʼ ə	ʃ e m ə	ʃ ə m ə m	ʃ eː m e			ʃ e m e	ʃ i m i
600	w ɨ h a	ʔ a h o w a																	
606			ʔ ə g a		ʔ ə g a			ʔ ə g a	ʔ ə g a										
166			b a n ə r ə m	b a nː ə r ə	b a nː ə s ə m			b a n ə r ə m			b a n ə r ə								
639	j ə t ɨ ɲː a w	j e d ɨ ɲː a w										j ɨ tː a							
335		k ə m e															k ə m əi̯		
407																ʕ ɨ fː u n	ʕ u f a n		
68	g o mː ə nː	g o m ə n																	
541	kʼ ə tʃʼ ɨ n	kʼ ə tʃ ɨ n		kʼ ə tʃʼ ɨ n		kʼ ə tʼː ɨ n			kʼ ə tʃʼ ɨ r	kʼ ə tʃʼ iː n	kʼ ə tʃ ɨ r		kʼ ɨ tʃː ɨ n		kʼ ə tʃ ɨ n	kʼ ə tʼ i n	q ə tʼː i n	kʼ ə tʃʼ ɨ n	kʼ ə tʃʼ ɨ n
153	w ə sː ə n ə		w ə w ə sː ɨ n				w ə s n o t				w ə sː ɨ n	w o w o sː ɨ n	w ə w ə sː ɨ n	w ə w ə sː ɨ n			w ə sː ə n ə		
187										b u tʃ i					b uː tʃ o			b u tʃ o	
289	l ɨ bː	l ɨ b i				l ɨ bː				kʼ ə l b i		l ɨ bː		l ɨ bː		l ɨ bː	l ɨ bː i		
320															w ə z ə n ə			w ə z aː n	w ə z ə n ə
346				ʔ e t ə h ə							ʔ ə t ə k a								
258						kʼ w ɨ n s ɨ l										ħ a ʃ i l			
114	d ə bː ə kʼ ə					d ə b ə kʼ ə													
16			ʔ a g a t	ʔ a g a d					ʔ a g a l										
267											ʔ ɨ n g w ə r ə g ɨi̯							w ə l ə n g aː j a	
471										ʔ uː g a					ʔ u n g a			ʔ u n dʒ ə	ʔ uː n dʒ ə
550			dʒ ə n dʒ ɨ r	g u ʃ ɨ r	dʒ ə n dʒ ɨ r		dʒ ə n dʒ ɨ r	dʒ ə n dʒ ɨ r	d ɨ n dʒ ɨ r		dʒ ə n dʒ ɨ r		dʒ ə n dʒ ɨ n	dʒ ə n dʒ ɨ n					
510							w e g		w ə j ə g							w ə t ə r			
536	j a				z a							z a	z a	z a					
255			kʼ w ə n tʃʼ ə		kʼ w ə tʃʼ ə		kʼ w ə n tʃʼ ə	kʼ w ə n tʃʼ ə	kʼ w ə n tʃ ə		kʼ o n tʃ ə	kʼ o l ə tʃ ə	kʼ w ə tʃ ə	kʼ o l ə tʃ ə					
101																ħ u	ħ a w		
24						ʕ a r a t										ʕ a r a t	ʕ a r a t		
652			ʔ ə n d e h u t a	ʔ ə t ə d ə	ʔ ɨ n d e j ə t a		ʔ e t ə t a	ʔ e t ə t a	ʔ ai̯ t ə x t a		ʔ ə t ə d o		ʔ e tː i	ʔ ɨ n tʼ e w e	ʔ ai̯ t ai̯				ʔ ai̯ t e
660						m ɨ s l ə										m ɨ s	m ɨ s		
458			d ə n g ə ɲː ə	d ə n g ə ɲː ə	d ə n g ə ɲː ə		d ə n g ə n ə	d ə n g ə ɲː ə	d ə n g ə ɲ ə		d ə n g ə ɲ ə	d ə n g ə ɲː ə	d ə n g ə ɲː ə	d ə n g ə ɲː ə					
610			m ɨ r kʼ a r	m ɨ r a f ə r			m ɨ r kʼ a r	m ɨ r kʼ a r	m ə m ɨ r		m ɨ r ʔ a r		m ɨ r kʼ a r						
245	kʼ ə b ə r o		kʼ ə w ə r ə		kʼ ə w ə r ə		kʼ ə w ə r ə	kʼ ə w ə r ə	kʼ w ə b ə r ə					kʼ ə w ə r ə					
539	w ə f r a m	w ɨ f r a m																	
596	n ə g ə	n ə g	n ə g ə	n ə g ə	n ə g ə		n ə g ə	n ə g ə	n ə g ə		n ə g ə	n ə g ə	n ə g ə	n ə g ə					
106	m ə tʼː a	m ə tʼː a		m ə ʔ a		m ə s ʔ a					m ə ʔ a	m ə tʼː a			m ə tʼ a	m ə s a	m ɨ s a ʔ	m ə tʼ a	m aː t aː
26						ʕ ə bː i										ʕ a b a j i			
468									m ə g a z									m ə g a z	m ə g a z
246	ʔ a r b					ʕ a r b											ʕ a r b i		
227										ʔ a tʼ ə b i ɲː							ʔ a s a b ɨ ʕ t i		
385			w ɨ tʼ ə t	w ɨ tʼ ə t	w ɨ tʼ ə t		w ɨ tʼ ə t	w ɨ tʼ ə t	w ɨ tʼ ə t		w ɨ tʼ ə t	w ɨ tʼ ə t	w ɨ tʼ ə t	w ɨ tʼ ə t	w ɨ tʼ ə t			w ɨ tʼ ə t	w ɨ tʼ ə t
391							m ɨ s	m ɨ s				m ɨ s	m ɨ s	m ɨ s					
326	m ə t o	m ə t o				m ɨ ʔ ɨ t	m ə t o					m ə t o	m ə t o			m ɨ ʔ ɨ t	m i ʔ t i		
599	tʼ o r ɨ n ə t	tʼ o r ɨ n ə t																	
229												tʃʼ ə rː ə s ə				w ə dː ə ʔ ə	w ə dː ə ʔ ə		ʔ a tʃʼ i r aː kʼ
179						j ɨ b u s										j ɨ b u s	n ɨ kʼ w u s		
501			m a t ə g a	ʔ ɨ mː a t ə g	ʔ ɨ mː a t i n g i			h ɨ m ə g a								ʔ ɨ b h a m g ə m			
124				d ə ʔ ə n ə							d ə ʔ ə r ə ʔ								
446	m ə n g ə d					m ə n g ə d											m ə n g ə d i		
110	d ə r ə t		d a t a	d a tː ə	d a dː a		d a tː a		d a tː ə		d a t a	d ə r ə t		d a dː a					
582																l a h ai̯			j a h ai̯
549			t ə h a n kʼ e	t ə h a ʔ e g ə d	t ə h a n kʼ j e		t ə x a n kʼ e	t ə h ʔ a n g j e				t ə k w a		t ə h ɨ m a n g e					
607			ʔ ə k w a	ʔ a kː a	ʔ ə kː w a		ʔ ə kː w a	ʔ ə k w a	ʔ ə k w a		ʔ o k w a	ʔ a x u ɲ	ʔ a k w a	ʔ ə kː w a					
120			d a n g a	d a n g ə	d a n g ə		d a n g a	d a n g a	d a n g a				d a n g a						
578															ʔ u x u n			ʔ u h u n	
