COGID	Amharic	Argobba	Chaha	Endegagn	Ezha	Geez	Gumer	Gura	Gyeto	Harari	Inor	Kistane	Mesqan	Muher	Silte	Tigre	Tigrigna	Wolane	Zway
61-1	d ə m																		
63-1	ʔ a tʼ ɨ m																		
107-1	g a m ə l a																		
112-1	d a b ə n a																		
331-1	n ɨ g u s																		
377-1	b ə kʼ u l																		
381-1	ʔ a tʃː																		
417-1	r u z																		
451-1	s ə b a t																		
454-1	ʔ a tʃʼ ɨ r																		
484-1	s ɨ dː ɨ s t																		
535-1	ʔ a sː ɨ r																		
543-1	s o s t																		
593-1	ʔ a m u s																		
640-1	m a n																		
1-1	d ə bː ə r ə																		
65-1	tʼ u b																		
212-1	ʔ ai̯ n																		
244-1	ʔ a r b t t																		
248-1	m u l a																		
293-1	f ə r ə z																		
373-1	kʼ ɨ m a l																		
408-1	b o r a r																		
414-1	d u b a kʼ u lː a																		
601-1	ʔ ə r o b																		
642-1	n ɨ f a s																		
60-1	n ə f ə s ə																		
115-1	ʔ a m a m																		
209-1	s ɨ m u t																		
242-1	ʔ a m ɨ s t																		
415-1	z ɨ n a b																		
450-1	z ə r																		
490-1	tʼ ə bː d																		
638-1	s ɨ n e																		
645-1	kʼ a l																		
160-1	tʼ ə r ə kʼ																		
208-1	ʔ ɨ n kʼ b kʼ r																		
214-1	ʔ a b																		
378-1	ʔ a n g ə t																		
379-1	b ə tʼ ə ɲː																		
409-1	g a t ə r ə																		
598-1	k b e t																		
646-1	ʔ a k ə																		
210-1	dː ə k o n r ə																		
215-1	ʔ a tʼ e b ə t t																		
285-1	m ɨ d a d																		
332-1	ʔ ə g ɨ r																		
380-1	ʔ a k u																		
412-1	s a k ɨ n																		
64-1	d a bː o																		
67-1	w ɨ r																		
251-1	f ə kʼ l																		
294-1	m u kʼ kʼ m																		
597-1	ʔ ə m g n d ɲː																		
7-1	ʔ a l g a																		
158-1	kʼ ə m i s																		
61-2		d ə m																	
63-2		x a tʼ ɨ m																	
107-2		g a m ə l a																	
112-2		d a b ə n a																	
331-2		n ɨ g u s																	
377-2		b u kʼ u l																	
381-2		x a h																	
417-2		r u z																	
451-2		s ə b a t																	
454-2		h a tʃ ɨ r																	
484-2		s ɨ dː ɨ s t																	
535-2		x a s ɨ r																	
543-2		s o s t																	
593-2		x a m u s																	
640-2		m a n																	
1-2		d ə b ə r ə																	
65-2		tʼ u b																	
163-2		s ə tʃ ə																	
212-2		x e n																	
244-2		x a r b t t																	
248-2		m u l a																	
293-2		f ə r ə z																	
373-2		kʼ ɨ m a l																	
408-2		b o r a																	
414-2		d u b a kʼ u jː a																	
642-2		n ɨ f a s																	
60-2		n ə f ə s ə																	
115-2		l a m a m																	
209-2		s ɨ m u t t																	
242-2		h a m ɨ s t																	
415-2		z ɨ n a b																	
450-2		z ə r																	
490-2		tʼ o b a																	
645-2		kʼ a l																	
160-2		tʼ ə r ə kʼ																	
208-2		x ɨ n kʼ t kʼ r																	
378-2		x a n g ə t																	
379-2		z ə tʼ ə m																	
409-2		g ɨ t ə r																	
598-2		wː u d t e																	
646-2		ʔ a wː ə																	
210-2		z ə wː o n r																	
215-2		x ɨ tʼ ə β b t																	
285-2		m ɨ tʼ a d																	
380-2		x a wː u a																	
412-2		s a wː a n																	
496-2		s u r b ə n β t																	
64-2		d a b o																	
251-2		f ɨ kʼ																	
294-2		m u kʼ kʼ m																	
597-2		x ɨ m g rː d e ɲː																	
7-2		x a l g a																	
158-2		kʼ ə m i s																	
61-3			d ə m																
63-3			ʔ a tʼ ɨ m																
107-3			g a m e r a																
112-3			d a b ə r a																
331-3			n ɨ g w s																
377-3			b u kʼ u r ə																
381-3			ʔ a t																
417-3			r u z																
451-3			s ə b a t																
454-3			ʔ a tʃʼ ɨ r																
484-3			s ɨ p ɨ s t																
535-3			ʔ a s ɨ r																
543-3			s o s t																
593-3			ʔ a m u s																
640-3			m a n n																
1-3			d ə p ə r ə m																
65-3			tʼ u b																
163-3			s ə tʃʼ ə																
212-3			ʔ e n																
244-3			ʔ a r b ə t																
