COGID	Achang	Bela	Lashi	Maru	Phon	WrittenBurmese	Zaiwa
1-1	m au ⁵						
4-1	l j ⁴³						
18-1	m j a ³						
19-1	n j ³						
44-1	l u ʔ ³¹						
50-1	ʃ j ŋ ³						
62-1	s ai k ³						
70-1	b a n ³						
75-1	m j ɔ ʔ ³						
97-1	tʃʰ a ŋ						
112-1	tsʰ ɔ ⁵						
122-1	m j u k ³						
127-1	kʰ w ei						
132-1	w j ʔ ⁵						
133-1	n u ⁵						
135-1	n au ⁵						
142-1	d z i ⁵						
143-1	ŋ ɔ ʔ ³¹						
149-1	j u ⁴³						
152-1	ŋ j ³						
157-1	b ɔ ⁵						
183-1	ʔ u ³						
184-1	n u ʔ ³¹						
185-1	tsʰ a n ³						
189-1	m j ɔ ʔ ⁵						
192-1	n j ³						
195-1	n ɔ ³						
200-1	g a n ⁵³						
216-1	s ai ŋ ⁵						
218-1	l ɔ ʔ ⁵						
225-1	s ai ŋ ⁵						
235-1	kʰ j ⁵ ³						
244-1	s w ei						
253-1	m j ⁵						
270-1	m ei ³						
278-1	m j j ŋ						
279-1	w a ⁵						
285-1	j ə m ³						
308-1	d j ⁵						
322-1	m j ⁵						
325-1	kʰ au ⁵						
337-1	m j a ŋ ³¹						
341-1	d z ɔ ³						
347-1	ʃ u k ⁵⁴						
362-1	j i ³¹						
391-1	j ṵ p ³						
394-1	m ɔ ʔ ⁵						
397-1	tʃʰ ei ⁵						
443-1	n j ṵ p ⁵³						
460-1	s a ʔ ³						
463-1	w i ³¹						
464-1	ʔ u ŋ ³						
473-1	s u m ³						
476-1	kʰ j u k ³						
481-1	tsʰ a̰ ³						
494-1	g ei ³						
496-1	h j u ŋ ³						
516-1	w a̰ ³						
522-1	n ɔ ʔ ⁵						
523-1	pʰ j u ³						
524-1	n a ³¹						
540-1	kʰ ɔ ³						
3-1	b ai ³¹						
6-1	g j ³						
7-1	dʒ u m ³						
20-1	n a p ³						
51-1	ŋ u n ³						
64-1	g u ŋ ³¹						
65-1	g u k ⁵⁴						
66-1	d z u ⁵						
71-1	ʃ i ⁴³						
72-1	ʔ a ³						
76-1	w ɔ ³						
77-1	m j ʔ ⁴³						
78-1	m au ³¹						
82-1	b u ŋ ³						
87-1	ŋ ɔ ⁵ ³¹						
93-1	l a n						
94-1	m j ⁵						
100-1	s w n n						
116-1	l j ⁵						
119-1	w a n ³¹						
124-1	b j u ³						
136-1	l i i ³¹						
137-1	kʰ j au ⁵						
144-1	s w t ⁵³						
145-1	d u ŋ ³						
146-1	m au k						
150-1	g j ɔ ʔ ³						
154-1	m j ⁵ ³¹						
165-1	kʰ j n ³						
166-1	pʰ j ɔ ³						
169-1	g j a̰ ŋ ³						
170-1	b j ɔ ³						
171-1	j a ŋ ³						
174-1	l a n ³						
181-1	m j ɔ ʔ ⁴³						
193-1	b j ⁵						
205-1	n j t						
206-1	m w ei ³						
212-1	tʃʰ ɔ ʔ ⁵³						
214-1	l u m ³						
217-1	j u ³						
224-1	n j au ⁵ ⁵						
228-1	b au ŋ						
238-1	j au ⁵						
241-1	ʃ ɔ ⁵						
246-1	g j a̰ ³						
256-1	ʔ a						
257-1	pʰ j ³						
272-1	m ɔ ⁵						
273-1	ʔ a ³						
274-1	m a ŋ						
286-1	kʰ a m ⁵						
289-1	kʰ u ŋ ³						
294-1	ʔ u ⁵						
301-1	j ɔ ʔ ⁵						
306-1	kʰ j u p ⁵⁴						
307-1	ŋ a p ⁵³						
321-1	tʰ a ŋ ³¹						
331-1	m j j ³¹						
332-1	l a m						
335-1	g j ɔ ³						
336-1	n ṵ m ³						
340-1	ŋ au ³¹						
342-1	m j au ʔ ³						
360-1	dʒ ṵ p ³¹						
376-1	s j ʔ						
389-1	n j k ³						
395-1	n u ³¹						
401-1	ʃ ei ³¹						
404-1	d z u ŋ ³						
408-1	d u ³						
409-1	l ɔ ³¹						
413-1	d w ɛ n						
421-1	n j u ³¹ ³						
425-1	b j ei						
430-1	tʃʰ ei ⁵						
442-1	d u ⁵						
447-1	tʰ u ŋ ³						
456-1	g ɔ ⁵						
458-1	ʃ ṵ ³¹						
469-1	kʰ au ⁵						
470-1	d a ³¹						
475-1	ŋ ɔ ⁵						
477-1	n j ɛ t ⁵³						
478-1	ʃ a̰ t ⁵⁴						
480-1	g au ⁵						
485-1	m j ɔ ⁵						
495-1	ŋ a̰ ³¹						
499-1	m j a ŋ						
500-1	n j w m						
501-1	tʰ u ³						
506-1	dʒ a p ³						
507-1	n j ʔ ⁵						
509-1	l j ŋ ⁵						
510-1	b j ai ŋ ŋ						
511-1	l ɔ ʔ ³						
521-1	h au ³						
525-1	n j au ⁵ ³						
538-1	tʃʰ au ⁵ ³						
539-1	dʒ j n ⁵						
544-1	k j u ʔ						
550-1	tʰ ɔ ʔ ³						
562-1	m j u ŋ ³						
568-1	g a̰ ŋ						
2-1	kʰ u ŋ ³						
11-1	s ai ŋ ³						
12-1	j ɔ ŋ ³¹						
22-1	g u ŋ						
28-1	b a ³¹						
29-1	tʰ u ʔ						
30-1	w a ŋ ³¹						
35-1	l a ŋ ³¹						
38-1	dʒ u ŋ						
42-1	pʰ ə ⁵ ³						
46-1	tʃʰ a ³¹						
52-1	d ɔ ʔ						
55-1	b a m ³¹						
69-1	dʒ a ʔ						
79-1	g a n n						
83-1	tʃʰ au ³¹						
86-1	k ⁵ ʔ ³						
89-1	s a ŋ ³						
90-1	pʰ ɔ t ³						
91-1	ʔ ṵ n ³						
92-1	kʰ ə t						
106-1	g u ʔ ³						
120-1	dʒ ɛ ⁵						
125-1	g ɔ n ³						
148-1	d a ŋ ³						
173-1	pʰ ə t ⁵						
179-1	ʔ ṵ ³						
186-1	ŋ j ³¹						
187-1	l a ŋ ³¹						
197-1	n j t ³¹						
209-1	kʰ u ŋ ³¹						
210-1	w ṵ n ³						
211-1	d au ³¹						
213-1	n j k ³						
215-1	d w ʔ ³						
220-1	tʰ u ŋ ³						
237-1	ʃ a̰ ³						
239-1	n a n ³¹						
242-1	tsʰ u ³						
248-1	kʰ ei ⁵						
255-1	b j u ³¹						
271-1	tʃʰ w ³¹						
275-1	n u ŋ ⁵						
277-1	tʃʰ a ŋ						
295-1	kʰ u ʔ ⁵³						
302-1	tsʰ u ³						
309-1	l ɔ ʔ ⁵						
312-1	ʔ au ⁵						
313-1	n a a ⁵						
314-1	tsʰ a m ³						
315-1	tʃʰ a ŋ						
330-1	l a̰ ³						
333-1	ʃ a n ³						
338-1	n j ɔ ʔ ⁵						
346-1	ʃ j t ³¹						
348-1	j i t ³						
1-2		m a ²³					
4-2		l a ⁵²					
18-2		m j i ³					
19-2		n i ²³					
44-2		l a ʔ					
50-2		kʰ a ŋ ³					
62-2		ts i ʔ ⁵²					
70-2		p a n ²³					
75-2		m j a ʔ ⁵²					
97-2		ts a ŋ					
112-2		x a ⁵²					
122-2		m j a k ⁵²					
127-2		k i i					
132-2		w a ʔ ⁵²					
133-2		n a ŋ					
135-2		n a ²³					
142-2		t a i					
143-2		ŋ a ʔ					
149-2		ʔ a ²³					
152-2		ŋ a ³					
157-2		p a ⁵²					
183-2		ʔ a ⁵²					
184-2		n a ʔ					
185-2		x a m					
189-2		m j a ʔ ²³					
192-2		n a ³					
195-2		n a					
200-2		k i ²³					
216-2		ts i ŋ ²³					
218-2		l a ʔ ⁵²					
225-2		ts i ŋ ²³					
235-2		k j i					
244-2		ts w i ⁵²					
253-2		m i ²³					
270-2		m i ²³					
278-2		m j i ŋ					
279-2		w a ⁵²					
285-2		j i m ³					
308-2		p j ²³ ⁵²					
322-2		m i ²³					
325-2		k a ⁵²					
337-2		m j a ŋ					
341-2		t a a					
347-2		ts a ²³ ²³					
362-2		w i ³					
391-2		j a ²³ ⁵²					
394-2		m a ʔ ⁵²					
397-2		ts i ⁵²					
443-2		m j a ²³ ⁵²					
460-2		ts i ²³					
463-2		w i					
464-2		ʔ a ŋ ⁵²					
473-2		ts a m ⁵²					
476-2		k w a k					
481-2		x i ³					
494-2		k i					
496-2		kʰ w i ŋ					
516-2		w i ³					
522-2		n a ʔ ²³					
523-2		p j a ³					
524-2		n i					
540-2		k a ²³					
3-2		p i					
6-2		k i					
7-2		ts a m					
20-2		n a ²³ ³					
39-2		m i i					
51-2		ŋ a ²³					
72-2		ʔ a					
94-2		m i i					
100-2		ts a n ³					
116-2		l a ³					
136-2		l i i					
137-2		k j a ³					
139-2		m i ⁵²					
150-2		k j a ʔ ⁵²					
154-2		m w i					
166-2		p j a					
169-2		k w a̰ ŋ					
170-2		p j a ⁵²					
171-2		j a ŋ ³					
174-2		l i m					
181-2		m j a ʔ ²³					
205-2		n i ²³					
206-2		m i ²³					
214-2		l a m ⁵²					
217-2		ʔ a ²³					
224-2		n j u i ⁵²					
228-2		p u ²³					
