COGID	AchangLongchuan	Atsi	Bola	Lashi	Maru	OldBurmese	ProtoBurmish	Rangoon	Xiandao
665-1	ŋ ɔ ⁵⁵								
495-1	n au ³⁵								
838-1	l ə ³¹								
438-1	l̥ ʐ w ⁵⁵								
334-1	l ɔ ʔ ⁵⁵								
360-1	l ə ³¹								
394-1	m i ³¹								
221-1	i o p								
202-1	x au ³¹								
935-1	o ³¹								
93-1	s w ŋ								
7-1	p a n ³¹								
664-1	o w ŋ								
246-1	x ɔ ʔ ⁵⁵								
547-1	s ə k ⁵⁵								
555-1	i i m								
464-1	ȵ au ³¹								
119-1	ʈʂ ə ŋ ⁵⁵								
835-1	n̥ ɔ p ⁵⁵								
79-1	t o ³¹								
693-1	ȵ̥ au ⁵⁵								
477-1	n w p ⁵⁵								
891-1	tʰ ə ŋ ³⁵								
528-1	ʂ o ⁵⁵								
797-1	x ʐ u ʔ								
493-1	n ə k ⁵⁵								
217-1	ʐ a p ⁵⁵								
896-1	tsʰ i t ⁵⁵								
452-1	ȵ i au ʔ ⁵⁵								
580-1	s o t ⁵⁵								
833-1	n̥ ɔ ⁵⁵								
390-1	m ə ŋ ³¹								
696-1	ŋ au ⁵⁵								
86-1	t au ŋ ⁵⁵								
384-1	m a n ³⁵								
61-1	tʰ a m ³¹								
536-1	s w ʔ ⁵⁵								
731-1	ʂ i ³¹								
779-1	ɔ ⁵⁵ ⁵⁵								
589-1	t ə ⁵⁵ ⁵⁵								
658-1	o a m								
456-1	ȵ ʐ w ŋ ³¹								
183-1	k ʐ ³¹								
785-1	x w ³¹								
714-1	o ⁵⁵								
331-1	l ɔ ³¹								
930-1	x a p ⁵⁵								
161-1	x a ⁵⁵ ⁵⁵								
814-1	x au ³¹								
179-1	k ʐ w ʔ ⁵⁵								
194-1	ʂ w ʔ ⁵⁵								
727-1	ʂ w ŋ								
260-1	x ʐ a p ⁵⁵								
144-1	k a m ⁵⁵								
53-1	p u m ⁵⁵								
59-1	t ɔ ʔ ⁵⁵								
506-1	pʰ ə k								
29-1	p ə ⁵⁵								
316-1	t ɔ ʔ ⁵⁵								
389-1	m ʐ w ŋ ⁵⁵								
118-1	m w ³⁵								
312-1	x o ³¹								
490-1	n i ³⁵								
436-1	ȵ ʐ w ³¹								
927-1	kʰ ɔ n ⁵⁵								
383-1	m ɔ ʔ ⁵⁵								
211-1	ʐ a m ⁵⁵								
873-1	s ə ŋ ⁵⁵								
877-1	s a ³⁵								
344-1	l ɔ m ⁵⁵								
666-1	ŋ ɔ ³¹								
595-1	t ə ŋ ³¹								
660-1	o ʔ t ⁵⁵								
642-1	ʂ ə ŋ ³⁵								
257-1	x ʐ a m ⁵⁵								
167-1	k ʐ w ³¹								
880-1	tʰ a p ⁵⁵								
484-1	n ə ŋ ⁵⁵								
574-1	s a m ³¹								
718-1	ʂ w n ³¹								
811-1	x au ³¹								
458-1	t u ŋ ³¹								
884-1	tʰ i ³⁵								
205-1	k u ʔ ⁵⁵								
499-1	n a ⁵⁵								
706-1	ʂ w ⁵⁵								
920-1	pʰ ŋ ŋ								
36-1	p ʐ a ŋ								
12-1	p i ⁵⁵								
350-1	l w ŋ ³⁵								
4-1	p a n ⁵⁵								
342-1	s u ʔ ⁵⁵								
280-1	x i ³¹								
612-1	tʰ ə ŋ ³¹								
459-1	m i ə ŋ ⁵⁵								
569-1	s a ³¹								
283-1	x i au ³⁵								
148-1	k w n ³¹								
652-1	o ³¹ ⁵⁵								
220-1	i w ŋ ³¹								
562-1	s ə ŋ ³¹								
31-1	p ʐ w ʔ								
386-1	m a t ⁵⁵								
804-1	x ʐ au ŋ ³¹								
369-1	l ə k ⁵⁵								
125-1	t au ³¹								
314-1	k ʐ w								
823-1	l a p ⁵⁵								
471-1	n a m ³¹								
40-1	p ʐ ə ŋ								
393-1	m ə ŋ								
272-1	x ʐ a ŋ ³⁵								
463-1	ȵ au ⁵⁵								
1-1	p ɔ ⁵⁵								
214-1	ʐ a m ³¹								
665-2		ŋ o ⁵¹							
495-2		n u ⁵⁵							
838-2		n i̱ ŋ							
438-2		m j o ʔ							
334-2		l o ʔ ²¹							
360-2		l i ²¹							
394-2		m j ²¹							
221-2		j t p ²¹							
202-2		k u u̱i							
935-2		tʃʰ ²¹ ²¹							
93-2		tʃ o ²¹							
7-2		p a n ²¹							
664-2		a a ŋ ⁵¹							
246-2		k u̱ ʔ ⁵⁵							
547-2		s i k ⁵⁵							
555-2		j i̱ m							
464-2		m j u̱i							
119-2		tʃ i ŋ ⁵¹							
835-2		n a̱ p ⁵⁵							
79-2		t o̱ ²¹							
693-2		ŋ ui ⁵¹							
477-2		n a ʔ ²¹							
891-2		t i ŋ ⁵⁵							
528-2		j u̱ ⁵¹							
797-2		k j u ʔ ⁵⁵							
493-2		n i̱ k ²¹							
217-2		j a p ²¹							
896-2		ts u t ⁵⁵							
452-2		m j u ʔ ²¹							
580-2		s u ʔ ⁵⁵							
833-2		n a̱ ⁵¹							
390-2		m a ŋ ²¹							
696-2		ŋ o ⁵¹							
86-2		t u ŋ ⁵¹							
384-2		m a n ⁵⁵							
61-2		t a ŋ ⁵¹							
536-2		s u̱ ʔ ⁵⁵							
731-2		ʃ i ²¹							
779-2		p o ⁵¹							
589-2		t a ŋ ⁵¹							
680-2		ŋ o̱ ʔ ⁵⁵							
658-2		a o m ⁵¹							
456-2		m j a ŋ ²¹							
183-2		k j i ²¹							
785-2		kʰ o ²¹							
714-2		l i							
331-2		l o ²¹							
206-2		j o ²¹							
