COGID	Amharic	Argobba	Chaha	Endegagn	Ezha	Geez	Gumer	Gura	Gyeto	Harari	Inor	Kistane	Mesqan	Muher	Silte	Tigre	Tigrigna	Wolane	Zway
61-1	d ə m																		
63-1	ʔ a tʼ ɨ m																		
107-1	g a m ə l a																		
112-1	d a b ə n a																		
331-1	n ɨ g w s																		
377-1	b ə kʼ l o a																		
381-1	ʔ a t																		
417-1	r u kʼ																		
451-1	s ə b a t																		
454-1	ʔ a tʃʼ ɨ r																		
484-1	s ɨ fː ɨ s t																		
535-1	ʔ a s ə r																		
543-1	s ə s t																		
593-1	ʔ a m u s																		
640-1	m a r																		
1-1	d ə bː ə r ə																		
65-1	tʼ u b																		
212-1	ʔ i n																		
244-1	ʔ a r b ə t																		
248-1	m u l a																		
293-1	f ə r ə kʼ																		
373-1	kʼ ɨ m a l																		
408-1	b ə r a																		
414-1	d ə b a kʼ l a																		
601-1	ʔ ə r o b																		
642-1	n ə f a s																		
60-1	n ə f ə s ə																		
115-1	l ə m a																		
209-1	s ə m u t																		
242-1	ʔ a m ɨ s t																		
415-1	kʼ ɨ n a b																		
450-1	dʒ ə r																		
490-1	tʼ ə bː ə																		
638-1	s ɨ r ə																		
645-1	kʼ a l																		
160-1	tʼ ə r ə kʼ																		
208-1	ʔ ɨ n kʼ w kʼ a																		
214-1	ʔ a bː																		
378-1	ʔ a n g ə t																		
379-1	kʼ ə fː ə																		
409-1	g ə t ə r ə																		
598-1	fː ɨ l t																		
646-1	ʔ a ʔ ə																		
210-1	dʒ ə l w ə r ə																		
215-1	ʔ a tʃʼ ə b ə t																		
285-1	m ə tʼ a d																		
332-1	ʔ ə g ə r																		
380-1	ʔ a ʔ b a																		
412-1	s a s a n																		
64-1	d a bː o																		
67-1	w ə r																		
251-1	f ə kʼ																		
294-1	m b kʼ kʼ																		
597-1	ʔ ə m ə r ə																		
7-1	ʔ a l g a																		
158-1	kʼ ə m i s																		
372-1	fː ə n f ə r																		
374-1	b ə kʼ o l o																		
375-1	s ə b																		
411-1	t ə r a s																		
541-1	kʼ ə f ɨ n																		
6-1	m ə l fː a m a																		
113-1	b u n a																		
330-1	kʼ ə l d																		
448-1	kʼ ə d a r s ə n b ə w																		
449-1	ʔ a kʼ ə																		
491-1	d ə n g ə t																		
596-1	n ə g ə																		
4-1	g ə j l ə																		
8-1	kʼ ə b ə g o																		
106-1	m ə s a																		
290-1	ʔ a g ə kʼ ə																		
489-1	b ə r tʃʼ tʃʼ m a																		
602-1	m ɨ n																		
2-1	k u lː u m																		
3-1	fː ɨ rː ə																		
213-1	ʔ a r a s																		
486-1	n ə fː ə kʼ ə																		
647-1	t ə t a t																		
10-1	tʼ ɨ kʼ w r																		
110-1	d a f a																		
152-1	ʔ a z o																		
211-1	m ɨ ʃː ə t																		
328-1	s ə fː ə b ə																		
333-1	m ɨ s ɨ r																		
334-1	ʔ a ɲː b ə sː a																		
410-1	kʼ a r ə																		
540-1	l ə b a																		
109-1	g u n tʃʼ ə																		
61-2		d ə m																	
63-2		x a tʼ ɨ m																	
107-2		g ɨ m ə l a																	
112-2		d a b ə n a																	
331-2		n ɨ g u s																	
377-2		b ə kʼ l o																	
381-2		x a h e																	
417-2		r u dʒ																	
451-2		s ə b ɨ h																	
454-2		x a tʃ ɨ r																	
484-2		s ɨ f ɨ s t																	
535-2		x a tʃ ɨ r																	
543-2		s ə s h m																	
593-2		x a m u s																	
640-2		m a n																	
1-2		d ə b ə r ə m																	
65-2		tʼ ɨ b																	
163-2		s ə tʃ ə																	
212-2		x ɨ n																	
244-2		x a r b ə h																	
248-2		m ɨ l ɨ																	
293-2		f ə r ə tʃ																	
373-2		kʼ ɨ m ɨ l																	
408-2		b ə r ɨ																	
414-2		d ɨ b a kʼ l																	
642-2		n ɨ f a s																	
60-2		n ə f ə s ə m																	
115-2		x ə m m																	
209-2		s ɨ m ɨ n																	
242-2		x a m ɨ s t																	
415-2		dʒ ɨ n a b																	
450-2		dʒ ə r																	
490-2		tʼ ə b a																	
645-2		kʼ a l																	
