COGID	Amharic	Argobba	Chaha	Endegagn	Ezha	Geez	Gumer	Gura	Gyeto	Harari	Inor	Kistane	Mesqan	Muher	Silte	Tigre	Tigrigna	Wolane	Zway
341			kʼ ə n d m ə m	kʼ ə n ə m ə	kʼ ə nː ə m ə m		kʼ ɨ n e m a	kʼ ə n d m ə m	kʼ ə n ə m ə		kʼ ə n ə m ə								
639	j ə t ɨ ɲː a w	j e d ɨ ɲː a w										j ɨ tː a							
347						ʔ ɨ fː o										ʔ a f o			
554				w a							w ə d a								
257					ʔ a dː a r ə							ʔ a dː a r ə	ʔ a dː a r ə	ʔ a dː a r ə					
407																ʕ ɨ fː u n	ʕ u f a n		
207	dʒ o r o	dʒ o r o																	
648		kʼ a m ə d i								kʼ a m ə d i									
289	l ɨ bː	l ɨ b i				l ɨ bː				kʼ ə l b i		l ɨ bː		l ɨ bː		l ɨ bː	l ɨ bː i		
667												d ə x ə					n ɨ s ɨ x a		
656				g ə d ə n i							g ə d a n i j ə								
224						ħ ə r m ə z										h a r m ə z	ħ a r m a z		
336		g a r				t ə g b a r													
641	s ə fː i	s ə f i															g ə fː i ħ		s ə fː i
488	d ɨ n g ai̯	d ɨ n g ai̯																	
499			l a l e		l a l e			l a l e			l a l e								
259						kʼ w ə r n ə n ə ʕ a t				ʔ a n kʼ u r aː r a ħ									
87													f u r n o		f u r n o				
68	g o mː ə nː	g o m ə n																	
222					f ə dʒː ə m	f ə sː ə m ə								f ə dʒː ə m					
114	d ə bː ə kʼ ə					d ə b ə kʼ ə													
156	ʔ a h ɨ jː a	ʔ a h ɨ j a																	
337		kʼ ɨ l tʼ ɨ m								kʼ u l tʼ u m									
166			b a n ə r ə m	b a nː ə r ə	b a nː ə s ə m			b a n ə r ə m			b a n ə r ə								
122			kʼ a w a	kʼ ə w a			kʼ a w a	kʼ a w a			kʼ a w a		kʼ a w a	kʼ a w a					
269												w ə g f ɨ r	w ə g f ɨ r						
466						b ɨ ʕ u l				b a ʔ a w									
71		ʔ ə h				ʔ ɨ ħ ɨ w				ʔ ɨ ħ									ʔ ɨː n
177						k ə l b										k ə l ɨ b	k ə l b i		
391							m ɨ s	m ɨ s				m ɨ s	m ɨ s	m ɨ s					
250	t ə w ə	t ə w ə	w ə t e		w ə t e		t a b o t	w ə t e			ʔ ə t ə ʔ u t			w ə t e					
390						j ɨ ʔ ə z e										ʔ a z e	ħ ɨ z i		
258						kʼ w ɨ n s ɨ l										ħ a ʃ i l			
445	h a b t a m	d ə m a m															h a b t a m		
536	j a				z a							z a	z a	z a					
364															b ɨ l			b ɨ l	
579															m ə g ə rː i			m ə g ə rː i	
219			g ə p a t		g ə bː a t		g ə pː a t	g ə p a t	g ə p a t		g ə p a d		g ə bː a t	g ə bː a t					
