COGID	Achang	Bela	Lashi	Maru	Phon	WrittenBurmese	Zaiwa
1-1	m au ⁵ ³						
4-1	l j ⁵						
18-1	m j k n						
19-1	n j ⁵						
44-1	l u ʔ ³¹						
50-1	h j ŋ						
62-1	s ɛ k ³						
70-1	b a n ⁴³						
75-1	m j ɔ ʔ ³						
97-1	tʃʰ ɔ ŋ ³						
112-1	tsʰ u ⁵						
122-1	m j u k ³						
127-1	kʰ w ei ³¹						
132-1	w w k ⁵						
133-1	n w ³						
135-1	n au n						
142-1	ts z i ³¹						
143-1	ŋ w ʔ ⁵³						
149-1	k u ³¹						
152-1	ŋ u ³						
157-1	b u ⁵						
183-1	k u ⁵						
184-1	n u k n ³						
185-1	tsʰ a m ³						
189-1	m j ɔ ʔ ⁵						
192-1	n au ³ ³						
195-1	n u ³						
200-1	g a ɛ ³¹						
216-1	s ai ŋ ⁵						
218-1	l w ʔ ⁵						
225-1	s ai ŋ ⁵						
235-1	kʰ j ei ³						
244-1	s w ḛ ⁵						
253-1	m j ³¹						
270-1	m j ³¹						
278-1	m j j ŋ ³¹						
279-1	w a ³¹						
285-1	j ai m ³¹						
308-1	d j ⁵ ⁵						
322-1	m j ⁵						
325-1	kʰ au ⁵						
337-1	m j a ŋ ³						
341-1	dʒ z ɔ ³						
347-1	s u k ⁵						
362-1	j j ³¹ ³¹						
391-1	j ə p ⁵						
394-1	m u ʔ ⁵						
397-1	tʃʰ j ⁵						
443-1	n j ə p ⁵						
460-1	s a t ⁴²						
463-1	w w ³¹ ³¹						
464-1	j u ŋ ³						
473-1	s u m ³						
476-1	kʰ j u ʔ ³						
481-1	tsʰ a ³						
494-1	g j ⁵						
496-1	h j n n						
516-1	w ɛ ³						
522-1	n w ʔ ³						
523-1	pʰ j w n						
524-1	n ɛ ³¹						
540-1	kʰ u ⁵						
3-1	b w n ³¹						
6-1	g j ⁵¹						
7-1	dʒ l m ³¹						
20-1	n a p ³¹						
51-1	n a n ³¹						
64-1	g u ŋ ³						
65-1	g u k ⁵⁴						
66-1	ts a̰u ɔ						
71-1	s ei ⁵						
72-1	ʔ a ³						
76-1	w u ³						
77-1	m j ʔ ʔ ³						
78-1	m au ³¹						
