COGID	ClassicalNahuatl	JalupaNahuat	MecayapanNahuat	NorthPueblaNahuatl	PajapanNahuat	Pipil	Pochutec	ProtoAztecan	TetelcingoNahuatl
1-1	n i tʃ i								
2-1	t w x + t n i								
8-1	t a j o								
16-1	eː s + tɬ i								
24-1	i s t i								
32-1	m i k i								
51-1	eː n + i								
52-1	w a k + tɬ i k								
53-1	n a k a s								
54-1	tɬ a l l i								
55-1	k w a								
60-1	i x + t l l								
83-1	tɬ i + t								
87-1	p eː tɬ a n i								
92-1	m a k a								
103-1	m +								
106-1	k a k i								
138-1	n e l w								
139-1	m i k + t i a								
142-1	m + t i								
145-1	m o + t e k a								
176-1	tɬ aː w a + tɬ								
179-1	n a k a + tɬ								
180-1	m e ts + tɬ i								
186-1	k e tʃ +								
190-1	j a k a + t								
194-1	s eː								
220-1	o l + tɬ i								
231-1	i tɬ a								
240-1	k o tʃ i								
283-1	t e + tɬ								
293-1	eː n + i								
314-1	k w a w i + tɬ								
315-1	eː m e								
322-1	t e l a a e n								
323-1	tɬ eː n								
9-1	t oː t oː + tɬ								
17-1	eː m i + tɬ								
22-1	tɬ a t i a								
30-1	k ts o								
88-1	i tɬ i								
158-1	t a j a k								
159-1	iː t i m i +								
177-1	m i a a k								
184-1	t oː k a +								
187-1	j a n k w i + k								
227-1	x i l l i								
235-1	m o + tɬ a l i a								
249-1	p o k + tɬ i								
251-1	m i + k e p o								
289-1	k w + tɬ a p i l								
294-1	t e w a								
296-1	n eː n e p i l								
313-1	tɬ a n +								
316-1	n e l + n e m i								
318-1	t o t oː n i k								
320-1	j + t								
324-1	i s tɬ a k								
326-1	k k								
1-2		t u tʃ i							
2-2		t i x + t n							
8-2		r a j u							
16-2		i s + t i							
24-2		i s t i							
32-2		t i k i							
51-2		i n + i							
52-2		w a k + t u							
53-2		n a k a s							
54-2		t a a l							
55-2		b w a							
60-2		i x + t i h u h u							
83-2		t i + t							
87-2		tʃ e t a n i							
92-2		t a k a							
103-2		t a							
106-2		b a k i							
138-2		n eː h w							
139-2		t i k + t i a							
142-2		t a t i							
145-2		t u + t eː k a							
176-2		t k w a + t							
179-2		n a k a + t							
180-2		t eː ts + t i							
186-2		b i tʃ + t							
190-2		j a k a + i							
194-2		s e							
220-2		i h + t i							
231-2		i t a							
240-2		b u tʃ i							
283-2		t eː + t							
293-2		i n + i							
314-2		b w a l i t t							
315-2		eː m e							
322-2		t i h w a e							
323-2		t eː							
9-2		r o t o + t							
17-2		i tʃ i + t							
22-2		t a t i a							
88-2		i i i							
158-2		r a j a k							
159-2		t t i n i + t							
177-2		t i a k							
184-2		t o k a +							
187-2		j a m k w i + k							
227-2		x u a u l							
235-2		x u + t a l i a							
249-2		tʃ u k + t i							
289-2		b w i t a tʃ u l							
294-2		t i h w							
296-2		n eː n e tʃ u h							
313-2		t a n +							
316-2		n i h + n e tʃ i							
318-2		t u r o n n k							
324-2		i s t a k							
326-2		k k							
1-3			n o p i						
2-3			t i x + t n						
8-3			t eː n o						
16-3			eː s + t i						
24-3			i s t i						
32-3			m i k i						
51-3			j n + i						
52-3			w aː k + k i						
53-3			n a k a s						
54-3			t a l						
55-3			k w a						
60-3			i x + t e l o l o						
83-3			t i + t						
87-3			p eː t a n i						
92-3			m a k a						
103-3			m i						
106-3			k a k i						
138-3			n e l w						
139-3			m i k + t i a						
142-3			m a t i						
145-3			m o + t eː k a						
176-3			t aː k a + ʔ						
179-3			n a k a + ʔ						
180-3			m eː e + t i						
186-3			k e l + ʔ i						
190-3			j a k a + k						
194-3			s eː						
220-3			i l + t i						
231-3			i t a						
240-3			k o p i						
283-3			t eː + ʔ						
293-3			k n + i						
314-3			k w a w + ʔ						
315-3			j m eː						
322-3			t e h w a eː						
323-3			t eː n						
9-3			t o t o + ʔ						
17-3			j m i + ʔ						
22-3			t a t i a						
30-3			t ts o						
88-3			t i i						
158-3			t aː j a k						
159-3			j t i m i + ʔ						
177-3			m i a aː						
184-3			t o k a +						
187-3			j a n k w i + k						
227-3			x a l l l						
235-3			m o + t a l i a						
249-3			p o k + t i						
251-3			m o + k e ts o						
289-3			k w i w a p i l						
294-3			t e l w						
313-3			t a n						
316-3			n e l + n e m i						
318-3			t o t o n i ʔ						
320-3			k + t						
324-3			i s t aː ʔ						
326-3			k k						
1-4				m i tʃ i					
2-4				k e x + t e					
8-4				t a p e					
16-4				j s + tɬ i					
24-4				i s t e					
32-4				m i k i					
51-4				j n + i					
52-4				w a k + tɬ o k					
53-4				n a k a s					
54-4				tɬ a l l i					
55-4				k w a					
60-4				i x + e l l					
83-4				t i + t					
87-4				p e tɬ a n i					
92-4				m a k a					
103-4				m e					
106-4				k a k i					
