COGID	1	10	2	3	4	5	6	7	8	9
2689-1	ɲ b ɲ b									
893-1	b á a a									
1285-1	ɔ β a									
1303-1	ŋ ɔ á a									
2197-1	z a l a									
2828-1	ʊ i b a a									
3572-1	s ɔ a i									
1095-1	l i m a									
1755-1	a ɛ									
1789-1	k a l a l g a a									
3207-1	β ʊ l b									
3519-1	t ʊ z a									
3686-1	i m t a a									
4249-1	k ʊ á i									
4451-1	p i s i									
448-1	ʊ ʊ ɛ i									
630-1	β ɛ ɛ l a									
814-1	ŋ ɔ á m ɛ									
1216-1	g a p a									
1228-1	β β a									
1418-1	s i á a									
1475-1	g β a									
2026-1	t β									
2775-1	β ʊ á m a									
3397-1	dʒ ɔ l a									
3826-1	s ɔ k a									
4003-1	i β a									
4040-1	g ɛ h i									
4373-1	l i á i									
4384-1	i ɛ ɔ									
84-1	ʊ l j u									
116-1	f i k a									
181-1	g ɔ j g ɔ									
419-1	l ɔ k a									
587-1	ɔ ɔ g ɔ a									
660-1	l ɛ l b									
848-1	k a l a									
1083-1	l i l b									
1122-1	f i n a									
1159-1	dʒ a									
1350-1	ɔ j a									
1374-1	h z a ɛ a									
1396-1	z ɔ β ʊ									
1430-1	i s ɔ									
1666-1	t a h ɔ									
1767-1	k ɔ k ɔ									
1906-1	i g g i l a									
2177-1	j g a j									
2286-1	l b									
2317-1	p ʊ p b									
2419-1	s ɛ k a									
2750-1	h s i									
3018-1	s i l a									
3275-1	k a á a									
3441-1	s h g g a									
3464-1	β ɔ h a									
3639-1	t ɛ t ɛ m a									
3885-1	s ʊ ɲ ɔ									
3981-1	i i b a									
4192-1	p i ʊ m a									
4260-1	s β a									
4350-1	l ɛ ɛ l ɔ									
43-1	k i m ʊ									
93-1	k ɔ h ɔ									
200-1	β i									
374-1	l l l i									
459-1	l ʊ m a									
508-1	p ɔ p ʊ									
528-1	β i l i									
575-1	t b									
871-1	n b á a									
1137-1	s i k ʊ									
1339-1	β β i									
1585-1	a l a									
1712-1	p ʊ l ɔ									
1872-1	p a									
2088-1	p i β a									
2166-1	ʊ ʊ t a									
2334-1	β i g ɔ									
2393-1	ɲ a h a									
2537-1	l n β ɔ									
2665-1	i g ŋ i i									
2738-1	β ɛ ɛ l ɛ									
2872-1	k ɔ s i									
2893-1	s i k ʊ									
2997-1	g a z ɲ a									
3075-1	g ʊ l ʊ β h									
3675-1	l β ɛ l l ɛ									
4028-1	ʊ β ɛ									
4137-1	m i l a									
4238-1	i z ɔ k i									
4316-1	t á t ʊ									
4429-1	a s b									
4440-1	dʒ i l i									
4485-1	s ʊ									
4574-1	β a a l a									
4688-1	ɲ ɛ ʊ									
143-1	β ʊ									
240-1	ɔ g l a									
388-1	ɲ ʊ b ʊ l									
401-1	z a									
599-1	t á ʊ m i i									
649-1	l ɛ ɛ t a									
755-1	g ʊ l a									
836-1	s ʊ ɲ m i									
969-1	h z a									
994-1	n ɛ l ɛ k b									
1006-1	s u g m i									
1032-1	g ɔ l ɔ l a									
1043-1	dʒ a l a									
1110-1	t ɛ ʊ a									
1263-1	t l p a									
1273-1	l ɔ ɔ t a									
1329-1	i k a l									
1362-1	g i									
1606-1	ɔ ɔ a									
1617-1	ɲ t k ɔ									
1629-1	k β i									
1744-1	i β a a									
1895-1	g a									
1917-1	β ʊ ʊ a									
1969-1	b á b									
1989-1	s a g a									
2037-1	g l á l a									
2128-1	g á m m ɛ									
2186-1	g a h a									
2483-1	l a									
2592-1	l ɔ l a									
2615-1	m a									
2700-1	p dʒ ŋ p a									
2784-1	g ʊ l ʊ									
2797-1	ɔ m ɔ ʊ									
2884-1	p p a a									
2904-1	k ɛ ɛ m z a									
2972-1	s ɛ									
3030-1	l i p a									
3148-1	i t a									
3160-1	l ʊ á a									
3261-1	t ɛ t ɛ									
3364-1	ɲ ɔ t a									
3385-1	s i									
3419-1	t ɛ									
3430-1	ʊ ʊ ʊ									
3583-1	h ɔ l a									
3664-1	β ɛ g a									
3706-1	t á á k á u									
3756-1	ɲ i a z a									
3837-1	β ɔ dʒ ɔ m a									
3865-1	s m s									
4406-1	t i									
4530-1	l ʊ k a									
4552-1	i á i i									
4621-1	a h i									
2689-2		p a s a								
893-2		a a a								
1303-2		k o m a								
2197-2		s a l a								
2828-2		ɲ i a a								
