COGID	1	10	2	3	4	5	6	7	8	9
2689-1	s a a a									
893-1	a a a a									
1285-1	ɲ a a									
1303-1	s ɔ ɔ a a									
2197-1	s a a a									
2828-1	s i a a									
3572-1	s ɔ ɔ i									
1095-1	l i m a									
1755-1	s a									
1789-1	k a l a a a a a									
3207-1	β ʊ l a									
3519-1	t u m a									
3686-1	i u m a a									
4249-1	k u m i									
4451-1	β i s i									
448-1	ɔ ɔ n a									
630-1	l ɛ l									
814-1	s ɔ ɔ m b									
1216-1	g a a a									
1228-1	β a a									
1418-1	s i m a									
1475-1	g u a									
2026-1	t a									
2775-1	β u m m a									
3397-1	l ɔ l a									
3826-1	s ɔ g a									
4003-1	i i a a									
4040-1	g ɛ dʒ i									
4373-1	l i m i									
4384-1	ɔ ɔ									
84-1	s u ʊ ʊ									
116-1	p i i a									
181-1	g ɔ ɔ g ɔ									
419-1	l ɔ g a									
587-1	ɔ ɔ g ɔ ɔ									
660-1	l ɛ l a									
848-1	k a l a									
1083-1	l i l a									
1122-1	p i m a									
1159-1	s a									
1350-1	l j a									
1374-1	d a a a a									
1396-1	s ɔ g u									
1430-1	s ɔ									
1666-1	t n ɔ a									
1767-1	k ɔ k ɔ									
1906-1	i i i i l a									
2177-1	p g a a i									
2286-1	l a									
2317-1	p u β a									
2419-1	s ɔ g a									
2750-1	ɔ i i									
3018-1	k i l a									
3275-1	k a a a a									
3441-1	s a g g a a									
3464-1	l ɔ n a									
3639-1	d ɛ t ɛ m a a									
3885-1	s u m ɔ									
3981-1	i a a a									
4192-1	p i m m a a									
4260-1	s a a									
4350-1	l ɛ l ɔ									
43-1	s i i ʊ									
93-1	l ɔ ɔ ɔ									
200-1	l i									
374-1	a a a a									
459-1	l u m a									
508-1	l ɔ á u									
528-1	l i l i									
575-1	t a									
871-1	k a m a									
1137-1	s i g ʊ									
1339-1	t a i									
1585-1	a a a a									
1712-1	β u l a									
1872-1	p a									
2088-1	β i l a									
2166-1	ʊ u m m a									
2334-1	p i g ɔ									
2393-1	m a a a									
2537-1	l ɔ ɔ ɔ									
2665-1	i i i i i									
2738-1	l ɛ l a									
2872-1	k ɔ s i a									
2893-1	s i k ʊ									
2997-1	k a ɲ a									
3075-1	g ʊ l ʊ l a									
3675-1	l u l									
4028-1	l ɛ a									
4137-1	m i l a									
4238-1	ɔ ɔ ɔ i									
4316-1	t a t u									
4429-1	a a									
4440-1	β i l i									
4485-1	s u									
4574-1	β a a l a a									
4688-1	s ɛ									
143-1	β u									
240-1	ɔ ɔ a a									
388-1	l u a									
401-1	d a									
599-1	t a a m b i									
649-1	l ɛ ɔ t a									
755-1	g ʊ l a									
836-1	s u u m b i									
969-1	s i a									
994-1	s u l g a									
1006-1	s u i a									
1032-1	k ɔ l ɔ l a									
1043-1	β a l a									
1110-1	t u m a									
1263-1	t a p a									
1273-1	l ɔ ɔ t a									
1329-1	i i a a									
1362-1	g i									
1606-1	ɔ ɔ ɔ a									
1617-1	s i g ɔ									
1629-1	k i									
1744-1	i i a a									
1895-1	s a									
1917-1	s u m a									
1969-1	m a a a									
1989-1	s a g a									
2037-1	k g a t a									
2128-1	g ɛ m									
2186-1	g a a a a									
2483-1	k ʊ l									
2592-1	l ɔ l a									
2615-1	d a									
2700-1	a a p g a									
2784-1	g ʊ ʊ									
2797-1	l ɔ ɔ a									
2884-1	l j a a									
2904-1	g ɛ ɛ n d a									
