ID	DOCULECT	TOKENS	ALIGNMENT	COGID
1	Fadashi	a l h a m i s	a l h a m i s	13
2	Maiyu	h a m i s	- - h a m i s	13
3	Undulu	a l h a m i s	a l h a m i s	13
4	Fadashi	f i ʃ	f i ʃ	20
5	Maiyu	f i ʃ	f i ʃ	20
6	BelejeGonfoye	s i	s i	24
7	Fadashi	s iː	s iː	24
8	Maiyu	s iː	s iː	24
9	BelejeGonfoye	lː a r e	lː a r e	25
10	Fadashi	θ aː r e	θ aː r e	25
11	Maiyu	θ aː r e	θ aː r e	25
12	BelejeGonfoye	d oː ʃ i	d oː - ʃ i	52
13	Maiyu	d ʊu̯ o ʃ	d ʊu̯ o ʃ -	52
14	Undulu	t oː ʃ	t oː - ʃ -	52
15	Fadashi	k ʔ a s ʔ i	k ʔ a s ʔ i	64
16	Maiyu	k ʔ ə s ʔ i	k ʔ ə s ʔ i	64
17	Fadashi	d iː d e	d iː d e	80
18	Maiyu	d i ɗ i	d i ɗ i	80
19	Fadashi	g a l a s i	g a l a s i	91
20	Maiyu	g ɛ l a s i	g ɛ l a s i	91
21	Undulu	g a l a z i	g a l a z i	91
22	BelejeGonfoye	o l g ɪ n e	o l g ɪ n e	100
23	Fadashi	o l g i ŋ i	o l g i ŋ i	100
24	Maiyu	ɔ l g ɪ ɲ i	ɔ l g ɪ ɲ i	100
25	BelejeGonfoye	k ʔ i d e ɾ e	k ʔ i d e ɾ e	110
26	Fadashi	tʃ ʔ ɪ d ɛ r i	tʃ ʔ ɪ d ɛ r i	110
27	Undulu	dʒ i d ɛ r i	- dʒ i d ɛ r i	110
28	Fadashi	s u k u l i ŋ e	s u k u l i ŋ e	116
29	Undulu	s u k u θ i ŋ e	s u k u θ i ŋ e	116
30	Maiyu	a ŋ	- a ŋ	124
31	Undulu	g a ŋ	g a ŋ	124
32	Fadashi	s uː w a ʔ i	s - uː w a ʔ i	129
33	Maiyu	s ʔ ʊ w i	s ʔ ʊ w - - i	129
34	Fadashi	ɓ ə ɗ i ʔ i	ɓ - ə ɗ i ʔ i	134
35	Maiyu	p ʔ a ɗ i ʔ i	p ʔ a ɗ i ʔ i	134
36	Undulu	ɓ ə ɗ i ʔ e	ɓ - ə ɗ i ʔ e	134
37	Fadashi	a sː e	a sː e	145
38	Maiyu	a sː e	a sː e	145
39	Fadashi	ɓ ə ɗ e	ɓ ə ɗ e	161
40	Undulu	ɓ ɛ ɗ e	ɓ ɛ ɗ e	161
41	BelejeGonfoye	m a	m a	165
42	Fadashi	m a	m a	165
43	Maiyu	m a	m a	165
44	BelejeGonfoye	ɓ uː ɗ e	ɓ uː ɗ e	173
45	Maiyu	ɓ u d a	ɓ u d a	173
46	Undulu	ɓ u ɗ i	ɓ u ɗ i	173
47	Fadashi	k ʔ u r f e	k ʔ u r f e	182
48	Maiyu	k ʔ u r f e	k ʔ u r f e	182
49	Fadashi	b u s ʔ i k e	b u s ʔ i k e	187
50	Maiyu	b ʊ s k ʔ e	b ʊ s k - ʔ e	187
51	Undulu	b ɪ s k ʔ e	b ɪ s k - ʔ e	187
52	BelejeGonfoye	mʷ ɔː n e	mʷ ɔː n e	217
53	Fadashi	mː oː n e	mː oː n e	217
54	Maiyu	m uː f a	m uː f a	218
55	Undulu	m uː f o	m uː f o	218
56	Maiyu	k ʊ r s i	- - k ʊ r s i	230
57	Undulu	a l k u r s i	a l k u r s i	230
58	BelejeGonfoye	ɓ i ɓ i o	ɓ - i ɓ - i o	233
59	Fadashi	b i b i y o	b - i b i y o	233
60	Maiyu	p ʔ iː p i o	p ʔ iː p - i o	233
61	Fadashi	m i s e	m i s e -	234
62	Undulu	m ɪ s e ʔ	m ɪ s e ʔ	234
63	Fadashi	o r	o r	247
64	Maiyu	ɔ r	ɔ r	247
65	Undulu	o r	o r	247
66	Fadashi	m a	m a	263
67	Maiyu	m ə	m ə	263
68	Undulu	m a	m a	263
69	Fadashi	g aː ʃ a	g aː ʃ a	264
70	Maiyu	g aː ʃ a	g aː ʃ a	264
71	Undulu	g aː ʃ a	g aː ʃ a	264
72	Fadashi	aː m i l e	aː m i l e	272
73	Maiyu	a m i l u	a m i l u	272
74	BelejeGonfoye	a n tʃ ʔ ɛ r e	- a n tʃ ʔ ɛ r e	283
75	Fadashi	a n s aː r e	- a n - s aː r e	283
76	Maiyu	m a n s ʔ a r e	m a n s ʔ a r e	283
77	BelejeGonfoye	i l o	i l o	296
78	Maiyu	i l e	i l e	296
79	Undulu	i l e	i l e	296
80	Maiyu	ʃ ɛ r	ʃ ɛ r	298
81	Undulu	ʃ e r	ʃ e r	298
82	BelejeGonfoye	m uː ʃ e	m uː ʃ e	308
83	Fadashi	m u ʃ e	m u ʃ e	308
84	Maiyu	m u ʃ a	m u ʃ a	308
85	Fadashi	aː m oː s o	aː m oː s o	326
86	Maiyu	a m ɔː z o	a m ɔː z o	326
87	BelejeGonfoye	a m b u d u ɾ o	a m b u d u ɾ o	330
88	Fadashi	a m b u r u	a m b - - u r u	330
89	Maiyu	a m b ʊ d u r	a m b ʊ d u r -	330
90	BelejeGonfoye	m e t ɪ k eː	m e t ɪ k eː	351
91	Fadashi	m ɛ d e g e	m ɛ d e g e	351
92	Maiyu	f i l	- - f i l	353
93	Undulu	a l f i l	a l f i l	353
94	BelejeGonfoye	k oː ɗ e	k oː ɗ e	358
95	Fadashi	k oː ɗ e	k oː ɗ e	358
96	BelejeGonfoye	a r e	a r e	369
97	Fadashi	a r e	a r e	369
98	Maiyu	a r e	a r e	369
99	Fadashi	a r e ʔ o l o	a r e ʔ o l o	370
100	Undulu	a r o ʔ o l o	a r o ʔ o l o	370
101	BelejeGonfoye	m b a	m - b a	375
102	Maiyu	m aː b a	m aː b a	375
103	Fadashi	n d a	n d a	377
104	Undulu	n d a	n d a	377
105	Fadashi	m ə k ʔ o ʃ	m ə k ʔ o ʃ	385
106	Maiyu	m ə k ʔ ɔ ʃ	m ə k ʔ ɔ ʃ	385
107	Undulu	m o k ʔ o ʃ	m o k ʔ o ʃ	385
108	Fadashi	a bː a	a bː - - - a	390
109	Maiyu	a bː a	a bː - - - a	390
110	Undulu	aː b a i y o	aː b a i y o	390
111	Maiyu	a g o ŋ g o r	a g o ŋ g o r	396
112	Undulu	a g o ŋ h o r	a g o ŋ h o r	396
113	BelejeGonfoye	n ə g u	n ə g u	399
114	Fadashi	n ɛ g u	n ɛ g u	399
115	Fadashi	b ə d e	b ə d e	405
116	Maiyu	b ə d a	b ə d a	405
117	Undulu	b ə d e	b ə d e	405
118	Fadashi	e ʔ a f iː ŋ a	e ʔ a f iː ŋ a	419
119	Maiyu	a f iː ŋ a	- - a f iː ŋ a	419
120	Undulu	a f iː ɲ a	- - a f iː ɲ a	419
121	Fadashi	h aː ɓ u	- h aː ɓ - u	424
122	Maiyu	a h a p ʔ u	a h a p ʔ u	424
123	Fadashi	b o ŋ o ʃ	b o ŋ - o ʃ	429
124	Maiyu	b ɔ ɲ ɔ ʃ	b ɔ ɲ - ɔ ʃ	429
125	Undulu	b o ŋ k o ʃ	b o ŋ k o ʃ	429
126	BelejeGonfoye	n d ɛ nː e	n d ɛ nː e	438
127	Fadashi	n d ɛ n e	n d ɛ n e	438
128	Undulu	n d ɪ n e	n d ɪ n e	438
129	Fadashi	s ʔ a k ʔ a	s ʔ a k ʔ a	449
130	Maiyu	s ʔ a k ʔ a	s ʔ a k ʔ a	449
131	Undulu	s ʔ a k ʔ a	s ʔ a k ʔ a	449
132	Fadashi	θ oː ʔ i	θ oː ʔ - i -	485
133	Undulu	θ oː ʔ i y u	θ oː ʔ i y u	485
134	Fadashi	b o n e	b o n e	491
135	Maiyu	b ə n a	b ə n a	491
136	BelejeGonfoye	s u l ɲ e r o	s u l ɲ e r o	495
137	Maiyu	ʃ u l	ʃ u - - - l -	495
138	Undulu	ʃ u l	ʃ u - - - l -	495
139	Maiyu	ɲ ɛː r a	ɲ ɛː r a	497
140	Undulu	ɲ e r a	ɲ e r a	497
141	Fadashi	f a r a d a	f a r a d a	518
142	Maiyu	f ə r a d a	f ə r a d a	518
143	Fadashi	h a g a	h a g a	519
144	Undulu	h a g a	h a g a	519
145	Fadashi	m o f a	m o f a	520
146	Undulu	m o f a	m o f a	520
147	BelejeGonfoye	h o ɾ e	h o ɾ e	525
148	Undulu	h oː r e	h oː r e	525
149	Fadashi	g uː ɗ ɛ	g uː ɗ ɛ	526
150	Maiyu	g ʊ d a	g ʊ d a	526
151	Fadashi	m ə r i ɛ n e	m ə r i ɛ n e	531
152	Undulu	m ə r i ɛ n e	m ə r i ɛ n e	531
153	BelejeGonfoye	k ʔ eː t e	k ʔ eː t e	536
154	Fadashi	k eː d e	k - eː d e	536
155	Maiyu	k ʔ eː d a	k ʔ eː d a	536
156	Fadashi	s oː s o ʔ	s oː s o ʔ	542
157	Maiyu	s ɔ s ɔ ʔ	s ɔ s ɔ ʔ	542
158	Undulu	z o z o	z o z o -	542
159	Fadashi	m u l h i	m u l h i	558
160	Maiyu	m u l h i	m u l h i	558
161	Undulu	m u l h i	m u l h i	558
162	Fadashi	a n f a n f o r o s ʔ	a n f a n f o r o s ʔ	566
163	Maiyu	a f a ɲ f a r a s ʔ	a - f a ɲ f a r a s ʔ	566
164	Undulu	aː w a w o r e s ʔ	aː - w a - w o r e s ʔ	566
165	Maiyu	a dː ɛ w a	a dː ɛ w a	589
166	Undulu	a dː a w a	a dː a w a	589
167	BelejeGonfoye	m a n k o	m a n k - o	592
168	Fadashi	mː a n k o	mː a n k - o	592
169	Maiyu	m a n k ʔ o	m a n k ʔ o	592
170	Fadashi	a mː a	a mː a	612
171	Maiyu	a mː a	a mː a	612
172	Fadashi	s u r e	s u r e	628
173	Maiyu	s ʊ r e	s ʊ r e	628
174	BelejeGonfoye	a b u lː u	a b u lː - u	632
175	Maiyu	a b u l d u	a b u l d u	632
176	Fadashi	k o r o m b o	- k o r o m b o	633
177	Undulu	a g o r o m b o	a g o r o m b o	633
178	Fadashi	t o k o l o	t - o k - o l o	644
179	Maiyu	t ʔ ɔ k ʔ ɔ l o	t ʔ ɔ k ʔ ɔ l o	644
180	Undulu	t ʔ o k ʔ o l o	t ʔ o k ʔ o l o	644
181	Fadashi	k ʔ o ʃ	k ʔ o ʃ	650
182	Maiyu	k ʔ ɔ ʃ	k ʔ ɔ ʃ	650
183	Undulu	k ʔ o ʃ	k ʔ o ʃ	650
184	BelejeGonfoye	mʷ o ɲ ʃ o	mʷ o ɲ ʃ o	655
185	Undulu	m u n z oː	m u n z oː	655
186	Fadashi	m a n e n k u	m a n e n k u	657
187	Undulu	m u n e n k o	m u n e n k o	657
188	Fadashi	w ɛ lː a	w ɛ lː a	668
189	Maiyu	w ɛ lː a	w ɛ lː a	668
190	Undulu	w ɛ lː a	w ɛ lː a	668
191	Fadashi	m aː m a ŋ	m aː m a ŋ	674
192	Maiyu	m a n a ɲ	m a n a ɲ	674
193	BelejeGonfoye	m a ŋ k a	m a ŋ k - a	678
194	Fadashi	mː a n k a	mː a n k - a	678
195	Maiyu	m a n k ʔ a	m a n k ʔ a	678
196	Fadashi	θ oː l a	θ oː l a	683
197	Maiyu	θ ʊː θ a	θ ʊː θ a	683
198	Undulu	θ uː θ e	θ uː θ e	683
199	Fadashi	a l w a r ə g a	a l w a r ə g a	689
200	Maiyu	w a r g a	- - w a r - g a	689
201	BelejeGonfoye	n d ə	n d ə	694
202	Fadashi	n d ə	n d ə	694
203	Undulu	n d ə	n d ə	694
204	BelejeGonfoye	m i l i	m i l i	695
205	Fadashi	m i l i	m i l i	695
206	Undulu	m i l i	m i l i	695
207	BelejeGonfoye	iː l e	iː l e	702
208	Maiyu	iː l a	iː l a	702
209	Undulu	iː l a	iː l a	702
210	Fadashi	g u ɗ u b a	g u ɗ u b a	708
211	Undulu	g u ɗ u b i	g u ɗ u b i	708
212	Fadashi	a ʃ iː b a	a ʃ iː b a	709
213	Maiyu	a ʃ iː b a	a ʃ iː b a	709
214	Fadashi	r ɛ g i s ʔ e	r ɛ g i s ʔ - - e	715
215	Maiyu	r i g i s ʔ i ŋ a	r i g i s ʔ i ŋ a	715
216	Fadashi	aː s ɛ l a	aː s ɛ l a -	720
217	Maiyu	aː s ɛ l a	aː s ɛ l a -	720
218	Undulu	aː s ɛ l a ʔ	aː s ɛ l a ʔ	720
219	Fadashi	r o r a	r o r a	727
220	Undulu	θ o r a	θ o r a	727
221	Fadashi	s i ʔ i	s i ʔ i	728
