ID	DOCULECT	TOKENS	ALIGNMENT	COGID
1	BelejeGonfoye	h a ɲ g ɪ r i	h a ɲ g ɪ r i	1
2	Fadashi	h a ɳ dʒ i r	h a ɳ dʒ i r -	1
3	Maiyu	h a n dʒ i r	h a n dʒ i r -	1
4	Undulu	h a ŋː h i r	h a ŋː h i r -	1
5	BelejeGonfoye	a l i	a l i	6
6	Fadashi	a l i	a l i	6
7	Maiyu	a l i	a l i	6
8	Undulu	a l i	a l i	6
9	Fadashi	a l h a m i s	a l h a m i s	13
10	Maiyu	h a m i s	- - h a m i s	13
11	Undulu	a l h a m i s	a l h a m i s	13
12	Fadashi	f i ʃ	f i ʃ	20
13	Maiyu	f i ʃ	f i ʃ	20
14	BelejeGonfoye	s i	s i	24
15	Fadashi	s iː	s iː	24
16	Maiyu	s iː	s iː	24
17	BelejeGonfoye	lː a r e	lː a r e	25
18	Fadashi	θ aː r e	θ aː r e	25
19	Maiyu	θ aː r e	θ aː r e	25
20	BelejeGonfoye	b i e	b i e	41
21	Fadashi	b eː	b eː -	41
22	Undulu	b i e	b i e	41
23	BelejeGonfoye	d o k o l ɛ n e	d o k o l ɛ n e	47
24	Fadashi	ɗ o k o θ a	ɗ o k - - o θ a	47
25	Maiyu	ɗ ɔ k ʔ ɔ θ a	ɗ ɔ k - ʔ ɔ θ a	47
26	Undulu	d u k u θ a	d u k - - u θ a	47
27	BelejeGonfoye	d oː ʃ i	d oː - ʃ i	52
28	Maiyu	d ʊu̯ o ʃ	d ʊu̯ o ʃ -	52
29	Undulu	t oː ʃ	t oː - ʃ -	52
30	BelejeGonfoye	k aː g u	k aː g u	57
31	Fadashi	k aː g u	k aː g u	57
32	Maiyu	k aː g u	k aː g u	57
33	Undulu	g aː g u	g aː g u	57
34	Fadashi	k ʔ a s ʔ i	k ʔ a s ʔ i	64
35	Maiyu	k ʔ ə s ʔ i	k ʔ ə s ʔ i	64
36	BelejeGonfoye	ɗ aː s e	ɗ aː s e	67
37	Fadashi	ɗ aː ʃ e	ɗ aː ʃ e	67
38	Maiyu	ɗ ɛ ʃ i	ɗ ɛ ʃ i	67
39	Undulu	ɗ a ʃ e	ɗ a ʃ e	67
40	Fadashi	d iː d e	d iː d e	80
41	Maiyu	d i ɗ i	d i ɗ i	80
42	BelejeGonfoye	h o s a l e	h o s a l e	84
43	Fadashi	h o ʃ ɛ l e	h o ʃ ɛ l e	84
44	Maiyu	h ɔ ʃ ə l a	h ɔ ʃ ə l a	84
45	Undulu	h o ʃ a l a	h o ʃ a l a	84
46	Fadashi	g a l a s i	g a l a s i	91
47	Maiyu	g ɛ l a s i	g ɛ l a s i	91
48	Undulu	g a l a z i	g a l a z i	91
49	BelejeGonfoye	o l g ɪ n e	o l g ɪ n e	100
50	Fadashi	o l g i ŋ i	o l g i ŋ i	100
51	Maiyu	ɔ l g ɪ ɲ i	ɔ l g ɪ ɲ i	100
52	BelejeGonfoye	k ʔ i d e ɾ e	k ʔ i d e ɾ e	110
53	Fadashi	tʃ ʔ ɪ d ɛ r i	tʃ ʔ ɪ d ɛ r i	110
54	Undulu	dʒ i d ɛ r i	- dʒ i d ɛ r i	110
55	Fadashi	s u k u l i ŋ e	s u k u l i ŋ e	116
56	Undulu	s u k u θ i ŋ e	s u k u θ i ŋ e	116
57	Maiyu	a ŋ	- a ŋ	124
58	Undulu	g a ŋ	g a ŋ	124
59	Fadashi	s uː w a ʔ i	s - uː w a ʔ i	129
60	Maiyu	s ʔ ʊ w i	s ʔ ʊ w - - i	129
61	Fadashi	ɓ ə ɗ i ʔ i	ɓ - ə ɗ i ʔ i	134
62	Maiyu	p ʔ a ɗ i ʔ i	p ʔ a ɗ i ʔ i	134
63	Undulu	ɓ ə ɗ i ʔ e	ɓ - ə ɗ i ʔ e	134
64	Fadashi	a sː e	a sː e	145
65	Maiyu	a sː e	a sː e	145
66	BelejeGonfoye	ɓ u tʃ ʔ i	ɓ - u tʃ ʔ i	149
67	Fadashi	ɓ u s ʔ i	ɓ - u s ʔ i	149
68	Maiyu	p ʔ ʊ s ʔ i	p ʔ ʊ s ʔ i	149
69	Undulu	ɓ u s ʔ i	ɓ - u s ʔ i	149
70	BelejeGonfoye	a ʔ m ɛ n dʒ i	a ʔ m ɛ n dʒ i	154
71	Fadashi	a m a n z i	a - m a n z i	154
72	Maiyu	a m a n z i	a - m a n z i	154
73	Undulu	a m a n z i	a - m a n z i	154
74	Fadashi	ɓ ə ɗ e	ɓ ə ɗ e	161
75	Undulu	ɓ ɛ ɗ e	ɓ ɛ ɗ e	161
76	BelejeGonfoye	m a	m a	165
77	Fadashi	m a	m a	165
78	Maiyu	m a	m a	165
79	BelejeGonfoye	g u n d u	g u n d u	166
80	Fadashi	g u n d i	g u n d i	166
81	Maiyu	g u n d i	g u n d i	166
82	Undulu	g u n d i	g u n d i	166
83	BelejeGonfoye	ɓ uː ɗ e	ɓ uː ɗ e	173
84	Maiyu	ɓ u d a	ɓ u d a	173
85	Undulu	ɓ u ɗ i	ɓ u ɗ i	173
86	BelejeGonfoye	k ʔ a w a	k ʔ a w a -	177
87	Fadashi	k ʔ a f a	k ʔ a f a -	177
88	Maiyu	k ʔ a f a	k ʔ a f a -	177
89	Undulu	k ʔ a f a ŋ	k ʔ a f a ŋ	177
90	Fadashi	k ʔ u r f e	k ʔ u r f e	182
91	Maiyu	k ʔ u r f e	k ʔ u r f e	182
92	Fadashi	b u s ʔ i k e	b u s ʔ i k e	187
93	Maiyu	b ʊ s k ʔ e	b ʊ s k - ʔ e	187
94	Undulu	b ɪ s k ʔ e	b ɪ s k - ʔ e	187
95	BelejeGonfoye	b ɪ mː b i l	b - ɪ mː b - i l	191
96	Fadashi	ɓ ɛ m b ɛ l	ɓ - ɛ m b - ɛ l	191
97	Maiyu	p ʔ ɪ mː p ʔ i l	p ʔ ɪ mː p ʔ i l	191
98	Undulu	ɓ ɪ m ɓ ɪ l	ɓ - ɪ m ɓ - ɪ l	191
99	BelejeGonfoye	mʷ ɔː n e	mʷ ɔː n e	217
100	Fadashi	mː oː n e	mː oː n e	217
101	Maiyu	m uː f a	m uː f a	218
102	Undulu	m uː f o	m uː f o	218
103	Maiyu	k ʊ r s i	- - k ʊ r s i	230
104	Undulu	a l k u r s i	a l k u r s i	230
105	BelejeGonfoye	ɓ i ɓ i o	ɓ - i ɓ - i o	233
106	Fadashi	b i b i y o	b - i b i y o	233
107	Maiyu	p ʔ iː p i o	p ʔ iː p - i o	233
108	Fadashi	m i s e	m i s e -	234
109	Undulu	m ɪ s e ʔ	m ɪ s e ʔ	234
110	BelejeGonfoye	m aː s iː s o	m aː s iː s o	241
111	Fadashi	m aː ʃ o	m aː - - ʃ o	241
112	Maiyu	m aː ʃ ũ	m aː - - ʃ ũ	241
113	Undulu	m ə n ʃ o	m ə n - ʃ o	241
114	Fadashi	o r	o r	247
115	Maiyu	ɔ r	ɔ r	247
116	Undulu	o r	o r	247
117	BelejeGonfoye	a g u r u	a g u r u	251
118	Fadashi	a g uː r u	a g uː r u	251
119	Maiyu	a g uː r u	a g uː r u	251
120	Undulu	a g uː r u	a g uː r u	251
121	Fadashi	m a	m a	263
122	Maiyu	m ə	m ə	263
123	Undulu	m a	m a	263
124	Fadashi	g aː ʃ a	g aː ʃ a	264
125	Maiyu	g aː ʃ a	g aː ʃ a	264
126	Undulu	g aː ʃ a	g aː ʃ a	264
127	Fadashi	aː m i l e	aː m i l e	272
128	Maiyu	a m i l u	a m i l u	272
129	BelejeGonfoye	m i l o ʔ i	- m i l o ʔ i	278
130	Fadashi	a m i l u ʔ a	a m i l u ʔ a	278
131	Maiyu	a m i l o	a m i l - - o	278
132	Undulu	a m i l u ʔ i	a m i l u ʔ i	278
133	BelejeGonfoye	a n tʃ ʔ ɛ r e	- a n tʃ ʔ ɛ r e	283
134	Fadashi	a n s aː r e	- a n - s aː r e	283
135	Maiyu	m a n s ʔ a r e	m a n s ʔ a r e	283
136	BelejeGonfoye	i l o	i l o	296
137	Maiyu	i l e	i l e	296
138	Undulu	i l e	i l e	296
139	Maiyu	ʃ ɛ r	ʃ ɛ r	298
140	Undulu	ʃ e r	ʃ e r	298
141	BelejeGonfoye	k ʔ ɛ tʃ ʔ i a	k ʔ ɛ tʃ ʔ i a	303
142	Fadashi	g a s ʔ i a	g - a s ʔ i a	303
143	Maiyu	g a s ʔ i a	g - a s ʔ i a	303
144	Undulu	g a s ʔ i a	g - a s ʔ i a	303
145	BelejeGonfoye	m uː ʃ e	m uː ʃ e	308
146	Fadashi	m u ʃ e	m u ʃ e	308
147	Maiyu	m u ʃ a	m u ʃ a	308
148	BelejeGonfoye	u w e s i	u w e s i	318
149	Fadashi	f eː s i	- f eː s i	318
150	Maiyu	f e ʃ a	- f e ʃ a	318
151	Undulu	f ɛ ʃ i	- f ɛ ʃ i	318
152	Fadashi	aː m oː s o	aː m oː s o	326
153	Maiyu	a m ɔː z o	a m ɔː z o	326
154	BelejeGonfoye	a m b u d u ɾ o	a m b u d u ɾ o	330
155	Fadashi	a m b u r u	a m b - - u r u	330
156	Maiyu	a m b ʊ d u r	a m b ʊ d u r -	330
157	BelejeGonfoye	k ʔ o l a	k ʔ o l a	341
158	Fadashi	k ʔ o l a	k ʔ o l a	341
159	Maiyu	k ʔ ɔ l a	k ʔ ɔ l a	341
160	Undulu	k ʔ o l a	k ʔ o l a	341
161	BelejeGonfoye	h oː h o l o	h oː h o l o	346
162	Fadashi	h o l u	h o - - l u	346
163	Maiyu	h u h u l u	h u h u l u	346
164	Undulu	h oː h o l u	h oː h o l u	346
165	BelejeGonfoye	m e t ɪ k eː	m e t ɪ k eː	351
166	Fadashi	m ɛ d e g e	m ɛ d e g e	351
167	Maiyu	f i l	- - f i l	353
168	Undulu	a l f i l	a l f i l	353
169	BelejeGonfoye	k oː ɗ e	k oː ɗ e	358
170	Fadashi	k oː ɗ e	k oː ɗ e	358
171	BelejeGonfoye	a r e	a r e	369
172	Fadashi	a r e	a r e	369
173	Maiyu	a r e	a r e	369
174	Fadashi	a r e ʔ o l o	a r e ʔ o l o	370
175	Undulu	a r o ʔ o l o	a r o ʔ o l o	370
176	BelejeGonfoye	m b a	m - b a	375
177	Maiyu	m aː b a	m aː b a	375
178	BelejeGonfoye	ɓ ə l i	ɓ - ə l i	376
179	Fadashi	ɓ a l i	ɓ - a l i	376
180	Maiyu	p ʔ aː l i	p ʔ aː l i	376
181	Undulu	ɓ ɛ l i	ɓ - ɛ l i	376
182	Fadashi	n d a	n d a	377
183	Undulu	n d a	n d a	377
184	Fadashi	m ə k ʔ o ʃ	m ə k ʔ o ʃ	385
185	Maiyu	m ə k ʔ ɔ ʃ	m ə k ʔ ɔ ʃ	385
186	Undulu	m o k ʔ o ʃ	m o k ʔ o ʃ	385
187	Fadashi	a bː a	a bː - - - a	390
188	Maiyu	a bː a	a bː - - - a	390
189	Undulu	aː b a i y o	aː b a i y o	390
190	Maiyu	a g o ŋ g o r	a g o ŋ g o r	396
191	Undulu	a g o ŋ h o r	a g o ŋ h o r	396
192	BelejeGonfoye	n ə g u	n ə g u	399
193	Fadashi	n ɛ g u	n ɛ g u	399
194	Fadashi	b ə d e	b ə d e	405
195	Maiyu	b ə d a	b ə d a	405
196	Undulu	b ə d e	b ə d e	405
197	Fadashi	e ʔ a f iː ŋ a	e ʔ a f iː ŋ a	419
198	Maiyu	a f iː ŋ a	- - a f iː ŋ a	419
199	Undulu	a f iː ɲ a	- - a f iː ɲ a	419
200	Fadashi	h aː ɓ u	- h aː ɓ - u	424
201	Maiyu	a h a p ʔ u	a h a p ʔ u	424
202	Fadashi	b o ŋ o ʃ	b o ŋ - o ʃ	429
203	Maiyu	b ɔ ɲ ɔ ʃ	b ɔ ɲ - ɔ ʃ	429
204	Undulu	b o ŋ k o ʃ	b o ŋ k o ʃ	429
205	BelejeGonfoye	n d ɛ nː e	n d ɛ nː e	438
206	Fadashi	n d ɛ n e	n d ɛ n e	438
207	Undulu	n d ɪ n e	n d ɪ n e	438
208	BelejeGonfoye	g e r a	g e r a	443
209	Fadashi	g ɛː r a	g ɛː r a	443
210	Maiyu	g eː r a	g eː r a	443
211	Undulu	g ɛː r e	g ɛː r e	443
212	Fadashi	s ʔ a k ʔ a	s ʔ a k ʔ a	449
213	Maiyu	s ʔ a k ʔ a	s ʔ a k ʔ a	449
214	Undulu	s ʔ a k ʔ a	s ʔ a k ʔ a	449
