ID	DOCULECT	TOKENS	ALIGNMENT	COGID
1	Fadashi	f i ʃ	f i ʃ	20
2	Maiyu	f i ʃ	f i ʃ	20
3	BelejeGonfoye	d oː ʃ i	d oː - ʃ i	52
4	Maiyu	d ʊu̯ o ʃ	d ʊu̯ o ʃ -	52
5	Undulu	t oː ʃ	t oː - ʃ -	52
6	Fadashi	k ʔ a s ʔ i	k ʔ a s ʔ i	64
7	Maiyu	k ʔ ə s ʔ i	k ʔ ə s ʔ i	64
8	Fadashi	d iː d e	d iː d e	80
9	Maiyu	d i ɗ i	d i ɗ i	80
10	Fadashi	g a l a s i	g a l a s i	91
11	Maiyu	g ɛ l a s i	g ɛ l a s i	91
12	Undulu	g a l a z i	g a l a z i	91
13	BelejeGonfoye	o l g ɪ n e	o l g ɪ n e	100
14	Fadashi	o l g i ŋ i	o l g i ŋ i	100
15	Maiyu	ɔ l g ɪ ɲ i	ɔ l g ɪ ɲ i	100
16	BelejeGonfoye	k ʔ i d e ɾ e	k ʔ i d e ɾ e	110
17	Fadashi	tʃ ʔ ɪ d ɛ r i	tʃ ʔ ɪ d ɛ r i	110
18	Undulu	dʒ i d ɛ r i	- dʒ i d ɛ r i	110
19	Fadashi	s u k u l i ŋ e	s u k u l i ŋ e	116
20	Undulu	s u k u θ i ŋ e	s u k u θ i ŋ e	116
21	Maiyu	a ŋ	- a ŋ	124
22	Undulu	g a ŋ	g a ŋ	124
23	Fadashi	s uː w a ʔ i	s - uː w a ʔ i	129
24	Maiyu	s ʔ ʊ w i	s ʔ ʊ w - - i	129
25	Fadashi	a sː e	a sː e	145
26	Maiyu	a sː e	a sː e	145
27	Fadashi	ɓ ə ɗ e	ɓ ə ɗ e	161
28	Undulu	ɓ ɛ ɗ e	ɓ ɛ ɗ e	161
29	BelejeGonfoye	m a	m a	165
30	Fadashi	m a	m a	165
31	Maiyu	m a	m a	165
32	BelejeGonfoye	ɓ uː ɗ e	ɓ uː ɗ e	173
33	Maiyu	ɓ u d a	ɓ u d a	173
34	Undulu	ɓ u ɗ i	ɓ u ɗ i	173
35	Fadashi	k ʔ u r f e	k ʔ u r f e	182
36	Maiyu	k ʔ u r f e	k ʔ u r f e	182
37	BelejeGonfoye	mʷ ɔː n e	mʷ ɔː n e	217
38	Fadashi	mː oː n e	mː oː n e	217
39	Maiyu	m uː f a	m uː f a	218
40	Undulu	m uː f o	m uː f o	218
41	Maiyu	k ʊ r s i	- - k ʊ r s i	230
42	Undulu	a l k u r s i	a l k u r s i	230
43	Fadashi	m i s e	m i s e -	234
44	Undulu	m ɪ s e ʔ	m ɪ s e ʔ	234
45	Fadashi	o r	o r	247
46	Maiyu	ɔ r	ɔ r	247
47	Undulu	o r	o r	247
48	Fadashi	m a	m a	263
49	Maiyu	m ə	m ə	263
50	Undulu	m a	m a	263
51	Fadashi	g aː ʃ a	g aː ʃ a	264
52	Maiyu	g aː ʃ a	g aː ʃ a	264
53	Undulu	g aː ʃ a	g aː ʃ a	264
54	Fadashi	aː m i l e	aː m i l e	272
55	Maiyu	a m i l u	a m i l u	272
56	BelejeGonfoye	a n tʃ ʔ ɛ r e	- a n tʃ ʔ ɛ r e	283
57	Fadashi	a n s aː r e	- a n - s aː r e	283
58	Maiyu	m a n s ʔ a r e	m a n s ʔ a r e	283
59	BelejeGonfoye	i l o	i l o	296
60	Maiyu	i l e	i l e	296
61	Undulu	i l e	i l e	296
62	Maiyu	ʃ ɛ r	ʃ ɛ r	298
63	Undulu	ʃ e r	ʃ e r	298
64	BelejeGonfoye	m uː ʃ e	m uː ʃ e	308
65	Fadashi	m u ʃ e	m u ʃ e	308
66	Maiyu	m u ʃ a	m u ʃ a	308
