ID	DOCULECT	TOKENS	ALIGNMENT	COGID
1	BelejeGonfoye	h a ɲ g ɪ r i	h a ɲ g ɪ r i	1
2	Fadashi	h a ɳ dʒ i r	h a ɳ dʒ i r -	1
3	Maiyu	h a n dʒ i r	h a n dʒ i r -	1
4	Undulu	h a ŋː h i r	h a ŋː h i r -	1
5	BelejeGonfoye	a l i	a l i	6
6	Fadashi	a l i	a l i	6
7	Maiyu	a l i	a l i	6
8	Undulu	a l i	a l i	6
9	Fadashi	a l h a m i s	a l h a m i s	13
10	Maiyu	h a m i s	- - h a m i s	13
11	Undulu	a l h a m i s	a l h a m i s	13
12	Fadashi	f i ʃ	f i ʃ	20
13	Maiyu	f i ʃ	f i ʃ	20
14	BelejeGonfoye	s i	s i	24
15	Fadashi	s iː	s iː	24
16	Maiyu	s iː	s iː	24
17	BelejeGonfoye	lː a r e	lː a r e	25
18	Fadashi	θ aː r e	θ aː r e	25
19	Maiyu	θ aː r e	θ aː r e	25
20	BelejeGonfoye	b i e	b i e	41
21	Fadashi	b eː	b eː -	41
22	Undulu	b i e	b i e	41
23	BelejeGonfoye	d oː ʃ i	d oː - ʃ i	52
24	Maiyu	d ʊu̯ o ʃ	d ʊu̯ o ʃ -	52
25	Undulu	t oː ʃ	t oː - ʃ -	52
26	Fadashi	k ʔ a s ʔ i	k ʔ a s ʔ i	64
27	Maiyu	k ʔ ə s ʔ i	k ʔ ə s ʔ i	64
28	Fadashi	d iː d e	d iː d e	80
29	Maiyu	d i ɗ i	d i ɗ i	80
30	Fadashi	g a l a s i	g a l a s i	91
31	Maiyu	g ɛ l a s i	g ɛ l a s i	91
32	Undulu	g a l a z i	g a l a z i	91
33	BelejeGonfoye	o l g ɪ n e	o l g ɪ n e	100
34	Fadashi	o l g i ŋ i	o l g i ŋ i	100
35	Maiyu	ɔ l g ɪ ɲ i	ɔ l g ɪ ɲ i	100
36	BelejeGonfoye	k ʔ i d e ɾ e	k ʔ i d e ɾ e	110
37	Fadashi	tʃ ʔ ɪ d ɛ r i	tʃ ʔ ɪ d ɛ r i	110
38	Undulu	dʒ i d ɛ r i	- dʒ i d ɛ r i	110
39	Fadashi	s u k u l i ŋ e	s u k u l i ŋ e	116
40	Undulu	s u k u θ i ŋ e	s u k u θ i ŋ e	116
41	Maiyu	a ŋ	- a ŋ	124
42	Undulu	g a ŋ	g a ŋ	124
43	Fadashi	s uː w a ʔ i	s - uː w a ʔ i	129
44	Maiyu	s ʔ ʊ w i	s ʔ ʊ w - - i	129
45	Fadashi	ɓ ə ɗ i ʔ i	ɓ - ə ɗ i ʔ i	134
46	Maiyu	p ʔ a ɗ i ʔ i	p ʔ a ɗ i ʔ i	134
47	Undulu	ɓ ə ɗ i ʔ e	ɓ - ə ɗ i ʔ e	134
48	Fadashi	a sː e	a sː e	145
49	Maiyu	a sː e	a sː e	145
50	BelejeGonfoye	a ʔ m ɛ n dʒ i	a ʔ m ɛ n dʒ i	154
51	Fadashi	a m a n z i	a - m a n z i	154
52	Maiyu	a m a n z i	a - m a n z i	154
53	Undulu	a m a n z i	a - m a n z i	154
54	Fadashi	ɓ ə ɗ e	ɓ ə ɗ e	161
55	Undulu	ɓ ɛ ɗ e	ɓ ɛ ɗ e	161
56	BelejeGonfoye	m a	m a	165
57	Fadashi	m a	m a	165
58	Maiyu	m a	m a	165
59	BelejeGonfoye	ɓ uː ɗ e	ɓ uː ɗ e	173
60	Maiyu	ɓ u d a	ɓ u d a	173
61	Undulu	ɓ u ɗ i	ɓ u ɗ i	173
62	Fadashi	k ʔ u r f e	k ʔ u r f e	182
63	Maiyu	k ʔ u r f e	k ʔ u r f e	182
64	Fadashi	b u s ʔ i k e	b u s ʔ i k e	187
65	Maiyu	b ʊ s k ʔ e	b ʊ s k - ʔ e	187
66	Undulu	b ɪ s k ʔ e	b ɪ s k - ʔ e	187
67	BelejeGonfoye	b ɪ mː b i l	b - ɪ mː b - i l	191
68	Fadashi	ɓ ɛ m b ɛ l	ɓ - ɛ m b - ɛ l	191
69	Maiyu	p ʔ ɪ mː p ʔ i l	p ʔ ɪ mː p ʔ i l	191
70	Undulu	ɓ ɪ m ɓ ɪ l	ɓ - ɪ m ɓ - ɪ l	191
71	BelejeGonfoye	mʷ ɔː n e	mʷ ɔː n e	217
72	Fadashi	mː oː n e	mː oː n e	217
73	Maiyu	m uː f a	m uː f a	218
74	Undulu	m uː f o	m uː f o	218
75	Maiyu	k ʊ r s i	- - k ʊ r s i	230
76	Undulu	a l k u r s i	a l k u r s i	230
77	BelejeGonfoye	ɓ i ɓ i o	ɓ - i ɓ - i o	233
78	Fadashi	b i b i y o	b - i b i y o	233
79	Maiyu	p ʔ iː p i o	p ʔ iː p - i o	233
80	Fadashi	m i s e	m i s e -	234
81	Undulu	m ɪ s e ʔ	m ɪ s e ʔ	234
82	BelejeGonfoye	m aː s iː s o	m aː s iː s o	241
83	Fadashi	m aː ʃ o	m aː - - ʃ o	241
84	Maiyu	m aː ʃ ũ	m aː - - ʃ ũ	241
85	Undulu	m ə n ʃ o	m ə n - ʃ o	241
86	Fadashi	o r	o r	247
87	Maiyu	ɔ r	ɔ r	247
88	Undulu	o r	o r	247
89	BelejeGonfoye	a g u r u	a g u r u	251
90	Fadashi	a g uː r u	a g uː r u	251
91	Maiyu	a g uː r u	a g uː r u	251
92	Undulu	a g uː r u	a g uː r u	251
93	Fadashi	m a	m a	263
94	Maiyu	m ə	m ə	263
95	Undulu	m a	m a	263
96	Fadashi	g aː ʃ a	g aː ʃ a	264
97	Maiyu	g aː ʃ a	g aː ʃ a	264
98	Undulu	g aː ʃ a	g aː ʃ a	264
99	Fadashi	aː m i l e	aː m i l e	272
100	Maiyu	a m i l u	a m i l u	272
101	BelejeGonfoye	m i l o ʔ i	- m i l o ʔ i	278
102	Fadashi	a m i l u ʔ a	a m i l u ʔ a	278
103	Maiyu	a m i l o	a m i l - - o	278
104	Undulu	a m i l u ʔ i	a m i l u ʔ i	278
105	BelejeGonfoye	a n tʃ ʔ ɛ r e	- a n tʃ ʔ ɛ r e	283
106	Fadashi	a n s aː r e	- a n - s aː r e	283
107	Maiyu	m a n s ʔ a r e	m a n s ʔ a r e	283
108	BelejeGonfoye	i l o	i l o	296
109	Maiyu	i l e	i l e	296
110	Undulu	i l e	i l e	296
111	Maiyu	ʃ ɛ r	ʃ ɛ r	298
112	Undulu	ʃ e r	ʃ e r	298
113	BelejeGonfoye	m uː ʃ e	m uː ʃ e	308
114	Fadashi	m u ʃ e	m u ʃ e	308
115	Maiyu	m u ʃ a	m u ʃ a	308
116	BelejeGonfoye	u w e s i	u w e s i	318
117	Fadashi	f eː s i	- f eː s i	318
118	Maiyu	f e ʃ a	- f e ʃ a	318
119	Undulu	f ɛ ʃ i	- f ɛ ʃ i	318
120	Fadashi	aː m oː s o	aː m oː s o	326
121	Maiyu	a m ɔː z o	a m ɔː z o	326
122	BelejeGonfoye	a m b u d u ɾ o	a m b u d u ɾ o	330
123	Fadashi	a m b u r u	a m b - - u r u	330
124	Maiyu	a m b ʊ d u r	a m b ʊ d u r -	330
125	BelejeGonfoye	m e t ɪ k eː	m e t ɪ k eː	351
126	Fadashi	m ɛ d e g e	m ɛ d e g e	351
127	Maiyu	f i l	- - f i l	353
128	Undulu	a l f i l	a l f i l	353
129	BelejeGonfoye	k oː ɗ e	k oː ɗ e	358
130	Fadashi	k oː ɗ e	k oː ɗ e	358
131	BelejeGonfoye	a r e	a r e	369
132	Fadashi	a r e	a r e	369
133	Maiyu	a r e	a r e	369
134	Fadashi	a r e ʔ o l o	a r e ʔ o l o	370
135	Undulu	a r o ʔ o l o	a r o ʔ o l o	370
136	BelejeGonfoye	m b a	m - b a	375
137	Maiyu	m aː b a	m aː b a	375
138	Fadashi	n d a	n d a	377
139	Undulu	n d a	n d a	377
140	Fadashi	m ə k ʔ o ʃ	m ə k ʔ o ʃ	385
141	Maiyu	m ə k ʔ ɔ ʃ	m ə k ʔ ɔ ʃ	385
142	Undulu	m o k ʔ o ʃ	m o k ʔ o ʃ	385
143	Fadashi	a bː a	a bː - - - a	390
144	Maiyu	a bː a	a bː - - - a	390
145	Undulu	aː b a i y o	aː b a i y o	390
146	Maiyu	a g o ŋ g o r	a g o ŋ g o r	396
147	Undulu	a g o ŋ h o r	a g o ŋ h o r	396
148	BelejeGonfoye	n ə g u	n ə g u	399
149	Fadashi	n ɛ g u	n ɛ g u	399
150	Fadashi	b ə d e	b ə d e	405
151	Maiyu	b ə d a	b ə d a	405
152	Undulu	b ə d e	b ə d e	405
153	Fadashi	e ʔ a f iː ŋ a	e ʔ a f iː ŋ a	419
154	Maiyu	a f iː ŋ a	- - a f iː ŋ a	419
155	Undulu	a f iː ɲ a	- - a f iː ɲ a	419
156	Fadashi	h aː ɓ u	- h aː ɓ - u	424
157	Maiyu	a h a p ʔ u	a h a p ʔ u	424
158	Fadashi	b o ŋ o ʃ	b o ŋ - o ʃ	429
159	Maiyu	b ɔ ɲ ɔ ʃ	b ɔ ɲ - ɔ ʃ	429
160	Undulu	b o ŋ k o ʃ	b o ŋ k o ʃ	429
161	BelejeGonfoye	n d ɛ nː e	n d ɛ nː e	438
162	Fadashi	n d ɛ n e	n d ɛ n e	438
163	Undulu	n d ɪ n e	n d ɪ n e	438
164	Fadashi	s ʔ a k ʔ a	s ʔ a k ʔ a	449
165	Maiyu	s ʔ a k ʔ a	s ʔ a k ʔ a	449
166	Undulu	s ʔ a k ʔ a	s ʔ a k ʔ a	449
167	BelejeGonfoye	a s ʔ i s ʔ e	a s ʔ i s ʔ e	458
168	Fadashi	a s ʔ i s ʔ i	a s ʔ i s ʔ i	458
169	Maiyu	a s ʔ i s ʔ i	a s ʔ i s ʔ i	458
170	Undulu	a s ʔ i s ʔ i	a s ʔ i s ʔ i	458
171	BelejeGonfoye	ɪ nː e	- ɪ nː e	473
172	Fadashi	ɲ i n e	ɲ i n e	473
173	Maiyu	ɲ i n e	ɲ i n e	473
174	Undulu	ɪ nː e	- ɪ nː e	473
175	Fadashi	θ oː ʔ i	θ oː ʔ - i -	485
176	Undulu	θ oː ʔ i y u	θ oː ʔ i y u	485
177	Fadashi	b o n e	b o n e	491
178	Maiyu	b ə n a	b ə n a	491
179	BelejeGonfoye	s u l ɲ e r o	s u l ɲ e r o	495
180	Maiyu	ʃ u l	ʃ u - - - l -	495
181	Undulu	ʃ u l	ʃ u - - - l -	495
182	Maiyu	ɲ ɛː r a	ɲ ɛː r a	497
183	Undulu	ɲ e r a	ɲ e r a	497
184	Fadashi	f a r a d a	f a r a d a	518
185	Maiyu	f ə r a d a	f ə r a d a	518
186	Fadashi	h a g a	h a g a	519
187	Undulu	h a g a	h a g a	519
188	Fadashi	m o f a	m o f a	520
189	Undulu	m o f a	m o f a	520
190	BelejeGonfoye	h o ɾ e	h o ɾ e	525
191	Undulu	h oː r e	h oː r e	525
192	Fadashi	g uː ɗ ɛ	g uː ɗ ɛ	526
193	Maiyu	g ʊ d a	g ʊ d a	526
194	Fadashi	m ə r i ɛ n e	m ə r i ɛ n e	531
195	Undulu	m ə r i ɛ n e	m ə r i ɛ n e	531
196	BelejeGonfoye	k ʔ eː t e	k ʔ eː t e	536
197	Fadashi	k eː d e	k - eː d e	536
198	Maiyu	k ʔ eː d a	k ʔ eː d a	536
199	Fadashi	s oː s o ʔ	s oː s o ʔ	542
200	Maiyu	s ɔ s ɔ ʔ	s ɔ s ɔ ʔ	542
201	Undulu	z o z o	z o z o -	542
202	BelejeGonfoye	h a n d u	h a n d - - u	556
203	Fadashi	h a n d u ŋ u	h a n d u ŋ u	556
204	Maiyu	h a n d u ŋ u	h a n d u ŋ u	556
205	Undulu	h a n d u ŋ u	h a n d u ŋ u	556
206	Fadashi	m u l h i	m u l h i	558
207	Maiyu	m u l h i	m u l h i	558
208	Undulu	m u l h i	m u l h i	558
209	Fadashi	a n f a n f o r o s ʔ	a n f a n f o r o s ʔ	566
210	Maiyu	a f a ɲ f a r a s ʔ	a - f a ɲ f a r a s ʔ	566
211	Undulu	aː w a w o r e s ʔ	aː - w a - w o r e s ʔ	566
212	BelejeGonfoye	o ʔ o ɲ e	o ʔ o ɲ e	582
213	Fadashi	o ʔ o ŋ	o ʔ o ŋ -	582
214	Maiyu	ʊ ʔ u ŋ	ʊ ʔ u ŋ -	582
215	Undulu	u q u ɲ	u q u ɲ -	582
216	Maiyu	a dː ɛ w a	a dː ɛ w a	589
