COGID	Amharic	Argobba	Chaha	Endegagn	Ezha	Geez	Gumer	Gura	Gyeto	Harari	Inor	Kistane	Mesqan	Muher	Silte	Tigre	Tigrigna	Wolane	Zway
580															ʔ ɨ nː ə				ʔ ɨ n a tʃː u
175						ħ ə r g ə s				ħ aː s							ħ a r g ə s		
389						t ə s ʕ ə tː u										s ɨ ʕ	t ɨ ʃ ə ʕ a t ə		
343			kʼ ə ʃ ə		k ə ʃ ə		k j ə ʃ ə	kʼ ə ʃ ə		kʼ o s a									
445	h a b t a m	d ə m a m															h a b t a m		
483																r ə ʔ a	r ə ʔ a j ə		
600	w ɨ h a	ʔ a h o w a																	
321																t u	n a t u		
155	w ɨ ʃː a	w ɨ ʃ a										w ɨ sː a							
658						ʔ əi̯ n u				ʔ aːi̯						ʔ a j a	ʔ a jː ə n	ʔ ai̯ n e	
337		kʼ ɨ l tʼ ɨ m								kʼ u l tʼ u m									
132										w a z ə n a					w ə z ə n ə				
627															ʔ a w dʒ e			ʔ a w dʒ e	ʔ a w dʒ i
390						j ɨ ʔ ə z e										ʔ a z e	ħ ɨ z i		
603		w ə kʼ t								w a kʼ t i					w ə kʼ t	w ə kʼ ɨ d			
471										ʔ uː g a					ʔ u n g a			ʔ u n dʒ ə	ʔ uː n dʒ ə
613						g e s ə m				g i ʃ					g eː s			g eː s	g eː s
660						m ɨ s l ə										m ɨ s	m ɨ s		
667												d ə x ə					n ɨ s ɨ x a		
604		h u m a				j o m										j o m			
493	ʔ ɨ h u d					ʔ ɨ ħ u d				ʔ a l ħ a d									
463				b ə ʔ ə d							b ə ʔ ə d								
391							m ɨ s	m ɨ s				m ɨ s	m ɨ s	m ɨ s					
606			ʔ ə g a		ʔ ə g a			ʔ ə g a	ʔ ə g a										
84										b a ʔ a r a				b o r a					
114	d ə bː ə kʼ ə					d ə b ə kʼ ə													
502				d a s								d ə r s	d ə r s	d ə rː ɨ s			d ə r f i		
523															ʃ ɨ b ə t			ʃ ɨ b ə t	ʃ i b ai̯
501			m a t ə g a	ʔ ɨ mː a t ə g	ʔ ɨ mː a t i n g i			h ɨ m ə g a								ʔ ɨ b h a m g ə m			
253		ʔ ɨ n dʒ e d e l o																	dʒ eː d aː l ə
506						m ə n b ə r				w ə m b ə r		w ə n b ə r					m ə n b ə r		
462				m e j a					m ə j a		m e ʔ a	m o tʃʼ ə							
20				g ə m b ə n ə	g ə m b ə nː a						g ə m b ə n a								g ə m b ə l o
452	ʔ ɨ s w a	k ɨ sː a													ʔ i ʃ a		n ɨ sː a	ʔ ɨ ʃ ə	
447	tʃʼ ə w	tʃ ə w				s e w										s e w e	tʃʼ ə w		
35										tʼ əi̯					tʼ e m			t ɨ m	
58																		dʒ ə b ə	dʒ ə b a
566										r o g i					r a n dʒ i			r a n dʒ i	
477															d u r e sː ə			d u r e sː ə	
70		n ə fː ə r a				n ə f ə r ə										ħ a f ə n a			
291	d o r o	d o r o				d o r h o										d ə r h o	d ə r h o		
510							w e g		w ə j ə g							w ə t ə r			
222					f ə dʒː ə m	f ə sː ə m ə								f ə dʒː ə m					
513										ʔ uː n					ʔ uː n			ʔ u n	
435													ʔ ɨ n kʼ a tʃː e		ʔ ɨ n kʼ a tʃː ə			ʔ ɨ n kʼ a tʃː e	
13		m ə kː a tʃː a	m ə t a g ə tʃ a																
151	ʔ a l ə kʼː ə s ə	l ə kʼː ə s ə																	
26						ʕ ə bː i										ʕ a b a j i			
347						ʔ ɨ fː o										ʔ a f o			
413	g ə n f o	g ɨ n f o										g ə n f o					g ə n f o		
246	ʔ a r b					ʕ a r b											ʕ a r b i		
485	tʃʼ ɨ s	tʃ i s																	
259						kʼ w ə r n ə n ə ʕ a t				ʔ a n kʼ u r aː r a ħ									
