COGID	Amharic	Argobba	Chaha	Endegagn	Ezha	Geez	Gumer	Gura	Gyeto	Harari	Inor	Kistane	Mesqan	Muher	Silte	Tigre	Tigrigna	Wolane	Zway
61-1	d ə m																		
63-1	ʔ mː tʼ ɨ ɲː																		
107-1	g a j ə t a																		
112-1	d t mː ə n a																		
331-1	ʔ ɨ g u s																		
377-1	b ə kʼ lː tʼ r																		
381-1	ʔ a h h																		
417-1	ʔ dʒ																		
451-1	s e bː fː tsʼ																		
454-1	ʔ a tʃʼ ɨ r																		
484-1	tʃʼ ħ ʃː ɨ bː ʃː																		
535-1	ʔ fː ɲ tʃː r																		
543-1	s e s ʃː dʒ																		
593-1	ʔ a tʃ lː s																		
640-1	ʔ ə fː																		
1-1	d ə rː ə r ə																		
65-1	tʼ lː b																		
212-1	ʔ t n																		
244-1	ʔ a r b aː ʃː																		
248-1	ʔ e tʃʼ u																		
293-1	s ə r ə s																		
373-1	ʔ tʃː mː ɲ dʒ																		
408-1	b ə r r r																		
414-1	d u bː a əi̯ e bː a																		
601-1	ʔ ə rː u nː																		
642-1	ʔ tʃː bː kʼ s																		
60-1	ʔ ə s ə s ə																		
115-1	ʔ t r a																		
209-1	ʔ tʃː nː tʃː ʃː																		
242-1	ʔ t z tʃː ʃː ʃː																		
415-1	j ɨ bː a b																		
450-1	s ə r o																		
490-1	tʼ ə bː e																		
638-1	ʔ ə r ɨ ai̯																		
645-1	ʔ kʼ lː																		
160-1	ʔ ə rː ə kʼ																		
208-1	ʔ fː n tʃː tʃ fː bː																		
214-1	ʔ a b t																		
378-1	ʔ a n g ə ʃː																		
379-1	tʃʼ e ʃː ɨ tʼ																		
409-1	ʔ t tʃʼ ə r o																		
598-1	ʔ e t ɨ																		
646-1	ʔ t ɲː tʼ																		
210-1	ʔ ə s w nː u																		
215-1	ʔ ʃː ʃː b e ʃː																		
285-1	ʔ əi̯ tʼ mː d																		
332-1	ʔ ɨ kʼ r r																		
380-1	ʔ ə ʃː tʃʼ ɲː																		
412-1	s kʼ ʃː ə n																		
64-1	ʔ a ʔ o																		
67-1	ʔ ə rː																		
251-1	tʼ ɨ kʼ ɨ																		
294-1	w ə fː ħ kʼ																		
597-1	ʔ mː fː e fː ə ɲː																		
7-1	ʔ a tː jː a																		
158-1	kʼ ə m ɨ tʃʼ																		
372-1	s ə n s ə r																		
374-1	tʃʼ e ʃː ə ɲː ai̯																		
375-1	s ə b																		
411-1	ʔ ə r r s																		
541-1	ʔ ə u ɨ dʒ																		
6-1	s ə bː ʃː a a																		
113-1	b oi̯ n a																		
330-1	kʼ ə bː d																		
448-1	tʼ ə t a ui̯ d ə n bː ə ɲː																		
449-1	ʔ fː tʃʼ ə																		
491-1	ʔ ɨ n ɲ ə t																		
596-1	ʔ ə s ə																		
4-1	j fː ʃː tʃʼ ə																		
8-1	s e bː ə t ai̯																		
106-1	ʔ ə dʒ dʒ																		
290-1	ʔ a ui̯ e ʃː ə																		
489-1	ʔ s rː fː tʃ fː a																		
602-1	j ə n																		
2-1	ʔ a r u																		
3-1	ʔ bː rː ə																		
213-1	ʔ n r ɨ ʃː ɨ																		
486-1	ʔ e s ə s ə																		
647-1	tʼ ə h mː ʃː t																		
10-1	tʼ ɨ ʃː r																		
110-1	ʔ ɨ r a																		
152-1	ʔ a ɲː o																		
211-1	ʔ ə tʃʼ ə t																		
328-1	s ə s ə b ə																		
333-1	ʔ ɨ s ɨ r																		
334-1	ʔ a ɲː b ə ʃː a																		
410-1	ʔ a rː o																		
540-1	ʔ t t a																		
109-1	ʔ ai̯ n tʃʼ ə																		
153-1	w ə sː ə ʃː e n																		
250-1	tʃʼ ə ɲː																		
289-1	ʔ ɨ bː i																		
326-1	ʔ ə o																		
594-1	j a dʒ																		
154-1	ʔ ə rː ə s ə																		
245-1	s ə s ə bː ə																		
247-1	ʔ ɨ n f ɲ r o r b t																		
286-1	tʃʼ ə g ə r o																		
643-1	g a l																		
62-1	s ə s a																		
288-1	ʔ ɨ kʼː t s																		
416-1	tʼ kʼ ɨ ɨ h																		
5-1	g ə bː ə																		
61-2		d ə m a																	
