COGID	dutch	english	french	german
1469-1	z ɑ n t			
2047-1	z ɔ n			
2054-1	d ɔ n t ə r			
1375-1	l ɪ x			
760-1	w ɪ n t			
756-1	s n eː			
726-1	m ɔ d ə r			
1351-1	x r ɑ ŋ + ə aː t ə r r			
1353-1	x r ɑ n + m ɔ d ə r			
412-1	v w eː x r ə + f ɑ t ə r			
406-1	s oː ɛɪ ɣ r r ʉ m ɔ t ə r			
1005-1	s t ɛ p p ɑ t ə r			
1012-1	s t ɪ p ə m ɔ d ə r			
1016-1	w ɪ d w ə r			
1069-1	l x			
509-1	v ɑ l ə			
693-1	m uː l l			
2179-1	n eː s t			
1753-1	v ɪ s x			
1131-1	w ɔ l f			
1198-1	b aː r t			
2032-1	h ɔ r			
2241-1	n øː z			
2244-1	l ɪ p			
610-1	k oː iː l			
945-1	h ɛ t			
1534-1	l iː k ə			
384-1	z oː ɣ ə			
1650-1	n ɔ t			
1663-1	s ɑ l t			
2279-1	l ɛɪ n ə			
471-1	z oː ə			
1385-1	z ɛɪ t			
792-1	k ɔ k			
1111-1	m ɑ s t			
197-1	z ɛɪ d ə			
2020-1	l ɑ ŋ			
867-1	h ɔ n d ə r t			
1970-1	v l l			
1230-1	d r eː ŋ			
2017-1	n ɛɪ iː			
968-1	w ɛ l t			
1674-1	l ɑ n t			
1671-1	h øː l ə l			
829-1	k l ɪ p			
1025-1	w ɑ t ə r			
1027-1	z ɛɪ			
1832-1	r ɔ w			
-1816-1	ɔ t ə oː			
-335-1	l ɑ ɣ s n			
1043-1	s t r ɔ m			
423-1	s t eː n			
2049-1	m ɔ n t			
2062-1	s t ɔ m m			
2065-1	r aː n ə + b oː ɔ d ə			
1368-1	s ɑ t ə			
1365-1	d uː r			
754-1	r aː n ə			
768-1	w ɛ d ə r			
1211-1	v ɪ ə r			
106-1	m ɑ n			
-98-1	b aː b iː			
719-1	v ɑ d ə r			
1341-1	z oː n			
-2027-1	d ɑ n t			
-2026-1	n eː p ə x			
409-1	z oː p ɣ ə r + ɣ oː n			
402-1	d oː x ɣ r r ʉ n ɔ x ts ə			
1014-1	s t ɛ p + d ɑ ɑ t ə			
1059-1	w iː			
120-1	s t ɑ l			
2183-1	s t iː r			
2194-1	ɔ k s			
2199-1	k ɑ l f			
2197-1	s oː p			
1523-1	s ɛɪ			
1521-1	b ɔ k			
512-1	m ɑ r			
2141-1	h uː n			
2147-1	x ɑ n t			
814-1	k r eː			
810-1	d øː b ə			
1755-1	h ɔ n t			
1758-1	m uː s			
1760-1	r ɑ t			
1620-1	v ɪ n			
1282-1	w aː l			
1136-1	v ɔ k s			
1309-1	l uː s			
1307-1	n eː t ə			
1305-1	v l iː			
711-1	w ɛ s p			
1442-1	v l iː ɣ			
62-1	m ʉ x			
-73-1	m ɔ s k eː t			
1810-1	h oː d			
1805-1	v l eː s x			
1813-1	h aː r r			
1811-1	b l oː t			
690-1	r ʉ p			
2177-1	h oː p			
246-1	ɛɪ ɣ + r + b r ɑu			
1469-2		s æ n d		
2047-2		s ʌ n		
2054-2		d aʊ n d ə r		
1375-2		l ɪ əʊ t		
760-2		w aɪ n d		
756-2		s n iː		
726-2		m aʊ t ə r		
1351-2		ɡ r ɛ t f f iː d ə r		
1353-2		ɡ r ɛ m ŋ m ʌ t ə r		
412-2		s w ɪ n r æ d ə		
406-2		s uː ɪ n + m əʊ m ə		
1005-2		s t + p aʊ f ɔ ə		
1012-2		s t ɪ p + m ʌ t ə r		
1016-2		w iː d w		
1069-2		aɪ k		
509-2		f ɪ l		
693-2		m ɔ l +		
2179-2		n ɛ s t		
1753-2		f aɪ s		
1131-2		w ɔ l v		
1198-2		b ɔː r ɪ		
2032-2		h ɑː r n		
2241-2		n ɔ s		
2244-2		l ɪ p		
610-2		k iː n		
945-2		h æ r		
1534-2		l ɪ k		
384-2		s w t		
1650-2		n ʌ t		
1663-2		s æ l		
2279-2		l aɪ n		
471-2		s ɪ		
1385-2		s ɛ d		
792-2		r ɪ		
1111-2		m æ s t		
197-2		s aʊ d		
2020-2		l æ ŋ		
867-2		h aʊ n d ə r		
1970-2		f ɔ l		
1230-2		d r ɛ d		
2017-2		n ɪ p		
968-2		w ɛ l		
1674-2		l æ n d		
1671-2		h ɪ v l̩		
829-2		k l ɪ p		
1025-2		w ɛ t ə r		
1027-2		s ɛ		
1832-2		r aʊ r		
-1816-2		ʌ t + + n n		
-335-2		l æ əʊ ʌ n		
1043-2		s t r ɔ m		
423-2		s t ɛ n		
2049-2		m aʊ n d		
2062-2		s t ɔː r m		
2065-2		r aɪ m + b ʌ		
1368-2		s æ d ə ə		
1365-2		d ɔː		
754-2		r aɪ		
768-2		w ɛ t		
1211-2		f ɔː ɡ r		
106-2		m æ n		
-98-2		b iː v aɪ		
719-2		f iː d ə r		
1341-2		s ʌ n		
-2027-2		t æ n d		
-2026-2		n iː f		
409-2		s w ɪ n ə r ʌ n aʊ n		
402-2		s w ɪ n ə r əʊ s t ʌ ə		
