COGID	dutch	english	french	german
1343	k ɪ n t			k ɪ n t
2090	v ə r + n iː t ə ɣ ə			f ɛ r n ɪ x t ə n
1553	h uː s t ə			h ʊ s t ə n
1408	n eː m ə			n eː m ə n
2185	v ə r + b ɪ n d ə			f ɛ r + b ɪ n d ə n
2156	v ə r + k ɑu t + h ɛɪ t	k əʊ l d		ɛ r + k ɛ l t + ʊ ŋ
1532	k n eː d ə	n iː d		k n eː t ə n
-1682	v ɑ l ɛɪ	v æ l ɪ		
1052	z ɛɪ			z iː
1571	m eː n ə x t ə			m ɛ ŋ ə
1117	z ɛɪ l	s eɪ l		z eː ɡ ə l
7	w oː n ə			v oː n ə n
-346		r iː f		r ɪ f
289	b ɪ n d ə	b aɪ n d		b ɪ n d ə n
191	s x ɛ ŋ k ə			ʃ ɛ ŋ k ə n
-1615	oː l iː	ɔ ɪ l		ɶː l
1885	x r ɑ f	ɡ r ɑː v		ɡ r aː p
30	l ɛɪ m			l ai m
1606	h øː p	h ɪ p		h ʏ f t ə
184	b ə + t aː l ə			b ə + ts aː l ə n
1024	aː d ə r			aː d ə r
-1785	x r aː n	ɡ r eɪ n		
-1158	b ɑ l	b ɔː l		
480	d r ɑ ŋ k	d r ɪ ŋ k		ɡ ə + t r ɛ ŋ k
169	r ɛɪ ɣ ə r			r ai ə r
642	b ɑu w ə			b au ə n
1959	s l aː p ə	s l iː p		ʃ l aː f ə n
1586	w ɛ r k + t œy x			v ɛ r k + ts ɔy k
1640	z ɪ l v ə r	s ɪ l v ə r		z ɪ l b ə r
6011	j ʉ l iː		e t a b l	
1188	n ɑu w	n æ r əʊ		
579	v ɪ n d ə	f aɪ n d		f ɪ n d ə n
1293	w ɛ s t ə	w ɛ s t		v ɛ s t ə n
812	p ɑ p ə ɣ aː j			p a p a ɡ ai
716		b ɑː k		b ɔ r k ə
2038	n ɪ x t			n ɪ x t ə
652	t ɪ m ə r + m ɑ n			ts ɪ m ə r + m a n
1968	h ɛ l f t	h ɑː f		h ɛ l f t ə
877	w eː ɣ ə			v iː ɡ ə n
2168	k ɑ m	k əʊ m		k a m
1066	j ɛɪ	j uː		
-350	p aː r	p ɛ ə r		p aː r
1696	w ɛ r p ə			v ɛ r f ə n
232	k oː p ə			k au f ə n
827	aː n + s t ɛ l ə			a n + ʃ t ɛ l ə n
1002	k l ɛɪ	k l eɪ		
1075	b l aː z ə	b l əʊ		b l aː z ə n
1133	v oː r ə	f ʌ r əʊ		f ʊ r x ə
-36	s uː p	s uː p		z ʊ p ə
1185	s x uː n + m aː k ə r	ʃ uː + m eɪ k ə r		ʃ uː s t ə r
566	k l ɪ m ə	k l aɪ m		
2245	t ɔ ŋ	t ʌ ŋ		ts ʊ ŋ ə
1097	t ə r ʉ x + k oː m ə	k ʌ m + b æ k		ts uː r ʏ k + k ɔ m ə n
2024	p ɑ n	p æ n		pf a n ə
1179	h uː t	h æ t		h uː t
1248	m ɪ d ɑ ɣ + eː t ə			m ɪ t aː k + ɛ s ə n
6009	v r ɑu w ə + l ə k			ts ʏ n t + h ɔ l ts
821	v ə r + d iː n ə			f ɛ r + d iː n ə n
20	k l ɛɪ n			k l ai n
1154	s l øː t ə l + b eː n			ʃ l ʏ s ə l + b ai n
137	s p r ɪ ŋ ə			ʃ p r ɪ ŋ ə n
1051	v l iː ɣ ə	f l aɪ		f l iː ɡ ə n
-2035		k ʌ z n̩		k uː z iː n ə
1447	b oː m			b au m
1666	v l ɑ k t ə			f l ɛ x ə
1562	v eː l			f iː l
635	v ɛ r v ə			f ɛ r b ə n
330	z w ɑ ŋ ə r			ʃ v a ŋ ə r
1799	k n oː p			k n ɔ pf
-1153	r ɔ n t	r aʊ n d		r ʊ n t
2009	oː v ə	ʌ v n̩		oː f ə n
51		b r ɪ k	b ʀ i k	
-1161	l ɛɪ n	l aɪ n		
159	h aː v ɪ k			h aː b ɪ x t
1091	uː v ə r			uː f ə r
256	n aː k t	n eɪ k ɪ d		n a k t
1906	z w ɑ k			ʃ v a x
1638	k oː p ə r	k ɔ p ə r		
303	w ɛ r k	w ɜː k		
801		f r ɔ ɡ		f r ɔ ʃ
-1041	r iː v iː r	r ɪ v ə r		
517	p aː r t			pf eː r t
1644	x iː t ə			ɡ iː s ə n
100	v r ɑu w			f r au
472	n iː z ə	s n iː z		n iː z ə n
108	m ɛɪ s j ə			m ɛː t x ə n
1900	z iː k	s ɪ k		
383	eː t ə	iː t		ɛ s ə n
601	h ɑ n t	h æ n d		h a n t
626	w eː v ə	w iː v		v eː b ə n
901	k l ɑu w	k l ɔː		k l au ə
1681	d ɑ l			t aː l
2097		h əʊ		h a k ə
1952	d øː r	d ɔː r		t oː r
1260	aː v ɔ n d + eː t ə			aː b ə n t + ɛ s ə n
1659	h oː n ɪ ŋ	h ʌ n ɪ		h oː n ɪ x
747	n eː t ə l	n ɛ t l̩		n ɛ s ə l
1199	s l œy j ə r			ʃ l ai ə r
1542	b r aː k ə			ɛ r + b r ɛ x ə n
1212	r oː k			r au x
1642	x ɑu t	ɡ əʊ l d		ɡ ɔ l t
581	v ə r + l iː z ə	l uː z		f ɛ r + l iː r ə n
1321	k ɔ p	k ʌ p	k u p	
476	z w ɛ m ə	s w ɪ m		ʃ v ɪ m ə n
