COGID	AchangLongchuan	Atsi	Bola	Lashi	Maru	OldBurmese	ProtoBurmish	Rangoon	Xiandao
665-1	ʂ o ⁵⁵								
495-1	n.w au ³⁵								
838-1	ə ʔ ⁵⁵								
438-1	m ʐ a ʔ ⁵⁵								
334-1	l e ʔ ⁵⁵								
360-1	l ə ³¹								
394-1	n ə ³¹								
221-1	a p ⁵⁵								
202-1	k.ʐ o ³¹								
935-1	t ³¹								
93-1	t a ³¹								
7-1	p a n ³¹								
664-1	e ŋ ⁵⁵								
246-1	x e ʔ ⁵⁵								
547-1	ə ʔ ⁵⁵								
555-1	a m ⁵⁵								
464-1	m au ³¹								
119-1	t o ŋ ⁵⁵								
835-1	n.w a p ⁵⁵								
79-1	t o ³¹								
693-1	ʂ au ⁵⁵								
477-1	n a p ⁵⁵								
891-1	t ə ŋ ³⁵								
528-1	ʐ o ⁵⁵								
797-1	x ʐ o ʔ ⁵⁵								
493-1	n.w ə ʔ ⁵⁵								
217-1	ʐ a p ⁵⁵								
896-1	o t ⁵⁵								
452-1	m ʐ o ʔ ⁵⁵								
580-1	au t ⁵⁵								
833-1	n.w a ⁵⁵								
390-1	m e ŋ ³¹								
696-1	ʂ ui ⁵⁵								
86-1	t o ŋ ⁵⁵								
384-1	m a n ³⁵								
61-1	t a m ⁵⁵								
536-1	tɕ e ʔ ⁵⁵								
731-1	ʂ a ³¹								
779-1	ɕ e ⁵⁵								
589-1	tɕ a ŋ ⁵⁵								
658-1	tsʰ e m ⁵⁵								
456-1	m tɕ a ŋ ³¹								
183-1	tɕ ŋ ə ³¹								
785-1	x a ³¹								
714-1	a ⁵⁵								
331-1	l a ³¹								
930-1	ʂ a p ⁵⁵								
161-1	tɕ e ŋ ⁵⁵								
814-1	x e ŋ ³¹								
179-1	k ʐ e ʔ ⁵⁵								
194-1	ʐ a ʔ ⁵⁵								
727-1	tɕ e ŋ ⁵⁵								
260-1	x a p ⁵⁵								
144-1	tɕ e m ⁵⁵								
53-1	p o m ⁵⁵								
59-1	t a ʔ ⁵⁵								
506-1	tɕ ə ʔ ⁵⁵								
29-1	p ə ʔ ⁵⁵								
316-1	ŋ tɕ a ʔ ⁵⁵								
389-1	m ʐ a ŋ ⁵⁵								
118-1	m a ŋ ³⁵								
312-1	x o ³¹								
490-1	n ə ŋ ŋ ³⁵								
436-1	m ʐ a ³¹								
927-1	ʂ a n ⁵⁵								
383-1	m o ʔ ⁵⁵								
211-1	a m ⁵⁵								
873-1	ə ŋ ⁵⁵								
877-1	tɕ a ³⁵								
344-1	l a m ⁵⁵								
666-1	tɕ a ³¹								
595-1	tɕ e ŋ ³⁵								
660-1	tɕ a e ⁵⁵								
642-1	a ŋ ³⁵								
257-1	x a m ⁵⁵								
167-1	tɕ a ³¹								
880-1	t a p ⁵⁵								
484-1	n a ŋ ⁵⁵								
574-1	ʈʂ.w o m ³¹								
718-1	ʂ a n ³¹								
811-1	x o ³¹								
458-1	tɕ o ŋ ³¹								
884-1	t a ³⁵								
205-1	k.ʐ au ʔ ⁵⁵								
499-1	n.w a ⁵⁵								
706-1	x e ⁵⁵								
920-1	o ŋ ³¹								
36-1	p a ŋ ⁵⁵								
12-1	p a ⁵⁵								
350-1	l a ŋ ³⁵								
4-1	p a n ⁵⁵								
342-1	ʐ o ʔ ⁵⁵								
280-1	x ŋ ⁵⁵ ⁵⁵								
612-1	tɕ e ŋ ³¹								
459-1	m ʐ ə ŋ ⁵⁵								
569-1	tsʰ m ³¹								
283-1	x o ³⁵								
148-1	k a n ³¹								
652-1	tsʰ ə ⁵⁵								
220-1	a ŋ ³¹								
562-1	ŋ tɕ e ŋ ³¹								
31-1	p a ʔ ⁵⁵								
386-1	m a a ⁵⁵								
804-1	x ʐ au ŋ ³¹								
369-1	l ə ʔ ⁵⁵								
125-1	tɕ ŋ e ³¹								
314-1	ɕ ʐ e ŋ ⁵⁵								
823-1	l̥ a p ⁵⁵								
471-1	n a m ³¹								
40-1	p ʐ ə ŋ ³⁵								
393-1	m a ŋ ³⁵								
272-1	x a ŋ ³⁵								
463-1	m au ⁵⁵								
1-1	p a ⁵⁵								
214-1	a m ³¹								
123-1	tsʰ o ⁵⁵								
512-1	ʂ k ə ə ⁵⁵								
518-1	tɕ ʐ o ⁵⁵								
878-1	t a ³¹								
849-1	tɕ a e ⁵⁵								
524-1	pʰ o ʔ ⁵⁵								
90-1	tɕ a ŋ ³⁵								
541-1	tsʰ a n ³¹								
933-1	tɕ ŋ u ³¹								
