COGID	AchangLongchuan	Atsi	Bola	Lashi	Maru	OldBurmese	ProtoBurmish	Rangoon	Xiandao
665-1	pʰ a ⁵⁵								
495-1	n au ³⁵								
838-1	tʰ a ⁵⁵								
438-1	m pʰ a ʔ ⁵⁵								
334-1	l a ʔ ⁵⁵								
360-1	l i ³¹								
394-1	n ə ³¹								
221-1	i p ⁵⁵								
202-1	k ʐ au ³¹								
935-1	u ³¹								
93-1	t ɔ ³¹								
7-1	p a n ³¹								
664-1	a ŋ ⁵⁵								
246-1	tʰ ɔ ʔ ⁵⁵								
547-1	ə ʔ ⁵⁵								
555-1	i m ⁵⁵								
464-1	m au ³¹								
119-1	i ŋ ⁵⁵								
835-1	n w a p ⁵⁵								
79-1	t o ³¹								
693-1	pʰ au ⁵⁵								
477-1	n a p ³¹								
891-1	t i ŋ ³⁵								
528-1	ʐ o ⁵⁵								
797-1	tʰ ʐ o ʔ ⁵⁵								
493-1	n ə ʔ ⁵⁵								
217-1	a p ⁵⁵								
896-1	u t ⁵⁵								
452-1	m u ʔ ⁵⁵								
580-1	au t ⁵⁵								
833-1	tʰ a ⁵⁵								
390-1	m a ŋ ³¹								
696-1	pʰ ui ⁵⁵								
86-1	t u ŋ ⁵⁵								
384-1	m a n ³⁵								
61-1	t a m ⁵⁵								
536-1	t a k ⁵⁵								
731-1	ʂ w u ³¹								
779-1	ɕ a ⁵⁵								
589-1	pʰ a ŋ ⁵⁵								
658-1	s a m ⁵⁵								
456-1	m pʰ a ŋ ³¹								
183-1	k u ³¹								
785-1	a ³¹								
714-1	u ⁵⁵								
331-1	l a ³¹								
930-1	a p ⁵⁵								
161-1	tɕ a ŋ ⁵⁵								
814-1	x u ³¹								
179-1	k ʐ a k ⁵⁵								
194-1	ʐ a k ⁵⁵								
727-1	ʂ w a ŋ ⁵⁵								
260-1	pʰ a p ⁵⁵								
144-1	tɕ a m ⁵⁵								
53-1	p o m ⁵⁵								
59-1	t a k ⁵⁵								
506-1	pʰ a ⁵⁵								
29-1	p i ⁵⁵								
316-1	pʰ a ʔ ⁵⁵								
389-1	ȵ ʐ a ŋ ⁵⁵								
118-1	ȵ a ³⁵								
312-1	o ³¹								
490-1	n i ³⁵								
436-1	m a ³¹								
927-1	pʰ a n ⁵⁵								
383-1	m a ʔ ⁵⁵								
211-1	pʰ a m ⁵⁵								
873-1	ʂ w ə ŋ ⁵⁵								
877-1	pʰ a ³⁵								
344-1	l a m ⁵⁵								
666-1	pʰ a ³¹								
595-1	a ³⁵								
660-1	a t ⁵⁵								
642-1	pʰ a ŋ ³⁵								
257-1	pʰ a m ⁵⁵								
167-1	tɕ pʰ a ³¹								
880-1	t a p ⁵⁵								
484-1	n a ŋ ⁵⁵								
574-1	pʰ u m ³¹								
718-1	ʂ w a ŋ ³¹								
811-1	x u ³¹								
458-1	pʰ u ŋ ³¹								
884-1	t i ³⁵								
205-1	k ʐ u ʔ ⁵⁵								
499-1	n w a ⁵⁵								
706-1	ʂ w a ⁵⁵								
920-1	u ŋ ³¹								
36-1	p a ŋ ⁵⁵								
12-1	p i ⁵⁵								
350-1	kʰ a ŋ ³⁵								
4-1	p a n ⁵⁵								
342-1	ʐ u ʔ ⁵⁵								
280-1	tɕ i ³⁵								
612-1	ʂ w a ŋ ³¹								
459-1	ȵ ʐ i ŋ ⁵⁵								
569-1	s ui ³¹								
283-1	x au ³⁵								
148-1	a n ³¹								
652-1	s i ⁵⁵								
220-1	a ŋ ³¹								
562-1	pʰ i ŋ ³¹								
31-1	p a ʔ ³¹								
386-1	m a t ⁵⁵								
804-1	x ʐ u ŋ ³¹								
369-1	kʰ i ʔ ⁵⁵								
125-1	t i ³¹								
314-1	ʐ a ⁵⁵								
823-1	kʰ a p ⁵⁵								
471-1	n a m ³¹								
40-1	p ʐ i ŋ ³⁵								
393-1	m a ŋ ³⁵								
272-1	a ŋ ³⁵								
463-1	m u ⁵⁵								
1-1	p ɔ ⁵⁵								
214-1	a m ³¹								
665-2		ŋ o ⁵¹							
495-2		n i̱ ⁵⁵							
838-2		j i ²¹							
438-2		m j o ʔ ²¹							
334-2		l o ʔ ²¹							
360-2		l i ²¹							
394-2		m j i ²¹							
221-2		j i t ⁵⁵							
202-2		k ui ²¹							
935-2		u ²¹							
93-2		o ²¹							
7-2		p u n ²¹							
664-2		a ŋ ⁵¹							
246-2		k o̱ ʔ ⁵⁵							
547-2		s i k ⁵⁵							
555-2		j i m ⁵¹							
464-2		m i̱ ²¹							
119-2		o ŋ ⁵¹							
835-2		n a p ⁵⁵							
79-2		t i̱ ²¹							
693-2		ŋ i̱ ⁵¹							
477-2		ŋ a ʔ ⁵⁵							
891-2		t i̱ ŋ ⁵⁵							
528-2		i̱ i̱ ⁵¹							
797-2		k j u ʔ ⁵⁵							
493-2		n i k ²¹							
217-2		j a p ⁵¹							
896-2		a u t ⁵⁵							
452-2		m j u ʔ ²¹							
580-2		s i̱ ʔ ⁵⁵							
833-2		n o̱ ⁵¹							
390-2		m a ŋ ²¹							
696-2		ŋ a ⁵¹							
86-2		t u ŋ ⁵¹							
384-2		m a n ⁵⁵							
61-2		t a n ⁵¹							
536-2		x o ʔ ⁵⁵							
731-2		i̱ ²¹							
779-2		a o ⁵¹							
589-2		tʃʰ a ŋ ⁵¹							
680-2		ŋ o̱ ʔ ⁵⁵							
658-2		i̱ u ⁵¹							
456-2		m j a ŋ ²¹							
183-2		k a ²¹							
785-2		kʰ o ²¹							
714-2		u ⁵¹							
331-2		n o ²¹							
206-2		j o ⁵¹							
930-2		ŋ a p ⁵⁵							
353-2		l i ⁵¹							
161-2		k a ŋ ⁵¹							
814-2		²¹							
179-2		k o ʔ ²¹							
194-2		j o ʔ ²¹							
727-2		tʃʰ a ⁵¹							
260-2		kʰ j a p ⁵⁵							
144-2		k a ⁵¹							
53-2		p u m ⁵¹							
59-2		t o ʔ ²¹							
506-2		pʰ a k ⁵¹							
29-2		p i k ²¹							
316-2		o ʔ ⁵⁵							
389-2		m j a ŋ ⁵¹							
118-2		m o ⁵⁵							
312-2		kʰ u ²¹							
490-2		j i ⁵⁵							
436-2		m j o ²¹							
927-2		ŋ a n ⁵¹							
383-2		m o ʔ ⁵¹							
211-2		j a m ⁵¹							
873-2		x i ŋ ⁵¹							
371-2		l i ŋ ²¹							
877-2		s a ⁵⁵							
344-2		l a m ⁵¹							
666-2		ŋ o ²¹							
595-2		tʃʰ a ⁵⁵							
660-2		a u̱ t ²¹							
642-2		tʃʰ a ŋ ⁵⁵							
257-2		kʰ j a m ⁵¹							
167-2		k j o ²¹							
880-2		t a p ⁵⁵							
337-2		i̱ o ⁵¹							
484-2		n a ŋ ⁵¹							
574-2		s u m ²¹							
718-2		e̱ a n ²¹							
811-2		u ²¹							
458-2		tʃʰ u ŋ ²¹							
884-2		tʃʰ i ⁵⁵							
205-2		k u ʔ ²¹							
499-2		n a ⁵¹							
706-2		tʃʰ o ⁵¹							
920-2		u ŋ ²¹							
36-2		p j a ⁵¹							
12-2		p i ⁵¹							
350-2		l a ŋ ⁵⁵							
4-2		p a n ⁵¹							
342-2		j u ʔ ²¹							
280-2		t j i ⁵¹							
638-2		tʃʰ a p ⁵⁵							
729-2		a a ⁵¹							
72-2		j a ²¹							
612-2		t a ŋ ²¹							
