COGID	AchangLongchuan	Atsi	Bola	Lashi	Maru	OldBurmese	ProtoBurmish	Rangoon	Xiandao
665-1	l a ⁵⁵								
495-1	tsʰ au ŋ ³⁵								
838-1	t ə ʔ ⁵⁵								
438-1	m l a ʔ ⁵⁵								
334-1	l a ʔ ⁵⁵								
360-1	l ə ³¹								
394-1	ə ŋ ³¹								
221-1	ə p ⁵⁵								
202-1	k.ʐ au ŋ								
935-1	ə ³¹								
93-1	l a ŋ ³¹								
7-1	p a ə ŋ								
664-1	l a ŋ ⁵⁵								
246-1	x a ʔ ⁵⁵								
547-1	tsʰ ə ʔ ⁵⁵								
555-1	i m ⁵⁵								
464-1	ȵ au ³¹								
119-1	l t ə ŋ ⁵⁵								
835-1	t a p ⁵⁵								
79-1	tsʰ o ³¹								
693-1	l au ⁵⁵								
477-1	tsʰ a p ⁵⁵								
891-1	tsʰ ə ŋ ŋ ³⁵								
528-1	l o ⁵⁵								
797-1	x ʐ au ʔ ⁵⁵								
493-1	tsʰ ə ʔ ⁵⁵								
217-1	ŋ l a p ⁵⁵								
896-1	tsʰ au ə ⁵⁵								
452-1	ȵ ʐ au ʔ ⁵⁵								
580-1	tsʰ au ə ⁵⁵								
833-1	t a ŋ ⁵⁵								
390-1	ȵ a ŋ ŋ								
696-1	l ŋ ŋ ⁵⁵								
86-1	tsʰ au ŋ ⁵⁵								
384-1	ȵ a t ³⁵								
61-1	t a m ⁵⁵								
536-1	ŋ l a ʔ ⁵⁵								
731-1	l i ³¹								
779-1	a ⁵⁵								
589-1	t ɔ ⁵⁵ ⁵⁵								
658-1	l a m ⁵⁵								
456-1	ȵ a ⁵⁵ ³⁵								
183-1	k ŋ i ŋ								
785-1	k ɔ ³⁵								
714-1	ə ŋ ⁵⁵								
331-1	l ɔ ³⁵								
930-1	l a ³⁵ ⁵⁵								
161-1	k a ⁵⁵ ⁵⁵								
814-1	x ŋ ŋ ³¹								
179-1	k ʐ a ʔ ⁵⁵								
194-1	ʐ ɔ ʔ ⁵⁵								
727-1	ʂ a ⁵⁵ ⁵⁵								
260-1	k a ³⁵ ⁵⁵								
144-1	k ŋ a m ⁵⁵								
53-1	p au m ⁵⁵								
59-1	t ɔ ʔ ⁵⁵								
506-1	pʰ ə ʔ ⁵⁵								
29-1	p ə ʔ ⁵⁵								
316-1	ŋ n ɔ ʔ ⁵⁵								
389-1	ȵ ʐ a ŋ ⁵⁵								
118-1	ȵ a ŋ ³⁵								
312-1	k ŋ o ³⁵								
490-1	tsʰ i ŋ ŋ ŋ ³⁵								
436-1	ȵ l a ³¹								
927-1	l a t ⁵⁵								
383-1	ȵ a ʔ ⁵⁵								
211-1	k a m ⁵⁵								
873-1	l ə ŋ ⁵⁵								
877-1	t a ³⁵								
344-1	l a m ⁵⁵								
666-1	l a ŋ								
595-1	t ŋ a ⁵⁵ ³⁵								
660-1	l ⁵⁵ ³⁵ ⁵⁵								
642-1	t a ⁵⁵ ³⁵								
257-1	l a m ⁵⁵								
167-1	k ɔ ³⁵								
880-1	t a ³⁵ ⁵⁵								
484-1	tsʰ a ŋ ⁵⁵								
574-1	tsʰ ŋ m ŋ								
718-1	ŋ ʂ a t ³⁵								
811-1	l u ŋ								
458-1	t au ŋ ³⁵								
884-1	t ə ŋ ³⁵								
205-1	k.ʐ au ʔ ⁵⁵								
499-1	t a ⁵⁵								
706-1	ŋ ʂ a ⁵⁵								
920-1	au ŋ ³⁵								
36-1	p k a ⁵⁵ ⁵⁵								
12-1	p ŋ ə ⁵⁵								
350-1	l a ŋ ŋ ³⁵								
4-1	p a t ⁵⁵								
342-1	l au ʔ ⁵⁵								
280-1	x ə ɿ ŋ ⁵⁵								
612-1	n a ŋ ʔ								
459-1	ȵ ʐ ə ŋ ⁵⁵								
569-1	l ŋ ŋ ŋ								
283-1	l k au ³⁵								
148-1	k.ʐ a t ³¹								
652-1	l i ⁵⁵								
220-1	ŋ l a ⁵⁵ ³⁵								
562-1	ŋ n ə ŋ ⁵⁵								
31-1	p a ʔ ⁵⁵								
386-1	ȵ a t ⁵⁵								
804-1	l ʐ au ŋ ⁵⁵								
369-1	l ə ʔ ⁵⁵								
125-1	tsʰ ŋ ə ŋ								
314-1	k ʐ a ŋ ⁵⁵								
823-1	t a ³⁵ ⁵⁵								
471-1	tsʰ a m ŋ								
40-1	p ʐ ə ŋ ³⁵								
393-1	ȵ a ŋ ³⁵								
272-1	l l a ⁵⁵ ³⁵								
463-1	ȵ u ⁵⁵								
1-1	p ɔ ⁵⁵								
214-1	k a m ³⁵								
123-1	tsʰ ə ŋ ⁵⁵								
512-1	k k ə ⁵⁵ ³⁵								
518-1	pʰ ʐ o ⁵⁵								
878-1	t a ³⁵								
849-1	k a ə ⁵⁵								
524-1	pʰ au ʔ ⁵⁵								
90-1	n a ŋ ³⁵								
541-1	tsʰ a ŋ ⁵⁵								
933-1	ʐ ŋ u ŋ								
467-1	l ə ŋ								
49-1	l ɔ ³⁵ ɔ ⁵⁵								
822-1	l ɔ ³⁵ ³⁵								
52-1	p ui ⁵⁵ ⁵⁵								
377-1	l ŋ ə ŋ								
127-1	ʈʂ a p ⁵⁵								
67-1	ȵ̥ a t ⁵⁵								
864-1	k ʐ a ⁵⁵								
126-1	ʈʂ a ʔ ⁵⁵								
656-1	l a m ³⁵								
635-1	ȵ̥ ɔ ʔ ⁵⁵								
473-1	t a m ⁵⁵								
98-1	ʂ ɔ ɔ								
445-1	ȵ ʐ au ⁵⁵								
379-1	l ə ³¹ ⁵⁵								
323-1	l ʐ au p ⁵⁵								
485-1	l ə ⁵⁵ ³⁵								
357-1	t i ⁵⁵								
432-1	ȵ i ʔ ⁵⁵								
80-1	t au ³¹								
10-1	k ə ə ə								
335-1	a ʔ ⁵⁵								
649-1	s ɔ ³¹								
115-1	ȵ̥ a t ³¹								
137-1	k ɔ ɔ ⁵⁵								
844-1	l ɔ ⁵⁵								
723-1	k ə ə ə								
494-1	tsʰ ə ŋ ŋ								
196-1	k.ʐ ʐ o ʔ ⁵⁵								
376-1	l u m ⁵⁵								
466-1	s ɔ ⁵⁵								
75-1	t i ŋ ³¹								
552-1	l ɔ ⁵⁵ ³⁵								
208-1	l ɔ ⁵⁵ ŋ								
180-1	k l a m ⁵⁵								
253-1	k a t ⁵⁵								
45-1	p ʐ a ⁵⁵								
665-2		e e ⁵¹							
495-2		e ŏ̱ ⁵⁵							
838-2		l e l ⁵¹							
438-2		j e ʔ ⁵¹							
334-2		l e e ⁵¹							
360-2		l i ⁵¹							
394-2		m ʔ ⁵¹							
221-2		k l ⁵¹							
202-2		k ŏ̱ ⁵¹							
935-2		k ⁵¹							
93-2		ʔ k k							
7-2		²¹ e ŋ ⁵¹							
664-2		²¹ e ŋ ⁵¹							
246-2		k e e ⁵¹							
547-2		a e k ⁵¹							
555-2		a m ⁵¹							
464-2		m ŏ̱ ⁵¹							
119-2		ŋ e ŋ ⁵¹							
835-2		au k ʔ ⁵¹							
79-2		²¹ ŏ̱ ⁵¹							
693-2		e ui ⁵¹							
477-2		e e ʔ l							
891-2		ŋ e ŋ ⁵⁵							
528-2		²¹ ŏ̱ ⁵¹							
797-2		k j k k ⁵¹							
493-2		e e k ⁵¹							
217-2		j e ʔ ⁵¹							
896-2		ui e l ⁵⁵							
452-2		m j a k ⁵¹							
580-2		ŋ i l ⁵¹							
833-2		ui e ⁵¹							
390-2		m e ŋ ⁵¹							
696-2		e k ⁵¹							
86-2		²¹ a ŋ ⁵¹							
384-2		m ŏ̱ a ⁵⁵							
61-2		ui a ŋ ⁵¹							
536-2		ui o ʔ ⁵¹							
731-2		e l k							
779-2		m o ⁵¹							
589-2		au ŏ̱ ui ⁵¹							
680-2		a e e ⁵⁵							
658-2		²¹ ŋ ŋ ²¹							
456-2		m j ŏ̱ ŋ ⁵¹							
183-2		k i ⁵¹							
785-2		k o k							
714-2		ŏ̱ ²¹							
331-2		l o k							
206-2		j e ⁵¹							
930-2		ui k ʔ ⁵⁵							
353-2		l e ⁵¹							
161-2		k ŏ̱ k ⁵¹							
814-2		k k k							
179-2		k i l ²¹							
194-2		²¹ o ʔ ⁵¹							
727-2		u̱i a ŋ ⁵¹							
260-2		²¹ j ŏ̱ ʔ ⁵¹							
144-2		k au m ⁵¹							
53-2		²¹ k m ⁵¹							
59-2		²¹ o ʔ ⁵¹							
506-2		ui o k ⁵¹							
29-2		²¹ k k ⁵¹							
316-2		ŏ̱ o ŏ̱ ⁵¹							
389-2		l l ŏ̱ ŋ ²¹							
118-2		l ŏ̱ ⁵⁵							
312-2		k ui k							
490-2		ŏ̱ l ⁵⁵							
436-2		e j e ŋ ⁵¹							
927-2		ui a a ⁵¹							
383-2		m o ʔ ⁵¹							
211-2		j ŏ̱ m ⁵¹							
873-2		ui k a ⁵¹							
371-2		l e ⁵¹							
877-2		ui ŏ̱ ²¹							
344-2		l a m ⁵¹							
666-2		ŋ e ⁵¹							
595-2		p a ²¹							
660-2		²¹ ŏ̱ ʔ ⁵¹							
642-2		²¹ ŏ̱ ŋ ²¹							
257-2		²¹ j a m ⁵¹							
167-2		k j o ²¹							
880-2		²¹ k ʔ ⁵¹							
337-2		²¹ e ⁵¹							
484-2		a a ŋ ⁵¹							
574-2		i i m ⁵¹							
718-2		a a ui ²¹							
811-2		l a ⁵¹							
458-2		ŏ̱ a a ²¹							
884-2		l ŏ̱ ²¹							
205-2		k e l ⁵¹							
499-2		ui ŏ̱ ⁵¹							
706-2		a o ⁵¹							
920-2		a a ²¹							
36-2		k j a k ⁵¹							
12-2		²¹ ui ⁵¹							
350-2		l a ŋ ⁵⁵							
4-2		²¹ a a ⁵¹							
342-2		²¹ a k ²¹							
280-2		²¹ ʔ ²¹							
638-2		²¹ ŏ̱ ŏ̱ ⁵⁵							
729-2		a ²¹ ²¹							
72-2		²¹ ŏ̱ ²¹							
612-2		ʔ ŏ̱ k k							
459-2		l ²¹ l k ²¹							
569-2		i i k							
283-2		⁵¹ ui ²¹							
501-2		⁵¹ a ²¹							
652-2		²¹ l ²¹							
220-2		ŋ j a k k							
233-2		j a k ²¹							
562-2		e ²¹ ŏ̱ ²¹							
31-2		k o ʔ ⁵¹							
386-2		m u̱i ʔ ⁵¹							
684-2		a j ŏ̱ ŏ̱ ²¹							
804-2		⁵¹ a a ⁵⁵							
618-2		a ŏ̱ ²¹							
565-2		a a ⁵¹							
468-2		ŏ̱ e ŏ̱ ²¹							
369-2		l k k ²¹							
314-2		l ²¹ k ŏ̱ ŋ ²¹							
776-2		a a k ⁵⁵							
170-2		k e ⁵⁵							
823-2		l k ʔ ⁵¹							
471-2		i l l l							
249-2		k ŏ̱ ⁵¹							
367-2		l e e							
414-2		m e ⁵¹							
503-2		l e e							
40-2		²¹ ²¹ l k ⁵⁵							
647-2		²¹ a ⁵¹							
105-2		⁵¹ i ⁵¹							
141-2		k ŏ̱ ⁵¹							
272-2		²¹ j a k ²¹							
463-2		m a ⁵¹							
1-2		²¹ o ⁵¹							
349-2		l ŏ̱ ²¹							
214-2		j a m k							
841-2		p ŏ̱ l ⁵⁵							
123-2		²¹ k ²¹							
646-2		²¹ e ²¹							
433-2		m e ŋ ⁵¹							
512-2		ui j o k ⁵¹							
518-2		ŏ̱ ²¹ ŏ̱ ²¹							
878-2		k ui k							
849-2		i l l ²¹							
524-2		ui ui k ⁵¹							
90-2		l ŏ̱ ²¹							
541-2		k k k k							
933-2		²¹ l l							
164-2		k a ŋ ²¹							
686-2		a j ŏ̱ ŏ̱ ²¹							
467-2		i l l							
201-2		k a e ²¹							
784-2		j a k ²¹							
487-2		a ²¹ ⁵¹							
504-2		a e e ²¹							
49-2		²¹ ŋ ui ui							
822-2		l ui ʔ ⁵⁵							
52-2		²¹ o ⁵¹							
281-2		²¹ j e ⁵¹							
46-2		j a ⁵¹							
377-2		i l k l							
127-2		²¹ a ʔ ⁵¹							
67-2		²¹ l ²¹ ²¹							
192-2		k j a e ⁵⁵							
864-2		l ²¹ l l							
126-2		²¹ o ʔ ⁵¹							
546-2		a a a ⁵¹							
635-2		k l ²¹ ²¹							
473-2		a a m ⁵¹							
3-2		²¹ a ⁵⁵							
98-2		e k k							
445-2		e e e ²¹							
608-2		²¹ a m ⁵¹							
210-2		j e e ⁵¹							
140-2		k j ŏ̱ ²¹							
868-2		a o ⁵⁵							
520-2		l ²¹ ŏ̱ ²¹							
166-2		s e k ⁵¹							
48-2		²¹ j a a ⁵¹							
270-2		²¹ j a a ⁵¹							
379-2		l ui ⁵¹							
55-2		²¹ e e ⁵¹							
603-2		²¹ ŏ̱ ²¹							
323-2		k j o ²¹ ⁵¹							
485-2		ui a ŋ ²¹							
432-2		m a k ⁵¹							
76-2		ŋ i i							
837-2		p k ⁵¹							
681-2		a a e ²¹							
129-2		²¹ ²¹ a ²¹							
10-2		²¹ l l ²¹							
697-2		i ²¹ ²¹ ²¹							
244-2		²¹ ²¹ ²¹							
781-2		ŋ a m ⁵¹							
826-2		l p ui ⁵¹							
514-2		a j a ²¹							
137-2		k o ⁵¹							
895-2		²¹ ²¹ ²¹ ²¹							
844-2		ui ui ⁵¹							
723-2		²¹ l l ²¹							
22-2		²¹ ²¹ ŏ̱ ²¹							
505-2		a a ŋ ⁵¹							
333-2		l e ²¹							
30-2		²¹ a a ²¹							
853-2		i i ⁵¹							
507-2		²¹ a k ⁵⁵							
308-2		k j e k ⁵⁵							
894-2		²¹ e e ²¹							
788-2		k a k ⁵⁵							
834-2		a ²¹ ²¹							
787-2		k s ²¹ ²¹							
190-2		k j a ⁵¹							
552-2		p o ʔ ⁵¹							
208-2		l l l							
180-2		l j u̱i l ²¹							
253-2		²¹ ²¹ ²¹ ²¹							
665-3			ŋ a̱ ⁵⁵						
495-3			tʃ au ³⁵						
838-3			k a̱ ³⁵ ⁵⁵						
438-3			j a̱ ʔ ⁵⁵						
334-3			l a̱ ʔ ⁵⁵						
360-3			l a ³¹						
394-3			ŋ j ŋ ³¹						
221-3			j a ³⁵ ³⁵						
202-3			k au ³¹						
935-3			³¹ ³¹						
93-3			tʃ a̱ ³¹						
7-3			p a ŋ ³¹						
664-3			p a̱ ŋ ⁵⁵						
246-3			k a̱ ʔ ³⁵						
547-3			x a k ³⁵						
555-3			j a̱ ⁵⁵						
464-3			m au ³¹						
119-3			³⁵ tʃ a ŋ ³⁵						
835-3			tʃ a̱ ³⁵ ³⁵						
79-3			tʃ a ³¹						
693-3			ŋ u ⁵⁵						
477-3			tʃ j a ³⁵						
891-3			tʃ a̱ ŋ ³⁵						
528-3			tʃ au ⁵⁵						
797-3			k j u ³⁵ ³⁵						
493-3			tʃ a k ⁵⁵						
217-3			j ɛ̃ ³⁵ ⁵⁵						
896-3			tʃ a̱ ³¹ ³⁵						
452-3			m j u ³⁵ ⁵⁵						
580-3			x u̱ a̱ ³⁵						
833-3			tʃ a̱ ⁵⁵						
390-3			m a̱ ŋ ³¹						
696-3			ŋ ³¹ ⁵⁵						
86-3			tʃ u ŋ ⁵⁵						
384-3			m a a̱ ³⁵						
61-3			tʃ a a̱ ⁵⁵						
536-3			tʃ a̱ ʔ ³⁵						
779-3			tʃ a̱ ⁵⁵						
589-3			tʰ a̱ ⁵⁵						
680-3			ŋ a̱ ʔ ³⁵						
456-3			m j a ŋ ³¹						
183-3			k j a̱ ³¹						
785-3			tʃ a̱ ³¹						
