COGID	dutch	english	french	german
1469-1	z ɑ n t			
2047-1	z ɔ n			
2054-1	d ɔ n d r r			
1375-1	l ɪ x t			
760-1	w ɪ n t			
756-1	s n eː			
726-1	m ɔ d ə r			
1351-1	x r ɔ n d p aː d ə			
1353-1	x r ɔ n + m ɔ d ə r			
412-1	v w eː ɣ ə r ʉ n aː d ə			
406-1	z w v ɣ r r + m d ə			
1005-1	s t eː p v ɑ d ə r			
1012-1	s t eː p m ɔ d ə r			
1016-1	w ɪ d ə ə r			
1069-1	ɛɪ x			
509-1	v ɛ l ə			
693-1	m ɑu l +			
2179-1	n eː s t			
1753-1	v ɪ s			
1131-1	w ɔ l f			
1198-1	b aː r t			
2032-1	h ɔ r			
2241-1	n aː s			
2244-1	l ɪ p			
610-1	k n			
945-1	h ɛ r			
1534-1	l ɛ k ə			
384-1	z uː k ə			
1650-1	n ɔ t			
1663-1	s ɑ l t			
2279-1	l ɛɪ n ə			
471-1	s x ə			
1385-1	z ɛɪ t			
792-1	v ɔ k			
1111-1	m ɑ s t			
197-1	z uː d ə			
2020-1	l ɑ ŋ			
867-1	h ɔ n d r d			
1970-1	v ɔ l			
1230-1	d r ɪ d ə			
2017-1	n oː			
968-1	w ɛ l t			
1674-1	l ɑ n t			
1671-1	h øː ɣ ə l			
829-1	k l ɪ p			
1025-1	w ɑ t ə r			
1027-1	z ɛɪ			
1832-1	r ɔ w			
-1816-1	b t eː ɑ			
-335-1	l ɑ ɣ uː n			
1043-1	s t r oː m			
423-1	s t eː n			
2049-1	m oː n			
2062-1	s t ɔ m			
2065-1	r aː n ə b b b oː ɣ ə			
1368-1	s ɑ d ə			
1365-1	d oː w			
754-1	r aː ɣ ə			
768-1	w eː d ə r			
1211-1	v ɛɪ l r			
106-1	m ɑ n			
-98-1	b aː b ɛɪ			
719-1	v ɑ d ə r			
1341-1	z oː n			
-2027-1	d ɑ n ə			
-2026-1	n eː v ə			
409-1	z w ɛɪ ɣ ə r + z oː			
402-1	d w eː ɣ ə r + d + ɣ t ə r			
1014-1	s t eː p + d ɔ x t ə			
1059-1	w iː			
120-1	s t ɑ l			
2183-1	s t iː r			
2194-1	ɔ k s			
2199-1	k ɑ l			
2197-1	s aː p			
1523-1	z ɑu			
1521-1	b ɔ k			
512-1	m uː r			
2141-1	h uː n			
2147-1	x ɑ n			
814-1	k r ɑu			
810-1	d oː v			
1755-1	h ɔ n t			
1758-1	m uː s			
1760-1	r ɑ t			
1620-1	v ɪ n			
1282-1	w aː l			
1136-1	v ɔ r s			
1309-1	l uː s			
1307-1	n ɪ t			
1305-1	v l aː			
711-1	w ɛ s p			
1442-1	v l ɛɪ ɣ			
62-1	m ʉ x			
-73-1	m ɔ s k iː t oː			
1810-1	h uː t			
1805-1	v l eː s			
1813-1	h aː r			
1811-1	b l uː t			
690-1	r ʉ p ə			
2177-1	h ɑu p			
246-1	oː ɣ + r ə b r ɑu			
1469-2		s æ n d		
2047-2		s ʌ n		
2054-2		d ʌ n d r		
1375-2		l ɪ n t		
760-2		w aɪ n d		
756-2		s n d		
726-2		m ʌ d		
1351-2		ɡ r ɔ s l f eɪ d		
1353-2		ɡ r ɔ s m aʊ d		
412-2		ʃ uː aɪ n + r ə d		
406-2		s əʊ aɪ n + m m		
1005-2		s t + p ə m d		
1012-2		s t uː v m aʊ d		
1016-2		w ɛ d l̩ w		
1069-2		ɪ k		
509-2		f iː l		
693-2		m iː l + d		
2179-2		n ɛ s d		
1753-2		f aɪ s		
1131-2		w ɔ l f		
1198-2		b iː r		
2032-2		h əʊ r n		
2241-2		n ɔ s		
2244-2		l ɪ p		
610-2		n n d		
945-2		h æ r		
1534-2		l ɪ k		
384-2		s aɪ +		
1650-2		n ɔ t		
1663-2		s iː l		
2279-2		l aɪ n		
471-2		s iː		
1385-2		s iː d		
792-2		ɡ iː tʃ		
1111-2		m æ s d		
197-2		s iː d		
2020-2		l æ ŋ		
867-2		h aʊ n d r		
1970-2		f ɔ l		
1230-2		d r ɪ d		
2017-2		n iː		
968-2		w ɛ l l̩		
1674-2		l æ n d		
1671-2		h ɪ l̩		
829-2		k l ɪ p		
1025-2		w ɛ t r		
1027-2		s eɪ		
1832-2		r iː w		
-1816-2		ɔ s d ɑː v		
-335-2		l eɪ s ʌ n		
1043-2		s t r ɔ m		
423-2		s t æ n		
2049-2		m æ n d		
2062-2		s t ʌ r m		
2065-2		r aɪ b ɔ		
1368-2		s æ d d		
1365-2		d ɔː		
754-2		r aɪ		
768-2		w ɛ t		
1211-2		f iː r r		
106-2		m æ n		
-98-2		b ɛ v aɪ		
719-2		f iː d l̩ r		
1341-2		s ʌ n		
-2027-2		d æ n d		
-2026-2		n ɛ v		
409-2		ʃ əʊ aɪ n + r ʌ s		
402-2		ʃ əʊ aɪ n + d ɔ t		
1014-2		s t ʌ v æ d əʊ p t l̩ r		
1059-2		w aɪ		
120-2		s t l̩		
2194-2		ɔ s		
2199-2		k æ l f		
2197-2		ʃ ɔ eɪ p		
1523-2		s aɪ		
