COGID	dutch	english	french	german
34	b oː n	b iː n		b oː n ə
2006	p ɔ t	p ɔ t		
300		f əʊ l d		f a l t ə n
-1791	r ɛɪ k	r ɪ tʃ		r ai x
240	v ə r + k oː p ə			f ɛ r + k au f ə n
1571	m eː n ə x t ə			m ɛ ŋ ə
1839	w ɛ + ɣ aː n	ɡ əʊ + aʊ t		au s + ɡ eː ə n
213	r ɛ x ts	r aɪ t		r ɛ x t
1509	s n ɔ t	s n ɔ t		
1240	h iː l	h iː l		
652	t ɪ m ə r + m ɑ n			ts ɪ m ə r + m a n
638	m aː l ə			m aː l ə n
1038			v a ɡ	v oː ɡ ə
1548	aː d ə m ə			aː t m ə n
311	l ɛɪ k			l ai x + n aː m
862			s ɑ̃ t ʀ	ts ɛ n t r ʊ m
1789	b eː d ə l aː r			b ɛ t l ə r
287	t ɑu w			t au
1020		s w ɔ m p		z ʊ m pf
1777	v ɔ l ɣ ə	f ɔ l əʊ		f ɔ l ɡ ə n
1260	aː v ɔ n d + eː t ə			aː b ə n t + ɛ s ə n
1644	x iː t ə			ɡ iː s ə n
1052	z ɛɪ			z iː
1024	aː d ə r			aː d ə r
758	l ʉ x t			l ʊ f t
576	z uː k ə	s iː k		z uː x ə n
-89	w ɪ ŋ ə r t	v aɪ n		v ai n + ʃ t ɔ k
2125	w ɪ k ə l ə			v ɪ k ə l n
1204	v iː r + k ɑ n t			f iː r + ɛ k
330	z w ɑ ŋ ə r			ʃ v a ŋ ə r
1719	h ɛ k			ɡ ə + h eː ɡ ə
1434	b r ɛ ŋ ə	b r ɪ ŋ		b r ɪ ŋ ə n
1930	b r eː k ə	b r eɪ k		b r ɛ x ə n
2108	p l uː ɣ ə	p l aʊ		pf l yː ɡ ə n
1075	b l aː z ə	b l əʊ		b l aː z ə n
1212	r oː k			r au x
1562	v eː l			f iː l
158	w ɛ + ɣ aː n			v ɛ k + ɡ eː ə n
1556	x eː w ə			ɡ a f ə n
376	d r ɪ ŋ k ə	d r ɪ ŋ k		t r ɪ ŋ k ə n
-1785	x r aː n	ɡ r eɪ n		
919	s t uː l			ʃ t uː l
125	v ɛ t	f æ t		f ɛ t
1144	k aː l			k aː l
2086	x eː v ə	ɡ ɪ v		ɡ eː b ə n
961	h ɪ ŋ k ə			h ɪ ŋ k ə n
1909	x ə + z ɔ n t			ɡ ə + z ʊ n t
2253	k ɛ r v ə	k ɑː v		
2016		f r aɪ	f ʀ i ʀ	
937	b ɔ r s t	b r ɛ s t		b r ʊ s t
1606	h øː p	h ɪ p		h ʏ f t ə
1401		ɡ r ɑː s p		ɡ r ai f ə n
608	v uː t	f ʊ t		f uː s
-1615	oː l iː	ɔ ɪ l		ɶː l
1265	p ɛ l ə	p iː l	p ə l e	
1222	aː n + s t eː k ə			a n + ʃ t ɛ k ə n
184	b ə + t aː l ə			b ə + ts aː l ə n
2097		h əʊ		h a k ə
431	k l ɪ ŋ k			k l ɪ ŋ k ə
2174	s x ɑu d ə r	ʃ əʊ l d ə r		ʃ ʊ l t ə r
2166	b ɔ r s t ə l			b ʏ r s t ə
274	d oː f	d ɛ f		t au p
1939	v l uː r	f l ɔː r		
1408	n eː m ə			n eː m ə n
1245	s x oː r + s t eː n			ʃ ɔ r n + ʃ t ai n
949	s m ɪ t	b l æ k + s m ɪ θ		ʃ m iː t
467	d ʉ n	θ ɪ n		d ʏ n
1286	v ɛ r	f ɑː r		f ɛ r n
713	s ɑ p	s æ p		z a f t
993	x l ɑ s	ɡ l ɑː s		ɡ l aː s
308	d uː n	d uː		t uː n
280	b oː x			b oː ɡ ə n
1577	ɔ p + h ɑ ŋ ə	h æ ŋ		au f + h ɛ ŋ ə n
1912	s t ɛ r k			ʃ t a r k
2058	n aː ɣ ə l	n eɪ l		n aː ɡ ə l
1895		h iː l		h ai l ə n
1411	h ɛ b ə	h æ v		h aː b ə n
2003	k eː t ə l	k ɛ t l̩		k ɛ s ə l
1666	v l ɑ k t ə			f l ɛ x ə
1532	k n eː d ə	n iː d		k n eː t ə n
2014		r ɔː s t	ʀ ɔ t i ʀ	r ɶː s t ə n
721			p ɛ ʀ	eː ə
258	d r ɔ ŋ k ə	d r ʌ ŋ k		b ə + t r ʊ ŋ k ə n
624	s p ɪ n ə	s p ɪ n		ʃ p ɪ n ə n
7	w oː n ə			v oː n ə n
289	b ɪ n d ə	b aɪ n d		b ɪ n d ə n
798		s n eɪ l		ʃ n ɛ k ə
314	d oː d ə			t ɶː t ə n
525	z w ɛ l ɪ ŋ	s w ɛ l ɪ ŋ		ʃ v ɛ l ʊ ŋ
1928	s p l ɛɪ t ə	s p l ɪ t		ʃ p a l t ə n
1961	d r oː m ə	d r iː m		t r ɔy m ə n
352	eː r s t ə			eː r s t ə
783		r əʊ d	ʀ u t	
-1888	m eː d iː s ɛɪ n	m ɛ d s ɪ n		
2168	k ɑ m	k əʊ m		k a m
1248	m ɪ d ɑ ɣ + eː t ə			m ɪ t aː k + ɛ s ə n
1397	h ɑu d ə			b ə + h a l t ə n
942	b aː r + m uː d ə r			ɡ ə + b ɛː r + m ʊ t ə r
778	p ɑ t	p ɑː θ		pf aː t
1530	k oː n ɛɪ n			k a n iː n + x ə n
