COGID	Amami	Hachijo	Kagoshima	Kochi	Kyoto	Miyako	Oki	Sado	Shuri	Tokyo
14-1	k u r e									
18-1	n a r e									
35-1	h i u i ts									
36-1	h u θ a i ts									
48-1	n a g a s a r									
60-1	θ uː r i									
63-1	s i r a m i									
64-1	k i									
67-1	h w a									
68-1	n e									
71-1	tɕ i									
76-1	h u n e									
83-1	ts ɨ n o									
87-1	h a n e									
95-1	m i m i									
98-1	h a n a									
99-1	k u tɕ i									
-102-1	s i a									
103-1	ts ɨ m e									
110-1	θ e									
116-1	m n n e									
120-1	n u m u r i									
132-1	k i k u r i									
139-1	k u r u s u r i									
140-1	ʔ u u g u r i									
156-1	θ a tɕ a r u									
168-1	ts ɨ k i									
169-1	h u s i									
14-2		k o r e								
18-2		d a r e								
35-2		h i t o ts u								
36-2		h u t a ts u								
48-2		n a g a kʲ a								
60-2		t o r i								
63-2		s i r a m i								
64-2		k i								
67-2		h i a								
68-2		n e								
71-2		tɕ i								
76-2		h o n e								
83-2		ts u n o								
87-2		h a n e								
95-2		m i m i								
98-2		h a n a								
99-2		k u tɕ i								
-102-2		s i t a								
103-2		ts u m e								
110-2		t e								
116-2		m u n e								
120-2		n o m u								
132-2		k i k u								
139-2		k o r o s u								
140-2		o j o g u								
156-2		t a r e r u								
168-2		ts u k i								
169-2		h o s i								
14-3			k o r e							
18-3			d a r e							
35-3			h i t o							
36-3			h u t a							
48-3			n a g e							
60-3			t o i							
63-3			s i r a m							
64-3			k i							
67-3			h a							
68-3			n e							
71-3			tɕ i							
76-3			h o n e							
83-3			ts u n							
87-3			h a n e							
95-3			m i m							
98-3			h a n a							
99-3			k u tɕ							
-102-3			s i t a							
103-3			ts m e							
110-3			t e							
116-3			m ui n e							
120-3			n i m							
132-3			k i k ui							
139-3			k o r o i							
140-3			o j o g u							
156-3			t a j i							
168-3			ts u k i							
169-3			h o ɕ							
14-4				k o r e						
18-4				d a r e						
35-4				h i t o t u						
36-4				h u t a t u						
48-4				n a g a i						
60-4				t o r i						
63-4				s i r a m i						
64-4				k i						
67-4				h a						
68-4				n e						
71-4				t i						
76-4				h o n e						
83-4				t u n o						
87-4				h a n e						
95-4				m i m i						
98-4				h a n a						
99-4				k u t i						
-102-4				s i t a						
103-4				t u m e						
110-4				t e						
116-4				m u n e						
120-4				n o m u						
132-4				k i k u						
139-4				k o r o s u						
140-4				o j o g u						
156-4				t a tː j r u						
168-4				t u k i						
169-4				h o s i						
14-5					k o r e					
18-5					d a r e					
35-5					h i t o ts u					
36-5					h u t a ts u					
48-5					n a ŋ a i					
60-5					t o r i					
63-5					s i r a m i					
64-5					k i					
67-5					h aː					
68-5					n e					
71-5					tɕ i					
76-5					h o n e					
83-5					ts u n o					
87-5					h a n e					
95-5					m i m i					
98-5					h a n a					
99-5					k u tɕ i					
-102-5					s i t a					
103-5					ts u m e					
110-5					t e					
116-5					m u n e					
120-5					n o m u					
132-5					k i k u					
139-5					k o r o s u					
140-5					o j o ŋ u					
156-5					t a tː e r u					
168-5					ts u k i					
169-5					h o s i					
14-6						k u r i				
18-6						d a r				
35-6						p ɨ t u ts				
36-6						f ɨ t a ts ɨ				
48-6						n a g a				
60-6						t u				
63-6						s ɨː a m iː				
64-6						ts ɨː				
67-6						p aː				
68-6						n i				
71-6						ts ɨː				
76-6						p u n i				
83-6						ts ɨ n u				
87-6						p a n i				
95-6						m ɨ m				
98-6						p a n a				
99-6						fː u ts				
-102-6						s ɨ t a				
103-6						ts ɨ m i				
110-6						t i				
116-6						m a n i				
120-6						n u m u				
132-6						ts u k u				
139-6						k u u s ɨ				
140-6						i j u g				
156-6						t a ɭ				
168-6						ts ɨ ts ɨː				
169-6						p u s ɨ				
14-7							k o r e			
18-7							d a r			
35-7							ɸ i t o			
36-7							ɸ u t a ts			
48-7							n a g eː			
60-7							t o r i			
63-7							s i r a m			
64-7							k i			
67-7							ɸ a			
68-7							n e			
71-7							tɕ i			
76-7							h o n e			
83-7							ts u n o			
87-7							h a n e			
95-7							m i m i			
98-7							h a n a			
99-7							k u tɕ i			
-102-7							s i t a			
103-7							ts u m e			
110-7							t e			
116-7							m u n e			
120-7							n o m o			
132-7							k i k u			
139-7							k o r o s u			
140-7							o s o ŋ u			
156-7							t a tɕː u r u			
168-7							ts u k i			
169-7							h o s i			
14-8								k o r e		
18-8								d a r e		
35-8								h i t o ts u		
36-8								h u t a ts u		
48-8								n a g a i		
60-8								t o r i		
63-8								s i r a m i		
64-8								k i		
67-8								h a		
68-8								n e		
71-8								tɕ i		
76-8								h o n e		
83-8								ts u n o		
87-8								h a n e		
95-8								m i m i		
98-8								h a n a		
