COGID	Amami	Hachijo	Kagoshima	Kochi	Kyoto	Miyako	Oki	Sado	Shuri	Tokyo
394	h i dʑ a r i	h i d a r i	h i d a i	h i d a r i	h i d a r i	p ɨ d a ɭ	ɸ u d a r i	h i d a r i	h w i z a i	h i d a r i
193	k iː s a r i	k iː r o kʲ a	k iː	k iː r o i	k iː r o i	ts ɨː r u	k iː r o	k iː r o i	tɕ iː r u	k iː r o i
341		k oː r i	k oː i	k oː r i	k oː r i		k oː r i	k oː r i		k oː r i
401	ʔ u s u r i	o s u	o i s		o s u	u s ɨ	o s u	o s u	ʔ u ɕ u ɴ	o s u
78		a b u r a n i k u	a b u r a m i	a b u r a	a b u r a	a vː a	a b u r a	a b u r a n i k u		a b u r a m i
420	ʔ u θ ɨ r u r i	o t e r u	o ts u		o tɕ i r u	u t i ɭ	o tɕ i r u	o tɕ i r u	ʔ u t i j u ɴ	o kː o tɕ i r u
104		a s i	a ɕ	a s i	a s i		a s i	a s i		a s i
224					a ɴ t a r a					a ɴ t a t a tɕ i
339		ɕ o	s i o	s i j o	s i o		s i o	s i o		s i o
20			n a iː	n a n i	n a n i		n a n i	n a n i		n a n i
361	ʔ u b u s a r i	o m o kʲ a	o i m i	o m o t a i	o m o t a i	i v u	o m eː	o m o i	ʔ ɴ b u s a ɴ	o m o i
170	m ɨ z ɨ	m i z u	m iː	m i d u	m i z u	m i dz ɨ	m e z u	m i z u	m i dʒ i	m i z u
281	m u s i	m u s i m e	m ui ɕ	m u s i	m u s i	m u s ɨ	m o s i	m u s i	m u s i	m u s i
5					a ɴ t a					a n a t a
254	ʔ i ts ɨ ts ɨ	i ts u ts u	i ts u	i t u t u	i ts u ts u	i ts ɨ ts ɨ	e ts u ts u	i ts u ts u	ʔ i ɕ i ɕ i	i ts u ts u
85	z u b u					dz uː			z uː	
49	o n a g u	o ɴ n a g o	o n a g o	o n a g o	o n a ŋ o			o ɴ n a	w i n a g u	o ɴ n a
206						m t i			m iː	
296		k u tɕ i b i r u		k u t i b i r o	k u tɕ i b i r u		k u tɕ i b e r o	k u tɕ i b e r a		k u tɕ i b i r u
113	w a θ a					b a t a			w a t a	
266	x a z e	k a z e	k a i z e	k a z e	k a z e	k a dʒ i	k a z e	k a z e	k a dʒ i	k a z e
278		h e b u m e	h e	h e b i	h e b i			h e b i		h e b i
159				j a r u			j a r u	j a r u		
171		k u a	k a i w a	k a w a	k a w a	k aː	k a w a	k a w a	k aː r a	k a w a
305	tɕ i	tɕ i	tɕ i tɕ i	t i t i	tɕ i tɕ i	ts ɨː	tɕ i	tɕ i tɕ i	tɕ iː	o tɕ i tɕ i
247			a s i k o	a k o	a k o		a s u k o	a k o		a s u k o
350	s e b a s a r i	s e b a kʲ a	s e m e	s e b a i	s e b a i		s e m eː	s e m a i	ʃ i b a s a ɴ	s e m a i
418	n o u r i		n uː	n uː	n uː	n u z ɨ	n oː	n oː		n uː
11	w a x j a	w a r e ɴ i s a				b a n t iː			w a tː aː	
294	h a ɴ g e	h a n e	h a i n e		h a n e		h a n e		h a n i	h a n e
43			tɕ i ɴ k e		tɕ iː s a i			tɕ iː s a i		tɕ i tɕː a i
433	s i b u r u r i								ʃ i p u j u ɴ	
114	k u b i	k u b i	k ui	k u b i	k u b i		k u b i	k u b i	k u b i	k u b i
440	ʔ u θ u r u ɕ a		o t o r o sː e s ui				o s o r e r u		ʔ u t u r u s a	
357	h i sː a r i					pˢ ɨ s ɨ			h w i sː a ɴ	
126	k ui ts ɨ k ɨ r u r i	k ui ts u k u		k ui t u k u					k uː j u ɴ	
191	ʔ oː s a r i								ʔ oː s a ɴ	
190	h aː s a r i	a k a kʲ a	a i k e	a k a i	a k a i	a k a	a k eː	a k a i	ʔ a k a s a ɴ	a k a i
183		h i	h i	h i	h iː		ɸ i	h i	h w iː	h i
124	x a m u r i								k a n u ɴ	
323			o t o tsː a ɴ	o t oː s a ɴ	o t o tɕː a ɴ					o t oː s a ɴ
10	ʔʲ a					vː a			ʔʲ aː	
142	θ u b u r i		t o i	t o b u	t o b u		t o b u		t u b u ɴ	t o b u
288			a ɕ	a s i	a s i		a s i			a s i
264	k i r i	k i r i	k i j i	k i r i	k i r i	ts ɨː			tɕ i r i	k i r i
290			t e		t eː				t iː	
109	ts ɨ b u s i					ts ɨ g u s ɨ			tɕ i ɴ s i	
354	ʔ a tɕ i ɕ a r i	a ts u kʲ a	a i tɕ i	a t ui			a tɕ iː	a ts ui	ʔ a ɕ i s a ɴ	a ts ui
318		k a k a	o k aː h a ɴ	o k aː s a ɴ	o k aː tɕ a ɴ		k a k a			o k aː s a ɴ
