ID	DOCULECT	TOKENS	ALIGNMENT	COGID
1	more	w u r a	w u r a -	5
2	orowin	f u ʔ	f u ʔ - -	5
3	tora	w i h u	w i h u -	5
4	wari	w a h u ʔ	w a h u ʔ	5
5	orowin	w o r i k o k o	w o r i k o k o	6
6	tora	w a r i k o	w a r i k - - o	6
7	wari	w i r i k o k o	w i r i k o k o	6
8	more	a t i	a t i	9
9	orowin	a t i	a t i	9
10	more	t i k o w	t i - k o w	10
11	tora	t e o k a j	t e o k a j	10
12	wari	k a ɲ	- - - k a ɲ	10
13	orowin	m i j a ʔ	m i j a ʔ	11
14	tora	j a b	- - j a b	11
15	wari	m i j a	m i j a -	11
16	cojubim	n a p a	n a p a	12
17	more	n a p a	n a p a	12
18	orowin	n a p a	n a p a	12
19	orowin	k a w a s a n	k a - w a s a n	18
20	wari	t o k w a n	t o k w - - a n	18
21	jaru	h o r a	h - o r a -	27
22	orowin	f o r a ʔ	f - o r a ʔ	27
23	wari	h w a r a ʔ	h w a r a ʔ	27
24	orowin	e k e m	e - - k e - m	28
25	tora	u k a d n	u - - k a d n	28
26	urupa	e v e k e m	e v e k e - m	28
27	cojubim	i n a	i n a	30
28	more	i n a	i n a	30
29	orowin	w i j a m a n	w i j a m a n	34
30	urupa	i a m a j	- i - a m a j	34
31	wanyam	w i j i k u n	w i j i k u n	34
32	wari	w i j i m a	w i j i m a -	34
33	kitemoka	p i ʃ i t i k o	p i ʃ i t i k o -	35
34	tapakura	m i tʃ i t i k o n	m i tʃ i t i k o n	35
35	cojubim	e	e - -	36
36	more	e j e	e j e	36
37	cojubim	t a n a m a n	t a n a m a n	40
38	more	t a n a m a n	t a n a m a n	40
39	kitemoka	ɲ a m a k i	ɲ a m a k i -	41
40	tapakura	j a m a k e	j a m a k e -	41
41	tora	n a k a m i n	n a k a m i n	41
42	cojubim	n a m a k o n	n a m a k o n	43
43	more	n a m a k o n	n a m a k o n	43
44	tora	n a k o n	n a - - k o n	43
45	cojubim	r a t o	- r a t o -	47
46	more	r a t o ʔ	- r a t o ʔ	47
47	tora	i r a t o	i r a t o -	47
48	cojubim	p a t i ʔ	p a t i ʔ	53
49	more	p a t i ʔ	p a t i ʔ	53
50	wanyam	p a t i ʔ	p a t i ʔ	53
51	jaru	w i j e m u	w i j e m u -	60
52	more	j i m o p	- - j i m o p	60
53	tora	v i j e m o p	v i j e m o p	60
54	urupa	j e m o b	- - j e m o b	60
55	jaru	k o m e m	k o m e m	61
56	wari	k o m e m	k o m e m	61
57	kitemoka	k i m a r i	k i m a r i -	62
58	tapakura	k i m a r i	k i m a r i -	62
59	wanyam	i m a r i ʔ	- i m a r i ʔ	62
60	jaru	e m e t e	e m e t e -	68
61	orowin	e m e t e ʔ	e m e t e ʔ	68
62	wari	m e t e ʔ	- m e t e ʔ	68
63	orowin	s i k i n a n	s i k i n a n	83
64	wari	k a tʃ i m a	k a tʃ i m a -	83
65	kitemoka	t o h o t	t o h o t -	85
66	tapakura	t a h u n e	t a h u n e	85
67	jaru	i w i p	i w - - i p	87
68	wanyam	i w i j i p	i w i j i p	87
69	kitemoka	w i w i t i	w i w i t i	89
70	tapakura	w i ʃ i t i	w i ʃ i t i	89
71	jaru	k u r u p i	- - k u r u p i	92
72	tora	t u k u r i p a	t u k u r i p a	92
73	kitemoka	p i tʃ i	p i tʃ i - - -	100
74	orowin	p i t i k o n	p i t i k o n	100
75	wari	p i tʃ i n a ɲ	p i tʃ i n a ɲ	100
76	cojubim	t a t a w	t a t a w -	101
77	more	t a t a w	t a t a w -	101
78	wanyam	t a t a w i	t a t a w i	101
79	kitemoka	s o k o tʃ e t i tʃ e	s o k o tʃ e t i tʃ e	105
80	tapakura	tʃ i p i tʃ i	- - - - tʃ i p i tʃ i	105
81	jaru	j u h e n e s i	j u h e n e s i	107
82	urupa	y v e n e s i	- y v e n e s i	107
83	cojubim	t e n e t e t	t e n e t e t	113
84	more	t e n e t e t	t e n e t e t	113
85	tora	t e t e t e	t e t e t e -	113
86	orowin	t e p e k e j e s i	t e p - e k e j - e s i	120
87	tapakura	t a p u i t a k a tʃ i	t a p u i t a k - a tʃ i	120
88	wari	p e t e h w e t	- - p - e t e h w e t -	120
89	cojubim	t u p i	t u p i	123
90	more	t u p i	t u p i	123
91	orowin	p a s o m a s i	p a s o m a s i -	126
92	wari	p i tʃ i j a tʃ i ʔ	p i tʃ i j a tʃ i ʔ	126
93	cojubim	tʃ i n a k	tʃ i - - n a k -	127
94	more	tʃ i n a k	tʃ i - - n a k -	127
95	tapakura	tʃ i k i tʃ i	tʃ i k - - i tʃ i	127
96	tora	ʃ i k i n i ʃ i	ʃ i k i n i ʃ i	127
97	orowin	m a k a r a m a s i	m a - - k a r a m a s i -	129
