ID	DOCULECT	TOKENS	ALIGNMENT	COGID
1	more	w u r a	w u r a -	5
2	orowin	f u ʔ	f u ʔ - -	5
3	tora	w i h u	w i h u -	5
4	wari	w a h u ʔ	w a h u ʔ	5
5	orowin	w o r i k o k o	w o r i k o k o	6
6	tora	w a r i k o	w a r i k - - o	6
7	wari	w i r i k o k o	w i r i k o k o	6
8	more	a t i	a t i	9
9	orowin	a t i	a t i	9
10	more	t i k o w	t i - k o w	10
11	tora	t e o k a j	t e o k a j	10
12	wari	k a ɲ	- - - k a ɲ	10
13	orowin	m i j a ʔ	m i j a ʔ	11
14	tora	j a b	- - j a b	11
15	wari	m i j a	m i j a -	11
16	cojubim	n a p a	n a p a	12
17	more	n a p a	n a p a	12
18	orowin	n a p a	n a p a	12
19	orowin	k a w a s a n	k a - w a s a n	18
20	wari	t o k w a n	t o k w - - a n	18
21	jaru	h o r a	h - o r a -	27
22	orowin	f o r a ʔ	f - o r a ʔ	27
23	wari	h w a r a ʔ	h w a r a ʔ	27
24	orowin	e k e m	e - - k e - m	28
25	tora	u k a d n	u - - k a d n	28
26	urupa	e v e k e m	e v e k e - m	28
27	cojubim	i n a	i n a	30
28	more	i n a	i n a	30
29	orowin	w i j a m a n	w i j a m a n	34
30	urupa	i a m a j	- i - a m a j	34
31	wanyam	w i j i k u n	w i j i k u n	34
32	wari	w i j i m a	w i j i m a -	34
33	kitemoka	p i ʃ i t i k o	p i ʃ i t i k o -	35
34	tapakura	m i tʃ i t i k o n	m i tʃ i t i k o n	35
35	cojubim	e	e - -	36
36	more	e j e	e j e	36
37	jaru	j a m i r i m a n	j a m i r i m a n	39
38	orowin	j a m i r i m a	j a m i r i m a -	39
39	urupa	j a m r a	j a m - r - - a -	39
40	wanyam	j a m a r i m a ʔ	j a m a r i m a ʔ	39
41	wari	n a r i m a ʔ	n a - - r i m a ʔ	39
42	cojubim	t a n a m a n	t a n a m a n	40
43	more	t a n a m a n	t a n a m a n	40
44	kitemoka	ɲ a m a k i	ɲ a m a k i -	41
45	tapakura	j a m a k e	j a m a k e -	41
46	tora	n a k a m i n	n a k a m i n	41
47	jaru	k i t r a m a n	k i t - r a m a n	42
48	orowin	k i t r a m a	k i t - r a m a -	42
49	urupa	k i t r a m a	k i t - r a m a -	42
50	wanyam	k i t a r a m a ʔ	k i t a r a m a ʔ	42
51	wari	t a r a m a ʔ	- - t a r a m a ʔ	42
52	cojubim	n a m a k o n	n a m a k o n	43
53	more	n a m a k o n	n a m a k o n	43
54	tora	n a k o n	n a - - k o n	43
55	jaru	w a n j a n	w a n j a n	44
56	more	w a n j a m	w a n j a m	44
57	orowin	w a j a m	w a - j a m	44
58	wanyam	w a n j a m	w a n j a m	44
59	wari	w i j a m	w i - j a m	44
60	cojubim	r a t o	- r a t o -	47
61	more	r a t o ʔ	- r a t o ʔ	47
62	tora	i r a t o	i r a t o -	47
63	cojubim	p a t i ʔ	p a t i ʔ	53
64	more	p a t i ʔ	p a t i ʔ	53
65	wanyam	p a t i ʔ	p a t i ʔ	53
66	jaru	w i j e m u	w i j e m u -	60
67	more	j i m o p	- - j i m o p	60
68	tora	v i j e m o p	v i j e m o p	60
69	urupa	j e m o b	- - j e m o b	60
70	jaru	k o m e m	k o m e m	61
71	wari	k o m e m	k o m e m	61
72	kitemoka	k i m a r i	k i m a r i -	62
73	tapakura	k i m a r i	k i m a r i -	62
74	wanyam	i m a r i ʔ	- i m a r i ʔ	62
75	jaru	e m e t e	e m e t e -	68
76	orowin	e m e t e ʔ	e m e t e ʔ	68
77	wari	m e t e ʔ	- m e t e ʔ	68
78	cojubim	u p e j i	u p e j i -	75
79	jaru	o p i ã	o p i - ã -	75
80	more	u p e j e	u p e j e -	75
81	orowin	i p i j a m	i p i j a m	75
82	wanyam	i p i j a m	i p i j a m	75
83	cojubim	t a n	t a - - - - n	79
84	more	t a n	t a - - - - n	79
85	orowin	t a j i n a n	t a j i n a n	79
86	wanyam	t a i n	t a - i - - n	79
87	wari	t a j i	t a j i - - -	79
88	orowin	s i k i n a n	s i k i n a n	83
89	wari	k a tʃ i m a	k a tʃ i m a -	83
90	kitemoka	t o h o t	t o h o t -	85
91	tapakura	t a h u n e	t a h u n e	85
92	jaru	i w i p	i w - - i p	87
93	wanyam	i w i j i p	i w i j i p	87
94	kitemoka	w i w i t i	w i w i t i	89
95	tapakura	w i ʃ i t i	w i ʃ i t i	89
96	jaru	k u r u p i	- - k u r u p i	92
97	tora	t u k u r i p a	t u k u r i p a	92
98	jaru	i k e k r e n	i k - e k r e n - -	94
99	more	u k u n	u k - - - - u n - -	94
100	orowin	y k e r e s i	y k - e - r e s i -	94
101	wanyam	i k e r e m	i k - e - r e m - -	94
102	wari	k w e r e tʃ i ʔ	- k w e - r e tʃ i ʔ	94
