ID	DOCULECT	TOKENS	ALIGNMENT	COGID
1	more	w u r a	w u r a -	5
2	orowin	f u ʔ	f u ʔ - -	5
3	tora	w i h u	w i h u -	5
4	wari	w a h u ʔ	w a h u ʔ	5
5	orowin	w o r i k o k o	w o r i k o k o	6
6	tora	w a r i k o	w a r i k - - o	6
7	wari	w i r i k o k o	w i r i k o k o	6
8	more	a t i	a t i	9
9	orowin	a t i	a t i	9
10	more	t i k o w	t i - k o w	10
11	tora	t e o k a j	t e o k a j	10
12	wari	k a ɲ	- - - k a ɲ	10
13	orowin	m i j a ʔ	m i j a ʔ	11
14	tora	j a b	- - j a b	11
15	wari	m i j a	m i j a -	11
16	cojubim	n a p a	n a p a	12
17	more	n a p a	n a p a	12
18	orowin	n a p a	n a p a	12
19	orowin	k a w a s a n	k a - w a s a n	18
20	wari	t o k w a n	t o k w - - a n	18
21	jaru	h o r a	h - o r a -	27
22	orowin	f o r a ʔ	f - o r a ʔ	27
23	wari	h w a r a ʔ	h w a r a ʔ	27
24	orowin	e k e m	e - - k e - m	28
25	tora	u k a d n	u - - k a d n	28
26	urupa	e v e k e m	e v e k e - m	28
27	cojubim	i n a	i n a	30
28	more	i n a	i n a	30
29	orowin	w i j a m a n	w i j a m a n	34
30	urupa	i a m a j	- i - a m a j	34
31	wanyam	w i j i k u n	w i j i k u n	34
32	wari	w i j i m a	w i j i m a -	34
33	kitemoka	p i ʃ i t i k o	p i ʃ i t i k o -	35
34	tapakura	m i tʃ i t i k o n	m i tʃ i t i k o n	35
35	cojubim	e	e - -	36
36	more	e j e	e j e	36
37	jaru	j a m i r i m a n	j a m i r i m a n	39
38	orowin	j a m i r i m a	j a m i r i m a -	39
39	urupa	j a m r a	j a m - r - - a -	39
40	wanyam	j a m a r i m a ʔ	j a m a r i m a ʔ	39
41	wari	n a r i m a ʔ	n a - - r i m a ʔ	39
42	cojubim	t a n a m a n	t a n a m a n	40
43	more	t a n a m a n	t a n a m a n	40
44	kitemoka	ɲ a m a k i	ɲ a m a k i -	41
45	tapakura	j a m a k e	j a m a k e -	41
46	tora	n a k a m i n	n a k a m i n	41
47	jaru	k i t r a m a n	k i t - r a m a n	42
48	orowin	k i t r a m a	k i t - r a m a -	42
49	urupa	k i t r a m a	k i t - r a m a -	42
50	wanyam	k i t a r a m a ʔ	k i t a r a m a ʔ	42
51	wari	t a r a m a ʔ	- - t a r a m a ʔ	42
52	cojubim	n a m a k o n	n a m a k o n	43
53	more	n a m a k o n	n a m a k o n	43
54	tora	n a k o n	n a - - k o n	43
55	jaru	w a n j a n	w a n j a n	44
56	more	w a n j a m	w a n j a m	44
57	orowin	w a j a m	w a - j a m	44
58	wanyam	w a n j a m	w a n j a m	44
59	wari	w i j a m	w i - j a m	44
60	jaru	o n j a n	- - - o - - - n j a n - -	45
61	more	j o m a	- - - - - - - - j o m a -	45
62	orowin	i f i j a m a	- - - i f - i - j a m a -	45
63	urupa	u h u n j a m	- - - u h - u n j a m - -	45
64	wanyam	m a r a h u j a m a	m a r a h - u - j a m a -	45
65	wari	h w i j i m a ʔ	- - - - h w i - j i m a ʔ	45
66	cojubim	r a t o	- r a t o -	47
67	more	r a t o ʔ	- r a t o ʔ	47
68	tora	i r a t o	i r a t o -	47
69	cojubim	i n a ʔ	i n - a ʔ	50
70	more	i n a ʔ	i n - a ʔ	50
71	orowin	i n a	i n - a -	50
72	tora	i n j a	i n j a -	50
73	wanyam	i n a ʔ	i n - a ʔ	50
74	wari	n a ʔ	- n - a ʔ	50
75	cojubim	p a t i ʔ	p a t i ʔ	53
76	more	p a t i ʔ	p a t i ʔ	53
77	wanyam	p a t i ʔ	p a t i ʔ	53
78	cojubim	t o k o w a n	t o k o w a - n	57
79	kitemoka	t u k a w a n	t u k a w a - n	57
80	more	t o k o w a n	t o k o w a - n	57
81	tapakura	t u k a w a	t u k a w a - -	57
82	tora	t u k a w a d n	t u k a w a d n	57
83	wanyam	t o k a w a n	t o k a w a - n	57
84	jaru	w i j e m u	w i j e m u -	60
85	more	j i m o p	- - j i m o p	60
86	tora	v i j e m o p	v i j e m o p	60
87	urupa	j e m o b	- - j e m o b	60
88	jaru	k o m e m	k o m e m	61
89	wari	k o m e m	k o m e m	61
90	kitemoka	k i m a r i	k i m a r i -	62
91	tapakura	k i m a r i	k i m a r i -	62
92	wanyam	i m a r i ʔ	- i m a r i ʔ	62
93	jaru	e m e t e	e m e t e -	68
94	orowin	e m e t e ʔ	e m e t e ʔ	68
95	wari	m e t e ʔ	- m e t e ʔ	68
96	kitemoka	o m i	o m i	71
97	more	u m i	u m i	71
98	orowin	o m i	o m i	71
99	tora	u m i	u m i	71
100	wanyam	o m i	o m i	71
101	wari	m i	- m i	71
102	cojubim	u p e j i	u p e j i -	75
103	jaru	o p i ã	o p i - ã -	75
