ID	DOCULECT	TOKENS	ALIGNMENT	COGID
1	more	w u r a	w u r a -	5
2	orowin	f u ʔ	f u ʔ - -	5
3	tora	w i h u	w i h u -	5
4	wari	w a h u ʔ	w a h u ʔ	5
5	orowin	w o r i k o k o	w o r i k o k o	6
6	tora	w a r i k o	w a r i k - - o	6
7	wari	w i r i k o k o	w i r i k o k o	6
8	more	a t i	a t i	9
9	orowin	a t i	a t i	9
10	more	t i k o w	t i - k o w	10
11	tora	t e o k a j	t e o k a j	10
12	wari	k a ɲ	- - - k a ɲ	10
13	orowin	m i j a ʔ	m i j a ʔ	11
14	tora	j a b	- - j a b	11
15	wari	m i j a	m i j a -	11
16	cojubim	n a p a	n a p a	12
17	more	n a p a	n a p a	12
18	orowin	n a p a	n a p a	12
19	orowin	k a w a s a n	k a - w a s a n	18
20	wari	t o k w a n	t o k w - - a n	18
21	cojubim	t a n	- - - - t a - n	21
22	more	t a n	- - - - t a - n	21
23	orowin	k a w a s a n	k a w a s a - n	21
24	tapakura	t a n	- - - - t a - n	21
25	tora	k w a t a d n	k - w a t a d n	21
26	wanyam	k a w a tʃ y k	k a w a tʃ y - k	21
27	cojubim	w a k o r a n	w a k o r - - - - a n	24
28	more	p o k o r a n	p o k o r - - - - a n	24
29	tapakura	w a g a r a g a t a n	w a g a r a g a t a n	24
30	tora	k u r a d n	- - k u r a d - - - n	24
31	wanyam	k a r i k a n	- - k a r i k - - a n	24
32	wari	t y k y	- - - - t y k - - y -	24
33	jaru	h o r a	h - o r a -	27
34	orowin	f o r a ʔ	f - o r a ʔ	27
35	wari	h w a r a ʔ	h w a r a ʔ	27
36	orowin	e k e m	e - - k e - m	28
37	tora	u k a d n	u - - k a d n	28
38	urupa	e v e k e m	e v e k e - m	28
39	cojubim	i n a	i n a	30
40	more	i n a	i n a	30
41	orowin	w i j a m a n	w i j a m a n	34
42	urupa	i a m a j	- i - a m a j	34
43	wanyam	w i j i k u n	w i j i k u n	34
44	wari	w i j i m a	w i j i m a -	34
45	kitemoka	p i ʃ i t i k o	p i ʃ i t i k o -	35
46	tapakura	m i tʃ i t i k o n	m i tʃ i t i k o n	35
47	cojubim	e	e - -	36
48	more	e j e	e j e	36
49	jaru	j a m i r i m a n	j a m i r i m a n	39
50	orowin	j a m i r i m a	j a m i r i m a -	39
51	urupa	j a m r a	j a m - r - - a -	39
52	wanyam	j a m a r i m a ʔ	j a m a r i m a ʔ	39
53	wari	n a r i m a ʔ	n a - - r i m a ʔ	39
54	cojubim	t a n a m a n	t a n a m a n	40
55	more	t a n a m a n	t a n a m a n	40
56	kitemoka	ɲ a m a k i	ɲ a m a k i -	41
57	tapakura	j a m a k e	j a m a k e -	41
58	tora	n a k a m i n	n a k a m i n	41
59	jaru	k i t r a m a n	k i t - r a m a n	42
60	orowin	k i t r a m a	k i t - r a m a -	42
61	urupa	k i t r a m a	k i t - r a m a -	42
62	wanyam	k i t a r a m a ʔ	k i t a r a m a ʔ	42
63	wari	t a r a m a ʔ	- - t a r a m a ʔ	42
64	cojubim	n a m a k o n	n a m a k o n	43
65	more	n a m a k o n	n a m a k o n	43
66	tora	n a k o n	n a - - k o n	43
67	jaru	w a n j a n	w a n j a n	44
68	more	w a n j a m	w a n j a m	44
69	orowin	w a j a m	w a - j a m	44
70	wanyam	w a n j a m	w a n j a m	44
71	wari	w i j a m	w i - j a m	44
72	jaru	o n j a n	- - - o - - - n j a n - -	45
73	more	j o m a	- - - - - - - - j o m a -	45
74	orowin	i f i j a m a	- - - i f - i - j a m a -	45
75	urupa	u h u n j a m	- - - u h - u n j a m - -	45
76	wanyam	m a r a h u j a m a	m a r a h - u - j a m a -	45
77	wari	h w i j i m a ʔ	- - - - h w i - j i m a ʔ	45
78	cojubim	r a t o	- r a t o -	47
79	more	r a t o ʔ	- r a t o ʔ	47
80	tora	i r a t o	i r a t o -	47
81	cojubim	i n a ʔ	i n - a ʔ	50
82	more	i n a ʔ	i n - a ʔ	50
83	orowin	i n a	i n - a -	50
84	tora	i n j a	i n j a -	50
85	wanyam	i n a ʔ	i n - a ʔ	50
86	wari	n a ʔ	- n - a ʔ	50
87	cojubim	p a t i ʔ	p a t i ʔ	53
88	more	p a t i ʔ	p a t i ʔ	53
89	wanyam	p a t i ʔ	p a t i ʔ	53
90	cojubim	t o k o w a n	t o k o w a - n	57
91	kitemoka	t u k a w a n	t u k a w a - n	57
92	more	t o k o w a n	t o k o w a - n	57
93	tapakura	t u k a w a	t u k a w a - -	57
94	tora	t u k a w a d n	t u k a w a d n	57
95	wanyam	t o k a w a n	t o k a w a - n	57
96	jaru	w i j e m u	w i j e m u -	60
97	more	j i m o p	- - j i m o p	60
98	tora	v i j e m o p	v i j e m o p	60
99	urupa	j e m o b	- - j e m o b	60
100	jaru	k o m e m	k o m e m	61
