COGID	Achang	Bela	Lashi	Maru	Phon	WrittenBurmese	Zaiwa
1-1	m au ³⁴						
4-1	l ai ³						
18-1	n j a̰ ŋ ⁵³						
19-1	n ei ³¹						
44-1	d l u ʔ ⁴³						
50-1	u ŋ ³						
62-1	s ai k ³						
70-1	d j a n ³¹						
75-1	n j ɔ ʔ ³¹						
97-1	tʃʰ a ŋ ⁵						
112-1	tsʰ ɔ ³						
122-1	n j u ŋ ³²						
127-1	kʰ w ei ³						
132-1	d w ɔ ʔ ³¹						
133-1	n au ³						
135-1	n au ³¹						
142-1	d z i ⁵						
143-1	x ŋ ɔ ʔ ³¹						
149-1	ʔ u ³¹						
152-1	ŋ a ³¹						
157-1	b u ³						
183-1	ʔ u ³						
184-1	n a̰ ʔ ⁵⁴						
185-1	tsʰ a m ³						
189-1	n j ɔ ʔ ³¹						
192-1	x n ɔ̰ ³						
195-1	n ɔ ³						
200-1	d a ³						
216-1	s ɛ n ³						
218-1	l ɔ ʔ ⁴³						
225-1	s ai ŋ ³						
235-1	kʰ j ei ³						
244-1	s i ³						
253-1	m ei ³						
270-1	m j ei ³						
278-1	n j a̰ ŋ ³						
279-1	d w i ³						
285-1	n j ai m ⁵³						
308-1	d i ³						
322-1	m ei ³						
325-1	kʰ au ⁵						
337-1	n j a ŋ ³						
341-1	d z ɔ ³						
347-1	ʃ u ʔ ⁵³						
362-1	j i ³						
391-1	j ɛ p ⁵³						
394-1	m ɔ ʔ ⁴³						
397-1	tʃʰ ei ⁵						
443-1	n j ɔ̰ p ⁵³						
460-1	s a t ⁵³						
463-1	d i ³						
464-1	ʔ u ŋ ³						
473-1	s ai m ³						
476-1	kʰ j u k ⁵³						
481-1	tsʰ au ³						
494-1	g ɛ ³						
496-1	n j ai ³						
516-1	i ³						
522-1	n ɔ ʔ ³¹						
523-1	d j u ³						
524-1	n i ³						
540-1	kʰ ɔ ⁵						
3-1	b w i ³¹						
6-1	k j i ³						
7-1	dʒ ɛ ³¹						
20-1	n a p ³¹						
51-1	ŋ i ³¹						
64-1	kʰ u ŋ ⁴³						
65-1	k ṵ k ⁵⁴						
66-1	ts ɔ ³						
71-1	ʃ i ⁵						
72-1	ʔ u ³						
76-1	w ɔ ³						
77-1	n j u k ³						
78-1	m au ³¹						
82-1	pʰ j u ⁵						
87-1	x ŋ ɔ ³¹						
93-1	l a m ³						
94-1	n j ei ŋ ⁵³						
100-1	s w a n ³						
116-1	l ɔ ³⁴						
119-1	w a t ³						
124-1	d j u ³						
136-1	l j i ⁵						
137-1	kʰ j au ³¹						
144-1	s u t ⁵⁴						
145-1	d u ŋ ³						
146-1	m au ⁵						
150-1	j u ʔ ⁴²						
154-1	n j ei ⁴²						
165-1	kʰ j a n ³						
166-1	pʰ j ɔ ³						
169-1	k j a ŋ ³						
170-1	d j ɔ ⁴²						
171-1	j a ŋ ³						
174-1	l a̰ m ³¹						
181-1	n j ɔ ʔ ³¹						
193-1	b u ³						
205-1	n ṵ ʔ ⁵⁴						
206-1	m j a̰ ⁵³						
212-1	d tʃʰ ɔ ʔ ³¹						
214-1	l ai ³						
217-1	ʔ u ³						
224-1	n j æu ⁵						
228-1	b au ³⁴						
238-1	j au ⁵						
241-1	ʃ ɔ ⁵						
246-1	g j ɛ ⁵						
256-1	ʔ u ŋ ³						
257-1	pʰ ɔ ³¹						
272-1	m ɔ ⁵						
273-1	ʔ a ŋ ³						
274-1	m a ŋ ³						
1-2		m au ⁵²					
4-2		l a					
18-2		m ṵ̃ ²³					
19-2		n ai ⁵² ²³					
44-2		l a ⁵²					
50-2		ɣ o ŋ ²³					
62-2		ʃ au ²³					
70-2		p a ²³					
75-2		m j a ʔ ⁵²					
97-2		t a ŋ ²³					
112-2		ts a ⁵²					
122-2		m j a ʔ ⁵²					
127-2		kʰ a ⁵²					
132-2		w a̰ ʔ ⁵²					
133-2		n a ⁵²					
135-2		n au ŋ ²³					
142-2		w i ³					
143-2		ŋ a ʔ ⁵²					
149-2		j a ⁵²					
152-2		ŋ a ⁵²					
157-2		p a ⁵²					
183-2		ʔ u					
184-2		n au ⁵² ⁵²					
185-2		ts a ³					
189-2		m j a ʔ ⁵²					
192-2		n a ⁵²					
195-2		n a ⁵²					
200-2		ə ⁵²					
216-2		ts a ŋ ²³					
218-2		l a ʔ ⁵²					
225-2		ts a ŋ ²³					
235-2		kʰ j a ³					
244-2		ts i ⁵²					
253-2		m j i ⁵²					
270-2		m i ²³					
278-2		m ṵ̃ ŋ ³					
279-2		w a ⁵²					
285-2		x j a ³					
308-2		p j i ³					
322-2		m i ⁵²					
325-2		kʰ a ⁵²					
337-2		m j ṵ̃ ³					
341-2		ts a ²³					
347-2		s au ʔ ⁵²					
362-2		j ɛ ³					
391-2		j a ⁵²					
394-2		m a ʔ ⁵²					
397-2		tʃʰ ə ²³					
443-2		n j a ʔ ⁵²					
460-2		ts au ʔ ⁵²					
463-2		w au ŋ ³					
464-2		ʔ a ŋ ⁵²					
473-2		ts a m ²³					
476-2		kʰ j a ⁵²					
481-2		ts a ²³					
494-2		ɣ ai ⁵²					
496-2		l a ŋ ³					
516-2		w ə ⁵²					
522-2		n a ʔ ⁵²					
523-2		p j au ³					
524-2		n a					
540-2		kʰ a ²³					
3-2		p au ŋ ²³					
6-2		k ai					
7-2		a ⁵²					
20-2		n au ⁵²					
39-2		m au ʔ ³					
51-2		ŋ au ²³					
72-2		ʔ a					
94-2		m ṵ̃ ³					
100-2		ts j a̰ ³					
116-2		l a ²³					
136-2		l a i ²³					
137-2		k j ṵ ŋ ³					
139-2		m ai ⁵²					
150-2		k j a ʔ ⁵²					
154-2		m ṵ ⁵²					
166-2		p j a ⁵²					
169-2		k j a ³					
170-2		p j a ⁵²					
171-2		j o ŋ ³					
174-2		l a ²³					
181-2		m j a ʔ ⁵²					
205-2		n a ʔ ⁵²					
206-2		m au ŋ ²³					
214-2		l a m ⁵²					
217-2		ʔ u ⁵²					
224-2		n j ṵ ŋ ³					
228-2		p au ŋ ⁵²					
246-2		k j a ⁵²					
256-2		ʔ a ³					
257-2		ts a ⁵²					
273-2		j a ³					
1-3			m au ³				
4-3			l a ³²				
18-3			m j e ŋ ³²				
19-3			n e ʔ ⁵²				
44-3			l ɔ̰ ʔ ³²				
50-3			e ŋ ⁴				
62-3			s ə k ⁵³				
70-3			b ãɪ n ⁴				
75-3			m j ɔ̃ ʔ ³¹				
97-3			tʃʰ a ŋ ⁵				
112-3			tsʰ u ³²				
122-3			m j o k ³²				
127-3			kʰ e ⁴				
132-3			ɔ ʔ ³				
133-3			n au ŋ ³				
135-3			n au ³				
142-3			d z ɨ ³¹				
143-3			ŋ ɔ̃ ʔ ³				
149-3			ʔ ə ³				
152-3			n o ³¹				
157-3			b ɔ ³				
183-3			ʔ ə				
184-3			n o ʔ ⁴				
185-3			tsʰ æ m ³²				
189-3			m j ɔ̰ ʔ ³²				
192-3			n ɔ̃ ³¹				
195-3			n o ³				
200-3			e ⁵				
216-3			s e ŋ ⁴				
218-3			l ɔ̰ ʔ ³				
225-3			s ə ŋ ⁵				
235-3			kʰ j e ³²				
244-3			s e ⁵				
253-3			m j e ³¹				
270-3			m j ḛ ŋ ³²				
278-3			m j õ ŋ ⁴				
279-3			w ɔ ⁴				
285-3			g j ɛ m ⁵¹				
308-3			j ɔ ⁴				
322-3			m j e ⁴				
325-3			kʰ au ³				
337-3			m j ã ŋ ⁵³				
341-3			d z ɔ ³				
347-3			ʃ o̰ ʔ ³²				
362-3			j e ⁵¹				
391-3			j o k ⁵³				
394-3			m ɔ ʔ ³				
397-3			tʃʰ e ⁴³				
443-3			m j ɛ p ⁵³				
460-3			s ai ⁵³				
463-3			ḛ ⁵¹				
464-3			ʔ o ŋ ⁵				
473-3			s ɛ m ⁵¹				
476-3			kʰ j o k ³²				
481-3			tsʰ u ⁴³				
494-3			g ɔ ⁴				
496-3			j e ŋ ⁴				
516-3			w e ⁴				
522-3			n ɔ̃ ʔ ³				
523-3			pʰ j u ³²				
524-3			n o ⁵¹				
540-3			kʰ ɔ ⁴				
3-3			b e ŋ ³¹				
6-3			g e ³¹				
7-3			d ɛ m ⁵³				
20-3			n ai p ³				
39-3			m j e ³²				
51-3			ŋ e ³²				
64-3			g ɔ ʔ ³¹				
65-3			k o ʔ ⁵³				
66-3			d z u ⁵				
71-3			ʃ i ⁵				
72-3			ʔ a ³				
76-3			j ɔ ³²				
77-3			m j ə k ⁵³				
78-3			m au ³¹				
82-3			pʰ o ŋ ⁵³				
87-3			ŋ ɔ ʔ ³				
93-3			l æ̰ m ³				
94-3			m j e ³²				
100-3			s w ɛ ⁵¹				
116-3			l ə ³²				
119-3			w ɛ m ⁵¹				
124-3			pʰ j u ⁵⁴				
136-3			l i ³¹				
137-3			kʰ j au ³				
139-3			m j e ⁴				
144-3			s ɛ ʔ ³				
145-3			d o ŋ ³¹				
146-3			m au ³¹				
150-3			j ɔ̰ ʔ ³²				
154-3			m j ø ⁵¹				
165-3			g o ŋ ³				
166-3			pʰ j ɔ ³¹				
169-3			g j a̰ ŋ ³²				
170-3			b j ɔ ²¹				
171-3			j a ŋ ³²				
174-3			l æ̰ m ³¹				
181-3			m j ɔ̃ ʔ ³²				
193-3			b o ³				
205-3			n o̰i ʔ ⁵²				
206-3			m õ ⁵³				
212-3			tʃʰ ɔ ʔ ⁵³				
214-3			l ø̃ m ⁵¹				
217-3			ʔ u ³				
224-3			n j au ⁴				
228-3			b au ⁵¹				
238-3			j w au ³¹				
241-3			ʃ o ⁵				
246-3			g j ɔ ³				
256-3			ʔ a ³				
257-3			b o ³				
