COGID	AchangLongchuan	Atsi	Bola	Lashi	Maru	OldBurmese	ProtoBurmish	Rangoon	Xiandao
665-1	ŋ ɔ ⁵⁵								
495-1	n au ³⁵								
838-1	n̥ ɔ ⁵⁵ ⁵⁵								
438-1	m ʐ ɔ ⁵⁵ ⁵⁵								
334-1	l ɔ ʔ ⁵⁵								
360-1	l i ³¹								
394-1	m i ³¹								
221-1	i u p ⁵⁵								
202-1	k au ³¹								
935-1	u ³¹								
93-1	ʈʂ ə ³¹								
7-1	p a n ³¹								
664-1	o a ŋ ⁵⁵								
246-1	tɕʰ ɔ ʔ ⁵⁵								
547-1	s ə k ⁵⁵								
555-1	i ɔ m ⁵⁵								
464-1	m au ³¹								
119-1	m ə ŋ ⁵⁵								
835-1	n̥ a p ⁵⁵								
79-1	t o ³¹								
693-1	ŋ au ⁵⁵								
477-1	n a p ⁵⁵								
891-1	tʰ ə ŋ ³⁵								
528-1	ʐ o ⁵⁵								
797-1	tɕʰ ʐ au ʔ ⁵⁵								
493-1	n ə ʔ ⁵⁵								
217-1	ʐ a p ⁵⁵								
896-1	tsʰ u t ⁵⁵								
452-1	m ʐ o ʔ ⁵⁵								
580-1	s ɔ t ⁵⁵								
833-1	n̥ ɔ ⁵⁵								
390-1	m a ŋ ³¹								
696-1	ŋ ui ⁵⁵								
86-1	t u ŋ ⁵⁵								
384-1	m a n ³⁵								
61-1	ts a n ⁵⁵								
536-1	s ɔ ŋ ⁵⁵								
731-1	ʂ i ³¹								
779-1	ɔ ⁵⁵ ⁵⁵								
589-1	tʰ ɔ ŋ ⁵⁵								
658-1	o a m ⁵⁵								
456-1	m ʐ a ŋ ³¹								
183-1	k ʐ ³¹								
785-1	kʰ ɔ ³¹								
714-1	u ⁵⁵								
331-1	l ɔ ³¹								
930-1	ŋ a p ⁵⁵								
161-1	k w ŋ ⁵⁵								
814-1	tɕʰ ui ³¹								
179-1	k ʐ ʔ ʔ ⁵⁵								
194-1	ʐ w ʔ ⁵⁵								
727-1	ʂ a ŋ ⁵⁵								
260-1	kʰ ʐ a p ⁵⁵								
144-1	tɕʰ a m ⁵⁵								
53-1	p u m ⁵⁵								
59-1	t w ʔ ⁵⁵								
506-1	pʰ i ʔ ⁵⁵								
29-1	p ə ʔ ⁵⁵								
316-1	tʰ ɔ ʔ ⁵⁵								
389-1	m ʐ a ŋ ⁵⁵								
118-1	m ɔ ³⁵								
312-1	kʰ o ³¹								
490-1	n i ³⁵								
436-1	m ʐ w ³¹								
927-1	ŋ a n ⁵⁵								
383-1	m ɔ ʔ ⁵⁵								
211-1	ʑ a m ⁵⁵								
873-1	s ə ŋ ⁵⁵								
877-1	s a ³⁵								
344-1	l a m ⁵⁵								
666-1	ŋ ɔ ³¹								
595-1	tʰ w ŋ								
660-1	o a p ⁵⁵								
642-1	ʈʂ a ŋ ³⁵								
257-1	kʰ ʐ a m ⁵⁵								
167-1	k ʐ ɔ ³¹								
880-1	tʰ a p ⁵⁵								
484-1	n w ŋ ⁵⁵								
574-1	s u m ³¹								
718-1	ʂ ə n ³¹								
811-1	tɕʰ au ³¹								
458-1	tʰ o ŋ ³¹								
884-1	tʰ i ³⁵								
205-1	k u ʔ ⁵⁵								
499-1	n a ⁵⁵								
706-1	ʂ ɔ ⁵⁵								
920-1	o ŋ ³¹								
36-1	p a a m ⁵⁵								
665-2		ŋ o ⁵¹							
495-2		n au ⁵⁵							
838-2		n o k ⁵⁵							
438-2		m j o ʔ ²¹							
334-2		l o ʔ ²¹							
360-2		l i ²¹							
394-2		m j ²¹							
221-2		j o̱ p ⁵⁵							
202-2		k au ²¹							
935-2		u ²¹ ²¹							
93-2		tʃ o ²¹ ⁵⁵							
7-2		p a n ²¹							
664-2		v a ŋ ⁵¹							
246-2		k o̱ ʔ ⁵⁵							
547-2		s i k ⁵⁵							
555-2		j i m ⁵¹							
464-2		m au ²¹							
119-2		ts a ŋ ⁵⁵							
835-2		n a̱ p ⁵⁵							
79-2		t u ²¹							
693-2		ŋ au ⁵¹							
477-2		n a p ²¹							
891-2		t o̱ ŋ ⁵⁵							
528-2		v u ⁵¹							
797-2		k j u ʔ ⁵⁵							
493-2		n i k ²¹							
217-2		j a p ⁵⁵							
896-2		tʃ u t ⁵⁵							
452-2		m j u ʔ ²¹							
580-2		s o̱ ʔ ⁵⁵							
833-2		n o̱ ⁵¹							
390-2		m a ŋ ²¹							
696-2		ŋ u ⁵¹							
86-2		t u ŋ ⁵¹							
384-2		m a n ⁵⁵							
61-2		t a ŋ ⁵¹							
536-2		x o̱ ʔ ⁵⁵							
731-2		ʃ i ²¹							
779-2		a o̱ ⁵¹							
589-2		tʰ a ŋ ⁵¹							
680-2		ŋ o̱ ʔ ⁵⁵							
658-2		v m ⁵¹ ⁵¹							
456-2		m j a ŋ ²¹							
183-2		k j i ²¹							
785-2		kʰ o ²¹							
714-2		u̱ ²¹							
331-2		l o ²¹							
206-2		j o ⁵¹							
930-2		ŋ a̱ p ⁵⁵							
353-2		l i ⁵¹							
161-2		k a ŋ ⁵¹							
814-2		k ui ²¹							
179-2		k j o ʔ ²¹							
194-2		v o ʔ ²¹							
727-2		ʃ a ŋ ⁵¹							
260-2		kʰ j a p ⁵⁵							
144-2		k a ŋ ⁵¹							
53-2		p u m ⁵¹							
59-2		t o ʔ ²¹							
506-2		p i k ⁵⁵							
29-2		p i k ²¹							
316-2		tʰ o̱ ʔ ⁵⁵							
389-2		m j a ŋ ⁵¹							
118-2		m o ⁵⁵							
312-2		kʰ u ²¹							
