COGID	cojubim	jaru	kitemoka	more	orowin	tapakura	tora	urupa	wanyam	wari
52-1	t t ʔ									
56-1	i m e ʔ									
96-1	a t a tʃ									
99-1	a t i r a n									
114-1	t o k i i									
115-1	i i o ʔ									
133-1	t i p a a									
144-1	a t a w i ʔ									
150-1	k a w ʔ									
234-1	k o m									
236-1	p i k o n ʔ									
241-1	a w i n									
249-1	i tʃ e ʔ									
1-1	w a z a ʔ									
2-1	w i m m									
65-1	i w									
74-1	p a n a									
106-1	t o n i i									
128-1	p o k									
147-1	t i m i i ʔ									
231-1	p a n a w o ʔ									
232-1	p i p i m									
239-1	n a m a k a n									
266-1	i t i m									
51-1	u w i ʔ									
97-1	m a p o m									
109-1	i p i a i tʃ i									
121-1	k a p i a m k tʃ i ʔ									
149-1	t o k									
160-1	k i t i k									
163-1	u p e n									
52-2		t t e								
56-2		i m e								
96-2		a r a s i								
99-2		a k i m e n								
114-2		t o k i s i								
115-2		o r e e s s								
133-2		t i p a k a s i								
144-2		a r a w a s i								
150-2		k a w								
234-2		k o m								
236-2		p e k o n								
241-2		a w i n								
249-2		i s e								
74-2		p a n a								
93-2		t o p a r i s i								
95-2		w i k i s i								
106-2		t o n e s i								
119-2		j j t t s s i								
128-2		k o k i s i								
147-2		t i m o s i								
231-2		p a n a w e								
232-2		p i j i a								
239-2		n a m a k a n								
266-2		i t i m								
51-2		i w e								
55-2		o w a m								
97-2		m a p o n								
121-2		k a p a j a k s i								
163-2		i p e n								
52-3			i t i							
56-3			u m i							
96-3			a t a e							
99-3			a a i i a							
114-3			t u k i e							
115-3			u i i e e							
133-3			t m a a a e e							
144-3			t t a w t e m							
150-3			k a w							
234-3			k u m							
236-3			p i k u							
241-3			a w e							
249-3			e e i							
1-3			w a i a							
2-3			w a m a							
65-3			m w							
93-3			t u a a a i e m							
95-3			w m k							
106-3			t u i e i							
119-3			m a t i a e							
128-3			i u k tʃ e							
147-3			tʃ m m i e							
231-3			p a a w a							
232-3			a e p i a							
239-3			n a m a k a n							
266-3			v i m m							
3-3			a a a k k u							
4-3			w a t a							
55-3			i a a a							
109-3			u p u i e e							
121-3			k a a p j a k e							
149-3			t u k							
160-3			k i a i k							
52-4				t t						
56-4				u m u						
96-4				a a a tʃ						
99-4				a r i m o n						
114-4				t o k i tʃ i						
115-4				w a u						
133-4				t i p a a						
144-4				a a a w a tʃ i						
150-4				k a w						
234-4				k o m						
236-4				p i k u n						
241-4				a w i n						
249-4				i tʃ u						
1-4				w a ʒ̟ a						
2-4				w w m						
65-4				i w						
74-4				p a n a						
93-4				t u p a a i tʃ i						
95-4				w i t i						
106-4				t u n i						
119-4				i j t t r						
128-4				p o k						
147-4				t i m i tʃ i						
231-4				p a n a w o						
232-4				p i i i						
239-4				n a m a k a n						
266-4				i i m						
3-4				w u a i k u						
4-4				w a t i						
51-4				u w i						
97-4				m a p u m						
109-4				u p i j i tʃ i						
121-4				k a p i a m k tʃ						
149-4				t o k						
160-4				k i r i k						
163-4				u p u n						
52-5					e t e					
56-5					o m e ʔ					
96-5					a a a s i					
99-5					a t i m a n					
114-5					t o k i s i					
115-5					e i e s s i					
133-5					t i p a r a s i					
144-5					a r a w a s i					
150-5					k a w					
234-5					k o m					
236-5					p i k o n					
241-5					a w i n					
249-5					i s e ʔ					
1-5					w a t a ʔ					
2-5					w i m m					
65-5					i w					
74-5					p a n a					
93-5					t o p a r i s i					
95-5					w i k i					
106-5					t o n i					
119-5					i a t i s s					
128-5					p o k i s i					
147-5					t i m i s i					
239-5					n a m a k a n					
266-5					i m i m					
3-5					a i r i k i					
4-5					w a t i					
51-5					e w e					
55-5					i w a m					
97-5					m o p o i					
109-5					o p w a i s i					
149-5					t o k					
160-5					k i m i k					
163-5					o p e n					
52-6						i t a				
56-6						u a a				
96-6						a a a i i				
99-6						a a i i i				
114-6						t u k i i				
115-6						u i i i i i				
133-6						t i p a a i i i				
144-6						a a a w a i				
150-6						k a w				
234-6						k u a				
236-6						p i k u u				
241-6						a w i				
249-6						i i a				
1-6						w a i a				
2-6						w u m				
65-6						i w i				
74-6						p a a				
93-6						t u p a a i i				
95-6						w i i i i i				
106-6						t u i i i				
119-6						i a t tʃ i i i				
128-6						p u k i i i				
147-6						t i m i i i				
231-6						p a k a w a				
232-6						p i i i a i				
239-6						i a a a k a				
266-6						i i i a i				
3-6						w a a i k i				
4-6						w a t i				
55-6						i w a a				
97-6						a a p u m				
109-6						i p i i i				
160-6						k i a i k				
52-7							i t a			
56-7							i m ë			
96-7							a r a			
99-7							a r i j u j			
114-7							t u k i i			
115-7							i r i			
133-7							t i p r a			
144-7							a t a w a i			
150-7							k a w			
234-7							k u m			
236-7							p i k i i			
241-7							a w i n n			
249-7							i i			
1-7							w a z a ʔ			
2-7							a i m			
65-7							i w i			
74-7							p a i a			
93-7							t u p a r i i			
95-7							w i k i			
106-7							t i i i i			
119-7							i a t t			
128-7							k u k			
147-7							t i m i i			
231-7							p a i a w u			
232-7							p i a u			
266-7							i t i m			
3-7							a a r i k u			
4-7							w a r i			
51-7							i w ë			
55-7							i w a m			
97-7							m a p u m			
109-7							i p i a i			
121-7							k a p i a a k			
149-7							t u k			
160-7							k i r i k			
163-7							i p i d			
52-8								t t e		
56-8								i m e		
96-8								a t a s		
99-8								a t i t u		
114-8								t u k s		
115-8								u t		
133-8								t i t r n a s		
144-8								a r a w a s a		
150-8								k a w		
234-8								k u m		
236-8								t a k u n		
241-8								a w i n		
249-8								i s e		
1-8								w a t a p		
2-8								i i m m		
