COGID	MonpaBalemu	MonpaDirang	MonpaDirangDum	MonpaKalaktang	MonpaNamsu	MonpaSangti	MonpaTembang	MonpaTomko
2783	n a ɲ i ŋ	n a ɲ i ŋ			n a ɲ i ŋ		n a ɲ i ŋ	
1796	kʰ a b a ɾ a	kʰ a b a r		kʰ a b a r				pʰ a r
416		kʰ a m tʃ u d a ŋ				kʰ a m tʃ u d a ŋ		
2101		ʃ i n dʒ i		ʃ i n tʃʰ a m				
2007		b u	b u ʃ u		b u ʃ u	b u a t̪ a	b u a t̪ a	
1061		g u m z i ŋ			g u m z i ŋ		g u m z i ŋ	
1805	h a s o k l a							kʰ a s o
2608					j a m l o k		j a m l o k	
2473				z i g tʃʰ a m	z e i kʰ e n		z e i kʰ e n	z i g p a n
276		dʒ a tʃ i				dʒ a ɲ tʃ i		
2445		t̪ a m tʃ u				t̪ a m tʃ u		
2350					tʃ o kʰ ə n			tʃʰ o l a n
2784			z i	z i		z i		z i
2433		pʰ i r	pʰ i r pʰ o		pʰ i r p o k			
774		tʃ i n a ŋ	tʃ i n a ŋ			tʃ i n a ŋ		tʃ i n a ŋ
2249			z o g j a k b o		z o k j a kʰ e n	z o g j a k b o	z o k j a kʰ e n	z o g j a k b o
1566	m ĭ n k a	m i n p a n		m ĭ n k a			m i ŋ kʰ e n	
1089		j o m l o k p a ts o k			j o m l o k p a ts o k		j o m l o k p a ts o k	
2699	tʃ a i t a ŋ p u			t a ŋ p u				s a p tʃ a t a ŋ p u
773	g a ɾ a ŋ tʃ i ŋ n a ŋ			g ă z a ŋ tʃ i ŋ n a	g a ɾ a ŋ tʃ i ŋ n a ŋ		g a ɾ a ŋ tʃ i ŋ n a ŋ	
908	l j a k p u			l e k p u				j a k p u
2331			tʃ o k p o		tʃ o k p o			tʃ o k p o
1611	ɕ i t k a l a					ʃ i k a n	z i t kʰ e n	
2285		dʒ a ŋ k u	dʒ a ŋ p o		dʒ a ŋ p o	tʃ a ŋ k u		dʒ a ŋ p a n
