COGID	Amharic	Argobba	Chaha	Endegagn	Ezha	Geez	Gumer	Gura	Gyeto	Harari	Inor	Kistane	Mesqan	Muher	Silte	Tigre	Tigrigna	Wolane	Zway
502				d a s								d ə r s	d ə r s	d ə rː ɨ s			d ə r f i		
579															m ə g ə rː i			m ə g ə rː i	
363															ʔ ai̯ n ə k o				ʔ ai̯ k u
309										ʔ a t ə w aː kʼ					ʔ ɨ n tʃ a kʼ o			ʔ ɨ n tʃʼ a kʼ o	ʔ ɨ n tʼ aː kʼ
87													f u r n o		f u r n o				
365															w ə r b a			w ə r a b e	
120			d a n g a	d a n g ə	d a n g ə		d a n g a	d a n g a	d a n g a				d a n g a						
184									d a s ə	d aː m ə s a		d a s ə m			d a s ə m			d a s aː	
418		b ə r b ə r e				b ə r b ə rː e				b ə r b ə r i						b ə r b ə r e	b ə r b ə r ə	b ə r b ə r e	b ə r b aː r i
391							m ɨ s	m ɨ s				m ɨ s	m ɨ s	m ɨ s					
321																t u	n a t u		
555					s ə r ə ɲː ə	s ə r a kʼ i										s e r kʼ ai̯	s ə r a q i		
348						ʕ a jː ə r ə										ʕ a j ə r a			
253		ʔ ɨ n dʒ e d e l o																	dʒ eː d aː l ə
582																l a h ai̯			j a h ai̯
291	d o r o	d o r o				d o r h o										d ə r h o	d ə r h o		
24						ʕ a r a t										ʕ a r a t	ʕ a r a t		
501			m a t ə g a	ʔ ɨ mː a t ə g	ʔ ɨ mː a t i n g i			h ɨ m ə g a								ʔ ɨ b h a m g ə m			
336		g a r				t ə g b a r													
179						j ɨ b u s										j ɨ b u s	n ɨ kʼ w u s		
644	s e t ɨ j o																s ə b ʔ ai̯ t i		s e t
258						kʼ w ɨ n s ɨ l										ħ a ʃ i l			
227										ʔ a tʼ ə b i ɲː							ʔ a s a b ɨ ʕ t i		
498			m ə tʃʼ ə kʼ ə m					m ə tʃʼ ə kʼ ə m				m o tʃʼ ə kʼ ə m	m e tʃʼ ə kʼ ə m		b o tʃʼ ə kʼ ə			b o tʃʼ ə kʼ ə	
335		k ə m e															k ə m əi̯		
347						ʔ ɨ fː o										ʔ a f o			
229												tʃʼ ə rː ə s ə				w ə dː ə ʔ ə	w ə dː ə ʔ ə		ʔ a tʃʼ i r aː kʼ
300			x ɨ n		x ɨ nː		x j ɨ n	x ɨ n	x i n		ʔ a n ə		h i n						
29										ħ a r ə kʼ						r ɨ s ɨ kʼ			ʔ a r ə kʼ
483																r ə ʔ a	r ə ʔ a j ə		
312												ʔ ə r ə dː a m		ʔ ə r ə dː a m		r ə d ɨ ʔ a			
600	w ɨ h a	ʔ a h o w a																	
295		d ɨ m a													d u m			d u m i	
455		x ɨ j ɨ m a	ʔ e m a		ʔ e m a		ʔ e m a	ʔ e m a					ʔ e m a						
608			g a z				g a z	g a z			g a z			g a z					
499			l a l e		l a l e			l a l e			l a l e								
327	dʒ ɨ b	dʒ ɨ b				z ɨ ʔ b											z ɨ b ʔ i		
407																ʕ ɨ fː u n	ʕ u f a n		
5	g ə b s					g ə b s				g uː s		g ə b s							g ə b ɨ s
493	ʔ ɨ h u d					ʔ ɨ ħ u d				ʔ a l ħ a d									
111	l ɨ dʒ	l ɨ dʒ																w e dʒ	
649		b ə							b ə	b e								b ə	b ə
627															ʔ a w dʒ e			ʔ a w dʒ e	ʔ a w dʒ i
245	kʼ ə b ə r o		kʼ ə w ə r ə		kʼ ə w ə r ə		kʼ ə w ə r ə	kʼ ə w ə r ə	kʼ w ə b ə r ə					kʼ ə w ə r ə					
352									s i j a		s i j a								
303						g ə b ə t a										g ə b ə t a			
170				d ə r ə w ə				j ə b a r ʔ a w i	ʔ a b a r a w		ʔ a b a r ʔ a w i								
468									m ə g a z									m ə g a z	m ə g a z
261						tʼ a l i											tʼʲ ə l		
287	ʔ ɨ sː u	k ɨ s u															n ɨ sː u		
453	b ə g					b ə gː ɨ ʕ										b ə gː u ʕ	b ə g ɨ ʕ		
133												b ai̯							b aː j u
536	j a				z a							z a	z a	z a					
259						kʼ w ə r n ə n ə ʕ a t				ʔ a n kʼ u r aː r a ħ									
68	g o mː ə nː	g o m ə n																	
554				w a							w ə d a								
466						b ɨ ʕ u l				b a ʔ a w									
389						t ə s ʕ ə tː u										s ɨ ʕ	t ɨ ʃ ə ʕ a t ə		
667												d ə x ə					n ɨ s ɨ x a		
116		g ə n g a d				ʔ ɨ n g ɨ d ʔ a													
495		tʃ ə h e d	tʃʼ e t		tʃʼ e t		tʃʼ e t	tʃʼ e t					tʃʼ e t						
639	j ə t ɨ ɲː a w	j e d ɨ ɲː a w										j ɨ tː a							
16			ʔ a g a t	ʔ a g a d					ʔ a g a l										
364															b ɨ l			b ɨ l	
337		kʼ ɨ l tʼ ɨ m								kʼ u l tʼ u m									
26						ʕ ə bː i										ʕ a b a j i			
304						z i ʔ a h u				z i j u									
578															ʔ u x u n			ʔ u h u n	
435													ʔ ɨ n kʼ a tʃː e		ʔ ɨ n kʼ a tʃː ə			ʔ ɨ n kʼ a tʃː e	
503				ʔ a j e d					ʔ ɨ w a j ə		ʔ ɨ w ə j ə								
487	z ə f ə n	z ə f ə n																	
329	s ɨ r a																s ɨ r a ħ		
485	tʃʼ ɨ s	tʃ i s																	
49																m ə kʼ tʼ ə n			m ɨ s k ə t
523															ʃ ɨ b ə t			ʃ ɨ b ə t	ʃ i b ai̯
277															ʔ ɨ d ə g o t			ʔ a d ə g ə	ʔ a d ə g ə
416	kʼ ei̯	kʼ ə j ɨ h								kʼ eː h						kʼ ai̯ ħ ɨ t	q ə j ɨ ħ		kʼ aːi̯
629															ʔ o ʃ t			h oi̯ t	h oi̯ t
20				g ə m b ə n ə	g ə m b ə nː a						g ə m b ə n a								g ə m b ə l o
346				ʔ e t ə h ə							ʔ ə t ə k a								
247	ʔ ɨ n kʼ u r a r i t	ʔ ɨ n kʼ u r a r i t													ʔ ɨ n kʼ u r a r i t	ʔ ɨ n kʼ ɨ r ʕ o b	ʔ ɨ n kʼ u r a r i t	ʔ ɨ n kʼ u r a r i t	ʔ ɨ n kʼ u r a r i t
542	j ɨ h									j i									
151	ʔ a l ə kʼː ə s ə	l ə kʼː ə s ə																	
539	w ə f r a m	w ɨ f r a m																	
224						ħ ə r m ə z										h a r m ə z	ħ a r m a z		
656				g ə d ə n i							g ə d a n i j ə								
662							w ə s tʼ ɨ n j ə	w ə s tʼ i n i j ə	w ə s tʼ										w ɨ s t
155	w ɨ ʃː a	w ɨ ʃ a										w ɨ sː a							
481																s ɨ g u b			n ɨ b r ə t a ɲ ə
269												w ə g f ɨ r	w ə g f ɨ r						
207	dʒ o r o	dʒ o r o																	
422				d a ʔ ə		g a ʕ t					d a ʔ a					g a ʕ t			
118			tʃ ə n ə		tʃ ə n ə		tʃ ə n ə	tʃ ə n ə	tʃ ə ɲ ə				tʃ ə ɲː ə						
445	h a b t a m	d ə m a m															h a b t a m		
537	k ə zː i j a	w o d g ɨ z e							x ə g ɨ z ɨ j ə										j a n e g i
246	ʔ a r b					ʕ a r b											ʕ a r b i		
326	m ə t o	m ə t o				m ɨ ʔ ɨ t	m ə t o					m ə t o	m ə t o			m ɨ ʔ ɨ t	m i ʔ t i		
157	ʔ a lː ə m ə					ħ ɨ l u m										ħ a lː ə m	ħ a l ə m ə		
301			k u t ə r a		k u tː ə r a		k u tː a r a	k u t a r a	k u t a r a		k u t a r a		k u tː ə n a	k u tː ə n a					
177						k ə l b										k ə l ɨ b	k ə l b i		
594	g i zː e					g i z e					g ɨ z ɨ j ə	g ɨ z j e	g ɨ z j e	g e				g ɨ n	g i
654			t ə h u t	t ɨ h u d ə											t uː h a				
534	l a b	l a b																	
341			kʼ ə n d m ə m	kʼ ə n ə m ə	kʼ ə nː ə m ə m		kʼ ɨ n e m a	kʼ ə n d m ə m	kʼ ə n ə m ə		kʼ ə n ə m ə								
343			kʼ ə ʃ ə		k ə ʃ ə		k j ə ʃ ə	kʼ ə ʃ ə		kʼ o s a									
563										b ə ħ ə r	t ə h ɨ m		b ə h i						
354										w a r aː b a					w ə r a b ə			w ə r a b ə	ʔ u r aː b a
35										tʼ əi̯					tʼ e m			t ɨ m	
388						k ɨ s a d										s ɨ g a d	k ɨ s a d		
551			s ɨ s ə		s ɨ sː ə		s ɨ s a	s ɨ s ə						s ə sː ə					
186										kʼ oː tʃʼ a					kʼ oː tʃ e			kʼ oː tʃ e	kʼ uː tʃ i
221			dʒ ə p ə r ə				dʒ ə pː ə r ə	dʒ ə p ə r ə	dʒ ə pː ə r ə		dʒ ə p ə r ə		ʒ ə bː ə r ə						
423				d ɨ j ə							d ɨ j ə								
153	w ə sː ə n ə		w ə w ə sː ɨ n				w ə s n o t				w ə sː ɨ n	w o w o sː ɨ n	w ə w ə sː ɨ n	w ə w ə sː ɨ n			w ə sː ə n ə		
462				m e j a					m ə j a		m e ʔ a	m o tʃʼ ə							
446	m ə n g ə d					m ə n g ə d											m ə n g ə d i		
604		h u m a				j o m										j o m			
452	ʔ ɨ s w a	k ɨ sː a													ʔ i ʃ a		n ɨ sː a	ʔ ɨ ʃ ə	
631																g ə j a ʃ ai̯	g ə j a ʃ ai̯		
175						ħ ə r g ə s				ħ aː s							ħ a r g ə s		
603		w ə kʼ t								w a kʼ t i					w ə kʼ t	w ə kʼ ɨ d			
428								dʒ ɨ mː ə			g i m ʔ ə	g i mː ə			g i mː a				g i mː a
320															w ə z ə n ə			w ə z aː n	w ə z ə n ə
599	tʼ o r ɨ n ə t	tʼ o r ɨ n ə t																	
510							w e g		w ə j ə g							w ə t ə r			
69	tʼ ɨ dʒː a	tʼ ɨ dʒː a								tʼ ɨ dʒ a		tʼ ə g		d ə g					
257					ʔ a dː a r ə							ʔ a dː a r ə	ʔ a dː a r ə	ʔ a dː a r ə					
513										ʔ uː n					ʔ uː n			ʔ u n	
108	d ɨ mː ə t	d ɨ m ə t				d ɨ mː ə t										d ɨ mː u	d ɨ mː u		
538	ʔ ɨ nː ə sː u																n ɨ sː a t ə n		ʔ ɨ n o mː u
217		ʔ a w								ʔ aː w									
220			tʃ ə w a tʃ		tʃ ə w a tʃ		tʃ ə w a tʃ	tʃ ə w a tʃ	tʃ o w a tʃ		tʃ ə w a dʒ			tʃ ə w a tʃ					
100																b a n i	b a n i		
13		m ə kː a tʃː a	m ə t a g ə tʃ a																
77				ʔ ə ʃː ə ʔ ə m							ʔ ə s ə m								
101																ħ u	ħ a w		
166			b a n ə r ə m	b a nː ə r ə	b a nː ə s ə m			b a n ə r ə m			b a n ə r ə								
